50Traced_NONETRACED_SUM_MULTI_VSM_56_MEDIAN,Associated
0.713,NO
0.6075,NO
1.2855,NO
2.1436,NO
0.8107,NO
1.6713,NO
1.3774,NO
0.5772,NO
1.5076,NO
3.0633,YES
1.2633,NO
3.0232,YES
0.603,NO
1.2043,NO
0.3547,NO
1.3961,NO
1.128,NO
1.2095,NO
1.2378,NO
0.8018,NO
1.0698,NO
3.1656,YES
3.3054,YES
3.5496,YES
2.8809,YES
1.374,NO
3.116,YES
1.439,NO
1.8339,YES
1.1494,YES
0.9,NO
1.1347,NO
0.6073,NO
1.2796,NO
2.5606,YES
1.361,YES
0.9225,NO
0.5383,NO
0.8879,NO
0.7934,NO
0.5912,NO
0.9868,NO
0.4719,NO
2.4351,YES
1.2655,NO
2.3648,YES
0.7242,NO
2.416,YES
1.004,NO
1.0179,NO
0.7053,NO
0.7926,NO
0.5804,NO
0.9629,NO
1.202,NO
0.9984,NO
0.6978,NO
0.7089,NO
1.3854,NO
2.5097,NO
0.9717,NO
1.8298,NO
1.3468,NO
0.4502,NO
1.8485,NO
3.3524,YES
1.4736,NO
3.2976,YES
1.1555,NO
1.6840000000000002,NO
0.6771,NO
1.1605,NO
1.4393,NO
0.8927,NO
1.4596,NO
0.5242,NO
1.2186,NO
3.5026,YES
3.7311,YES
3.6671,YES
3.0638,YES
1.5113,NO
3.3813,YES
1.6718,NO
1.194,YES
0.7092,YES
0.7878,NO
1.2736,NO
0.8629,NO
1.2872,NO
1.3616,YES
0.7057,YES
1.0225,NO
0.3663,NO
0.9417,NO
0.5848,NO
0.8298,NO
1.0415,NO
0.8331,NO
1.3248,YES
1.2339,NO
1.1804,YES
0.7049,NO
1.2455,YES
1.0455,NO
0.6478,NO
0.445,NO
0.4549,NO
0.4947,NO
0.9563,NO
0.7372,NO
1.0774,NO
0.8013,NO
0.2118,NO
2.0793,YES
3.637,YES
3.3808,YES
2.9721,YES
0.3096,NO
0.188,NO
1.5108,YES
0.9279,NO
2.0858,YES
0.26,NO
0.8519,NO
0.8848,NO
0.1934,NO
0.5439,NO
4.1627,YES
0.1214,NO
3.4871,YES
0.1417,NO
4.0549,YES
0.9179,NO
0.8057,NO
1.2198,NO
0.5825,NO
2.2382,YES
1.1545,NO
1.9313,YES
0.5063,NO
0.2127,NO
1.2557,NO
2.1057,NO
1.1921,NO
1.5555,NO
0.7561,NO
0.2415,NO
1.5751,NO
2.7517,YES
1.5051,NO
2.9887,YES
0.616,NO
1.185,NO
0.3065,NO
0.5882,NO
1.4735,NO
0.4064,NO
1.2309999999999999,NO
0.2019,NO
1.4057,NO
3.1577,YES
3.1599,YES
3.7554,YES
2.5183,YES
1.7735,NO
2.9874,YES
1.4379,NO
0.7313,NO
0.527,NO
1.6445,YES
4.0709,YES
3.0166,YES
2.4772,YES
1.1181,NO
0.3659,NO
1.7879,YES
2.2028,NO
1.6108,YES
1.6122,NO
1.3572,NO
1.4769999999999999,NO
0.5502,NO
1.0391,NO
3.7748,YES
0.6387,NO
3.5443,YES
0.3531,NO
3.1781,YES
2.1185,NO
2.0987,NO
2.2763,NO
1.6861,NO
1.7509,YES
2.3448,NO
1.5771,YES
0.637,NO
0.4361,NO
1.2193,NO
1.6807,NO
0.9664,NO
1.3315,NO
1.2675,NO
0.2839,NO
1.8834,NO
2.0322,YES
1.6299,NO
2.3307,YES
1.0914,NO
1.2767,NO
0.3108,NO
0.7461,NO
1.4006,NO
0.5075,NO
1.08,NO
0.43,NO
0.7724,NO
2.7267,YES
2.6192,YES
2.9023,YES
1.6704,YES
1.9144,NO
2.7184,YES
1.5114,NO
0.6549,NO
0.5627,NO
1.1521,NO
1.8565,NO
0.5576,NO
1.7309,NO
1.2288,NO
0.3856,NO
2.126,NO
2.909,YES
1.7518,NO
3.3133,YES
0.8356,NO
1.6158,NO
0.4906,NO
0.9864,NO
0.9218,NO
0.7440000000000001,NO
0.8153,NO
0.4942,NO
0.6055,NO
3.2547,YES
3.5785,YES
3.4182,YES
2.7779,YES
1.5781,NO
3.1925,YES
1.913,NO
1.0824,NO
0.5431,NO
1.0485,NO
2.6022,NO
1.3038,NO
1.4705,NO
1.5563,NO
0.7746,NO
1.3812,NO
3.3077,YES
1.3741,NO
3.8057,YES
0.5621,NO
1.3523,NO
0.3001,NO
1.579,NO
1.7072,NO
1.3046,NO
1.2849,NO
0.9326,NO
1.4724,NO
3.8426,YES
4.0287,YES
4.3577,YES
3.0975,YES
1.4145,NO
3.7015,YES
1.4155,NO
1.1894,NO
0.6251,NO
1.0191,NO
2.6384,NO
1.1067,NO
1.4751,NO
1.5583,NO
0.6622,NO
1.5514,NO
3.2435,YES
1.3814,NO
3.7302,YES
1.189,NO
1.7674,NO
0.9128,NO
1.3789,NO
1.5175,NO
1.1772,NO
1.2068,NO
0.8218,NO
1.3724,NO
3.5952,YES
3.8341,YES
3.9909,YES
3.0456,YES
1.4822,NO
3.471,YES
1.5483,NO
1.1924,NO
0.7995,NO
3.8549,YES
2.6356,YES
2.1919,YES
5.836,YES
