50Traced_NONETRACED_MAX_SINGLE_LSA_52_MEDIAN,Associated
0.1047,NO
0.1429,NO
0.1818,NO
0.3384,NO
0.1965,NO
0.1766,NO
0.1542,NO
0.1058,NO
0.2216,NO
1.0,YES
0.1337,NO
1.0,YES
0.3701,NO
0.3701,NO
0.3691,NO
0.1438,NO
0.2207,NO
0.1308,NO
0.1949,NO
0.2179,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1818,NO
1.0,YES
0.2183,NO
1.0,YES
1.0,YES
0.3639,NO
0.3639,NO
0.3639,NO
0.2515,NO
1.0,YES
1.0,YES
0.2559,NO
0.21100000000000002,NO
0.2853,NO
0.3066,NO
0.4183,NO
0.4183,NO
0.4173,NO
1.0,YES
0.2735,NO
0.405,YES
0.2676,NO
1.0,YES
0.3639,NO
0.3066,NO
0.3066,NO
0.3066,NO
0.3066,NO
0.3639,NO
0.3066,NO
0.3639,NO
0.21600000000000003,NO
0.21600000000000003,NO
0.6593,NO
0.3384,NO
0.3076,NO
0.3464,NO
0.4224,NO
0.21600000000000003,NO
0.2452,NO
1.0,YES
0.1924,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.3249,NO
0.3076,NO
0.2886,NO
0.4343,NO
0.21600000000000003,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3063,NO
1.0,YES
1.0,YES
0.6805,NO
0.6805,NO
0.6805,NO
0.5415,NO
1.0,YES
1.0,YES
0.5415,NO
0.4069,NO
0.4436,NO
0.2121,NO
0.7376,NO
0.7376,NO
0.7358,NO
1.0,YES
0.5115,NO
1.0,YES
0.5005,NO
1.0,YES
0.6805,NO
0.4069,NO
0.4069,NO
0.4069,NO
0.4069,NO
0.6805,NO
0.4069,NO
0.6805,NO
0.1709,NO
0.1597,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.153,NO
0.5022,YES
0.1552,NO
0.6283,YES
0.22399999999999998,NO
0.3493,NO
0.379,NO
0.379,NO
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.4988,NO
1.0,YES
0.1733,NO
0.457,NO
0.5265,NO
0.1856,NO
1.0,YES
0.4619,NO
1.0,YES
0.1671,NO
0.1091,NO
0.4056,NO
0.3384,NO
0.2485,NO
0.3573,NO
0.2599,NO
0.1225,NO
0.3573,NO
1.0,YES
0.2675,NO
1.0,YES
0.2327,NO
0.2525,NO
0.2525,NO
0.3249,NO
0.2428,NO
0.2886,NO
0.2672,NO
0.2019,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3573,NO
1.0,YES
0.3573,NO
0.1709,NO
0.1855,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.1337,NO
0.5022,YES
0.6903,NO
0.6283,YES
0.6968,NO
0.4058,NO
0.4403,NO
0.4403,NO
0.2264,NO
1.0,YES
0.2011,NO
1.0,YES
0.4988,NO
1.0,YES
0.6903,NO
0.6968,NO
0.6903,NO
0.6903,NO
1.0,YES
0.6968,NO
1.0,YES
0.2332,NO
0.2332,NO
0.6593,NO
0.3384,NO
0.2874,NO
0.4239,NO
0.4224,NO
0.2332,NO
0.4239,NO
1.0,YES
0.349,NO
1.0,YES
0.406,NO
0.4406,NO
0.4406,NO
0.2332,NO
0.105,NO
0.2332,NO
0.4343,NO
0.2266,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.4239,NO
0.2057,NO
0.1825,NO
0.6593,NO
0.4374,NO
0.4374,NO
0.3916,NO
0.4224,NO
0.1825,NO
0.3916,NO
1.0,YES
0.4095,NO
1.0,YES
0.1626,NO
0.2085,NO
0.1275,NO
0.3249,NO
0.4374,NO
0.2886,NO
0.4374,NO
0.1825,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.4095,NO
0.2093,NO
0.2093,NO
0.3916,NO
0.3384,NO
0.2047,NO
0.3464,NO
0.2509,NO
0.2093,NO
0.3095,NO
1.0,YES
0.2318,NO
1.0,YES
0.2729,NO
0.2729,NO
0.2722,NO
0.3249,NO
0.1415,NO
0.2886,NO
0.258,NO
0.2034,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3095,NO
1.0,YES
0.3095,NO
0.2057,NO
0.1092,NO
0.6593,NO
0.3384,NO
0.31,NO
0.2615,NO
0.4224,NO
0.1135,NO
0.1851,NO
1.0,YES
0.1948,NO
1.0,YES
0.2846,NO
0.2846,NO
0.2839,NO
0.2453,NO
0.233,NO
0.2179,NO
0.4343,NO
0.1702,NO
0.35600000000000004,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.31,NO
0.2216,NO
0.3044,NO
1.0,YES
0.6673,YES
0.6673,YES
1.0,YES
0.306,NO
0.134,NO
1.0,YES
0.2963,NO
1.0,YES
0.7244,NO
0.4151,NO
0.4246,NO
0.3188,NO
