50Traced_NONETRACED_MAX_RAW_LSA_85_SUM,Associated
0.05380843412880024,NO
0.1246158875449493,NO
0.22222948676037918,NO
0.2062111801242236,NO
0.12428898332788492,NO
0.1063092513893429,NO
0.14011114743380187,NO
0.12638117031709706,NO
0.1740438051650866,NO
0.7869238313174239,YES
0.16541353383458646,NO
0.8464857796665576,YES
0.2570120954560314,NO
0.23746322327558023,NO
0.24367440339980384,NO
0.08924485125858123,NO
0.12657731284733573,NO
0.10689767898005882,NO
0.1410264792415822,NO
0.14508009153318077,NO
0.15541026479241582,NO
0.1784243216737496,YES
0.6780647270349787,YES
0.734553775743707,YES
0.28878718535469106,YES
0.2219025825433148,NO
0.25406995750245176,YES
0.14351095129127167,NO
0.3184700882641386,YES
0.7852893102321018,YES
0.3077476299444263,NO
0.11304347826086954,NO
0.11428571428571428,NO
0.08787185354691074,NO
0.3192546583850931,YES
0.2771493952271984,YES
0.177116704805492,NO
0.11631252043151356,NO
0.15207584177835895,NO
0.053743053285387365,NO
0.20464203988231447,NO
0.11284733573063092,NO
0.1930696305982347,NO
0.8092840797646288,YES
0.10964367440339977,NO
0.699117358613926,YES
0.08185681595292577,NO
0.8477280156914023,YES
0.08649885583524024,NO
0.08251062438705459,NO
0.09754821837201698,NO
0.12801569140241906,NO
0.099705786204642,NO
0.21235697940503429,NO
0.12043151356652497,NO
0.1538411245505067,NO
0.13115397188623734,NO
0.13213468453743052,NO
0.23445570447858777,NO
0.2987250735534488,NO
0.21026479241582216,NO
0.1913697286694998,NO
0.19738476626348475,NO
0.04727034978751224,NO
0.22543314808761034,NO
0.9245505067015363,YES
0.22994442628309902,NO
0.7572409284079763,YES
0.16829029094475315,NO
0.23334423014056882,NO
0.12723112128146452,NO
0.20111147433801893,NO
0.2120300751879699,NO
0.15554102647924156,NO
0.21948349133703823,NO
0.14658385093167697,NO
0.25537757437070935,NO
0.9174239947695323,YES
0.903497875122589,YES
0.8643347499182737,YES
0.7412880026152336,YES
0.22752533507682243,NO
0.4413206930369401,YES
0.19320039228506045,NO
0.1112781954887218,YES
0.27597254004576655,YES
0.3244851258581235,NO
