50Traced_NONETRACED_SUM_SINGLE_LSA_88_MAX,Associated
0.6659999999999999,NO
0.4792,NO
0.8664,NO
0.9051,NO
0.525,NO
0.8948,NO
0.7835,NO
0.3017,NO
0.6348,NO
1.5734,YES
0.5808,NO
1.4681,YES
0.5075,NO
0.8673,NO
0.6777,NO
0.7785,NO
0.625,NO
0.4176,NO
0.6537,NO
0.5079,NO
0.6222,NO
2.0214,YES
1.9762,YES
1.8994,YES
1.7679,YES
0.6965,NO
2.0482,YES
0.8641,NO
2.3898,YES
1.2705,YES
1.6308,NO
0.8518,NO
0.6683,NO
1.205,NO
2.6265,YES
1.5091,YES
1.0567,NO
0.5870000000000001,NO
1.1276,NO
0.3553,NO
0.8724,NO
1.133,NO
0.8803,NO
2.4169,YES
1.1878,NO
1.6639,YES
0.7499,NO
2.3752,YES
0.5194,NO
0.8291,NO
0.6782,NO
0.8693,NO
0.4315,NO
1.1709,NO
0.6459,NO
1.4912,NO
0.5207,NO
0.6939,NO
1.5528,NO
1.7858,NO
0.9183,NO
1.7646,NO
0.7234,NO
0.2288,NO
1.3053,NO
3.2451,YES
1.2389,NO
2.366,YES
0.6047,NO
1.1896,NO
0.7606,NO
0.7895,NO
1.2784,NO
0.4677,NO
1.4066,NO
0.3804,NO
1.3368,NO
3.8626,YES
3.6606,YES
3.5536,YES
3.2159,YES
1.3603,NO
3.7375,YES
1.6127,NO
3.1289999999999996,YES
1.4387,YES
3.0032,NO
1.2079,NO
1.3959,NO
2.0842,NO
3.4543,YES
2.3196,YES
2.3527,NO
0.8685,NO
2.362,NO
1.0541,NO
2.0788,NO
2.4451,NO
2.0061,NO
3.2145,YES
1.78,NO
2.4605,YES
1.8159,NO
3.3139999999999996,YES
1.1423,NO
1.3090000000000002,NO
1.2926,NO
1.1944,NO
1.1234,NO
2.4458,NO
1.2912,NO
2.8131,NO
0.2871,NO
0.1217,NO
1.9677,YES
3.9469,YES
3.7201,YES
2.0254,YES
0.8078,NO
0.3293,NO
1.0202,YES
0.7741,NO
1.8827,YES
0.3597,NO
0.6304,NO
1.1878,NO
0.9161,NO
0.3499,NO
4.7862,YES
0.4602,NO
4.3056,YES
0.2084,NO
3.5312,YES
1.0076,NO
0.8028,NO
0.7457,NO
0.6646,NO
1.817,YES
0.6662,NO
1.5606,YES
0.3748,NO
0.3442,NO
1.1277,NO
1.6091,NO
0.4927,NO
1.4669,NO
0.3496,NO
0.1684,NO
1.045,NO
3.2943,YES
0.5504,NO
2.2158,YES
0.1987,NO
0.7096,NO
0.3057,NO
0.3962,NO
0.9805,NO
0.2192,NO
0.5803,NO
0.2019,NO
0.7991,NO
3.792,YES
3.6771,YES
3.6447,YES
3.2181,YES
0.9619,NO
3.7797,YES
1.1811,NO
0.1665,NO
0.2973,NO
1.5301,YES
4.1160000000000005,YES
3.5285,YES
1.5746,YES
0.8492,NO
0.2385,NO
1.1072,YES
1.2776,NO
1.8276,YES
0.6494,NO
1.1264,NO
1.7382,NO
1.3536,NO
0.2677,NO
4.3737,YES
0.2785,NO
3.8922,YES
0.3281,NO
3.3674,YES
1.4362,NO
1.4061,NO
1.0991,NO
0.7067,NO
1.4861,YES
0.9031,NO
1.8298,YES
0.6759,NO
0.4577,NO
1.4403,NO
1.1529,NO
0.3088,NO
1.7334,NO
0.8170000000000001,NO
0.5765,NO
1.4638,NO
3.0980000000000003,YES
1.1224,NO
2.2991,YES
0.385,NO
0.8295,NO
0.3559,NO
0.9308,NO
0.5816,NO
0.7981,NO
0.8724,NO
0.4436,NO
0.7968,NO
3.7788,YES
3.5287,YES
3.6332,YES
3.0981,YES
1.4278,NO
3.7462,YES
1.3872,NO
0.7561,NO
0.7856,NO
2.7834,NO
1.79,NO
1.0164,NO
3.0864,NO
0.8579,NO
0.4994,NO
2.5385,NO
3.3288,YES
2.4683,NO
2.4114,YES
0.7512,NO
1.1386,NO
0.5883,NO
0.9982,NO
1.7166,NO
0.6683,NO
1.8217,NO
0.5574,NO
1.5897,NO
4.2274,YES
3.736,YES
4.1494,YES
3.6472,YES
2.7276,NO
4.0784,YES
2.4612,NO
0.7165,NO
0.507,NO
1.472,NO
1.5522,NO
0.6387,NO
1.7167,NO
0.7799,NO
0.5936,NO
1.3562,NO
3.6533,YES
0.8113,NO
2.3602,YES
0.8256,NO
1.3732,NO
0.8292,NO
0.8624,NO
1.1205,NO
0.6831,NO
0.9714,NO
0.4911,NO
1.0707,NO
4.1713,YES
4.1872,YES
4.0212,YES
3.5057,YES
1.2138,NO
4.0371,YES
1.7418,NO
0.3203,NO
0.3434,NO
1.4689,NO
1.5975,NO
0.5679,NO
1.538,NO
0.3037,NO
0.2066,NO
1.1623,NO
3.4707,YES
0.7511,NO
2.2065,YES
0.3945,NO
0.8694,NO
0.5265,NO
0.4566,NO
1.0488,NO
0.35700000000000004,NO
1.0262,NO
0.1702,NO
0.9741,NO
3.8283,YES
3.7315,YES
3.5597,YES
3.3245,YES
1.2094,NO
3.8505,YES
1.4918,NO
0.5653,NO
0.9891,NO
5.8574,YES
1.2993,YES
1.1639,YES
5.7917,YES
0.8213,NO
0.754,NO
6.1394,YES
1.2667,NO
5.7726,YES
0.9747,NO
2.1599,NO
1.5913,NO
1.0946,NO
0.5274,NO
2.4362,YES
0.379,NO
2.1784,YES
0.8018,NO
1.3251,YES
2.0362,NO
1.3948,NO
2.6812,NO
1.8381,NO
6.122999999999999,YES
2.2972,NO
5.3606,YES
0.2679,NO
0.7171,NO
1.7763,YES
0.5796,NO
0.4674,NO
2.127,YES
0.1827,NO
0.375,NO
2.3542,YES
0.6338,NO
1.9032,YES
0.6339,NO
1.3552,NO
1.422,NO
0.853,NO
0.2667,NO
1.4498,NO
0.1671,NO
0.5919,NO
0.4157,NO
0.8205,NO
0.7507,NO
1.0175,NO
1.3113,NO
0.4999,NO
1.7645,YES
0.899,NO
2.1085,YES
0.1471,NO
0.6542,NO
2.7646,YES
4.0662,YES
3.5395,YES
3.3217,YES
0.9901,NO
0.3208,NO
2.0854,YES
2.0351,NO
3.0917,YES
1.18,NO
1.1441,NO
1.8925,NO
1.2925,NO
0.4645,NO
5.0956,YES
0.5973,NO
4.601,YES
0.1224,NO
3.6258,YES
2.5498,NO
2.1545,NO
2.2465,NO
1.6023,NO
2.7799,YES
2.0404,NO
2.6013,YES
0.1636,NO
0.5717,NO
3.1047,YES
0.6699,NO
0.7484,NO
3.2159,YES
0.3184,NO
0.5089,NO
3.7877,YES
0.2792,NO
3.9935,YES
0.4688,NO
1.636,NO
1.0481,NO
0.7289,NO
0.2425,NO
1.0571,NO
0.1654,NO
1.1968,NO
0.4474,NO
0.9808,NO
0.9059,NO
0.4117,NO
1.5242,NO
0.73,NO
3.6632,YES
0.5422,NO
3.5565,YES
0.7303,NO
0.3724,NO
1.9342,YES
4.0518,YES
3.8516,YES
1.7831,YES
1.0903,NO
0.7045,NO
1.3309,YES
0.8216,NO
2.2365,YES
0.4794,NO
1.0648,NO
1.7152,NO
1.3630000000000002,NO
0.8141,NO
4.8009,YES
0.8071,NO
4.3336,YES
0.9620000000000001,NO
3.5878,YES
1.0037,NO
0.8349,NO
0.769,NO
0.5889,NO
1.8962,YES
0.318,NO
1.8892,YES
2.3429,YES
0.5365,YES
1.1784,NO
1.1767,NO
1.0708,NO
0.6642,NO
2.4406,YES
2.0373,YES
0.5472,NO
0.4847,NO
0.9197,NO
0.5342,NO
0.2325,NO
0.5559,NO
0.4142,NO
2.4152,YES
1.1988,NO
2.1609,YES
1.0363,NO
2.3257,YES
0.9691,NO
0.6768,NO
0.5033,NO
0.5306,NO
0.6171,NO
0.8741,NO
0.4687,NO
0.877,NO
0.4217,NO
0.9992,NO
