50Traced_NONETRACED_MAX_SINGLE_VSM_46_MEDIAN,Associated
0.1671,NO
0.1109,NO
0.6593,NO
0.3895,NO
0.2874,NO
0.3464,NO
0.4224,NO
0.1135,NO
0.2216,NO
1.0,YES
0.7077,NO
1.0,YES
0.3701,NO
0.3574,NO
0.3701,NO
0.1142,NO
0.2553,NO
0.1308,NO
0.391,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.2574,NO
1.0,YES
1.0,YES
0.3362,NO
0.2455,NO
0.2152,NO
0.1724,NO
1.0,YES
1.0,YES
0.2584,NO
0.3066,NO
0.2584,NO
0.3066,NO
0.3658,NO
0.397,NO
0.397,NO
1.0,YES
0.2604,NO
1.0,YES
0.2047,NO
1.0,YES
0.2664,NO
0.3066,NO
0.2314,NO
0.3066,NO
0.3066,NO
0.2584,NO
0.2314,NO
0.2584,NO
0.1606,NO
0.1534,NO
0.3233,NO
0.3744,NO
0.1538,NO
0.3329,NO
0.2252,NO
0.0976,NO
0.2187,NO
1.0,YES
0.3471,NO
0.7349,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1861,NO
0.1268,NO
0.3757,NO
0.1843,NO
0.4531,NO
1.0,YES
1.0,YES
0.8737,YES
1.0,YES
0.2544,NO
0.6372,YES
0.2473,NO
1.0,YES
1.0,YES
0.4748,NO
0.3514,NO
0.3514,NO
0.4605,NO
1.0,YES
1.0,YES
0.4748,NO
0.601,NO
0.4748,NO
0.601,NO
0.7376,NO
0.7124,NO
0.7376,NO
1.0,YES
0.3514,NO
1.0,YES
0.3514,NO
1.0,YES
0.3514,NO
0.601,NO
0.4197,NO
0.601,NO
0.601,NO
0.4653,NO
0.4197,NO
0.4748,NO
0.1047,NO
0.1651,NO
0.7346,YES
1.0,YES
1.0,YES
0.503,YES
0.22,NO
0.0982,NO
0.7346,YES
0.3019,NO
0.4615,YES
0.1733,NO
0.3493,NO
0.379,NO
0.379,NO
0.0921,NO
1.0,YES
0.0819,NO
1.0,YES
0.1449,NO
1.0,YES
0.3405,NO
0.2734,NO
0.368,NO
0.113,NO
0.7346,YES
0.3393,NO
0.7346,YES
0.2169,NO
0.2169,NO
0.4137,NO
0.3895,NO
0.3172,NO
0.3464,NO
0.2599,NO
0.2169,NO
0.4137,NO
1.0,YES
0.4354,NO
0.9651,YES
0.2327,NO
0.2525,NO
0.2525,NO
0.2169,NO
0.311,NO
0.2169,NO
0.4137,NO
0.2421,NO
0.4715,NO
1.0,YES
1.0,YES
0.9651,YES
1.0,YES
0.4137,NO
0.6631,YES
0.4137,NO
0.1425,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.1337,NO
1.0,YES
0.3019,NO
0.6283,YES
0.166,NO
0.2252,NO
0.2571,NO
0.2758,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1449,NO
1.0,YES
0.3405,NO
0.3721,NO
0.4726,NO
0.1032,NO
1.0,YES
0.4619,NO
1.0,YES
0.2332,NO
0.2332,NO
0.4239,NO
0.3895,NO
0.1965,NO
0.3984,NO
0.2344,NO
0.2332,NO
0.4239,NO
1.0,YES
0.4239,NO
1.0,YES
0.406,NO
0.4406,NO
0.4406,NO
0.2332,NO
0.2125,NO
0.2332,NO
0.391,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4239,NO
0.6631,YES
0.4239,NO
0.1671,NO
0.1339,NO
0.6593,NO
0.3895,NO
0.2874,NO
0.3916,NO
0.4224,NO
0.1135,NO
0.4095,NO
1.0,YES
0.7077,NO
1.0,YES
0.18899999999999997,NO
0.1774,NO
0.1275,NO
0.204,NO
0.2038,NO
0.1655,NO
0.391,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.4095,NO
0.2093,NO
0.2093,NO
0.3916,NO
0.3103,NO
0.3103,NO
0.2909,NO
0.2509,NO
0.2093,NO
0.3095,NO
1.0,YES
0.4203,NO
1.0,YES
0.2729,NO
0.2636,NO
0.2729,NO
0.2093,NO
0.3103,NO
0.2093,NO
0.3103,NO
0.2508,NO
0.3103,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3095,NO
0.594,YES
0.3095,NO
0.1671,NO
0.1352,NO
0.6593,NO
0.3895,NO
0.2874,NO
0.3464,NO
0.4224,NO
0.1352,NO
0.1704,NO
1.0,YES
0.7077,NO
1.0,YES
0.2846,NO
0.2749,NO
0.2846,NO
0.1352,NO
0.1893,NO
0.1352,NO
0.391,NO
0.1867,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.2574,NO
0.2216,NO
0.3233,NO
1.0,YES
0.4964,YES
0.5116,YES
1.0,YES
0.4103,NO
0.2194,NO
1.0,YES
0.7244,NO
1.0,YES
0.7244,NO
0.5579,NO
0.4246,NO
0.2988,NO
0.2194,NO
0.5205,YES
0.2282,NO
0.6673,YES
0.2194,NO
0.6673,YES
0.4243,NO
0.7244,NO
0.7244,NO
0.3976,NO
1.0,YES
0.7244,NO
1.0,YES
0.2097,NO
0.3233,NO
0.6877,YES
0.2156,NO
0.1544,NO
1.0,YES
0.2822,NO
0.134,NO
0.9727,YES
0.2628,NO
0.8915,YES
0.1528,NO
0.4978,NO
0.5402,NO
0.5402,NO
0.171,NO
0.5205,NO
0.1398,NO
0.3673,NO
0.2054,NO
0.2637,NO
0.2695,NO
0.2628,NO
0.5719,NO
0.3693,NO
1.0,YES
0.3705,NO
1.0,YES
0.17600000000000002,NO
0.2207,NO
0.982,YES
1.0,YES
1.0,YES
0.6758,YES
0.3708,NO
0.1312,NO
0.982,YES
0.8778,NO
0.7944,YES
0.8778,NO
0.445,NO
0.4298,NO
0.445,NO
0.091,NO
1.0,YES
0.1798,NO
1.0,YES
0.1601,NO
1.0,YES
0.6271,NO
0.8778,NO
0.8778,NO
0.7101,NO
0.982,YES
0.8778,NO
0.982,YES
0.1636,NO
0.2596,NO
0.6768,YES
0.3813,NO
0.39299999999999996,NO
1.0,YES
0.2703,NO
0.153,NO
1.0,YES
0.6038,NO
1.0,YES
0.6038,NO
0.5579,NO
0.2863,NO
0.1958,NO
0.1775,NO
0.4877,NO
0.1654,NO
0.6479,NO
0.1871,NO
0.5126,NO
0.3536,NO
0.6038,NO
0.6038,NO
0.3738,NO
1.0,YES
0.6038,NO
1.0,YES
0.2203,NO
0.2248,NO
1.0,YES
0.9216,YES
0.8452,YES
0.6847,YES
0.2995,NO
0.2203,NO
1.0,YES
0.4207,NO
0.6283,YES
0.4207,NO
0.171,NO
0.1873,NO
0.2758,NO
0.2203,NO
1.0,YES
0.2091,NO
1.0,YES
0.2203,NO
1.0,YES
0.4207,NO
0.3721,NO
0.4726,NO
0.4207,NO
1.0,YES
0.4619,NO
1.0,YES
1.0,YES
1.0,YES
0.4952,NO
0.3683,NO
0.3796,NO
0.3391,NO
0.345,YES
1.0,YES
0.4952,NO
0.4076,NO
0.4057,NO
0.4076,NO
0.5451,NO
0.5915,NO
0.5915,NO
1.0,YES
0.3722,NO
1.0,YES
0.4952,NO
0.9717,YES
0.4952,NO
0.4076,NO
0.2427,NO
0.4076,NO
0.4076,NO
0.4952,NO
0.2287,NO
0.4952,NO
0.2003,NO
0.3002,NO
1.0,YES
0.7438,YES
0.7667,YES
1.0,YES
0.3709,NO
0.1381,NO
1.0,YES
0.1153,NO
1.0,YES
0.1231,NO
0.5579,NO
0.3991,NO
0.4132,NO
0.0927,NO
0.7517,YES
0.1439,NO
1.0,YES
0.1871,NO
1.0,YES
0.2571,NO
0.3721,NO
0.5872,NO
0.3738,NO
1.0,YES
0.48700000000000004,NO
1.0,YES
0.1451,NO
0.2248,NO
1.0,YES
0.7438,YES
0.7667,YES
0.9397,YES
0.3986,NO
0.1337,NO
1.0,YES
0.7974,NO
1.0,YES
0.7974,NO
0.4544,NO
0.3659,NO
0.3659,NO
0.0948,NO
0.7517,YES
0.2282,NO
1.0,YES
0.1968,NO
1.0,YES
0.467,NO
0.7974,NO
0.7974,NO
0.4377,NO
1.0,YES
0.7974,NO
1.0,YES
0.162,NO
0.2596,NO
1.0,YES
0.7438,YES
0.7667,YES
0.9397,YES
0.3986,NO
0.1622,NO
1.0,YES
0.5224,NO
1.0,YES
0.2811,NO
0.5579,NO
0.2834,NO
0.2758,NO
0.2034,NO
0.7517,YES
0.2282,NO
1.0,YES
0.1871,NO
1.0,YES
0.4261,NO
0.5224,NO
0.5729,NO
0.5224,NO
1.0,YES
0.6789,NO
1.0,YES
0.2216,NO
0.3233,NO
1.0,YES
0.7438,YES
0.7667,YES
1.0,YES
0.4103,NO
0.134,NO
1.0,YES
0.4433,NO
1.0,YES
0.4433,NO
0.5374,NO
0.43799999999999994,NO
0.43799999999999994,NO
0.1047,NO
0.7517,YES
0.1365,NO
1.0,YES
0.1802,NO
1.0,YES
0.2695,NO
0.4433,NO
0.5872,NO
0.3738,NO
1.0,YES
0.5388,NO
1.0,YES
0.1483,NO
0.2248,NO
1.0,YES
0.9338,YES
0.9338,YES
0.6847,YES
0.2995,NO
0.1483,NO
1.0,YES
0.6109,NO
0.6283,YES
0.3287,NO
0.4493,NO
0.4875,NO
0.4875,NO
0.1698,NO
0.9773,YES
0.1648,NO
1.0,YES
0.1853,NO
1.0,YES
0.4983,NO
0.6109,NO
0.5554,NO
0.6109,NO
1.0,YES
0.4619,NO
1.0,YES
