50Traced_NONETRACED_MAX_RAW_LSA_64_MEDIAN,Associated
0.1548,NO
0.0652,NO
0.1144,NO
0.2164,NO
0.1663,NO
0.1331,NO
0.1579,NO
0.1548,NO
0.1689,NO
1.0,YES
0.0829,NO
0.33799999999999997,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.0706,NO
0.1109,NO
0.1453,NO
0.2179,NO
0.1453,NO
1.0,YES
1.0,YES
0.4096,YES
1.0,YES
0.1573,NO
0.4096,YES
0.1205,NO
1.0,YES
0.2444,YES
0.3362,NO
0.1579,NO
0.1659,NO
0.1659,NO
1.0,YES
1.0,YES
0.1659,NO
0.1056,NO
0.1659,NO
0.1058,NO
0.1797,NO
0.1526,NO
0.1766,NO
0.3715,YES
0.0766,NO
0.4181,YES
0.0469,NO
0.3399,YES
0.0678,NO
0.1212,NO
0.1474,NO
0.1474,NO
0.0802,NO
0.1903,NO
0.1474,NO
0.1008,NO
0.1686,NO
0.1534,NO
0.2688,NO
0.2865,NO
0.1512,NO
0.2963,NO
0.1987,NO
0.092,NO
0.2252,NO
1.0,YES
0.2347,NO
0.5081,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1533,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1659,NO
1.0,YES
0.1452,NO
1.0,YES
0.1949,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1692,NO
1.0,YES
1.0,YES
0.1731,NO
0.1355,NO
0.1364,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.1033,NO
0.4181,YES
0.0553,NO
0.3081,YES
0.0836,NO
0.1355,NO
0.1355,NO
0.1387,NO
0.1355,NO
0.2201,NO
0.1387,NO
0.1328,NO
0.0724,NO
0.0475,NO
1.0,YES
0.4156,YES
1.0,YES
1.0,YES
0.1366,NO
0.1088,NO
1.0,YES
0.1395,NO
1.0,YES
0.1443,NO
0.2165,NO
0.1934,NO
0.1934,NO
0.0891,NO
0.4156,YES
0.1088,NO
0.4216,YES
0.1481,NO
0.4216,YES
0.1005,NO
0.2192,NO
0.2298,NO
0.1116,NO
1.0,YES
0.1531,NO
0.2078,YES
0.1926,NO
0.0732,NO
0.1975,NO
0.2582,NO
0.1977,NO
0.2286,NO
0.1926,NO
0.1926,NO
0.1458,NO
1.0,YES
0.1577,NO
0.3648,YES
0.1987,NO
0.1766,NO
0.1844,NO
0.1621,NO
0.1469,NO
0.0805,NO
0.1082,NO
0.2019,NO
0.1293,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2286,NO
1.0,YES
0.1083,NO
0.0985,NO
0.0774,NO
1.0,YES
0.3647,YES
1.0,YES
1.0,YES
0.11,NO
0.0846,NO
1.0,YES
