50Traced_NONETRACED_SUM_SINGLE_VSM_0_MAX,Associated
0.2605,NO
0.6612,NO
0.3962,NO
1.2311,NO
0.8835,NO
0.6276,NO
0.8126,NO
0.3239,NO
0.6619,NO
2.5831,YES
0.5438,NO
2.4431,YES
0.7655,NO
1.0232,NO
0.8524,NO
0.4745,NO
1.4098,NO
0.1304,NO
0.9452,NO
0.7811,NO
1.2214,NO
2.1572,YES
2.2411,YES
2.3928,YES
2.5567,YES
0.4179,NO
1.5981,YES
0.7899,NO
1.5964,YES
2.4826,YES
1.6130000000000002,NO
0.871,NO
1.0873,NO
1.6255,NO
2.9637,YES
2.4126,YES
1.7717,NO
0.6011,NO
1.5915,NO
0.5112,NO
0.426,NO
0.6056,NO
1.0542,NO
1.7275,YES
0.8633,NO
1.7168,YES
1.235,NO
2.6505,YES
1.0766,NO
0.8463,NO
0.9338,NO
0.8976,NO
0.8093,NO
1.4988,NO
0.9835,NO
1.4927,NO
0.4687,NO
0.3976,NO
1.3277,NO
1.412,NO
1.026,NO
1.4456,NO
0.7977,NO
0.1523,NO
1.3913,NO
4.0523,YES
0.7602,NO
3.5469,YES
0.29100000000000004,NO
0.8206,NO
0.5171,NO
0.2062,NO
1.2943,NO
0.146,NO
0.9677,NO
0.5647,NO
1.4340000000000002,NO
3.5814,YES
3.7289,YES
3.8713,YES
3.6269,YES
1.2538,NO
3.0603,YES
0.8926,NO
1.6867,YES
2.6979,YES
1.4145,NO
0.4231,NO
0.389,NO
1.3135,NO
2.6337,YES
2.515,YES
1.0606,NO
0.5156,NO
1.1931,NO
0.544,NO
0.2289,NO
0.2088,NO
0.3572,NO
2.2357,YES
0.5883,NO
1.788,YES
0.6642,NO
2.3757,YES
0.688,NO
0.696,NO
0.7386,NO
0.9103,NO
0.6786,NO
1.2193,NO
0.7691,NO
0.7062,NO
0.4347,NO
0.6445,NO
1.5498,YES
4.3169,YES
3.9011,YES
2.3777,YES
0.927,NO
0.4264,NO
2.1151,YES
0.598,NO
2.5135,YES
0.3751,NO
0.9579,NO
0.8682,NO
1.3179,NO
0.2773,NO
4.4627,YES
0.5024,NO
4.6525,YES
1.1278,NO
3.8569,YES
0.6331,NO
0.6764,NO
0.4532,NO
1.0236,NO
1.9264,YES
0.9541,NO
1.7575,YES
0.5161,NO
0.5511,NO
1.0167,NO
1.1801,NO
1.105,NO
1.2166,NO
0.8835,NO
0.368,NO
0.8441,NO
3.3033,YES
0.9566,NO
2.8362,YES
0.3256,NO
0.7708,NO
0.5444,NO
0.4539,NO
1.3039,NO
0.3045,NO
1.0008,NO
0.8521,NO
1.1826,NO
2.9819999999999998,YES
3.0673,YES
3.025,YES
2.9448,YES
1.1684,NO
2.6607,YES
0.857,NO
0.3265,NO
0.3308,NO
1.0658,YES
4.3058,YES
3.4824,YES
1.8395,YES
0.7782,NO
0.2893,NO
1.4941,YES
1.2559,NO
1.8591,YES
1.0336,NO
0.3228,NO
0.3204,NO
0.5524,NO
0.3441,NO
4.2089,YES
0.3019,NO
4.1763,YES
0.89,NO
3.4399,YES
0.9515,NO
1.0989,NO
0.9659,NO
1.5707,NO
1.693,YES
1.1262,NO
0.7829999999999999,YES
0.6235,NO
0.8347,NO
1.9326,NO
1.4047,NO
1.4607,NO
2.1881,NO
1.579,NO
0.6056,NO
2.1096,NO
3.5716,YES
2.0395,NO
3.1046,YES
