50Traced_NONETRACED_SUM_MULTI_LSA_24_MEDIAN,Associated
1.3081,NO
0.5375,NO
0.951,NO
1.4832,NO
1.0089,NO
0.805,NO
0.8468,NO
0.3209,NO
1.1984,NO
3.137,YES
0.9145,NO
1.641,YES
0.9942,NO
1.3069,NO
0.8053,NO
0.736,NO
1.0665,NO
0.8693,NO
0.6879,NO
0.6561,NO
0.9947,NO
2.8826,YES
3.2222,YES
2.369,YES
1.4607,YES
1.0002,NO
2.7342,YES
0.7313,NO
2.0248,YES
1.1261,YES
1.1916,NO
0.602,NO
0.2298,NO
1.0973,NO
1.5532,YES
0.7407,YES
0.9326,NO
0.3443,NO
1.1936,NO
0.5187,NO
0.479,NO
0.9944,NO
0.3637,NO
1.3349,YES
0.6801,NO
0.8761,YES
0.4429,NO
1.6884,YES
0.628,NO
0.5264,NO
0.8291,NO
0.4107,NO
0.5236,NO
1.1528,NO
0.41600000000000004,NO
0.9209999999999999,NO
1.6092,NO
0.6025,NO
1.9358,NO
1.2455,NO
1.1227,NO
1.4601,NO
1.1614,NO
0.5074,NO
1.9028,NO
3.8552,YES
1.3853,NO
2.4606,YES
1.0338,NO
1.5130000000000001,NO
0.4112,NO
0.8264,NO
1.0538,NO
0.9449,NO
0.8203,NO
0.8455,NO
1.0172,NO
3.2753,YES
4.165,YES
3.333,YES
2.3331,YES
1.3605,NO
3.5463,YES
1.3604,NO
1.6049,YES
0.6654,YES
1.2436,NO
1.0417,NO
0.8024,NO
1.1782,NO
1.1533,YES
0.7879,YES
1.4869999999999999,NO
0.8575,NO
1.4488,NO
0.6394,NO
0.5026,NO
0.736,NO
0.2335,NO
0.8146,YES
0.9235,NO
0.8197,YES
0.8945,NO
1.3329,YES
0.6573,NO
0.8028,NO
0.8938,NO
0.7449,NO
0.6477,NO
1.1771,NO
0.7186,NO
1.1457,NO
1.0455,NO
0.3464,NO
1.8705,YES
3.7197,YES
3.0908,YES
2.2274,YES
0.6151,NO
0.3229,NO
2.4714,YES
1.0266,NO
2.3737,YES
0.3401,NO
1.6676,NO
1.4882,NO
0.895,NO
0.6454,NO
3.8932,YES
0.6516,NO
3.5056,YES
0.6601,NO
3.4258,YES
0.8765,NO
1.0499,NO
0.5464,NO
0.4566,NO
1.656,YES
1.8118,NO
1.601,YES
1.7401,NO
0.3015,NO
1.7025,NO
1.5803,NO
1.3604,NO
1.3285,NO
1.1011,NO
0.9929,NO
1.7424,NO
3.6398,YES
1.4324,NO
2.0773,YES
0.6167,NO
0.9199,NO
0.1878,NO
0.6401,NO
1.2557,NO
1.2166,NO
0.7966,NO
1.0197,NO
1.1016,NO
3.0610000000000004,YES
3.4727,YES
3.0118,YES
1.8821,YES
1.3409,NO
3.0938,YES
1.2571,NO
0.9891,NO
0.3756,NO
2.2179,YES
4.2119,YES
3.2476,YES
2.1996,YES
0.6192,NO
0.1912,NO
2.4871,YES
0.9095,NO
2.4263,YES
0.4161,NO
1.9078,NO
2.075,NO
1.1801,NO
0.5201,NO
4.592,YES
0.5569,NO
3.8092,YES
0.4231,NO
3.8502,YES
0.8029999999999999,NO
1.288,NO
0.6596,NO
0.7236,NO
1.7595,YES
1.9884,NO
1.7742,YES
0.9435,NO
0.1841,NO
1.3843,NO
0.9815,NO
0.9784,NO
1.3219,NO
0.6772,NO
0.3571,NO
1.8398,NO
3.1133,YES
1.2302,NO
1.7155,YES
1.0884,NO
1.0687,NO
0.5926,NO
0.4335,NO
0.6209,NO
0.7556,NO
0.8099,NO
0.4063,NO
0.6027,NO
2.7654,YES
3.1572,YES
2.688,YES
1.5758,YES
1.1153,NO
2.6807,YES
1.1108,NO
0.9711,NO
0.2223,NO
2.2427,NO
1.1586,NO
1.2671,NO
2.0382,NO
0.6856,NO
0.3662,NO
2.0495,NO
3.1468,YES
1.6998,NO
1.9183,YES
1.1479,NO
1.2794,NO
0.3596,NO
0.6159,NO
1.166,NO
0.7728,NO
1.4286,NO
0.4242,NO
1.2027,NO
2.7995,YES
3.5983,YES
2.8584,YES
1.8784,YES
1.5447,NO
3.1143,YES
1.4624,NO
1.9361,NO
0.2907,NO
2.0526,NO
1.4888,NO
1.0839,NO
1.6932,NO
1.0418,NO
1.0141,NO
2.201,NO
3.4454,YES
1.849,NO
2.0747,YES
1.3074,NO
1.472,NO
0.9246,NO
0.6074,NO
1.1097,NO
1.3531,NO
0.8748,NO
0.9859,NO
0.9935,NO
3.1273,YES
3.5835,YES
2.9638,YES
1.9512,YES
1.6542,NO
2.9541,YES
1.5998,NO
1.6461,NO
0.5548,NO
1.1708,NO
1.6791,NO
1.3844,NO
0.9338,NO
1.2462,NO
0.7315,NO
1.5352,NO
3.0687,YES
1.0871,NO
1.6556,YES
1.2519,NO
1.5145,NO
0.8857,NO
0.7082,NO
1.4607,NO
1.1127,NO
0.8606,NO
1.0025,NO
1.0893,NO
2.6233,YES
3.0624,YES
2.5141,YES
1.5019,YES
1.0284,NO
2.7339,YES
0.9513,NO
1.9180000000000001,NO
0.2755,NO
5.4974,YES
2.0878,YES
1.8494,YES
5.9134,YES
0.8359,NO
0.8669,NO
5.6637,YES
1.4273,NO
5.8085,YES
1.3732,NO
2.0665,NO
2.1129,NO
0.8903,NO
0.9787,NO
2.427,YES
0.7335,NO
3.122,YES
1.1445,NO
2.1026,YES
2.0085,NO
2.138,NO
2.1343,NO
1.6437,NO
4.7069,YES
1.8203,NO
4.6239,YES
1.4768,NO
0.3493,NO
3.4339,YES
1.8898,NO
1.4932,NO
4.3871,YES
0.696,NO
0.4414,NO
4.3768,YES
0.8490000000000001,NO
4.7314,YES
0.6167,NO
1.3374,NO
1.6635,NO
0.7933,NO
0.631,NO
2.1981,NO
0.4794,NO
2.0617,NO
0.4082,NO
1.6078,NO
1.1822,NO
1.3436,NO
1.5803,NO
0.7195,NO
3.3461,YES
1.1598,NO
3.9758,YES
1.2137,NO
0.319,NO
2.888,YES
3.4891,YES
3.025,YES
3.3958,YES
0.8484,NO
0.6211,NO
3.358,YES
1.376,NO
3.4435,YES
0.5641,NO
1.5597,NO
1.7837,NO
0.6263,NO
0.5525,NO
4.2438,YES
0.7748,NO
3.4572,YES
0.722,NO
3.1218,YES
1.4141,NO
1.4782,NO
1.6451,NO
0.7314,NO
2.5586,YES
2.0261,NO
2.4983,YES
1.1759,NO
0.1983,NO
2.4751,YES
1.229,NO
1.0206,NO
3.3549,YES
0.2953,NO
0.2775,NO
2.9012,YES
0.6683,NO
3.3012,YES
0.6135,NO
0.7496,NO
0.8744,NO
0.3356,NO
0.5886,NO
1.6056,NO
0.3617,NO
1.7186,NO
0.349,NO
1.6362,NO
0.9752,NO
0.9401,NO
0.9806,NO
0.5366,NO
2.5173,YES
1.172,NO
2.3804,YES
0.7563,NO
0.3315,NO
0.9382,YES
2.7654,YES
2.1318,YES
0.6927,YES
0.7086,NO
0.3807,NO
1.0278,YES
0.8629,NO
1.0058,YES
0.1994,NO
1.2844,NO
1.5283,NO
0.9828,NO
0.3985,NO
2.6729,YES
0.6175,NO
2.3591,YES
0.5041,NO
2.0227,YES
0.6902,NO
0.8871,NO
0.2162,NO
0.3779,NO
0.5805,YES
0.9520000000000001,NO
0.8498,YES
2.5271,YES
1.1195,YES
1.1306,NO
0.8263,NO
0.5569,NO
0.9603,NO
1.8383,YES
1.4176,YES
0.9059,NO
0.2906,NO
1.1747,NO
0.3534,NO
0.40700000000000003,NO
0.4648,NO
0.2103,NO
1.5387,YES
0.7226,NO
1.4554,YES
0.6112,NO
2.4582,YES
0.6366,NO
0.4728,NO
0.4856,NO
0.1259,NO
0.3256,NO
1.1336,NO
0.1881,NO
0.7617,NO
1.8938,NO
0.4072,NO
4.4414,YES
1.8339,YES
1.5879,YES
5.2531,YES
0.8518,NO
0.535,NO
5.2737,YES
1.4442,NO
5.5452,YES
1.2348,NO
2.136,NO
2.5915,NO
1.3922,NO
0.7626,NO
2.1345,YES
0.5269,NO
2.3888,YES
0.6023,NO
1.7280000000000002,YES
1.6618,NO
2.1727,NO
2.1132,NO
1.3128,NO
4.2009,YES
1.9011,NO
4.5443,YES
1.6642,NO
0.5377,NO
4.9543,YES
1.516,YES
1.3135,YES
4.9795,YES
0.8170000000000001,NO
0.4906,NO
4.8155,YES
1.2234,NO
5.229,YES
1.2062,NO
1.8497,NO
2.1038,NO
0.856,NO
1.0061,NO
1.9392,YES
0.4013,NO
2.165,YES
1.0158,NO
1.5456,YES
1.6549,NO
2.296,NO
2.0183,NO
1.4858,NO
4.4461,YES
1.84,NO
4.217,YES
2.2208,NO
0.5983,NO
4.6994,YES
2.1412,YES
1.8779,YES
5.5138,YES
0.9795,NO
0.7478,NO
5.1579,YES
1.3197,NO
5.4345,YES
1.3071,NO
1.6011,NO
2.1039,NO
0.6445,NO
1.187,NO
2.6493,YES
0.7669,NO
2.8726,YES
1.2086,NO
2.5675,YES
1.5741,NO
2.1483,NO
2.095,NO
1.4349,NO
4.4095,YES
2.2743,NO
4.1474,YES
1.5268,NO
0.3436,NO
4.4399,YES
1.9565,YES
1.5977,YES
5.507000000000001,YES
0.4154,NO
0.4816,NO
4.8122,YES
0.7292,NO
5.4446,YES
0.6852,NO
1.7728,NO
2.1643,NO
0.9274,NO
0.8086,NO
2.5587,YES
0.5689,NO
2.8753,YES
0.5903,NO
2.1897,YES
1.327,NO
1.621,NO
1.5993,NO
0.8821,NO
4.1788,YES
1.4561,NO
4.1322,YES
0.5261,NO
0.3056,NO
1.1335,YES
2.9854,YES
2.4797,YES
1.3417,YES
0.1901,NO
0.1036,NO
1.6074,YES
0.8788,NO
1.6704,YES
0.1946,NO
0.9735,NO
0.8364,NO
0.4767,NO
0.4513,NO
2.8228,YES
0.3732,NO
2.6566,YES
0.3401,NO
2.3588,YES
0.7361,NO
0.8646,NO
0.5104,NO
0.34600000000000003,NO
1.2899,YES
1.5166,NO
0.9366,YES
1.1098,NO
0.3038,NO
2.3518,YES
4.052,YES
3.0752,YES
2.4205,YES
0.3659,NO
0.3797,NO
2.4703,YES
0.9063,NO
2.76,YES
0.3609,NO
1.5085,NO
1.3712,NO
0.7418,NO
0.5375,NO
4.1806,YES
0.6288,NO
3.8611,YES
0.6263,NO
3.5882,YES
0.9316,NO
0.8972,NO
0.4381,NO
0.5751,NO
1.9972,YES
1.5574,NO
1.7304,YES
0.9779,NO
0.3757,NO
0.2638,NO
0.9467,NO
0.5321,NO
0.1524,NO
0.5908,NO
0.3062,NO
0.6008,NO
0.2513,NO
0.4946,NO
0.1747,NO
1.3737,YES
1.5625,YES
1.5519,YES
0.3064,NO
0.9401,NO
0.4634,NO
0.3286,NO
0.4179,NO
0.6715,NO
0.3008,NO
0.4789,NO
0.1088,NO
0.1907,NO
0.3655,NO
0.4651,NO
0.528,NO
2.5073,YES
1.0967,YES
0.8843,NO
0.9428,NO
0.4058,NO
0.7556,NO
2.141,YES
1.4084,YES
0.7521,NO
0.4759,NO
0.7662,NO
0.4569,NO
0.2518,NO
0.5096,NO
0.1562,NO
1.4584,YES
0.7727,NO
1.5383,YES
0.4776,NO
2.456,YES
0.5834,NO
0.5989,NO
0.7394,NO
0.3476,NO
0.4422,NO
0.892,NO
0.2408,NO
0.4699,NO
0.7253,NO
0.2686,NO
2.2015,YES
3.6386,YES
2.9091,YES
1.995,YES
0.4597,NO
0.1964,NO
2.1544,YES
1.2228,NO
2.1294,YES
0.6049,NO
1.3587,NO
1.3394,NO
0.5299,NO
0.5105,NO
3.8777,YES
0.5473,NO
3.5036,YES
0.4114,NO
3.2785,YES
1.11,NO
1.5559,NO
0.8551,NO
0.9053,NO
1.5858,YES
2.0091,NO
1.5573,YES
3.0712,YES
1.1433,YES
1.0406,NO
1.1971,NO
0.7091,NO
0.7765,NO
2.375,YES
1.9309,YES
1.0802,NO
0.364,NO
1.0069,NO
0.3619,NO
0.6102,NO
0.7699,NO
0.5376,NO
1.5463,YES
1.0585,NO
1.9679,YES
0.6207,NO
2.8959,YES
0.7603,NO
0.5067,NO
0.5394,NO
0.3718,NO
0.3878,NO
1.0494,NO
0.2268,NO
0.706,NO
1.3439,NO
0.2805,NO
1.649,NO
1.6139,NO
1.2594,NO
1.4382,NO
0.7265,NO
0.3902,NO
2.0476,NO
3.2504,YES
1.4233,NO
2.1759,YES
0.9725,NO
1.1481,NO
0.4845,NO
0.4709,NO
1.1098,NO
0.7086,NO
1.0121,NO
0.3531,NO
1.1877,NO
2.7364,YES
3.1907,YES
2.7118,YES
2.0693,YES
1.0288,NO
2.827,YES
1.4924,NO
2.1504,YES
0.39899999999999997,YES
0.8385,NO
0.9507,NO
0.6655,NO
0.4781,NO
1.5954,YES
1.7329,YES
0.7596,NO
0.7022,NO
0.606,NO
0.4201,NO
0.528,NO
0.5596,NO
0.4284,NO
0.7428,YES
0.883,NO
1.6784,YES
0.4867,NO
1.9828,YES
0.6254,NO
0.6021,NO
0.6471,NO
0.4828,NO
0.4099,NO
0.4996,NO
0.345,NO
0.5651,NO
1.3688,NO
0.5763,NO
1.564,NO
1.7547,NO
1.3818,NO
1.2226,NO
0.8836,NO
0.3259,NO
1.8698,NO
2.9299,YES
1.2741,NO
1.9482,YES
0.7615,NO
1.0174,NO
0.2176,NO
0.7076,NO
1.1614,NO
0.6974,NO
1.3929,NO
0.6787,NO
1.2625,NO
2.3775,YES
3.0426,YES
2.5823,YES
1.9518,YES
1.1629,NO
2.7949,YES
1.0732,NO
