50Traced_NONETRACED_MAX_SINGLE_VSM_94_MAX,Associated
0.2626,NO
0.2626,NO
0.1281,NO
0.3384,NO
0.2553,NO
0.166,NO
0.2626,NO
0.2626,NO
0.1766,NO
1.0,YES
0.1337,NO
1.0,YES
0.3701,NO
0.3574,NO
0.3701,NO
0.2626,NO
0.2942,NO
0.2626,NO
0.2553,NO
0.2626,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1766,NO
1.0,YES
0.2434,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.3765,NO
1.0,YES
1.0,YES
0.4007,NO
0.1056,NO
0.3,NO
0.1058,NO
0.4183,NO
0.40399999999999997,NO
0.4183,NO
1.0,YES
0.13,NO
1.0,YES
0.1897,NO
1.0,YES
0.053,NO
0.1212,NO
0.1196,NO
0.1927,NO
0.0913,NO
0.4007,NO
0.2181,NO
0.4007,NO
0.1503,NO
0.3011,NO
0.6593,NO
0.3744,NO
0.3186,NO
0.3329,NO
0.2252,NO
0.1058,NO
0.2187,NO
1.0,YES
0.3451,NO
1.0,YES
0.2134,NO
0.2391,NO
0.2136,NO
0.3123,NO
0.3076,NO
0.2774,NO
0.2316,NO
0.1755,NO
0.4531,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.2473,NO
1.0,YES
1.0,YES
0.3542,NO
0.3722,NO
0.3722,NO
0.5089,NO
1.0,YES
1.0,YES
0.5415,NO
0.601,NO
0.4105,NO
0.601,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.3722,NO
1.0,YES
0.28600000000000003,NO
1.0,YES
0.3722,NO
0.601,NO
0.4069,NO
0.601,NO
0.601,NO
0.5415,NO
0.601,NO
0.5415,NO
0.1709,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.0921,NO
0.5022,YES
0.3019,NO
0.6283,YES
0.22399999999999998,NO
0.3291,NO
0.3179,NO
0.3291,NO
0.0927,NO
1.0,YES
0.0921,NO
0.8285,YES
0.1449,NO
1.0,YES
0.3725,NO
0.457,NO
0.5265,NO
0.3307,NO
1.0,YES
0.2265,NO
1.0,YES
0.2565,NO
0.3133,NO
0.6593,NO
0.3895,NO
0.3315,NO
0.3464,NO
0.2344,NO
0.2719,NO
0.3573,NO
1.0,YES
0.3591,NO
1.0,YES
0.2134,NO
0.2391,NO
0.1689,NO
0.3249,NO
0.284,NO
0.2886,NO
0.1909,NO
0.2719,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3573,NO
0.1709,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.257,NO
0.1065,NO
0.5022,YES
0.3019,NO
0.6283,YES
0.22399999999999998,NO
0.3948,NO
0.3812,NO
0.3948,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1449,NO
1.0,YES
0.3725,NO
0.457,NO
0.5265,NO
0.3307,NO
1.0,YES
0.1524,NO
1.0,YES
0.2332,NO
0.2332,NO
0.6593,NO
0.3384,NO
0.2874,NO
0.3984,NO
0.2332,NO
0.2332,NO
0.4239,NO
1.0,YES
0.366,NO
1.0,YES
0.3899,NO
0.3765,NO
0.3899,NO
0.2332,NO
0.2942,NO
0.2332,NO
0.1844,NO
0.2266,NO
0.1755,NO
1.0,YES
0.5954,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.4239,NO
0.1341,NO
0.3133,NO
0.6593,NO
0.3895,NO
0.3315,NO
0.3464,NO
0.2344,NO
0.1058,NO
0.3378,NO
1.0,YES
0.4095,NO
1.0,YES
0.2134,NO
0.2391,NO
0.1733,NO
0.3249,NO
0.2942,NO
0.2886,NO
0.31,NO
0.1598,NO
0.4715,NO
1.0,YES
0.8945,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3387,NO
0.2093,NO
