50Traced_NONETRACED_SUM_SINGLE_LSA_50_MEDIAN,Associated
0.4467,NO
0.5665,NO
0.5024,NO
0.2317,NO
0.6735,NO
0.6183,NO
0.7814,NO
0.39899999999999997,NO
0.6589,NO
2.4368,YES
0.639,NO
2.0925,YES
0.6011,NO
0.4791,NO
0.7901,NO
0.4881,NO
0.5838,NO
0.9276,NO
0.5665,NO
1.1953,NO
0.4024,NO
2.5618,YES
2.612,YES
2.4298,YES
1.8264,YES
0.5784,NO
1.9513,YES
0.5697,NO
2.2414,YES
1.2443,YES
1.6011,NO
0.2319,NO
0.4435,NO
1.5919999999999999,NO
2.6510000000000002,YES
2.0757,YES
1.209,NO
0.1056,NO
1.5112,NO
0.2045,NO
0.7262,NO
0.7785,NO
0.6509,NO
2.3874,YES
0.2361,NO
3.0498,YES
0.5849,NO
3.3246,YES
0.2786,NO
0.369,NO
0.3627,NO
0.669,NO
0.4019,NO
1.6138,NO
0.5315,NO
1.3726,NO
0.436,NO
0.5061,NO
0.4388,NO
0.5355,NO
0.941,NO
0.8172,NO
0.4824,NO
0.172,NO
0.6958,NO
3.2735,YES
0.7881,NO
3.5363,YES
0.625,NO
0.507,NO
0.512,NO
0.3003,NO
1.1247,NO
0.7566,NO
1.2975,NO
0.8368,NO
0.698,NO
3.8964,YES
4.0246,YES
3.8949,YES
2.6168,YES
0.5316,NO
3.4332,YES
0.7255,NO
2.1411,YES
1.5046,YES
1.4762,NO
0.6612,NO
1.0421,NO
1.6666,NO
2.9218,YES
2.0434,YES
1.3801,NO
0.2445,NO
1.2956,NO
0.2739,NO
1.7227,NO
1.8313,NO
1.8777,NO
2.4698,YES
0.6093,NO
3.1355,YES
0.9854,NO
3.7176,YES
1.0016,NO
0.6078,NO
0.4508,NO
0.5759,NO
0.5042,NO
1.5512,NO
0.691,NO
1.1257,NO
0.3256,NO
0.6148,NO
1.5419,YES
4.2745,YES
5.07,YES
2.0803,YES
0.6929,NO
0.2743,NO
2.2388,YES
0.8735,NO
2.0155,YES
0.5755,NO
0.8124,NO
1.1646,NO
1.236,NO
0.4426,NO
5.15,YES
0.4074,NO
4.6964,YES
0.5568,NO
4.4458,YES
0.9162,NO
0.5421,NO
1.9515,NO
1.1648,NO
2.2439,YES
0.9961,NO
1.5844,YES
0.4293,NO
0.5478,NO
0.7367,NO
0.3263,NO
0.8440000000000001,NO
1.2154,NO
0.6488,NO
0.1894,NO
0.8848,NO
3.2988,YES
1.0893,NO
3.6131,YES
0.9396,NO
0.7922,NO
0.8927,NO
0.284,NO
0.8136,NO
0.758,NO
1.1248,NO
0.9522,NO
0.6795,NO
3.9798,YES
3.9652,YES
3.9439,YES
2.6363,YES
0.8581,NO
3.6285,YES
0.9556,NO
0.3692,NO
0.4641,NO
0.7949,YES
3.3709,YES
3.9732,YES
1.2595,YES
0.3264,NO
0.1764,NO
1.4745,YES
1.8647,NO
1.3666,YES
1.6257,NO
0.2672,NO
0.5101,NO
0.7187,NO
0.2441,NO
4.1611,YES
0.5391,NO
3.717,YES
0.4384,NO
3.4707,YES
1.824,NO
1.5743,NO
2.471,NO
1.5747,NO
1.1840000000000002,YES
1.7503,NO
1.1336,YES
0.4886,NO
0.3358,NO
1.21,NO
0.5357,NO
0.8294,NO
1.2721,NO
0.4825,NO
0.4011,NO
1.3116,NO
1.9609999999999999,YES
1.4615,NO
2.0556,YES
0.381,NO
0.3162,NO
0.4025,NO
0.1124,NO
1.1334,NO
0.462,NO
0.8997,NO
0.7121,NO
0.7046,NO
2.1508,YES
2.2494,YES
2.7196,YES
1.942,YES
1.2627,NO
2.1877,YES
1.3239,NO
0.6665,NO
0.5138,NO
1.4744,NO
1.1792,NO
1.6292,NO
1.6703,NO
0.4748,NO
0.3349,NO
1.5199,NO
2.6788,YES
1.767,NO
3.0144,YES
0.6227,NO
0.3779,NO
0.4233,NO
0.3889,NO
1.618,NO
0.7722,NO
2.0342,NO
0.8776,NO
1.2295,NO
3.3384,YES
3.3106,YES
3.7086,YES
2.1733,YES
1.6231,NO
3.1905,YES
1.7388,NO
0.6986,NO
0.413,NO
0.7742,NO
0.4913,NO
0.9921,NO
1.1224,NO
0.5607,NO
0.381,NO
0.8083,NO
3.194,YES
1.0696,NO
3.4871,YES
0.8113,NO
0.742,NO
0.6356,NO
0.3794,NO
1.0389,NO
0.8751,NO
1.222,NO
1.0398,NO
0.8057,NO
3.8102,YES
3.8764,YES
3.9669,YES
2.6388,YES
0.7125,NO
3.5226,YES
1.1045,NO
0.4236,NO
0.2537,NO
0.2495,NO
0.4195,NO
0.823,NO
0.4699,NO
0.2452,NO
0.2017,NO
0.3064,NO
3.0523,YES
0.5109,NO
3.2763,YES
0.3833,NO
0.2745,NO
0.3411,NO
0.1013,NO
0.9901,NO
0.5324,NO
0.9653,NO
0.625,NO
0.7369,NO
3.6199,YES
3.6879,YES
3.5109,YES
2.4096,YES
0.2338,NO
3.1462,YES
0.5325,NO
0.7825,NO
0.9381,NO
5.4521,YES
1.8254,YES
2.4955,YES
5.3906,YES
0.6974,NO
0.6661,NO
5.4279,YES
0.7389,NO
5.8759,YES
1.1982,NO
1.3947,NO
0.8357,NO
0.7947,NO
0.5764,NO
2.782,YES
0.2788,NO
3.2864,YES
0.9797,NO
1.6208,YES
1.1187,NO
1.1837,NO
3.4399,NO
1.796,NO
5.797000000000001,YES
1.9227,NO
5.2526,YES
0.4115,NO
0.6972,NO
3.8475,YES
1.4977,NO
2.2614,NO
3.8174,YES
0.7961,NO
0.3078,NO
4.1428,YES
0.348,NO
3.8437,YES
0.3445,NO
2.1434,NO
1.7979,NO
1.5983,NO
0.4,NO
2.2611,NO
0.1707,NO
2.6623,NO
1.0527,NO
1.5295,NO
0.2361,NO
0.4866,NO
2.2266,NO
1.4771,NO
3.8493,YES
1.111,NO
3.8044,YES
0.7185,NO
0.6990000000000001,NO
2.2901,YES
4.3589,YES
5.1,YES
2.4145,YES
0.2362,NO
0.3989,NO
3.082,YES
1.6338,NO
2.7264,YES
1.8319999999999999,NO
1.2225,NO
1.1616,NO
1.2978,NO
0.2562,NO
5.3528,YES
0.5131,NO
5.1958,YES
0.8389,NO
4.3949,YES
1.8855,NO
1.7677,NO
3.2832,NO
1.6895,NO
2.6338,YES
2.0973,NO
2.5495,YES
0.5504,NO
0.3877,NO
4.5983,YES
0.4327,NO
