50Traced_NONETRACED_SUM_SINGLE_LSA_15_MAX,Associated
0.5909,NO
0.49200000000000005,NO
0.5989,NO
1.6125,NO
1.0912,NO
0.6567,NO
0.8966,NO
0.6511,NO
0.4977,NO
2.9519,YES
0.8921,NO
2.1565,YES
0.2427,NO
0.5412,NO
0.2809,NO
0.5235,NO
1.6838,NO
0.5829,NO
1.3249,NO
0.5998,NO
0.8466,NO
3.2409,YES
3.1584,YES
3.4655,YES
2.6232,YES
0.5283,NO
2.7839,YES
0.3513,NO
2.2807,YES
1.3091,YES
0.8577,NO
1.0107,NO
0.8204,NO
0.9514,NO
2.5616,YES
3.0357,YES
0.9436,NO
0.6195,NO
1.1894,NO
0.5735,NO
0.4953,NO
0.8526,NO
0.8117,NO
2.3696,YES
1.1739,NO
3.0478,YES
1.0158,NO
3.3074,YES
0.6002,NO
0.9008,NO
0.6775,NO
1.1702,NO
0.7436,NO
0.8643,NO
1.0065,NO
1.0176,NO
0.4047,NO
0.1864,NO
0.8490000000000001,NO
1.4584,NO
0.8922,NO
0.7098,NO
0.5216,NO
0.2259,NO
0.7826,NO
3.0219,YES
0.8887,NO
1.9761,YES
0.205,NO
0.4479,NO
0.2534,NO
0.1919,NO
1.4980000000000002,NO
0.1268,NO
1.1568,NO
0.1755,NO
0.7851,NO
3.1362,YES
3.1689,YES
3.3865,YES
2.4888,YES
0.5434,NO
2.8201,YES
0.4683,NO
1.3711,YES
1.2265,YES
1.1222,NO
1.7801,NO
1.3784,NO
1.1328,NO
2.1993,YES
2.2132,YES
1.1537,NO
1.0098,NO
1.0094,NO
0.9773,NO
0.2289,NO
0.5071,NO
0.3709,NO
1.9304,YES
1.4269999999999998,NO
2.1345,YES
1.7444,NO
2.2969,YES
0.899,NO
1.4816,NO
1.1321,NO
1.7808,NO
1.1535,NO
1.002,NO
1.4580000000000002,NO
0.8847,NO
0.4423,NO
0.1754,NO
1.9915,YES
3.6254,YES
4.1455,YES
1.8445,YES
0.5185,NO
0.1485,NO
1.8178,YES
0.5646,NO
1.774,YES
0.2497,NO
0.6501,NO
0.8764,NO
0.6867,NO
0.193,NO
4.7712,YES
0.0921,NO
4.2299,YES
0.3297,NO
3.1907,YES
0.8134,NO
0.6814,NO
0.9884,NO
0.1597,NO
2.0159,YES
0.8288,NO
1.4047,YES
0.7144,NO
0.3114,NO
1.3118,NO
1.986,NO
1.3292,NO
1.0437,NO
1.0627,NO
0.5091,NO
1.1237,NO
3.1225,YES
1.2044,NO
2.1967,YES
0.522,NO
1.1336,NO
