50Traced_NONETRACED_SUM_MULTI_LSA_60_MAX,Associated
0.5677,NO
0.2995,NO
1.082,NO
1.3742,NO
0.6793,NO
1.8197,NO
0.6,NO
0.5067,NO
1.1263,NO
2.296,YES
1.3762,NO
1.1349,YES
0.4385,NO
0.9740000000000001,NO
0.3928,NO
0.3708,NO
0.8502,NO
0.4993,NO
0.8896,NO
0.4067,NO
1.2735,NO
2.0066,YES
2.101,YES
2.2199,YES
2.1359,YES
1.4033,NO
2.2649,YES
1.4296,NO
2.3783,YES
0.5864,YES
1.0917,NO
1.0346,NO
0.8467,NO
1.29,NO
1.2937,YES
1.3673,YES
1.1783,NO
0.5971,NO
0.9031,NO
0.23,NO
0.3219,NO
0.4781,NO
0.1551,NO
2.0189,YES
1.1593,NO
1.5552,YES
0.7779,NO
1.9608,YES
1.0854,NO
0.62,NO
0.3887,NO
0.615,NO
0.3615,NO
1.382,NO
0.9079999999999999,NO
1.1061,NO
0.6039,NO
0.3519,NO
1.081,NO
1.7116,NO
1.0348,NO
2.0725,NO
0.6638,NO
0.5162,NO
0.8271,NO
3.0989,YES
1.3436,NO
1.4495,YES
0.7202,NO
1.4053,NO
0.5147,NO
0.5354,NO
1.1412,NO
0.4357,NO
1.4153,NO
0.24100000000000002,NO
1.8765,NO
2.6903,YES
3.1124,YES
3.0759,YES
3.2110000000000003,YES
1.3765,NO
3.4528,YES
1.3588,NO
1.9703,YES
0.3234,YES
0.4919,NO
0.5059,NO
0.3895,NO
0.7658,NO
0.9890000000000001,YES
1.0669,YES
0.5669,NO
0.3835,NO
0.5786,NO
0.0941,NO
0.2289,NO
0.5945,NO
0.2075,NO
1.0641,YES
0.8118,NO
1.4797,YES
0.4897,NO
1.639,YES
0.7381,NO
0.3824,NO
0.3829,NO
0.5723,NO
0.3782,NO
0.929,NO
0.4895,NO
0.7404,NO
1.1776,NO
0.5172,NO
2.7568,YES
5.0091,YES
4.6108,YES
3.9592,YES
0.9289,NO
0.4269,NO
3.3878,YES
0.8582,NO
2.9705,YES
0.6993,NO
1.5892,NO
2.5486,NO
1.0371,NO
0.6245,NO
4.49,YES
0.9679,NO
4.6853,YES
0.7693,NO
4.7679,YES
0.8587,NO
1.2876,NO
2.4406,NO
1.1737,NO
3.1133,YES
2.0677,NO
3.3013,YES
0.5896,NO
0.3179,NO
0.8943,NO
1.3806,NO
0.7774,NO
1.9318,NO
0.6597,NO
0.3792,NO
0.7721,NO
3.2799,YES
1.1098,NO
1.4364,YES
0.4112,NO
1.1179,NO
0.4007,NO
0.4222,NO
0.9155,NO
0.2774,NO
1.1105,NO
0.2019,NO
1.5419999999999998,NO
2.8142,YES
2.9515,YES
2.765,YES
3.2043,YES
1.2666,NO
3.3657,YES
1.258,NO
0.7344,NO
0.2871,NO
1.8880000000000001,YES
3.5726,YES
3.133,YES
2.5086,YES
0.4327,NO
0.4162,NO
1.8464,YES
1.5878,NO
1.8367,YES
0.9158,NO
0.7732,NO
1.4289,NO
0.5809,NO
0.3949,NO
2.7109,YES
0.4941,NO
3.1881,YES
0.5374,NO
3.7084,YES
1.3148,NO
1.9387,NO
2.1694,NO
1.6132,NO
1.9578,YES
1.8855,NO
2.0527,YES
0.9431,NO
0.4342,NO
1.5424,NO
1.6932,NO
1.012,NO
3.0088,NO
1.0679,NO
0.7345,NO
1.4134,NO
3.5233,YES
2.2848,NO
1.7666,YES
0.9337,NO
1.9393,NO
0.8038,NO
0.6493,NO
0.8287,NO
0.6125,NO
1.1146,NO
0.5562,NO
1.7957,NO
3.2026,YES
3.471,YES
3.7915,YES
3.8307,YES
2.2722,NO
4.0195,YES
2.4469,NO
0.7529,NO
0.226,NO
1.2945,NO
1.3125,NO
0.8873,NO
2.5561,NO
0.9843,NO
0.616,NO
1.4347,NO
2.8102,YES
2.1174,NO
1.2734,YES
0.1331,NO
1.0183,NO
0.3561,NO
0.373,NO
0.7605,NO
0.3631,NO
1.1436,NO
0.4318,NO
1.8238,NO
2.4436,YES
2.7392,YES
3.1214,YES
3.0745,YES
2.1224,NO
3.0179,YES
1.8574,NO
1.0087,NO
0.2987,NO
1.3807,NO
1.4271,NO
1.0901,NO
2.1595,NO
0.7543,NO
0.9099,NO
1.1306,NO
3.0789999999999997,YES
1.4617,NO
1.4172,YES
0.2252,NO
0.9828,NO
0.2144,NO
0.6853,NO
1.0838,NO
0.7043,NO
1.3515,NO
0.884,NO
1.8598,NO
2.6239,YES
2.878,YES
2.8055,YES
2.9945,YES
1.5969,NO
3.0946,YES
1.4949,NO
1.104,NO
0.4014,NO
1.1414,NO
1.5612,NO
0.9653,NO
1.9242,NO
0.7967,NO
0.7012,NO
0.8324,NO
2.8316,YES
1.2277,NO
1.3748,YES
0.7824,NO
1.5378,NO
0.6534,NO
0.8892,NO
0.9295,NO
0.7146,NO
1.0143,NO
0.7732,NO
1.7361,NO
2.4039,YES
2.6244,YES
2.4583,YES
2.7629,YES
1.4666,NO
3.0235,YES
1.5455,NO
0.1069,NO
0.4855,NO
3.7934,YES
2.8375,YES
1.9692,YES
5.2909,YES
0.807,NO
0.326,NO
5.1984,YES
0.9317,NO
4.6467,YES
0.8044,NO
0.9448,NO
2.2209,NO
1.0831,NO
0.2994,NO
1.834,YES
0.319,NO
2.1375,YES
0.5589,NO
2.1935,YES
1.1338,NO
0.7916,NO
2.3111,NO
1.2295,NO
4.5823,YES
1.8472,NO
4.8473,YES
0.1799,NO
0.35,NO
2.5806,YES
2.0848,NO
1.3691,NO
3.7879,YES
0.5793,NO
0.2822,NO
3.8481,YES
0.8697,NO
3.1895,YES
0.752,NO
0.6561,NO
1.8069,NO
0.7458,NO
0.21899999999999997,NO
1.5595,NO
0.4685,NO
2.1242,NO
0.4243,NO
1.7508,NO
0.8182,NO
0.8188,NO
1.4241,NO
1.0027,NO
3.2031,YES
1.844,NO
3.0474,YES
0.8177,NO
0.5456,NO
3.1210000000000004,YES
3.9301,YES
3.2962,YES
4.2731,YES
0.82,NO
0.583,NO
3.1683,YES
1.8024,NO
2.7796,YES
0.9442,NO
1.3764,NO
2.6767,NO
1.0163,NO
0.6112,NO
3.3572,YES
0.7409,NO
3.8584,YES
0.7767,NO
3.6529,YES
1.5725,NO
1.8845,NO
3.0993,NO
2.3538,NO
3.0708,YES
2.7961,NO
3.3602,YES
0.1636,NO
0.3984,NO
1.5136,YES
1.0932,NO
0.4415,NO
2.6195,YES
0.6919,NO
0.153,NO
2.42,YES
0.5602,NO
2.3633,YES
0.3217,NO
0.4485,NO
0.7046,NO
0.5911,NO
0.1775,NO
0.5165,NO
0.1654,NO
0.8801,NO
0.0902,NO
0.4814,NO
0.5331,NO
0.6935,NO
1.0578,NO
0.9597,NO
2.0756,YES
0.8257,NO
2.4025,YES
0.9942,NO
0.3269,NO
2.1458,YES
4.6219,YES
4.4062,YES
2.5454,YES
0.3734,NO
0.3724,NO
2.158,YES
0.635,NO
1.5868,YES
0.5365,NO
1.3026,NO
2.1045,NO
0.7996,NO
0.5359,NO
4.2044,YES
0.8811,NO
4.3423,YES
0.7197,NO
4.5844,YES
0.5442,NO
0.8117,NO
1.7289,NO
0.6087,NO
1.9751,YES
1.3965,NO
2.0057,YES
2.7,YES
0.6418,YES
1.4889,NO
1.2326,NO
0.7329,NO
1.9762,NO
1.5716,YES
1.5438,YES
1.7127,NO
0.6911,NO
1.7041,NO
0.342,NO
0.7088,NO
1.2756,NO
0.574,NO
1.964,YES
1.1916,NO
2.0119,YES
0.6439,NO
2.3923,YES
1.3078,NO
0.6932,NO
0.6247,NO
1.0808,NO
0.6329,NO
2.1179,NO
1.0433,NO
1.9701,NO
0.2459,NO
0.4699,NO
3.6539,YES
2.3759,YES
1.5876,YES
5.7574,YES
1.1417,NO
0.3023,NO
5.5499,YES
0.7419,NO
5.1601,YES
0.703,NO
0.7440000000000001,NO
2.1282,NO
0.9852,NO
0.2635,NO
1.4118,YES
0.2979,NO
2.0811,YES
0.4904,NO
1.8741,YES
0.9914,NO
0.8842,NO
2.3194,NO
1.4058,NO
4.9892,YES
2.1555,NO
4.9813,YES
0.9143,NO
0.4788,NO
3.6403,YES
2.8939,YES
2.2599,YES
5.6827,YES
1.2182,NO
0.6525,NO
5.3677,YES
1.207,NO
5.1256,YES
0.9526,NO
0.8186,NO
2.4422,NO
0.929,NO
0.6564,NO
2.1374,YES
0.7278,NO
2.3305,YES
0.8622,NO
2.7892,YES
1.5119,NO
1.1122,NO
2.8063,NO
1.5885,NO
4.9764,YES
2.7560000000000002,NO
4.8284,YES
0.37,NO
0.5146,NO
3.7430000000000003,YES
2.3992,YES
1.3659,YES
5.5146,YES
1.1306,NO
0.523,NO
5.5214,YES
0.9765,NO
4.8731,YES
0.5487,NO
0.4187,NO
1.5757,NO
0.6427,NO
0.4991,NO
1.867,YES
0.4424,NO
1.9857,YES
0.6362,NO
1.9517,YES
1.1918,NO
0.9307,NO
2.4475,NO
1.2844,NO
4.6926,YES
1.9274,NO
4.662,YES
0.0709,NO
0.4769,NO
4.4121,YES
3.0594,YES
2.0643,YES
6.1815,YES
0.9620000000000001,NO
0.3077,NO
6.3941,YES
0.8185,NO
5.4505,YES
0.7382,NO
0.593,NO
2.1032,NO
0.9704,NO
0.1688,NO
2.0186,YES
0.2461,NO
2.62,YES
0.6799,NO
2.484,YES
0.9594,NO
0.8039,NO
2.0871,NO
1.0928,NO
5.4502,YES
1.6897,NO
5.6566,YES
0.8202,NO
0.3652,NO
2.1358,YES
3.8992,YES
3.3027,YES
2.835,YES
0.5178,NO
0.2762,NO
2.2456,YES
1.0855,NO
2.0924,YES
0.5775,NO
1.0189,NO
1.7397,NO
0.6978,NO
0.4366,NO
3.2956,YES
0.4858,NO
3.3953,YES
0.47100000000000003,NO
4.0466,YES
0.8741,NO
1.3148,NO
2.0247,NO
1.2078,NO
2.1109,YES
1.5344,NO
2.3347,YES
0.4608,NO
0.3467,NO
3.0508,YES
4.2598,YES
3.7127,YES
3.9559,YES
0.3808,NO
0.1902,NO
3.8021,YES
0.4068,NO
3.0785,YES
0.4441,NO
0.794,NO
1.8271,NO
0.693,NO
0.1825,NO
3.5041,YES
0.47600000000000003,NO
4.0666,YES
0.5099,NO
4.0715,YES
0.4263,NO
0.642,NO
1.7508,NO
0.5749,NO
3.1629,YES
1.1838,NO
3.1972,YES
0.4992,NO
0.2849,NO
1.0714,NO
1.4751,NO
0.9926,NO
1.3988,NO
0.3098,NO
0.4318,NO
1.1163,NO
0.3982,NO
1.2196,NO
0.5731,NO
1.7974,YES
2.3273,YES
1.2967,YES
0.5784,NO
0.7704,NO
0.7343,NO
0.7736,NO
0.5623,NO
1.0859,NO
0.34700000000000003,NO
0.3736,NO
0.8439,NO
0.6451,NO
1.4481,NO
1.0885,NO
1.7769,NO
2.0549,YES
0.5016,YES
1.0433,NO
1.0354,NO
0.63,NO
1.1036,NO
1.0495,YES
1.3149,YES
0.9279,NO
0.4871,NO
0.8164,NO
0.2215,NO
0.7159,NO
0.8813,NO
0.5115,NO
1.7615,YES
0.9126,NO
1.5144,YES
0.5703,NO
1.7826,YES
0.9887,NO
0.389,NO
0.2807,NO
0.5788,NO
0.3503,NO
1.2206,NO
0.6609999999999999,NO
1.1249,NO
0.8635,NO
0.26899999999999996,NO
1.9603,YES
3.6235,YES
3.2581,YES
2.3576,YES
0.3847,NO
0.3815,NO
2.0098,YES
0.7854,NO
1.5398,YES
0.5395,NO
0.9708,NO
1.6732,NO
0.6457,NO
0.4586,NO
3.3968,YES
0.7775,NO
3.5101,YES
0.6759,NO
3.7613,YES
0.6287,NO
0.9343,NO
1.3971,NO
0.6234,NO
1.6569999999999998,YES
1.2016,NO
1.9198,YES
1.8896,YES
0.3391,YES
1.0363,NO
0.9959,NO
0.7762,NO
1.1813,NO
0.8639,YES
1.4175,YES
1.1017,NO
0.5171,NO
1.0724,NO
0.3064,NO
0.7069,NO
1.2455,NO
0.637,NO
1.3886,YES
0.9335,NO
1.7146,YES
0.5685,NO
1.8484,YES
1.0318,NO
0.4207,NO
0.4484,NO
0.7869,NO
0.4892,NO
1.4751,NO
0.8115,NO
1.2977,NO
0.688,NO
0.257,NO
0.7636,NO
1.2583,NO
0.7248,NO
1.4737,NO
0.6383,NO
0.5627,NO
0.9158,NO
2.544,YES
1.1145,NO
1.187,YES
0.24100000000000002,NO
0.5021,NO
0.2504,NO
0.5603,NO
1.0237,NO
0.4928,NO
0.9804,NO
0.3114,NO
1.4473,NO
2.1861,YES
2.1836,YES
2.0095,YES
2.1047,YES
1.0537,NO
2.4138,YES
0.9396,NO
2.812,YES
0.5336,YES
0.5272,NO
0.4912,NO
0.4013,NO
0.7738,NO
1.5283,YES
1.6142,YES
0.6196,NO
0.5765,NO
0.6483,NO
0.1443,NO
0.2442,NO
0.5624,NO
0.1549,NO
1.9724,YES
0.8919,NO
2.0341,YES
0.3214,NO
2.3488,YES
0.7469,NO
0.5537,NO
0.5579,NO
0.705,NO
0.5162,NO
1.2163,NO
0.8304,NO
0.7558,NO
0.8947,NO
0.4482,NO
1.2957,NO
1.5127,NO
1.0904,NO
2.7119999999999997,NO
1.1867,NO
0.429,NO
1.4646,NO
2.5429,YES
2.0811,NO
1.1812,YES
0.2438,NO
0.8774,NO
0.2176,NO
0.5007,NO
1.1746,NO
0.2539,NO
1.5552,NO
0.3191,NO
1.7588,NO
2.3519,YES
2.5768,YES
2.9730000000000003,YES
2.8864,YES
1.8494,NO
2.9357,YES
1.9489,NO
