50Traced_NONETRACED_RFSMOTE_SINGLE_LSA_3_SUM,Associated
0.045232533446591644,NO
0.03921568627450981,NO
0.07404261343526582,NO
0.14624477950024778,NO
0.0405606285835634,NO
0.057195441353436696,NO
0.0347561407234374,NO
0.04112692008211228,NO
0.11262122177390813,NO
0.16783464288242375,YES
0.03666737453103986,NO
0.2323210872796772,YES
0.16486161251504214,NO
0.15098747080059463,NO
0.15042117930204574,NO
0.07390104056062859,NO
0.043038153889714735,NO
0.07156508812911447,NO
0.04594039781977774,NO
0.14730657606002692,NO
0.07425497274722165,NO
0.756069937000071,YES
0.049975224746938496,YES
0.11113470659021733,YES
0.8708147518935373,YES
0.1044099950449494,NO
0.04374601826290084,YES
0.078360586111701,NO
0.06894598994832592,YES
0.1660649819494585,YES
0.23104693140794227,NO
0.10483471366886107,NO
0.07432575918454025,NO
0.0717774474410703,NO
0.9803213704254267,YES
0.06080554965668579,YES
0.08961562964535996,NO
0.06781340695122816,NO
0.06250442415233243,NO
0.06795497982586537,NO
0.120266157004318,NO
0.10108303249097475,NO
0.10285269342393998,NO
0.8999079776314859,YES
0.04728534012883132,NO
0.07276845756353084,YES
0.01720110426842217,NO
0.2336660295887308,YES
0.022226941318043467,NO
0.07885609117293128,NO
0.047497699440787154,NO
0.0804841792312593,NO
0.04983365187230127,NO
0.12776951936009062,NO
0.07227295250230056,NO
0.06441565795993488,NO
0.05577971260706449,NO
0.10164932398952363,NO
0.08727967721384584,NO
0.1958660720605932,NO
0.10009202236851421,NO
0.1109931337155801,NO
0.8046294330006373,NO
0.029093225737948616,NO
0.1478728675585758,NO
0.31684009343809727,YES
0.1065335881645077,NO
0.13569760033977493,YES
0.13817512564592624,NO
0.1465279252495222,NO
0.1442627592553267,NO
0.12890210235718838,NO
0.101578537552205,NO
0.08282013166277342,NO
0.13088412260210947,NO
0.11729312663693638,NO
0.14893466411835496,NO
0.30912437177036883,YES
0.2940468606215049,YES
0.2516457846676577,YES
0.11842570963403415,YES
0.11049762865434984,NO
0.837332767041835,YES
0.08161676222835705,NO
0.7931620301550225,YES
0.12146952643873435,YES
0.2306222127840306,NO
0.11070998796630566,NO
0.09973809018192116,NO
0.09506618531889292,NO
0.2362143413322008,YES
0.08105047072980817,YES
0.11559425214128975,NO
0.06045161747009274,NO
0.08961562964535996,NO
0.055850499044383106,NO
0.15509308416507397,NO
0.14086501026403345,NO
0.1399447865788915,NO
0.1291852481064628,YES
0.0586819565371275,NO
0.05117859418135486,YES
0.015077511148863878,NO
0.21115594252141293,YES
0.021802222694131804,NO
0.08161676222835705,NO
0.05747858710271113,NO
0.07659092517873577,NO
0.06760104763927233,NO
0.14886387768103632,NO
0.08869540596021804,NO
0.08706731790189001,NO
0.04431230976144972,NO
0.010334819848517026,NO
0.09244708713810434,YES
0.9379202944715794,YES
0.20096269554753313,YES
