50Traced_NONETRACED_SUM_MULTI_VSM_18_MEDIAN,Associated
1.1537,NO
0.6444,NO
0.3015,NO
1.0523,NO
0.8308,NO
0.8219,NO
0.695,NO
0.424,NO
0.4314,NO
2.8905,YES
0.6988,NO
1.4134,YES
0.4402,NO
0.6912,NO
0.2223,NO
0.853,NO
1.1883,NO
0.6891,NO
0.9584,NO
0.7832,NO
1.548,NO
2.5078,YES
2.8175,YES
2.9228,YES
1.9271,YES
1.4643,NO
1.9611,YES
0.5426,NO
2.5574,YES
2.4229,YES
0.4535,NO
0.5685,NO
0.5773,NO
0.8665,NO
1.8604,YES
1.0728,YES
0.7921,NO
0.75,NO
0.6727,NO
0.3128,NO
0.7815,NO
0.7144,NO
0.4286,NO
2.4075,YES
0.3157,NO
1.7217,YES
0.4501,NO
1.8634,YES
0.5327,NO
0.3118,NO
0.7247,NO
0.4937,NO
0.2902,NO
1.2009,NO
0.7956,NO
0.6946,NO
1.3819,NO
0.5352,NO
0.6789,NO
1.1146,NO
0.7708,NO
1.3425,NO
0.6052,NO
0.2884,NO
0.8733,NO
3.1919,YES
0.8538,NO
2.1748,YES
0.5757,NO
0.8266,NO
0.2457,NO
0.9466,NO
1.3687,NO
0.7197,NO
1.0004,NO
0.7306,NO
1.1122,NO
3.0951,YES
3.5126,YES
3.3902,YES
2.0846,YES
1.3128,NO
1.9162,YES
1.041,NO
3.432,YES
3.0979,YES
0.5312,NO
1.1156,NO
1.0311,NO
1.2006,NO
2.4374,YES
1.61,YES
1.0681,NO
1.074,NO
0.5137,NO
0.6769,NO
0.9773,NO
1.3432,NO
0.8583,NO
3.0738,YES
1.0183,NO
2.3634,YES
0.6513,NO
2.4044,YES
0.9316,NO
0.7413,NO
1.12,NO
0.9739,NO
0.6646,NO
1.6509,NO
0.8793,NO
0.8908,NO
0.8796,NO
0.5659,NO
1.5627,YES
3.3628,YES
3.1082,YES
2.6889,YES
1.2884,NO
0.4018,NO
2.331,YES
0.8615,NO
1.6913,YES
0.4506,NO
1.4019,NO
1.1544,NO
0.9917,NO
0.3499,NO
3.2533,YES
0.4163,NO
3.6439,YES
0.9259,NO
3.6244,YES
0.5551,NO
1.0736,NO
0.8715,NO
0.8173,NO
3.0175,YES
1.8035,NO
1.5755,YES
1.7227,NO
0.8331,NO
0.747,NO
1.4308,NO
1.1366,NO
1.5571,NO
0.7257,NO
0.5589,NO
1.091,NO
3.6239,YES
1.181,NO
2.3219,YES
0.9682,NO
1.1251,NO
0.5456,NO
1.2523,NO
1.7419,NO
1.0852,NO
1.3719999999999999,NO
0.8672,NO
1.4115,NO
3.2579,YES
3.7427,YES
3.8285,YES
2.2779,YES
1.7428,NO
2.7533,YES
1.2576,NO
0.8959,NO
0.2544,NO
0.8067,YES
3.2423,YES
2.9754,YES
1.6507,YES
0.9905,NO
0.3929,NO
1.0839,YES
1.0467,NO
0.6932,YES
0.7492,NO
0.523,NO
0.7648,NO
0.4931,NO
0.3048,NO
3.3939,YES
0.5044,NO
3.6985,YES
0.6058,NO
3.4198,YES
0.7733,NO
1.4233,NO
0.9803,NO
1.159,NO
1.9437,YES
1.7542,NO
0.9908,YES
1.4,NO
0.7198,NO
0.7738,NO
1.4572,NO
0.9658,NO
1.5781,NO
0.7069,NO
0.426,NO
0.9473,NO
2.4694,YES
0.8284,NO
1.8297,YES
0.5049,NO
0.5412,NO
0.2033,NO
1.0363,NO
1.4851,NO
0.8586,NO
1.2848,NO
0.856,NO
1.3577,NO
2.1473,YES
2.6184,YES
2.4323,YES
1.4615,YES
1.5954,NO
1.7833,YES
1.1107,NO
1.1349,NO
0.4483,NO
0.2503,NO
1.1903,NO
0.8785,NO
0.8912,NO
0.5009,NO
0.3344,NO
0.2848,NO
2.886,YES
0.5212,NO
1.8367,YES
0.2841,NO
0.5920000000000001,NO
0.1412,NO
0.8689,NO
1.2461,NO
0.789,NO
1.1236,NO
0.6196,NO
1.157,NO
2.5583,YES
2.9438,YES
2.8796,YES
1.9134,YES
1.1104,NO
2.0233,YES
0.639,NO
1.5892,NO
0.7622,NO
1.1027,NO
2.026,NO
1.6915,NO
2.0403,NO
1.0185,NO
0.5492,NO
1.6212,NO
2.9431,YES
1.1508,NO
1.8227,YES
1.1256,NO
1.4871,NO
0.8541,NO
0.9878,NO
2.1307,NO
0.9479,NO
1.8379,NO
1.0588,NO
2.0219,NO
2.6853,YES
3.0617,YES
3.0072,YES
2.1376,YES
2.4471,NO
2.2566,YES
1.429,NO
1.5691,NO
0.6488,NO
0.9007,NO
1.7480000000000002,NO
1.4227,NO
1.7367,NO
0.8763,NO
0.5891,NO
1.2353,NO
2.9706,YES
0.8898,NO
1.9878,YES
0.9143,NO
1.4827,NO
