50Traced_NONETRACED_MAX_SINGLE_LSA_40_MEDIAN,Associated
0.1671,NO
0.3133,NO
0.1144,NO
0.2164,NO
0.3315,NO
0.1245,NO
0.2344,NO
0.1058,NO
0.2452,NO
1.0,YES
0.3591,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1438,NO
0.1867,NO
0.1109,NO
0.191,NO
0.2508,NO
0.4715,NO
1.0,YES
0.8945,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.1818,NO
1.0,YES
1.0,YES
0.4007,NO
0.1872,NO
0.1872,NO
0.4007,NO
1.0,YES
1.0,YES
0.2216,NO
0.3066,NO
0.3,NO
0.3066,NO
0.1797,NO
0.1558,NO
0.1551,NO
1.0,YES
0.1872,NO
0.9606,YES
0.1872,NO
1.0,YES
0.1702,NO
0.3066,NO
0.1826,NO
0.1235,NO
0.3066,NO
0.4007,NO
0.3066,NO
0.4007,NO
0.21600000000000003,NO
0.3133,NO
0.2077,NO
0.6139,NO
0.3369,NO
0.2097,NO
0.4224,NO
0.1058,NO
0.444,NO
1.0,YES
0.7077,NO
1.0,YES
0.205,NO
0.2391,NO
0.2136,NO
0.21600000000000003,NO
0.5133,NO
0.1268,NO
0.4343,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.3063,NO
1.0,YES
1.0,YES
0.3731,NO
0.6805,NO
0.6805,NO
0.4748,NO
1.0,YES
1.0,YES
0.6805,NO
0.4069,NO
0.4748,NO
0.4069,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.5115,NO
1.0,YES
0.6805,NO
1.0,YES
0.6805,NO
0.4069,NO
0.4069,NO
0.4069,NO
0.4069,NO
0.48100000000000004,NO
0.4069,NO
0.6805,NO
0.1709,NO
0.2059,NO
0.41200000000000003,YES
1.0,YES
1.0,YES
0.503,YES
0.257,NO
0.0982,NO
0.7346,YES
0.1552,NO
0.5679,YES
0.22399999999999998,NO
0.379,NO
0.379,NO
0.379,NO
0.0921,NO
1.0,YES
0.0718,NO
1.0,YES
0.1449,NO
0.8285,YES
0.2736,NO
0.3338,NO
0.2743,NO
0.2464,NO
0.5192,YES
0.4518,NO
0.7346,YES
0.2719,NO
0.2131,NO
0.1975,NO
0.6139,NO
0.3369,NO
0.1701,NO
0.2719,NO
0.2719,NO
0.2731,NO
1.0,YES
0.4354,NO
1.0,YES
0.1987,NO
0.1774,NO
0.1689,NO
0.1388,NO
0.3158,NO
0.2719,NO
0.2672,NO
0.2719,NO
0.3207,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3191,NO
1.0,YES
0.2054,NO
0.1709,NO
0.2059,NO
0.4532,YES
1.0,YES
1.0,YES
0.5660000000000001,YES
0.257,NO
0.1105,NO
0.8266,YES
0.2598,NO
0.5679,YES
0.22399999999999998,NO
0.4403,NO
0.4403,NO
0.4403,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1674,NO
0.8266,YES
0.3079,NO
0.3338,NO
0.2743,NO
0.2464,NO
0.5843,YES
0.4518,NO
0.8266,YES
0.2332,NO
0.2332,NO
0.4239,NO
0.6139,NO
0.4328,NO
0.4239,NO
0.2177,NO
0.2332,NO
0.4328,NO
1.0,YES
0.3648,NO
1.0,YES
0.4406,NO
0.4406,NO
0.4406,NO
0.1438,NO
0.3253,NO
0.22399999999999998,NO
0.4328,NO
0.2508,NO
0.4328,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4239,NO
