50Traced_NONETRACED_MAX_SINGLE_LSA_49_MAX,Associated
0.2626,NO
0.2626,NO
0.6593,NO
0.2164,NO
0.3369,NO
0.6773,NO
0.2626,NO
0.2025,NO
0.2216,NO
1.0,YES
0.7077,NO
1.0,YES
0.3701,NO
0.3701,NO
0.3701,NO
0.2626,NO
0.2942,NO
0.2201,NO
0.1949,NO
0.2508,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
1.0,YES
0.1205,NO
1.0,YES
1.0,YES
0.3362,NO
0.1872,NO
0.1872,NO
0.2515,NO
1.0,YES
0.3727,YES
0.2504,NO
0.1056,NO
0.2243,NO
0.1058,NO
0.4183,NO
0.4183,NO
0.4183,NO
1.0,YES
0.1872,NO
0.405,YES
0.1872,NO
0.8571,YES
0.1126,NO
0.1212,NO
0.1001,NO
0.1439,NO
0.0929,NO
0.2245,NO
0.1119,NO
0.2515,NO
0.21600000000000003,NO
0.3011,NO
0.6593,NO
0.2865,NO
0.3369,NO
0.6773,NO
0.2252,NO
0.1135,NO
0.2187,NO
1.0,YES
0.7077,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.21600000000000003,NO
0.2162,NO
0.2774,NO
0.1949,NO
0.1851,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2232,NO
1.0,YES
0.2077,NO
1.0,YES
1.0,YES
0.5415,NO
0.3722,NO
0.3722,NO
0.5089,NO
1.0,YES
1.0,YES
0.4479,NO
0.4136,NO
0.4436,NO
0.601,NO
0.2596,NO
0.2088,NO
0.2075,NO
1.0,YES
0.3638,NO
0.9606,YES
0.3514,NO
0.9717,YES
0.2632,NO
0.4069,NO
0.601,NO
0.4069,NO
0.601,NO
0.5415,NO
0.601,NO
0.4653,NO
0.1709,NO
0.1651,NO
0.4028,YES
1.0,YES
1.0,YES
0.7346,YES
0.1658,NO
0.153,NO
0.3689,YES
0.3019,NO
0.5679,YES
0.22399999999999998,NO
0.3291,NO
0.3291,NO
0.3291,NO
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.3405,NO
0.113,NO
0.4726,NO
0.2464,NO
0.5192,YES
0.4518,NO
0.7346,YES
0.1996,NO
0.2131,NO
0.6593,NO
0.3077,NO
0.3369,NO
0.6773,NO
0.1996,NO
0.1225,NO
0.2078,NO
1.0,YES
0.7077,NO
1.0,YES
0.2525,NO
0.2525,NO
0.2525,NO
0.1996,NO
0.4137,NO
0.1963,NO
0.4137,NO
0.2508,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3573,NO
1.0,YES
0.4137,NO
0.146,NO
0.2183,NO
0.4532,YES
1.0,YES
1.0,YES
0.8266,YES
0.2003,NO
0.1098,NO
0.4151,YES
0.5884,NO
0.5193,YES
0.5875,NO
0.4403,NO
0.4403,NO
0.4403,NO
0.1453,NO
1.0,YES
0.2011,NO
1.0,YES
0.1674,NO
1.0,YES
0.5683,NO
0.6232,NO
0.6968,NO
0.6968,NO
0.5843,YES
0.6968,NO
0.8266,YES
0.2332,NO
0.1856,NO
0.3398,NO
0.19,NO
0.1965,NO
0.3491,NO
0.2332,NO
0.2332,NO
0.2334,NO
0.6882,YES
0.3648,NO
1.0,YES
0.3899,NO
0.3899,NO
0.3899,NO
0.2332,NO
0.2942,NO
0.22399999999999998,NO
0.1113,NO
0.2508,NO
0.1699,NO
0.5181,YES
1.0,YES
0.5155,YES
1.0,YES
0.2405,NO
1.0,YES
0.1331,NO
0.1671,NO
0.3133,NO
0.5133,NO
0.2491,NO
0.3369,NO
0.5273,NO
0.2344,NO
0.1016,NO
0.4039,NO
1.0,YES
0.551,NO
1.0,YES
0.1331,NO
0.2085,NO
0.1275,NO
0.204,NO
0.3349,NO
0.2886,NO
0.3349,NO
0.2508,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3378,NO
1.0,YES
