50Traced_NONETRACED_SUM_SINGLE_VSM_63_MAX,Associated
0.552,NO
0.2745,NO
0.4111,NO
2.1446,NO
0.9948,NO
1.3099,NO
0.8027,NO
0.503,NO
0.6539,NO
3.4095,YES
0.337,NO
2.6792,YES
0.7886,NO
0.4833,NO
0.5123,NO
0.3356,NO
1.8,NO
0.5643,NO
1.0651,NO
0.6576,NO
1.0025,NO
2.5114,YES
2.5997,YES
3.3376,YES
2.8510000000000004,YES
0.4343,NO
3.5210000000000004,YES
0.5342,NO
1.6391,YES
2.2865,YES
0.8161,NO
0.6664,NO
0.3062,NO
0.7353,NO
1.9738,YES
2.4233,YES
0.3859,NO
0.3549,NO
0.7296,NO
0.3852,NO
0.8886,NO
1.1984,NO
1.1187,NO
1.6807,YES
0.4862,NO
2.4134,YES
0.3604,NO
2.2905,YES
0.5261,NO
0.2927,NO
0.4724,NO
0.7467,NO
0.6766,NO
0.7463,NO
0.5122,NO
0.6091,NO
0.2803,NO
0.46299999999999997,NO
0.7671,NO
2.0383,NO
0.7692,NO
1.9825,NO
0.8541,NO
0.4348,NO
1.0181,NO
4.0866,YES
0.7666,NO
3.3604,YES
0.6344,NO
0.4716,NO
0.2136,NO
0.2762,NO
1.8428,NO
0.6743,NO
0.6683,NO
0.4875,NO
1.0485,NO
3.2843,YES
3.3192,YES
4.1225,YES
3.5722,YES
1.0569,NO
4.162,YES
1.0984,NO
1.3089,YES
2.2092,YES
1.8394,NO
1.7802,NO
1.3383,NO
1.8897,NO
2.1162,YES
2.1461,YES
1.0345,NO
0.1418,NO
1.6841,NO
0.3147,NO
0.9299,NO
1.1556,NO
1.1853,NO
1.7567,YES
1.4807,NO
2.2275,YES
1.3888,NO
2.1029,YES
1.5802,NO
0.3838,NO
0.5358,NO
0.9668,NO
0.3665,NO
1.7719,NO
0.5986,NO
1.794,NO
0.3963,NO
0.7702,NO
2.3998,YES
4.6505,YES
3.5204,YES
1.9963,YES
1.0648,NO
0.2467,NO
1.5576,YES
0.4318,NO
1.8521,YES
0.4418,NO
1.1079,NO
1.1975,NO
1.3434,NO
0.4116,NO
4.5744,YES
0.2674,NO
4.0945,YES
0.4224,NO
4.3159,YES
0.7864,NO
0.4966,NO
1.1848,NO
0.5877,NO
1.7393,YES
0.8712,NO
2.323,YES
0.7015,NO
0.6243,NO
1.2602,NO
2.281,NO
0.9331,NO
2.5602,NO
1.0595,NO
0.7081,NO
1.4026,NO
4.1098,YES
1.3245,NO
3.4339999999999997,YES
0.7253,NO
0.5971,NO
0.396,NO
0.4355,NO
2.0576,NO
0.9745,NO
0.9771,NO
0.8493,NO
1.2941,NO
3.3487,YES
3.4151,YES
4.3402,YES
3.679,YES
1.6183,NO
4.3754,YES
1.615,NO
0.2213,NO
0.4986,NO
1.7608,YES
4.1196,YES
3.227,YES
1.5923,YES
0.7390000000000001,NO
0.0604,NO
0.9979,YES
0.2598,NO
1.3644,YES
0.355,NO
0.7649,NO
0.7426,NO
1.0802,NO
0.2527,NO
4.0514,YES
0.141,NO
3.8113,YES
0.2087,NO
3.7418,YES
0.551,NO
0.3851,NO
1.0045,NO
0.265,NO
1.4229,YES
0.8916,NO
1.758,YES
0.4156,NO
0.2084,NO
0.6343,NO
1.776,NO
0.4865,NO
1.4219,NO
1.0287,NO
0.3872,NO
0.8152,NO
3.595,YES
0.6896,NO
3.2333,YES
0.662,NO
0.6553,NO
0.5198,NO
0.2936,NO
1.5334,NO
0.6361,NO
0.4592,NO
0.5748,NO
0.8633,NO
2.8274,YES
2.9698,YES
3.5028,YES
3.0903,YES
0.8379,NO
3.7448,YES
0.8438,NO
0.2949,NO
0.4025,NO
0.7066,NO
1.7833,NO
0.6273,NO
2.015,NO
1.1019,NO
0.5227,NO
1.4007,NO
3.8381,YES
0.9664,NO
3.1759,YES
0.4463,NO
0.3803,NO
0.2728,NO
0.4305,NO
1.9079,NO
0.7165,NO
0.7918,NO
0.6751,NO
0.9876,NO
2.9093,YES
3.0466,YES
3.8853,YES
3.6548,YES
1.2554,NO
4.0685,YES
1.1718,NO
0.4838,NO
0.6214,NO
0.3339,NO
1.7587,NO
0.6596,NO
1.2949,NO
0.7621,NO
0.6940000000000001,NO
0.6113,NO
3.5491,YES
0.4141,NO
2.8685,YES
0.6436,NO
0.4892,NO
0.3806,NO
0.4138,NO
1.3442,NO
0.8244,NO
0.6454,NO
0.8012,NO
0.7385,NO
2.7521,YES
2.8511,YES
3.4255,YES
3.1382,YES
0.4938,NO
3.6406,YES
0.4086,NO
0.3987,NO
0.2743,NO
0.5254,NO
1.9180000000000001,NO
0.6831,NO
1.2732,NO
0.6924,NO
0.35,NO
0.5759,NO
3.2668,YES
0.537,NO
2.9563,YES
0.3149,NO
0.2128,NO
0.2045,NO
0.2033,NO
1.5367,NO
0.5626,NO
0.6682,NO
0.478,NO
1.0786,NO
2.6543,YES
2.7525,YES
3.2096,YES
2.7124,YES
0.7778,NO
3.3873,YES
0.8186,NO
0.7197,NO
1.229,NO
5.1724,YES
1.5054,YES
1.0917,YES
5.7367,YES
1.5199,NO
0.4998,NO
4.9207,YES
0.4677,NO
5.5127,YES
0.6609999999999999,NO
1.151,NO
1.4466,NO
1.2114,NO
0.3775,NO
2.1701,YES
0.4642,NO
1.3992,YES
0.7016,NO
1.9226,YES
0.8336,NO
0.5226,NO
2.4164,NO
1.3116,NO
5.5606,YES
1.2748,NO
6.3553,YES
0.2983,NO
0.5489999999999999,NO
2.5982,YES
1.0657,NO
0.5837,NO
3.6232,YES
1.1481,NO
0.2588,NO
3.1594,YES
0.2214,NO
3.2371,YES
0.3321,NO
0.6457,NO
0.8071,NO
0.9201,NO
0.3482,NO
1.6711,NO
0.1935,NO
1.2279,NO
0.4953,NO
1.2289,NO
0.2458,NO
0.2788,NO
1.2437,NO
0.8804,NO
3.5949,YES
0.9961,NO
3.7828,YES
0.5093,NO
0.5313,NO
2.9893,YES
5.8003,YES
3.9561,YES
3.6334,YES
1.0709,NO
0.3134,NO
2.5771,YES
1.9267,NO
2.5562,YES
1.4689,NO
0.9048,NO
0.5378,NO
0.7016,NO
0.3921,NO
5.7129,YES
0.3229,NO
4.8853,YES
0.562,NO
5.0822,YES
2.0817,NO
1.7329,NO
3.0982,NO
1.8286,NO
2.9115,YES
2.3315,NO
3.9016,YES
0.3791,NO
0.8164,NO
3.7437,YES
1.9009,NO
1.207,NO
3.1345,YES
1.0077,NO
0.2624,NO
3.0022,YES
0.6483,NO
3.3059,YES
0.7367,NO
0.4633,NO
0.9420000000000001,NO
0.2153,NO
0.1946,NO
2.0869999999999997,NO
0.263,NO
1.2714,NO
0.3063,NO
2.2786,NO
1.2151,NO
0.8095,NO
1.3395,NO
0.9354,NO
2.9652,YES
0.7615,NO
4.0148,YES
0.5298,NO
0.3817,NO
2.1313,YES
4.9502,YES
3.638,YES
1.8535,YES
1.215,NO
0.2783,NO
1.4754,YES
0.4073,NO
1.5994,YES
0.5589,NO
0.4557,NO
