50Traced_NONETRACED_SUM_SINGLE_VSM_90_MAX,Associated
0.299,NO
0.5153,NO
0.2271,NO
0.8097,NO
0.5917,NO
0.3433,NO
0.2857,NO
0.0831,NO
0.2997,NO
1.419,YES
0.4105,NO
1.5392,YES
0.7732,NO
0.7682,NO
0.9198,NO
0.1142,NO
0.7007,NO
0.1883,NO
0.3484,NO
0.3229,NO
0.3462,NO
1.3597,YES
1.5569,YES
1.3455,YES
1.7275,YES
0.1573,NO
1.8651,YES
0.3937,NO
2.2954,YES
2.1711,YES
0.5238,NO
0.3493,NO
0.2337,NO
0.4381,NO
1.6623,YES
3.0516,YES
0.5026,NO
0.5253,NO
0.4222,NO
0.6466,NO
0.5047,NO
0.6073,NO
0.6987,NO
1.4798,YES
0.4546,NO
3.0589,YES
0.2216,NO
3.0656,YES
0.2035,NO
0.8015,NO
0.9117,NO
0.6993,NO
0.9674,NO
0.488,NO
0.8340000000000001,NO
0.6635,NO
0.6622,NO
0.9418,NO
0.8356,NO
1.1991,NO
1.3733,NO
1.6392,NO
0.863,NO
0.5181,NO
0.8663,NO
2.9811,YES
1.8007,NO
2.8238,YES
0.5978,NO
0.5885,NO
0.7405,NO
0.2886,NO
1.8053,NO
0.5174,NO
0.8665,NO
0.7117,NO
1.0264,NO
3.4021,YES
3.0302,YES
3.404,YES
3.3472,YES
0.8184,NO
3.8487,YES
1.2121,NO
1.8999,YES
2.1466,YES
2.3164,NO
1.1277,NO
1.1374,NO
1.7716,NO
2.2092,YES
2.5860000000000003,YES
1.8151,NO
0.5673,NO
2.1692,NO
0.6413,NO
0.2289,NO
0.3577,NO
0.6086,NO
1.4089,YES
1.2541,NO
2.6659,YES
1.2125,NO
2.8048,YES
1.5846,NO
0.8168,NO
0.6788,NO
0.9954,NO
1.0686,NO
2.1205,NO
1.1335,NO
2.1649,NO
0.3726,NO
0.5691,NO
2.1894,YES
4.1209,YES
4.4083,YES
2.0839,YES
0.6381,NO
0.1846,NO
1.8039,YES
0.5739,NO
2.7816,YES
0.5366,NO
0.5338,NO
0.7076,NO
1.2419,NO
0.24600000000000002,NO
4.6431,YES
0.4261,NO
4.3912,YES
0.8257,NO
4.3826,YES
0.846,NO
0.8447,NO
1.0667,NO
0.8164,NO
1.6058,YES
0.9511,NO
1.9237,YES
0.8490000000000001,NO
0.8815,NO
0.8878,NO
0.9994,NO
1.1902,NO
1.4883,NO
0.9327,NO
0.6729999999999999,NO
0.6557,NO
2.8534,YES
1.7567,NO
2.8853,YES
0.5386,NO
0.537,NO
0.6274,NO
0.3129,NO
1.3593,NO
0.7344,NO
0.7211,NO
0.9640000000000001,NO
0.9136,NO
3.3551,YES
2.9215,YES
3.1357,YES
3.447,YES
0.8094,NO
3.736,YES
1.0773,NO
0.5381,NO
0.7564,NO
1.994,YES
4.0918,YES
4.3918,YES
2.2136,YES
0.4751,NO
0.3244,NO
2.0091,YES
1.0422,NO
2.6782,YES
0.6125,NO
0.9648,NO
1.0143,NO
1.7566,NO
0.248,NO
4.8229,YES
0.4666,NO
4.2303,YES
0.9229,NO
3.9027,YES
1.1192,NO
1.3451,NO
1.2873,NO
0.736,NO
1.5018,YES
1.4498,NO
2.1914,YES
0.929,NO
0.8573,NO
1.2897,NO
0.8525,NO
0.9263,NO
1.8598,NO
1.0482,NO
0.6023,NO
1.1926,NO
2.342,YES
2.0157,NO
2.6630000000000003,YES
1.0991,NO
1.1769,NO
1.1973,NO
0.3823,NO
1.3651,NO
0.7386,NO
0.5329,NO
1.1473,NO
0.9159,NO
2.9121,YES
2.6923,YES
3.3611,YES
3.4014,YES
1.1842,NO
3.4119,YES
1.6489,NO
0.6779999999999999,NO
0.9735,NO
1.2726,NO
1.1487,NO
1.6645,NO
2.1923,NO
1.0166,NO
0.5609,NO
1.426,NO
3.0324,YES
2.2727,NO
2.9373,YES
0.3801,NO
0.1852,NO
0.4783,NO
0.3389,NO
1.7712,NO
0.5849,NO
1.2608,NO
0.5199,NO
1.1909999999999998,NO
3.3133,YES
3.1481,YES
3.4312,YES
3.2774,YES
1.0611,NO
4.5128,YES
1.7005,NO
0.7819,NO
0.9173,NO
0.5293,NO
0.9793,NO
1.0986,NO
1.4461,NO
0.6701,NO
0.4653,NO
0.82,NO
3.1395,YES
1.4825,NO
3.1107,YES
0.5103,NO
0.5078,NO
0.5363,NO
0.0653,NO
1.4397,NO
0.4726,NO
0.6458,NO
0.5483,NO
0.6833,NO
3.3924,YES
3.2098,YES
3.5064,YES
3.5951,YES
0.5077,NO
4.0,YES
1.055,NO
0.7357,NO
0.966,NO
0.6061,NO
1.6578,NO
1.7527,NO
1.4808,NO
0.8194,NO
0.493,NO
0.6942,NO
2.9504,YES
1.54,NO
2.9671,YES
0.5725,NO
0.5308,NO
0.7311,NO
0.2216,NO
1.9856,NO
0.5694,NO
1.1449,NO
0.7514,NO
1.3765,NO
3.3406,YES
3.13,YES
3.2799,YES
3.5533,YES
0.6685,NO
3.82,YES
1.0885,NO
1.1061,NO
0.7305,NO
5.6263,YES
1.0336,YES
1.7925,YES
6.1992,YES
2.4166,NO
0.9442,NO
5.3076,YES
0.6701,NO
6.7487,YES
1.0631,NO
0.6056,NO
0.7457,NO
1.0173,NO
0.6257,NO
2.0117,YES
0.9402,NO
1.8901,YES
1.9931,NO
2.5413,YES
1.8361,NO
1.1284,NO
2.9937,NO
1.7259,NO
5.7877,YES
1.8438,NO
6.2834,YES
0.5662,NO
0.22399999999999998,NO
2.963,YES
0.9227,NO
1.2898,NO
3.9554,YES
1.3637,NO
0.4258,NO
3.5437,YES
0.6974,NO
3.9634,YES
0.8495,NO
0.5158,NO
0.632,NO
1.1597,NO
0.3377,NO
1.7499,NO
0.3221,NO
0.8288,NO
0.8236,NO
1.6542,NO
1.2668,NO
1.0777,NO
2.1843,NO
0.9686,NO
3.5979,YES
1.4262,NO
3.77,YES
1.075,NO
0.8512,NO
4.532,YES
3.742,YES
4.8655,YES
5.1889,YES
1.8632,NO
0.5344,NO
4.7568,YES
1.2881,NO
5.4035,YES
0.8681,NO
0.9252,NO
1.002,NO
1.8325,NO
0.4549,NO
4.5769,YES
0.7928,NO
4.3384,YES
1.5857,NO
5.1371,YES
1.8547,NO
1.8356,NO
2.4677,NO
1.4208,NO
4.6247,YES
2.4321,NO
5.3957,YES
0.3663,NO
0.593,NO
3.7424,YES
0.7839,NO
1.3067,NO
4.2367,YES
1.2744,NO
0.2312,NO
3.7087,YES
0.3874,NO
4.7151,YES
0.9366,NO
0.9312,NO
0.8071,NO
0.7131,NO
0.2753,NO
1.5714,NO
0.2618,NO
2.0969,NO
0.8679,NO
1.7146,NO
1.2398,NO
0.9371,NO
2.1827,NO
1.16,NO
3.1486,YES
1.5595,NO
3.9897,YES
0.5237,NO
0.8866,NO
1.5818,YES
3.9721,YES
4.0164,YES
1.8134,YES
0.6343,NO
0.5631,NO
1.4735,YES
0.6383,NO
2.3535,YES
0.42,NO
0.8509,NO
0.8629,NO
1.5706,NO
0.5146,NO
4.4358,YES
0.7515,NO
4.0719,YES
1.1861,NO
3.7902,YES
0.8836,NO
1.0817,NO
0.9414,NO
0.4921,NO
1.3376,YES
0.8911,NO
1.5954,YES
2.2586,YES
1.8264,YES
1.4431,NO
1.0281,NO
0.8955,NO
1.3781,NO
1.4102,YES
2.4,YES
1.207,NO
0.6882,NO
1.663,NO
0.6977,NO
0.7853,NO
0.8712,NO
1.0691,NO
0.9829,YES
1.1253,NO
2.5004,YES
1.0937,NO
2.9309,YES
1.0325,NO
0.998,NO
1.199,NO
1.1303,NO
1.0067,NO
1.5359,NO
0.9702,NO
1.6117,NO
0.71,NO
0.5497,NO
5.6618,YES
1.1044,YES
1.7574,YES
5.9408,YES
2.076,NO
0.4085,NO
5.547999999999999,YES
0.7775,NO
6.4817,YES
0.8938,NO
0.9637,NO
1.1016,NO
1.308,NO
0.3046,NO
2.1092,YES
0.35700000000000004,NO
2.0322,YES
1.3846,NO
2.4396,YES
1.6565,NO
1.0795,NO
2.8161,NO
1.4758,NO
5.3973,YES
1.925,NO
6.3239,YES
0.9431,NO
0.7457,NO
5.2328,YES
1.3085,YES
2.0091,YES
5.8138,YES
2.1237,NO
0.6452,NO
5.1605,YES
1.3193,NO
6.4189,YES
1.7167,NO
0.7162,NO
0.9017,NO
1.1571,NO
0.3595,NO
2.2846,YES
0.6349,NO
2.0365,YES
1.5273,NO
2.4829,YES
2.2323,NO
1.6298,NO
3.2613,NO
2.2899,NO
5.1357,YES
2.5487,NO
5.8932,YES
0.575,NO
0.65,NO
5.5036,YES
1.3607,YES
1.9261,YES
5.2892,YES
1.9702,NO
0.3772,NO
4.9441,YES
0.8199,NO
5.8835,YES
0.5185,NO
0.6517,NO
0.8208,NO
1.0511,NO
0.3621,NO
2.1923,YES
0.3746,NO
2.2285,YES
1.2936,NO
2.6452,YES
1.3648,NO
0.9518,NO
2.6348,NO
1.0263,NO
5.0611,YES
1.7671,NO
5.6941,YES
0.6393,NO
0.5564,NO
5.3085,YES
1.0807,YES
1.5825,YES
5.8507,YES
1.9816,NO
0.3698,NO
5.3155,YES
0.6928,NO
6.202000000000001,YES
0.8855,NO
0.9463,NO
0.9886,NO
1.1452,NO
0.3392,NO
1.932,YES
0.3551,NO
1.9803,YES
1.3666,NO
2.3042,YES
1.5648,NO
1.1798,NO
2.9429,NO
1.4218,NO
5.2158,YES
1.8298,NO
6.0957,YES
0.4515,NO
0.5358,NO
1.5064,YES
3.7271,YES
3.9786,YES
1.6289,YES
0.3675,NO
0.2426,NO
1.3466,YES
0.3099,NO
2.1261,YES
0.2385,NO
0.6308,NO
0.6447,NO
1.2923,NO
0.2389,NO
4.165,YES
0.4656,NO
3.9577,YES
0.81,NO
3.8187,YES
0.5224,NO
0.6634,NO
0.5086,NO
0.3049,NO
1.187,YES
0.632,NO
1.4406,YES
0.4614,NO
0.4557,NO
1.771,YES
3.9088,YES
4.1967,YES
1.73,YES
0.5281,NO
0.242,NO
1.6432,YES
0.4698,NO
2.1673,YES
0.3069,NO
0.2527,NO
0.4262,NO
0.9151,NO
0.1825,NO
4.2539,YES
0.4647,NO
4.1047,YES
0.6598,NO
4.3191,YES
0.5705,NO
0.7609999999999999,NO
0.8573,NO
0.4417,NO
1.3429,YES
0.7501,NO
1.5095,YES
0.8568,NO
1.1743,NO
1.0568,NO
1.3076,NO
0.7383,NO
1.0254,NO
0.7007,NO
0.8739,NO
1.4187,NO
0.3562,NO
1.3081,NO
0.5506,NO
1.9712,YES
2.061,YES
2.2235,YES
0.5038,NO
1.5348,NO
0.9313,NO
1.0704,NO
1.5737,NO
0.7372,NO
0.6212,NO
0.8921,NO
0.7752,NO
0.7604,NO
0.7702,NO
0.47,NO
1.4764,NO
2.1835,YES
2.18,YES
0.6912,NO
0.7109,NO
0.5007,NO
0.4757,NO
1.6651,YES
3.0286,YES
0.4582,NO
0.1874,NO
0.5605,NO
0.1784,NO
0.3681,NO
0.4736,NO
0.6543,NO
1.5461,YES
0.815,NO
3.0242,YES
0.5789,NO
3.0683,YES
0.6969,NO
0.4552,NO
0.6447,NO
0.5477,NO
0.27,NO
0.752,NO
0.3049,NO
0.5047,NO
0.4597,NO
0.5961,NO
2.2211,YES
4.1244,YES
4.3047,YES
2.2176,YES
0.6433,NO
0.2354,NO
2.2704,YES
0.4569,NO
2.8152,YES
0.3736,NO
0.9088,NO
1.1069,NO
1.6572,NO
0.2171,NO
4.574,YES
0.4644,NO
4.3679,YES
0.9487,NO
4.2326,YES
0.6279,NO
0.8937,NO
0.9440000000000001,NO
0.6066,NO
1.7155,YES
0.7494,NO
2.3001,YES
2.3305,YES
2.3144,YES
0.9794,NO
0.9514,NO
0.8186,NO
0.7909999999999999,NO
1.7574,YES
3.0018,YES
0.6727,NO
0.4628,NO
0.8458,NO
0.3945,NO
0.8124,NO
0.8854,NO
1.1578,NO
1.5552,YES
0.9732,NO
3.0929,YES
0.7289,NO
3.4253,YES
0.84,NO
0.8114,NO
0.9008,NO
0.573,NO
0.743,NO
1.0578,NO
0.6097,NO
1.1073,NO
0.8016,NO
0.7593,NO
0.4395,NO
0.7076,NO
0.6533,NO
0.6684,NO
0.7145,NO
0.8057,NO
0.4901,NO
1.7111,YES
0.6685,NO
1.649,YES
0.24100000000000002,NO
0.263,NO
0.316,NO
0.3439,NO
0.6471,NO
0.883,NO
0.3616,NO
0.7967,NO
0.4898,NO
1.5734,YES
1.6708,YES
1.5952,YES
1.8072,YES
0.4897,NO
2.2137,YES
0.6273,NO
2.1732,YES
2.0828,YES
0.644,NO
0.5399,NO
0.3677,NO
0.5808,NO
1.6421,YES
3.0432,YES
0.6418,NO
0.1079,NO
0.5029,NO
0.1095,NO
0.336,NO
0.4045,NO
0.5994,NO
1.5248,YES
0.599,NO
3.0133,YES
0.4089,NO
3.0327,YES
0.4683,NO
0.2972,NO
0.521,NO
0.3376,NO
0.1752,NO
0.7718,NO
0.2079,NO
0.7319,NO
0.4365,NO
0.7456,NO
0.2526,NO
0.8437,NO
0.5931,NO
1.003,NO
0.621,NO
0.4251,NO
0.3229,NO
1.5319999999999998,YES
1.178,NO
2.2676,YES
0.6342,NO
0.4534,NO
0.727,NO
0.3343,NO
1.1057,NO
0.4545,NO
0.4306,NO
0.4625,NO
0.5538,NO
2.0552,YES
1.7421,YES
1.8834,YES
2.3315,YES
0.3064,NO
2.4039,YES
0.3108,NO
