50Traced_NONETRACED_MAX_MULTI_LSA_1_MAX,Associated
0.3496,NO
0.1493,NO
0.5722,NO
0.5644,NO
0.31,NO
0.6333,NO
0.4164,NO
0.1187,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3555,NO
0.2223,NO
0.1596,NO
0.36,NO
0.1542,NO
0.3844,NO
0.2179,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2502,NO
1.0,YES
0.3251,NO
1.0,YES
1.0,YES
0.3362,NO
0.2796,NO
0.2165,NO
0.2444,NO
1.0,YES
0.7333,YES
0.1471,NO
0.1056,NO
0.1581,NO
0.1216,NO
0.2584,NO
0.3148,NO
0.1953,NO
1.0,YES
0.2278,NO
1.0,YES
0.2796,NO
1.0,YES
0.2796,NO
0.1769,NO
0.1292,NO
0.1522,NO
0.1107,NO
0.3034,NO
0.1502,NO
0.1364,NO
0.2243,NO
0.1534,NO
0.3097,NO
0.5644,NO
0.31,NO
0.4162,NO
0.3258,NO
0.1104,NO
0.3138,NO
1.0,YES
0.2887,NO
1.0,YES
0.2522,NO
0.35200000000000004,NO
0.2136,NO
0.1919,NO
0.36,NO
0.1542,NO
0.3529,NO
0.1755,NO
0.3078,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.2866,NO
1.0,YES
0.2458,NO
1.0,YES
0.5161,YES
0.3356,NO
0.1662,NO
0.2013,NO
0.2387,NO
1.0,YES
1.0,YES
0.2344,NO
0.2069,NO
0.2528,NO
0.1216,NO
0.3157,NO
0.3845,NO
0.2386,NO
1.0,YES
0.2278,NO
1.0,YES
0.1466,NO
1.0,YES
0.2013,NO
0.2251,NO
0.2251,NO
0.2187,NO
0.2251,NO
0.2862,NO
0.1746,NO
0.1923,NO
0.27,NO
0.2011,NO
1.0,YES
1.0,YES
0.7917,YES
0.6382,YES
0.344,NO
0.0727,NO
0.5227,YES
0.3027,NO
0.4491,YES
0.2022,NO
0.3031,NO
0.3522,NO
0.2412,NO
0.1663,NO
0.594,YES
0.2011,NO
1.0,YES
0.304,NO
1.0,YES
0.1172,NO
0.462,NO
0.3056,NO
0.2229,NO
0.5820000000000001,YES
0.2011,NO
0.4367,YES
0.3496,NO
0.1012,NO
0.5722,NO
0.5352,NO
0.2939,NO
0.6333,NO
0.4164,NO
0.2102,NO
0.4753,NO
0.8971,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3673,NO
0.1689,NO
0.2866,NO
0.3413,NO
0.2866,NO
0.4528,NO
0.2866,NO
0.4528,NO
1.0,YES
1.0,YES
0.9481,YES
1.0,YES
0.4052,NO
0.7756,YES
0.3251,NO
0.3229,NO
0.0804,NO
0.5253,YES
1.0,YES
1.0,YES
0.5022,YES
0.3189,NO
0.0727,NO
0.2746,YES
0.4608,NO
0.2359,YES
0.4608,NO
0.2552,NO
0.42,NO
0.2375,NO
0.1453,NO
0.594,YES
0.141,NO
1.0,YES
0.1597,NO
1.0,YES
0.3157,NO
0.4192,NO
0.4608,NO
0.2183,NO
0.3057,YES
0.4608,NO
0.3189,YES
0.3496,NO
0.2816,NO
0.5722,NO
0.5644,NO
0.31,NO
0.6333,NO
0.4164,NO
0.2988,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3673,NO
0.2033,NO
0.2988,NO
0.36,NO
0.2988,NO
0.3844,NO
0.2988,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4218,NO
1.0,YES
0.3877,NO
0.3496,NO
0.1493,NO
0.5722,NO
0.4117,NO
0.2261,NO
0.6333,NO
0.4164,NO
0.1187,NO
0.4753,NO
1.0,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3673,NO
0.0674,NO
0.204,NO
0.3104,NO
0.188,NO
0.3844,NO
0.1309,NO
0.4156,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3855,NO
1.0,YES
0.3855,NO
0.307,NO
0.1493,NO
0.3406,NO
0.5644,NO
0.31,NO
0.4162,NO
0.3258,NO
0.2252,NO
0.3138,NO
1.0,YES
0.2964,NO
1.0,YES
0.2912,NO
0.3547,NO
0.2201,NO
0.307,NO
0.36,NO
0.307,NO
0.3529,NO
0.307,NO
0.3078,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.2964,NO
1.0,YES
0.2964,NO
0.2947,NO
0.1493,NO
0.3649,NO
0.5644,NO
0.31,NO
0.4162,NO
0.3258,NO
0.2173,NO
0.3138,NO
1.0,YES
0.2887,NO
1.0,YES
0.282,NO
0.3673,NO
0.2131,NO
0.2173,NO
0.36,NO
0.2173,NO
0.3847,NO
0.2173,NO
0.3649,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.2502,NO
1.0,YES
0.2458,NO
0.3133,NO
0.2465,NO
1.0,YES
1.0,YES
0.5589,YES
1.0,YES
0.4024,NO
0.2734,NO
1.0,YES
0.3027,NO
1.0,YES
0.1983,NO
0.534,NO
0.4456,NO
0.18,NO
0.2771,NO
0.4942,YES
0.2734,NO
1.0,YES
0.308,NO
1.0,YES
0.2462,NO
0.462,NO
0.5289,NO
0.242,NO
1.0,YES
0.5169,NO
1.0,YES
0.2333,NO
0.1547,NO
0.9027,YES
0.2517,NO
0.2297,NO
0.7629,YES
0.264,NO
0.1097,NO
0.8170000000000001,YES
0.191,NO
0.6449,YES
0.1547,NO
0.3984,NO
0.4022,NO
0.2648,NO
0.171,NO
0.2611,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.3458,NO
0.1991,NO
0.2287,NO
0.4676,NO
0.2166,NO
0.9027,YES
0.3359,NO
0.4612,YES
0.3229,NO
0.0819,NO
0.6693,YES
0.7449,YES
1.0,YES
0.5764,YES
0.3189,NO
0.0606,NO
0.5764,YES
0.5755,NO
0.5764,YES
0.5486,NO
0.3536,NO
0.4308,NO
0.2673,NO
0.1349,NO
0.5849,YES
0.1393,NO
1.0,YES
0.2035,NO
1.0,YES
0.5048,NO
0.6083,NO
0.6083,NO
0.6083,NO
0.5764,YES
0.5486,NO
0.5764,YES
0.2442,NO
0.1646,NO
0.8554,YES
0.44,NO
0.2459,NO
0.8554,YES
0.2752,NO
0.153,NO
0.8554,YES
0.2424,NO
0.8554,YES
0.1456,NO
0.4162,NO
0.273,NO
0.1277,NO
0.1895,NO
0.2747,NO
0.1654,NO
0.4421,NO
0.1664,NO
0.5554,NO
0.5177,NO
0.5177,NO
0.4524,NO
0.5177,NO
0.8554,YES
0.4421,NO
0.8554,YES
0.1918,NO
0.1184,NO
1.0,YES
1.0,YES
0.6940000000000001,YES
0.6382,YES
0.344,NO
0.1186,NO
0.5227,YES
0.3027,NO
0.4491,YES
0.2022,NO
0.3031,NO
0.3522,NO
0.1785,NO
0.1567,NO
0.594,YES
0.1186,NO
1.0,YES
0.304,NO
1.0,YES
0.1048,NO
0.462,NO
0.3056,NO
0.2229,NO
0.5820000000000001,YES
0.1602,NO
0.4367,YES
0.9153,YES
0.2393,YES
0.3634,NO
0.3389,NO
0.1894,NO
0.2163,NO
0.6735,YES
1.0,YES
0.2009,NO
0.1949,NO
0.1522,NO
0.2808,NO
0.3471,NO
0.4228,NO
0.2623,NO
1.0,YES
0.1922,NO
1.0,YES
0.3389,NO
1.0,YES
0.3389,NO
0.2457,NO
0.2457,NO
0.2024,NO
0.2808,NO
0.228,NO
0.1906,NO
0.14800000000000002,NO
0.3133,NO
0.1531,NO
1.0,YES
0.5502,YES
0.3075,YES
1.0,YES
0.3377,NO
0.08800000000000001,NO
1.0,YES
0.3004,NO
1.0,YES
0.3004,NO
0.534,NO
0.4456,NO
0.2024,NO
0.1911,NO
0.33399999999999996,YES
0.1767,NO
0.5502,YES
0.308,NO
0.5502,YES
0.2462,NO
0.2926,NO
0.5289,NO
0.242,NO
1.0,YES
0.5169,NO
1.0,YES
0.3618,NO
0.2411,NO
1.0,YES
0.6385,YES
0.3568,YES
1.0,YES
0.4093,NO
0.1165,NO
1.0,YES
0.2104,NO
1.0,YES
0.1713,NO
0.534,NO
0.4456,NO
0.2404,NO
0.2771,NO
0.4049,YES
0.2411,NO
0.6385,YES
0.2433,NO
0.6385,YES
0.2256,NO
0.3547,NO
0.518,NO
0.24,NO
1.0,YES
0.5104,NO
1.0,YES
0.3618,NO
0.1099,NO
0.7838,YES
0.4498,YES
0.2514,YES
1.0,YES
0.4093,NO
0.1622,NO
1.0,YES
0.4318,NO
1.0,YES
0.4318,NO
0.3249,NO
0.2615,NO
0.1849,NO
0.2771,NO
0.4049,YES
0.1975,NO
0.5522,YES
0.2433,NO
0.5239,YES
0.5289,NO
0.5289,NO
0.4356,NO
0.5289,NO
1.0,YES
0.4918,NO
1.0,YES
0.3618,NO
0.1531,NO
1.0,YES
1.0,YES
0.5589,YES
1.0,YES
0.4093,NO
0.0556,NO
1.0,YES
0.3027,NO
1.0,YES
0.2806,NO
0.4969,NO
0.4456,NO
0.1849,NO
0.184,NO
0.4942,YES
0.1411,NO
1.0,YES
0.304,NO
1.0,YES
0.2462,NO
0.462,NO
0.5289,NO
0.242,NO
1.0,YES
0.5169,NO
1.0,YES
0.3229,NO
0.1995,NO
0.44299999999999995,YES
0.7449,YES
1.0,YES
0.5022,YES
0.3189,NO
0.0554,NO
0.2418,YES
0.415,NO
0.19899999999999998,YES
0.415,NO
0.293,NO
0.42,NO
0.2523,NO
0.1698,NO
0.5849,YES
0.1995,NO
1.0,YES
0.1508,NO
1.0,YES
0.2843,NO
0.3774,NO
0.415,NO
0.3519,NO
0.2578,YES
0.415,NO
0.3189,YES
0.3229,NO
0.11599999999999999,NO
1.0,YES
1.0,YES
1.0,YES
0.6382,YES
0.344,NO
0.0935,NO
0.5227,YES
0.3984,NO
0.4937,YES
0.3984,NO
0.3031,NO
0.42,NO
0.1716,NO
0.1825,NO
0.594,YES
0.1772,NO
1.0,YES
0.304,NO
1.0,YES
0.3569,NO
0.462,NO
0.3984,NO
0.3569,NO
0.5820000000000001,YES
0.3984,NO
0.4937,YES
0.1047,NO
0.0461,NO
0.301,NO
0.2904,NO
0.2015,NO
0.3341,NO
0.2934,NO
0.0978,NO
0.2725,NO
0.1752,NO
0.3341,NO
0.2363,NO
0.6313,YES
0.7691,YES
0.4772,YES
0.1182,NO
0.2767,NO
0.0797,NO
0.2904,NO
0.1742,NO
0.2654,NO
0.1067,NO
0.2708,NO
0.2286,NO
0.2363,NO
0.3341,NO
0.2436,NO
0.3371,NO
1.0,YES
1.0,YES
0.3151,NO
0.2576,NO
0.175,NO
0.2004,NO
0.7571,YES
0.3186,YES
0.1287,NO
0.18100000000000002,NO
0.0893,NO
0.2608,NO
0.1661,NO
0.1504,NO
0.1562,NO
0.8269,YES
0.1036,NO
1.0,YES
0.1989,NO
0.504,YES
0.1989,NO
0.1769,NO
0.1704,NO
0.1522,NO
0.2608,NO
0.16699999999999998,NO
0.1017,NO
0.1342,NO
0.3229,NO
0.1476,NO
1.0,YES
1.0,YES
1.0,YES
0.6382,YES
0.344,NO
0.1526,NO
0.5227,YES
0.3027,NO
0.4491,YES
0.1809,NO
0.3031,NO
0.42,NO
0.1805,NO
0.1567,NO
0.5849,YES
0.1526,NO
1.0,YES
0.304,NO
1.0,YES
0.1371,NO
0.462,NO
0.2343,NO
0.2229,NO
0.5820000000000001,YES
0.254,NO
0.4367,YES
1.0,YES
1.0,YES
0.3473,NO
0.275,NO
0.1537,NO
0.2387,NO
1.0,YES
1.0,YES
0.2279,NO
0.1611,NO
0.2011,NO
0.2321,NO
0.1793,NO
0.1373,NO
0.132,NO
1.0,YES
0.2278,NO
1.0,YES
0.275,NO
1.0,YES
0.275,NO
0.1769,NO
0.1517,NO
0.1522,NO
0.2321,NO
0.2673,NO
0.1128,NO
0.2279,NO
0.2947,NO
0.2155,NO
0.2809,NO
0.5644,NO
0.31,NO
0.4162,NO
0.3258,NO
0.1779,NO
0.3138,NO
1.0,YES
0.2887,NO
1.0,YES
0.2734,NO
0.3673,NO
0.2504,NO
0.2425,NO
0.36,NO
0.2425,NO
0.3529,NO
0.2425,NO
0.3078,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.2502,NO
1.0,YES
0.2458,NO
1.0,YES
0.2856,YES
0.2893,NO
0.1584,NO
0.1473,NO
0.2387,NO
1.0,YES
1.0,YES
0.1546,NO
0.1453,NO
0.1001,NO
0.2015,NO
0.1793,NO
0.1735,NO
0.1463,NO
1.0,YES
0.2278,NO
1.0,YES
0.2061,NO
1.0,YES
0.2061,NO
0.1152,NO
0.1388,NO
0.1388,NO
0.2015,NO
0.2673,NO
0.0892,NO
0.1546,NO
0.3496,NO
0.2932,NO
0.5722,NO
0.5644,NO
0.31,NO
0.6333,NO
0.4164,NO
0.3765,NO
0.4753,NO
0.9462,YES
0.4964,NO
1.0,YES
0.3104,NO
0.3673,NO
0.2234,NO
0.3765,NO
0.36,NO
0.3765,NO
0.3844,NO
0.3765,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.414,NO
0.7756,YES
0.3251,NO
