50Traced_NONETRACED_SUM_SINGLE_LSA_73_MAX,Associated
0.5946,NO
0.5451,NO
0.4046,NO
0.8049,NO
0.6819,NO
0.38299999999999995,NO
0.8095,NO
0.2914,NO
0.8493,NO
2.5079,YES
0.6154,NO
1.9217,YES
0.4339,NO
0.9052,NO
0.5422,NO
0.1774,NO
0.8824,NO
0.4528,NO
0.7587,NO
0.9088,NO
0.7356,NO
2.0207,YES
2.1972,YES
2.5765,YES
2.6851,YES
0.5049,NO
1.827,YES
0.48,NO
2.5469,YES
2.7129,YES
0.8033,NO
1.1775,NO
1.0097,NO
0.5473,NO
1.6139,YES
1.4488,YES
0.6396,NO
0.7458,NO
0.7081,NO
0.5118,NO
0.5845,NO
1.0572,NO
0.6809,NO
1.3447,YES
1.0986,NO
2.4737,YES
1.1898,NO
2.8609,YES
0.7429,NO
0.584,NO
0.5714,NO
0.8495,NO
0.7,NO
0.733,NO
0.7333,NO
0.6173,NO
0.7873,NO
0.645,NO
0.7685,NO
1.093,NO
0.7878,NO
0.9559,NO
1.3195,NO
0.2413,NO
1.5362,NO
3.5945,YES
1.7749,NO
2.5727,YES
0.4142,NO
1.0312,NO
0.5881,NO
0.5723,NO
1.3375,NO
0.7185,NO
1.236,NO
0.7727,NO
0.8170000000000001,NO
2.9688,YES
3.1396,YES
3.9939999999999998,YES
3.9225,YES
0.7949,NO
3.1785,YES
0.7754,NO
3.1115,YES
3.4293,YES
2.9522,NO
1.7573,NO
1.2464,NO
2.3632,NO
2.0572,YES
1.7664,YES
2.4878,NO
0.4004,NO
2.1218,NO
0.225,NO
1.8734,NO
2.2833,NO
2.073,NO
1.3879,YES
1.8169,NO
2.6536,YES
1.6204,NO
3.8974,YES
0.9035,NO
0.6665,NO
0.6243,NO
0.6379,NO
0.8594,NO
2.4327,NO
1.229,NO
2.9453,NO
0.598,NO
0.6851,NO
1.8716,YES
4.5793,YES
3.7354,YES
1.7841,YES
0.7535,NO
0.2038,NO
1.7924,YES
0.39799999999999996,NO
2.0982,YES
0.4218,NO
0.2654,NO
0.9507,NO
0.6353,NO
0.1799,NO
4.495,YES
0.2681,NO
4.3378,YES
0.6067,NO
3.5346,YES
0.8714,NO
0.9284,NO
1.2361,NO
0.4378,NO
2.0358,YES
1.2901,NO
1.8785,YES
0.6291,NO
0.4883,NO
0.4448,NO
0.6331,NO
0.5598,NO
0.7833,NO
1.0526,NO
0.3752,NO
1.2094,NO
3.8638,YES
1.6103,NO
2.8253,YES
0.41100000000000003,NO
0.9924,NO
0.5758,NO
0.3717,NO
0.8379,NO
0.6597,NO
0.8249,NO
0.7916,NO
0.6068,NO
3.0684,YES
3.2043,YES
4.1087,YES
4.0668,YES
0.6664,NO
3.1612,YES
0.4028,NO
0.5873,NO
0.831,NO
1.3241,YES
4.7117,YES
3.8257,YES
1.3011,YES
0.9817,NO
0.1608,NO
1.5963,YES
1.0437,NO
1.4927,YES
1.0611,NO
0.5807,NO
1.3318,NO
0.956,NO
0.1465,NO
4.612,YES
0.1713,NO
4.298,YES
0.9776,NO
3.4988,YES
1.297,NO
1.4283,NO
1.4241,NO
1.0342,NO
1.5392,YES
1.2546,NO
1.5501,YES
0.5781,NO
0.3489,NO
0.9629,NO
0.5379999999999999,NO
0.4635,NO
1.1948,NO
1.0575,NO
0.2113,NO
1.6301,NO
3.3515,YES
2.0481,NO
2.5449,YES
0.3318,NO
0.7776,NO
0.3278,NO
0.5105,NO
0.7725,NO
0.5912,NO
0.8006,NO
0.6653,NO
0.2998,NO
2.4927,YES
2.6309,YES
3.7181,YES
3.5999,YES
1.0544,NO
2.6992,YES
0.8916,NO
0.6683,NO
0.4358,NO
1.6904,NO
0.7801,NO
0.4792,NO
1.9457,NO
1.0353,NO
0.2995,NO
2.1227,NO
3.4933,YES
2.6861,NO
2.4059,YES
0.3495,NO
1.0324,NO
0.4953,NO
0.3483,NO
0.8099,NO
0.6614,NO
0.9281,NO
0.9008,NO
0.4414,NO
3.0739,YES
3.0262,YES
3.9501,YES
3.8847,YES
1.7279,NO
3.6637,YES
1.5733,NO
0.5187,NO
0.3525,NO
0.9211,NO
0.4779,NO
0.4202,NO
1.0892,NO
0.9603,NO
0.1672,NO
1.508,NO
3.4836,YES
1.5619,NO
2.71,YES
0.6083,NO
0.977,NO
0.5501,NO
0.3381,NO
0.7314,NO
0.4362,NO
0.6466,NO
0.7727,NO
0.3709,NO
2.8467,YES
2.9789,YES
3.7864,YES
3.8196,YES
0.9736,NO
2.6439999999999997,YES
0.9797,NO
0.7182,NO
0.6147,NO
0.1762,NO
0.9581,NO
0.8464,NO
0.3294,NO
1.0828,NO
0.2344,NO
0.7818,NO
3.0821,YES
0.7703,NO
2.4783,YES
0.3445,NO
0.8576,NO
0.5262,NO
0.4801,NO
1.0774,NO
0.6569,NO
0.9172,NO
0.8578,NO
0.9257,NO
2.55,YES
2.7662,YES
3.2687,YES
3.3041,YES
0.3115,NO
2.2571,YES
0.1967,NO
1.197,NO
1.1323,NO
6.5376,YES
1.9213,YES
1.5898,YES
5.8841,YES
0.9318,NO
0.7666,NO
5.4942,YES
1.2265,NO
6.3131,YES
0.4721,NO
1.6355,NO
1.7204,NO
1.3582,NO
0.0902,NO
2.2626,YES
0.7145,NO
2.1738,YES
1.8983,NO
0.7471,YES
1.5311,NO
1.4062,NO
3.0448,NO
1.9473,NO
6.0057,YES
3.0909,NO
6.0018,YES
1.0427,NO
1.0727,NO
4.8112,YES
1.1075,NO
0.9521,NO
4.1436,YES
0.5168,NO
0.4794,NO
4.3986,YES
0.5918,NO
4.2588,YES
0.3652,NO
2.004,NO
1.7585,NO
1.8142,NO
0.171,NO
1.5108,NO
0.4819,NO
1.2742,NO
1.1026,NO
0.4055,NO
0.9453,NO
1.0997,NO
2.2722,NO
1.2901,NO
4.0517,YES
2.1982,NO
4.5468,YES
1.0765,NO
1.1111,NO
3.9197,YES
4.8223,YES
3.9071,YES
4.0063,YES
1.5355,NO
0.4987,NO
3.6715,YES
2.4930000000000003,NO
4.5741,YES
2.0261,NO
0.9287,NO
2.2138,NO
1.3809,NO
0.4612,NO
4.6088,YES
0.7535,NO
4.8271,YES
1.6243,NO
3.2910000000000004,YES
2.6247,NO
2.4178,NO
3.6598,NO
2.9747,NO
3.9325,YES
3.6714,NO
3.8256,YES
0.6406,NO
0.5542,NO
2.9297,YES
1.3136,NO
1.0953,NO
2.6332,YES
0.6421,NO
0.3188,NO
2.8275,YES
0.6018,NO
2.9767,YES
0.5618,NO
1.1801,NO
1.2877,NO
1.1166,NO
0.2279,NO
1.5483,NO
0.2342,NO
1.4656,NO
0.635,NO
0.8753,NO
0.715,NO
0.7299,NO
1.5771,NO
0.9654,NO
2.7472,YES
1.5127,NO
3.1192,YES
0.6244,NO
0.774,NO
0.4946,YES
4.4184,YES
3.5218,YES
0.6893,YES
0.7022,NO
0.2521,NO
0.6684,YES
0.5972,NO
0.8003,YES
0.7802,NO
0.171,NO
0.6629999999999999,NO
0.4107,NO
0.3624,NO
4.3151,YES
0.4294,NO
4.0796,YES
0.5991,NO
3.5488,YES
1.0048,NO
1.1645,NO
0.9424,NO
0.5472,NO
0.7801,YES
0.8270000000000001,NO
0.7427,YES
3.1213,YES
3.0327,YES
1.617,NO
0.6175,NO
0.4492,NO
1.1427,NO
1.6342,YES
2.0314,YES
1.1922,NO
0.1266,NO
1.2133,NO
0.0721,NO
0.3066,NO
0.6069,NO
0.3927,NO
1.4856,YES
0.7818,NO
3.0306,YES
0.6184,NO
3.088,YES
0.3256,NO
0.102,NO
0.2749,NO
0.5923,NO
0.5399,NO
1.338,NO
0.4872,NO
1.3434,NO
0.9271,NO
0.9425,NO
6.1517,YES
1.6647,YES
1.4369999999999998,YES
5.6177,YES
0.7767,NO
0.5391,NO
5.1256,YES
1.0505,NO
5.8556,YES
0.48100000000000004,NO
1.7137,NO
1.6513,NO
1.4713,NO
0.084,NO
1.9341,YES
0.4309,NO
1.8835,YES
1.7746,NO
0.6887,YES
1.3703,NO
1.2328,NO
2.569,NO
1.632,NO
5.7115,YES
2.6723,NO
5.7473,YES
1.1553,NO
1.0337,NO
5.0572,YES
1.8692,YES
1.6112,YES
4.9137,YES
0.8693,NO
0.6565,NO
4.0899,YES
1.2785,NO
4.8448,YES
1.0103,NO
0.8978,NO
1.1314,NO
1.0121,NO
0.1858,NO
1.8673,YES
0.7383,NO
1.7825,YES
1.8254,NO
1.2116,YES
1.9154,NO
1.8047,NO
2.4329,NO
1.9112,NO
4.9884,YES
2.7734,NO
4.864,YES
1.1533,NO
0.9167,NO
5.957999999999999,YES
1.8298,YES
1.4459,YES
5.6482,YES
0.9542,NO
0.6398,NO
5.0776,YES
1.6066,NO
6.0872,YES
1.05,NO
1.0978,NO
1.3893,NO
0.9675,NO
0.2636,NO
1.9058,YES
0.8391,NO
1.9703,YES
1.7469,NO
0.7507,YES
1.9471,NO
1.7464,NO
3.216,NO
2.3495,NO
5.5959,YES
3.4099,NO
5.4864,YES
0.9318,NO
0.7676,NO
6.0692,YES
1.8766,YES
1.3799,YES
5.5198,YES
0.8363,NO
0.5663,NO
5.0291,YES
1.0219,NO
5.7648,YES
0.6211,NO
1.2395,NO
1.2304,NO
1.0461,NO
0.1404,NO
2.2713,YES
0.5489999999999999,NO
2.0712,YES
1.3792,NO
0.934,YES
1.3528,NO
1.3364,NO
2.7991,NO
1.9396,NO
5.5129,YES
2.6356,NO
5.7471,YES
0.5138,NO
0.7274,NO
0.9303,YES
4.927,YES
4.064,YES
1.1672,YES
