50Traced_NONETRACED_MAX_MULTI_LSA_44_SUM,Associated
0.21191553544494726,NO
0.1619361031125737,NO
0.39243109831345135,NO
0.3462909639380227,NO
0.16056492527080762,NO
0.41800356506238867,NO
0.24756615933086526,NO
0.045934457699163586,NO
0.19443301796242976,NO
0.7765665706842179,YES
0.3042643630878925,NO
0.5612916495269437,YES
0.2881530234471411,NO
0.3153709036061978,NO
0.22535307829425474,NO
0.1616618675442205,NO
0.26676264911559033,NO
0.21575483340189225,NO
0.21486356780474428,NO
0.1846290963938023,NO
0.08597285067873303,NO
0.6607020430549844,YES
0.662416015357192,YES
0.7216508981214865,YES
0.7718360071301249,YES
0.1907308377896613,NO
0.6563828328534212,YES
0.172836966954614,NO
0.6807897984368573,YES
0.7748525983820101,YES
0.2751268339503633,NO
0.1432195255724668,NO
0.11367064308240782,NO
0.20595091183326478,NO
0.877896613190731,YES
0.6729055258467023,YES
0.22322775263951736,NO
0.11010558069381599,NO
0.196969696969697,NO
0.0375017139723022,NO
0.22206225147401623,NO
0.24187577128753604,NO
0.1619361031125737,NO
0.8000137117784177,YES
0.13039901275195395,NO
0.6844919786096257,YES
0.05834361716714659,NO
0.5441519265048677,YES
0.060126148361442505,NO
0.10654051830522421,NO
0.14280817221993694,NO
0.12902783491018788,NO
0.01138077608665844,NO
0.20766488413547243,NO
0.1013986013986014,NO
0.14760729466611822,NO
0.20183737830796658,NO
0.22843822843822845,NO
0.22528451940216646,NO
0.39435074729192376,NO
0.2834910187851365,NO
0.27087618264088853,NO
0.2237076648841355,NO
0.03427944604415194,NO
0.24215000685588925,NO
0.9208830385300975,YES
0.21582339229398054,NO
0.46770876182640897,YES
0.19984917043740572,NO
0.31166872343342933,NO
0.172151378033731,NO
0.2199369258192788,NO
0.3234608528726176,NO
0.22665569724393256,NO
0.3133141368435487,NO
0.15556012614836143,NO
0.2078705608117373,NO
0.9134101192924723,YES
0.8988070752776636,YES
0.8577402989167696,YES
0.41416426710544363,YES
0.1966269025092555,NO
0.44337035513506107,YES
0.175990675990676,NO
0.6966269025092556,YES
0.7316604963663788,YES
0.25510763746057863,NO
0.1736596736596737,NO
0.16303304538598656,NO
0.19381598793363505,NO
0.8427944604415194,YES
0.6925133689839573,YES
0.20108323049499519,NO
0.20361990950226247,NO
0.18853695324283562,NO
0.11140819964349377,NO
0.15706842177430413,NO
0.2804058686411628,NO
0.10071301247771838,NO
0.7391334156040039,YES
0.14143699437817087,NO
0.6635815165226931,YES
0.029617441382147253,NO
0.522350198820787,YES
0.05971479500891266,NO
0.22411901823666533,NO
0.20074043603455374,NO
