50Traced_NONETRACED_SUM_MULTI_LSA_39_MAX,Associated
0.4385,NO
0.147,NO
1.4155,NO
0.4796,NO
0.6809999999999999,NO
1.1006,NO
0.8315,NO
0.2462,NO
1.0771,NO
1.8,YES
1.1463,NO
2.0968,YES
0.8163,NO
1.0317,NO
0.261,NO
0.5857,NO
1.2011,NO
0.1275,NO
0.9974,NO
0.3686,NO
1.153,NO
2.175,YES
2.4088,YES
2.892,YES
1.9028,YES
0.777,NO
1.9464,YES
1.382,NO
2.4475,YES
3.0827,YES
1.9241,NO
1.1948,NO
1.1201,NO
1.4431,NO
2.6874,YES
2.8081,YES
1.3648,NO
0.7658,NO
0.9402,NO
0.7074,NO
0.9352,NO
1.6535,NO
0.4592,NO
2.3252,YES
1.399,NO
2.4491,YES
0.9162,NO
1.9881,YES
1.1346,NO
0.7258,NO
0.9863,NO
0.8298,NO
0.7229,NO
1.2672,NO
0.7675,NO
1.0452,NO
0.9415,NO
0.5347,NO
1.7475,NO
1.5419999999999998,NO
1.2539,NO
1.6089,NO
0.9994,NO
0.7828,NO
1.1929,NO
2.6999,YES
1.3968,NO
2.5742,YES
0.7383,NO
1.5561,NO
0.2136,NO
0.9314,NO
1.8612,NO
0.4816,NO
1.8904,NO
0.7003,NO
2.1773,NO
3.0665,YES
3.5718,YES
3.4178,YES
1.7776,YES
0.78,NO
2.3832,YES
1.2276,NO
1.2823,YES
1.675,YES
1.4271,NO
0.7157,NO
0.5124,NO
1.4928,NO
1.6728,YES
1.6425,YES
1.4544,NO
0.7476,NO
0.9478,NO
0.6207,NO
0.7290000000000001,NO
1.0007,NO
0.308,NO
1.4544,YES
0.7672,NO
1.03,YES
0.423,NO
1.094,YES
0.5208,NO
0.574,NO
0.7198,NO
0.8619,NO
0.6007,NO
1.1451,NO
0.7315,NO
1.1462,NO
1.0174,NO
0.6294,NO
2.8459,YES
3.2049,YES
3.5708,YES
3.2295,YES
0.9111,NO
0.7543,NO
2.8429,YES
0.4526,NO
2.0275,YES
0.7867,NO
1.3437,NO
1.6368,NO
0.3041,NO
0.6323,NO
3.8681,YES
0.7207,NO
4.3136,YES
0.7246,NO
3.8519,YES
1.0826,NO
1.7738,NO
1.6469,NO
0.9734,NO
2.9338,YES
1.4472,NO
2.3516,YES
0.6718,NO
0.1483,NO
1.5666,NO
0.8076,NO
0.6802,NO
1.5025,NO
0.6934,NO
0.3084,NO
1.1949,NO
2.59,YES
1.2825,NO
2.4954,YES
0.866,NO
1.4543,NO
0.2145,NO
0.6082,NO
1.6597,NO
0.2262,NO
1.3587,NO
0.5808,NO
1.7276,NO
2.8403,YES
3.6041,YES
3.647,YES
1.8508,YES
0.8946,NO
2.1856,YES
1.3638,NO
0.4338,NO
0.6142,NO
2.5758,YES
3.5993,YES
4.013999999999999,YES
2.2139,YES
1.024,NO
0.802,NO
1.6426,YES
0.3545,NO
1.663,YES
1.0216,NO
0.8728,NO
1.2497,NO
0.2375,NO
0.5039,NO
3.8107,YES
0.6679999999999999,NO
4.6639,YES
0.7269,NO
4.0916,YES
1.1671,NO
1.7322,NO
1.298,NO
1.0037,NO
2.0022,YES
1.1243,NO
1.5099,YES
1.0331,NO
0.5584,NO
1.5703,NO
0.9664,NO
1.0636,NO
1.7121,NO
0.6505,NO
0.6152,NO
1.4258,NO
2.0827,YES
1.0666,NO
2.2138,YES
0.8547,NO
1.6586,NO
0.2805,NO
0.7927,NO
1.7684,NO
0.4879,NO
1.5704,NO
0.6323,NO
1.8616,NO
2.3217,YES
2.8613,YES
3.0522,YES
1.4597,YES
1.2175,NO
1.5645,YES
1.6958,NO
0.8205,NO
0.2718,NO
2.2336,NO
1.1019,NO
1.0463,NO
1.8648,NO
1.0905,NO
0.4697,NO
1.6046,NO
2.8282,YES
1.6845,NO
2.7991,YES
0.8639,NO
1.5019,NO
0.1047,NO
0.8201,NO
2.0846,NO
0.2809,NO
1.7914,NO
0.6188,NO
2.1503,NO
3.227,YES
3.96,YES
4.1445,YES
2.3584,YES
1.2141,NO
2.8754,YES
1.5715,NO
1.264,NO
0.7283,NO
2.0659,NO
1.2273,NO
1.24,NO
1.5963,NO
1.2056,NO
0.9336,NO
1.1698,NO
2.9802,YES
1.587,NO
3.0406,YES
0.5194,NO
1.4289,NO
0.2007,NO
1.0659999999999998,NO
1.868,NO
0.8172,NO
1.8676,NO
0.7784,NO
2.1111,NO
3.5079,YES
3.6583,YES
3.8179,YES
2.2291,YES
0.9888,NO
2.7233,YES
1.405,NO
0.6472,NO
0.1929,NO
1.0979,NO
0.7112,NO
0.629,NO
0.7583,NO
0.747,NO
0.3108,NO
0.6205,NO
2.7174,YES
0.7757,NO
2.8554,YES
0.5924,NO
1.4587,NO
0.2322,NO
0.6412,NO
1.2443,NO
0.1461,NO
1.01,NO
0.3152,NO
1.5318,NO
3.0144,YES
3.4155,YES
3.6445,YES
2.0536,YES
0.1375,NO
2.3484,YES
0.907,NO
1.8105,NO
0.9612,NO
4.8575,YES
1.6176,YES
1.8083,YES
5.0564,YES
1.7309,NO
1.2691,NO
5.332000000000001,YES
0.9879,NO
4.1086,YES
1.0882,NO
2.2118,NO
2.4572,NO
0.6409999999999999,NO
1.3944,NO
2.6513,YES
0.9436,NO
2.1468,YES
1.3269,NO
1.9429,YES
1.709,NO
2.0969,NO
2.2501,NO
1.6709,NO
4.8095,YES
1.9943,NO
4.0676,YES
1.0152,NO
0.2754,NO
3.5077,YES
1.4137,NO
1.7118,NO
3.9007,YES
1.0395,NO
0.6048,NO
4.1201,YES
0.5826,NO
3.0473,YES
0.7543,NO
1.7914,NO
1.5293,NO
0.3909,NO
0.8079999999999999,NO
2.6660000000000004,NO
0.4163,NO
1.9854,NO
0.7526,NO
1.8634,NO
1.0108,NO
1.5414,NO
1.8614,NO
1.4477,NO
3.6905,YES
1.7878,NO
3.0789,YES
0.7508,NO
0.1834,NO
3.6941,YES
3.9218,YES
4.2411,YES
3.7489,YES
1.0054,NO
0.6629,NO
3.4481,YES
1.0189,NO
2.8674,YES
1.5656,NO
1.5066,NO
2.1462,NO
0.3905,NO
0.7482,NO
4.5034,YES
0.3587,NO
4.8567,YES
0.5659,NO
4.5613,YES
2.0897,NO
2.6663,NO
2.3411,NO
1.7936,NO
3.1095,YES
2.3582,NO
2.5062,YES
0.748,NO
0.2325,NO
2.0908,YES
0.7989,NO
0.7724,NO
2.1196,YES
0.6942,NO
0.2379,NO
1.955,YES
0.6162,NO
1.5293,YES
0.4726,NO
0.8201,NO
0.8018,NO
0.1916,NO
0.2764,NO
0.9752,NO
0.1993,NO
1.5152,NO
0.3274,NO
0.955,NO
0.7901,NO
1.1106,NO
1.2157,NO
0.5317,NO
1.8018,YES
1.2219,NO
1.7171,YES
0.3005,NO
0.287,NO
0.7384,YES
1.1219,YES
1.2519,YES
0.6994,YES
0.2954,NO
0.3205,NO
0.49,YES
0.1966,NO
0.4375,YES
0.3479,NO
0.2227,NO
0.4375,NO
0.1785,NO
0.1867,NO
1.2867,YES
0.326,NO
1.4038,YES
0.2549,NO
1.3442,YES
0.3645,NO
0.6165,NO
0.4861,NO
0.2769,NO
0.6327,YES
0.3321,NO
0.4222,YES
1.3296,YES
1.5893,YES
1.5533,NO
0.7941,NO
1.0244,NO
1.1602,NO
1.4381,YES
1.4387,YES
1.1619,NO
0.3236,NO
0.9259999999999999,NO
0.4265,NO
0.557,NO
1.0706,NO
0.3014,NO
1.2848,YES
1.0616,NO
1.4896,YES
1.0515,NO
1.2661,YES
0.9242,NO
0.5896,NO
0.7341,NO
0.49700000000000005,NO
0.5146,NO
1.2887,NO
0.31,NO
1.0744,NO
1.4456,NO
0.3522,NO
5.5209,YES
1.4,YES
1.8548,YES
5.8103,YES
1.5137,NO
0.7716,NO
6.0839,YES
0.9556,NO
4.9239,YES
1.0325,NO
2.0698,NO
1.8487,NO
0.4796,NO
1.0423,NO
2.4944,YES
0.6433,NO
2.6617,YES
