50Traced_NONETRACED_MAX_MULTI_VSM_64_MEDIAN,Associated
0.2574,NO
0.2574,NO
0.2323,NO
0.5644,NO
0.31,NO
0.1938,NO
0.2574,NO
0.1745,NO
0.2323,NO
1.0,YES
0.2323,NO
1.0,YES
0.3353,NO
0.3555,NO
0.3555,NO
0.1142,NO
0.36,NO
0.2327,NO
0.2323,NO
0.2179,NO
0.1995,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.1573,NO
0.3569,YES
0.2323,NO
1.0,YES
1.0,YES
0.3362,NO
0.1791,NO
0.2796,NO
0.2113,NO
1.0,YES
1.0,YES
0.2796,NO
0.1789,NO
0.2796,NO
0.1789,NO
0.301,NO
0.3413,NO
0.1872,NO
1.0,YES
0.2044,NO
1.0,YES
0.2796,NO
1.0,YES
0.1652,NO
0.2425,NO
0.2456,NO
0.2425,NO
0.2425,NO
0.2287,NO
0.2142,NO
0.2796,NO
0.294,NO
0.1534,NO
0.3753,NO
0.5644,NO
0.3765,NO
0.4162,NO
0.294,NO
0.0958,NO
0.3753,NO
1.0,YES
0.3753,NO
1.0,YES
0.2728,NO
0.35200000000000004,NO
0.2445,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3753,NO
0.1755,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
0.5682,YES
0.3753,NO
1.0,YES
1.0,YES
0.3559,NO
0.228,NO
0.3559,NO
0.2306,NO
1.0,YES
0.6779999999999999,YES
0.3559,NO
0.2251,NO
0.3559,NO
0.0887,NO
0.3667,NO
0.3667,NO
0.2281,NO
0.5161,YES
0.1922,NO
0.904,YES
0.3559,NO
0.5838,YES
0.1617,NO
0.2251,NO
0.2251,NO
0.1854,NO
0.2251,NO
0.2201,NO
0.2251,NO
0.3559,NO
0.3011,NO
0.2493,NO
1.0,YES
1.0,YES
1.0,YES
0.6382,YES
0.2651,NO
0.1691,NO
1.0,YES
0.3816,NO
1.0,YES
0.2022,NO
0.3877,NO
0.3877,NO
0.2412,NO
0.2011,NO
1.0,YES
0.2254,NO
1.0,YES
0.304,NO
1.0,YES
0.3369,NO
0.5347,NO
0.3056,NO
0.0888,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
0.2947,NO
0.1493,NO
0.3565,NO
0.5352,NO
0.2939,NO
0.4162,NO
0.272,NO
0.1225,NO
0.3138,NO
1.0,YES
0.3093,NO
0.9481,YES
0.2548,NO
0.3337,NO
0.3104,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3529,NO
0.2019,NO
0.4378,NO
1.0,YES
0.9481,YES
1.0,YES
1.0,YES
0.314,NO
0.6231,YES
0.2458,NO
0.3229,NO
0.174,NO
1.0,YES
1.0,YES
1.0,YES
0.6382,YES
0.3189,NO
0.11800000000000001,NO
1.0,YES
0.3816,NO
1.0,YES
0.2419,NO
0.2552,NO
0.3108,NO
0.3108,NO
0.1676,NO
1.0,YES
0.1676,NO
1.0,YES
0.304,NO
1.0,YES
0.4066,NO
0.5347,NO
0.4066,NO
0.4066,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
0.2988,NO
0.3096,NO
0.42700000000000005,NO
0.5644,NO
0.42700000000000005,NO
0.4162,NO
0.2988,NO
0.3096,NO
0.42700000000000005,NO
1.0,YES
0.42700000000000005,NO
1.0,YES
0.2522,NO
0.35200000000000004,NO
0.2033,NO
0.3282,NO
0.4327,NO
0.318,NO
0.42700000000000005,NO
0.3096,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3347,NO
0.5682,YES
0.42700000000000005,NO
0.2522,NO
0.1374,NO
0.4128,NO
0.5644,NO
0.4156,NO
0.4569,NO
0.3004,NO
0.0967,NO
0.3905,NO
1.0,YES
0.3905,NO
1.0,YES
0.2522,NO
0.35200000000000004,NO
0.0793,NO
0.3019,NO
0.39799999999999996,NO
0.2925,NO
0.4156,NO
0.1309,NO
0.4156,NO
0.9199,YES
1.0,YES
1.0,YES
1.0,YES
0.3905,NO
0.7214,YES
0.3905,NO
0.2947,NO
0.1493,NO
0.4809,NO
0.5644,NO
0.4809,NO
0.4162,NO
0.2479,NO
0.1204,NO
0.4809,NO
1.0,YES
0.4809,NO
1.0,YES
0.2522,NO
0.35200000000000004,NO
0.2007,NO
0.3282,NO
0.4327,NO
0.318,NO
0.4809,NO
0.1912,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
0.5952,YES
0.4809,NO
0.3496,NO
0.1712,NO
0.5722,NO
0.5348,NO
0.2937,NO
0.6333,NO
0.4164,NO
0.1712,NO
0.3138,NO
1.0,YES
0.4964,NO
0.9475,YES
0.3221,NO
0.3335,NO
0.2045,NO
0.3282,NO
0.4327,NO
0.318,NO
0.3529,NO
0.1712,NO
0.4378,NO
1.0,YES
1.0,YES
0.9475,YES
1.0,YES
0.4758,NO
1.0,YES
0.3251,NO
0.3009,NO
0.0822,NO
1.0,YES
0.4136,YES
0.5061,YES
1.0,YES
0.3016,NO
0.1329,NO
1.0,YES
0.2378,NO
1.0,YES
0.1594,NO
0.4524,NO
0.4456,NO
0.3146,NO
0.1747,NO
0.4049,YES
0.1411,NO
0.5061,YES
0.2433,NO
0.4136,YES
0.2462,NO
0.3547,NO
0.6069,NO
0.242,NO
1.0,YES
0.578,NO
1.0,YES
0.1799,NO
0.1547,NO
0.5866,YES
0.6395,NO
0.6395,NO
1.0,YES
0.2279,NO
0.1329,NO
1.0,YES
0.4965,NO
0.606,YES
0.1528,NO
0.5231,NO
0.5231,NO
0.3567,NO
0.1747,NO
0.4049,NO
0.1411,NO
0.6395,NO
0.1451,NO
0.6395,NO
0.4965,NO
0.4965,NO
0.518,NO
0.4965,NO
0.6869,YES
0.5562,NO
1.0,YES
0.3229,NO
0.2544,NO
0.6693,YES
1.0,YES
1.0,YES
0.6149,YES
0.3189,NO
0.1725,NO
0.6693,YES
0.3551,NO
0.6693,YES
0.3044,NO
0.3536,NO
0.4308,NO
0.4308,NO
0.2331,NO
0.6066,YES
0.2331,NO
1.0,YES
0.2035,NO
1.0,YES
0.5117,NO
0.4291,NO
0.5117,NO
0.5117,NO
0.5764,YES
0.2979,NO
0.6693,YES
0.3133,NO
0.1646,NO
1.0,YES
0.2856,NO
0.44,NO
1.0,YES
0.3433,NO
0.153,NO
1.0,YES
0.5177,NO
0.6838,YES
0.1456,NO
0.4238,NO
0.3856,NO
0.21600000000000003,NO
0.1775,NO
0.2286,NO
0.1654,NO
0.44,NO
0.1664,NO
0.3351,NO
0.5177,NO
0.5177,NO
0.5289,NO
0.5177,NO
1.0,YES
0.5177,NO
1.0,YES
0.3229,NO
0.1148,NO
0.2445,YES
1.0,YES
1.0,YES
0.5022,YES
0.3189,NO
0.1148,NO
0.4664,YES
0.3816,NO
0.2445,YES
0.2022,NO
0.2728,NO
0.2728,NO
0.1785,NO
0.1729,NO
1.0,YES
0.1393,NO
1.0,YES
0.1387,NO
1.0,YES
0.1982,NO
0.5347,NO
0.3056,NO
0.1827,NO
0.1423,YES
0.2509,NO
0.2445,YES
1.0,YES
0.6735,YES
0.3634,NO
0.2171,NO
0.3389,NO
0.2437,NO
1.0,YES
0.6735,YES
0.3389,NO
0.2457,NO
0.3389,NO
0.2273,NO
0.3471,NO
0.4228,NO
0.4228,NO
1.0,YES
0.2044,NO
1.0,YES
0.3389,NO
0.6735,YES
0.1607,NO
0.2457,NO
0.2457,NO
0.2273,NO
0.2457,NO
0.2177,NO
0.2457,NO
0.3389,NO
0.3133,NO
0.1291,NO
1.0,YES
0.6407,YES
1.0,YES
1.0,YES
0.3433,NO
0.1287,NO
1.0,YES
0.3027,NO
1.0,YES
0.1702,NO
0.5037,NO
0.5037,NO
0.42,NO
0.1911,NO
0.4942,YES
0.1411,NO
1.0,YES
0.304,NO
0.4729,YES
0.3369,NO
0.462,NO
0.6069,NO
0.3004,NO
1.0,YES
0.578,NO
1.0,YES
0.3133,NO
0.1291,NO
1.0,YES
0.6407,YES
1.0,YES
1.0,YES
0.3433,NO
0.1165,NO
1.0,YES
0.5579999999999999,NO
1.0,YES
0.4825,NO
0.2942,NO
0.3856,NO
0.21600000000000003,NO
0.2411,NO
0.4942,YES
0.2411,NO
1.0,YES
0.304,NO
0.4542,YES
0.5579999999999999,NO
0.5579999999999999,NO
0.6069,NO
0.5579999999999999,NO
1.0,YES
0.578,NO
1.0,YES
0.3133,NO
0.1845,NO
1.0,YES
0.6407,YES
1.0,YES
1.0,YES
0.3433,NO
0.1845,NO
1.0,YES
0.5289,NO
1.0,YES
0.1702,NO
0.2758,NO
0.3856,NO
0.21600000000000003,NO
0.2034,NO
0.4942,YES
0.1975,NO
1.0,YES
0.304,NO
0.5239,YES
0.5289,NO
0.5289,NO
0.5187,NO
0.5289,NO
0.7476,YES
0.5289,NO
1.0,YES
0.3133,NO
0.1291,NO
1.0,YES
0.3611,YES
0.5636,YES
1.0,YES
0.3433,NO
0.1329,NO
1.0,YES
0.2378,NO
1.0,YES
0.1131,NO
0.4413,NO
0.4456,NO
0.3489,NO
0.1485,NO
0.3442,YES
0.1371,NO
0.5636,YES
0.2433,NO
0.3233,YES
0.2375,NO
0.3458,NO
0.6069,NO
0.24,NO
1.0,YES
0.578,NO
1.0,YES
0.3229,NO
0.1881,NO
1.0,YES
1.0,YES
1.0,YES
0.6382,YES
0.3189,NO
0.1275,NO
1.0,YES
0.415,NO
1.0,YES
0.2093,NO
0.2531,NO
0.2731,NO
0.2523,NO
0.1729,NO
1.0,YES
0.17,NO
1.0,YES
0.304,NO
1.0,YES
0.415,NO
0.5347,NO
0.3519,NO
0.415,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
0.3011,NO
0.1414,NO
1.0,YES
1.0,YES
1.0,YES
0.6382,YES
0.2651,NO
0.1414,NO
1.0,YES
0.3816,NO
1.0,YES
0.2022,NO
0.20800000000000002,NO
0.177,NO
0.1716,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.304,NO
1.0,YES
0.3569,NO
0.5347,NO
0.3056,NO
0.3569,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
0.3471,NO
0.1963,NO
0.2654,NO
0.2904,NO
0.2904,NO
0.2784,NO
0.3122,NO
0.1963,NO
0.4576,NO
0.1636,NO
0.2654,NO
0.1729,NO
0.8209,YES
1.0,YES
1.0,YES
0.1963,NO
0.3171,NO
0.1963,NO
0.2654,NO
0.1963,NO
0.2904,NO
0.1358,NO
0.3202,NO
0.2286,NO
0.1636,NO
0.2614,NO
0.1179,NO
0.3371,NO
1.0,YES
1.0,YES
0.2752,NO
0.175,NO
0.1921,NO
0.1889,NO
1.0,YES
1.0,YES
0.1556,NO
0.18100000000000002,NO
0.16699999999999998,NO
0.1784,NO
0.2437,NO
0.2437,NO
0.1562,NO
1.0,YES
0.1922,NO
1.0,YES
0.1099,NO
1.0,YES
0.1921,NO
0.2608,NO
0.2456,NO
0.2608,NO
0.2608,NO
0.1407,NO
0.1778,NO
0.16699999999999998,NO
0.3229,NO
0.1526,NO
0.6207,YES
1.0,YES
1.0,YES
0.5022,YES
0.3189,NO
0.1474,NO
0.6207,YES
0.3816,NO
0.6207,YES
0.2022,NO
0.3934,NO
0.3934,NO
0.3565,NO
0.1729,NO
1.0,YES
0.1474,NO
1.0,YES
0.1887,NO
1.0,YES
0.2467,NO
0.5347,NO
0.3056,NO
0.2467,NO
0.3612,YES
0.2759,NO
0.6207,YES
1.0,YES
1.0,YES
0.3473,NO
0.2043,NO
0.275,NO
0.2376,NO
1.0,YES
1.0,YES
0.275,NO
0.2011,NO
0.295,NO
0.1823,NO
0.2938,NO
0.3413,NO
0.1828,NO
1.0,YES
0.2044,NO
1.0,YES
0.275,NO
1.0,YES
0.1607,NO
0.2011,NO
0.2456,NO
0.1823,NO
0.2011,NO
0.2279,NO
0.2142,NO
0.295,NO
0.2582,NO
0.2582,NO
0.2287,NO
0.5644,NO
0.31,NO
0.1923,NO
0.2582,NO
0.2425,NO
0.2269,NO
1.0,YES
0.2269,NO
1.0,YES
0.2522,NO
0.35200000000000004,NO
0.2504,NO
0.2425,NO
0.36,NO
0.2425,NO
0.2269,NO
0.2425,NO
0.2151,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.1724,NO
0.3569,YES
0.2269,NO
1.0,YES
1.0,YES
0.2823,NO
0.1756,NO
0.1756,NO
0.1889,NO
1.0,YES
1.0,YES
0.1462,NO
0.1616,NO
0.1803,NO
0.1216,NO
0.2289,NO
0.3413,NO
0.2341,NO
1.0,YES
0.2044,NO
1.0,YES
0.1102,NO
1.0,YES
0.1607,NO
0.2015,NO
0.2456,NO
0.2015,NO
0.2015,NO
0.1427,NO
0.2142,NO
0.1803,NO
0.3496,NO
0.1196,NO
0.5722,NO
0.5644,NO
0.31,NO
0.6333,NO
0.4164,NO
0.1187,NO
0.2676,NO
1.0,YES
0.4964,NO
1.0,YES
0.3705,NO
0.3705,NO
0.2305,NO
0.2932,NO
0.3984,NO
0.2932,NO
0.1693,NO
0.2286,NO
0.1819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4758,NO
1.0,YES
0.414,NO
