50Traced_NONETRACED_MAX_MULTI_VSM_83_MEDIAN,Associated
0.32,NO
0.0652,NO
0.2289,NO
0.4329,NO
0.2804,NO
0.4162,NO
0.3056,NO
0.1104,NO
0.2289,NO
1.0,YES
0.2289,NO
1.0,YES
0.2918,NO
0.3555,NO
0.3555,NO
0.3282,NO
0.2383,NO
0.1443,NO
0.2804,NO
0.2179,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
0.3987,YES
0.2323,NO
1.0,YES
0.2323,NO
1.0,YES
1.0,YES
0.3362,NO
0.2576,NO
0.1563,NO
0.2796,NO
1.0,YES
0.3062,YES
0.2287,NO
0.2425,NO
0.2287,NO
0.1443,NO
0.1797,NO
0.1526,NO
0.1551,NO
1.0,YES
0.2044,NO
1.0,YES
0.2796,NO
0.504,YES
0.1542,NO
0.1769,NO
0.1585,NO
0.1235,NO
0.126,NO
0.2796,NO
0.2142,NO
0.2796,NO
0.3088,NO
0.1534,NO
0.3097,NO
0.5644,NO
0.31,NO
0.4016,NO
0.3258,NO
0.1316,NO
0.2866,NO
1.0,YES
0.2866,NO
0.965,YES
0.2522,NO
0.3673,NO
0.2136,NO
0.3167,NO
0.2471,NO
0.188,NO
0.3753,NO
0.1755,NO
0.4224,NO
0.965,YES
1.0,YES
1.0,YES
1.0,YES
0.3753,NO
0.965,YES
0.3753,NO
1.0,YES
1.0,YES
0.3356,NO
0.2576,NO
0.2013,NO
0.2479,NO
1.0,YES
0.2682,YES
0.2862,NO
0.316,NO
0.2862,NO
0.2251,NO
0.3667,NO
0.3667,NO
0.3667,NO
1.0,YES
0.2044,NO
1.0,YES
0.1263,NO
0.504,YES
0.1055,NO
0.2251,NO
0.2187,NO
0.2187,NO
0.2251,NO
0.2479,NO
0.2142,NO
0.2862,NO
0.3011,NO
0.2011,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.2493,NO
0.2493,NO
0.5227,YES
0.3027,NO
0.4491,YES
0.254,NO
0.3031,NO
0.42,NO
0.1934,NO
0.2493,NO
1.0,YES
0.2493,NO
1.0,YES
0.2493,NO
1.0,YES
0.3369,NO
0.4291,NO
0.2896,NO
0.254,NO
1.0,YES
0.2838,NO
1.0,YES
0.2748,NO
0.2866,NO
0.4052,NO
0.5644,NO
0.3613,NO
0.4528,NO
0.3258,NO
0.2102,NO
0.4052,NO
0.9462,YES
0.4052,NO
0.6779,YES
0.2522,NO
0.3375,NO
0.1689,NO
0.2225,NO
0.3132,NO
0.2866,NO
0.4528,NO
0.2019,NO
0.2968,NO
0.83,YES
1.0,YES
1.0,YES
1.0,YES
0.4528,NO
0.6779,YES
0.4528,NO
0.3011,NO
0.1168,NO
0.5033,YES
1.0,YES
1.0,YES
1.0,YES
0.2651,NO
0.174,NO
0.5227,YES
0.433,NO
0.4491,YES
0.2419,NO
0.3335,NO
0.42,NO
0.3335,NO
