50Traced_NONETRACED_SUM_RAW_VSM_55_MAX,Associated
0.3798,NO
0.4564,NO
0.6092,NO
0.2694,NO
0.3417,NO
0.4758,NO
0.4225,NO
0.1935,NO
0.517,NO
0.8597,YES
0.4405,NO
1.3409,YES
0.3012,NO
0.5007,NO
0.2223,NO
0.2917,NO
0.3775,NO
0.3343,NO
0.4772,NO
0.3543,NO
0.2721,NO
1.0636,YES
0.9144,YES
1.4145,YES
1.6812,YES
0.5315,NO
0.7337,YES
0.4866,NO
1.6531,YES
2.0882,YES
0.6412,NO
0.2923,NO
0.1541,NO
0.2487,NO
1.3704,YES
1.4112,YES
0.4389,NO
0.389,NO
0.4192,NO
0.2906,NO
0.1797,NO
0.5879,NO
0.158,NO
0.696,YES
0.3376,NO
1.585,YES
0.2727,NO
2.3294,YES
0.1717,NO
0.1991,NO
0.096,NO
0.3635,NO
0.3072,NO
0.5396,NO
0.1751,NO
0.6014,NO
0.46399999999999997,NO
0.2661,NO
0.51,NO
0.6239,NO
0.6073,NO
0.4959,NO
0.2736,NO
0.1587,NO
0.4491,NO
1.1808,YES
0.3038,NO
1.5233,YES
0.3798,NO
0.7131,NO
0.2136,NO
0.2939,NO
0.7435,NO
0.3684,NO
0.7935,NO
0.2409,NO
0.5239,NO
1.3161,YES
1.2121,YES
1.6797,YES
2.0178,YES
0.4634,NO
0.9166,YES
0.4469,NO
0.42700000000000005,YES
1.1957,YES
0.3356,NO
0.3552,NO
0.1819,NO
0.1441,NO
1.1159999999999999,YES
0.2665,YES
0.1731,NO
0.1724,NO
0.1364,NO
0.2108,NO
0.2289,NO
0.3237,NO
0.2075,NO
0.4502,YES
0.1919,NO
0.4087,YES
0.3508,NO
1.251,YES
0.2547,NO
0.1251,NO
0.1311,NO
0.2164,NO
0.2121,NO
0.2201,NO
0.1351,NO
0.1328,NO
0.4622,NO
0.2511,NO
0.539,YES
2.5384,YES
1.9008,YES
0.6525,YES
0.5173,NO
0.1578,NO
0.8548,YES
0.3061,NO
0.6343,YES
0.31,NO
0.2165,NO
0.6185,NO
0.1934,NO
0.18899999999999997,NO
2.6108,YES
0.3589,NO
2.1801,YES
0.1417,NO
2.1082,YES
0.44299999999999995,NO
0.7027,NO
0.653,NO
0.3692,NO
0.6817,YES
0.2707,NO
0.8156,YES
0.5874,NO
0.3767,NO
0.6481,NO
0.4067,NO
0.405,NO
0.737,NO
0.5386,NO
0.1463,NO
0.5985,NO
1.655,YES
0.5686,NO
1.8548,YES
0.3703,NO
0.56,NO
0.1689,NO
0.4353,NO
0.804,NO
0.3827,NO
0.6295,NO
0.4449,NO
0.3258,NO
2.0387,YES
1.8513,YES
2.0124,YES
2.1803,YES
0.6075,NO
1.2774,YES
0.5623,NO
0.6801,NO
0.4004,NO
0.8409,YES
3.3935,YES
2.6956,YES
0.7813,YES
0.7101,NO
0.1398,NO
0.8869,YES
0.6057,NO
0.8096,YES
0.4495,NO
0.4323,NO
1.1299,NO
0.2375,NO
0.3571,NO
2.9581,YES
0.4133,NO
3.5479,YES
0.3042,NO
3.3239,YES
0.6701,NO
0.81,NO
0.8237,NO
0.985,NO
0.6745,YES
0.6039,NO
0.826,YES
0.6321,NO
0.4247,NO
0.7290000000000001,NO
0.7305,NO
0.6816,NO
0.8301,NO
0.6266,NO
0.1536,NO
0.586,NO
2.022,YES
0.5959,NO
2.4835,YES
0.5046,NO
0.6955,NO
0.2033,NO
0.5228,NO
0.9967,NO
0.3791,NO
0.8468,NO
0.3608,NO
0.4828,NO
2.741,YES
2.255,YES
2.5809,YES
3.2214,YES
0.8201,NO
1.8553,YES
0.528,NO
0.3763,NO
0.2889,NO
0.5432,NO
0.4233,NO
0.4245,NO
0.4315,NO
0.4421,NO
0.0967,NO
0.5537,NO
1.1387,YES
0.3979,NO
1.1974,YES
0.2898,NO
0.3595,NO
0.1079,NO
0.3347,NO
0.5559,NO
0.1904,NO
0.6823,NO
0.2482,NO
0.4159,NO
1.7692,YES
1.1265,YES
1.2662,YES
1.9655,YES
0.3769,NO
1.4072,YES
0.6307,NO
0.3505,NO
0.151,NO
0.2817,NO
0.5422,NO
0.5306,NO
0.6304,NO
0.4326,NO
0.1204,NO
0.6287,NO
0.9756,YES
0.6352,NO
1.6727,YES
0.3605,NO
0.5772,NO
0.2007,NO
0.2413,NO
0.9721,NO
0.2187,NO
0.5418,NO
0.1912,NO
0.3466,NO
1.8074,YES
1.6232,YES
1.8014,YES
1.421,YES
0.4849,NO
0.9983,YES
0.7061,NO
0.6668,NO
0.3674,NO
0.6421,NO
0.4134,NO
0.5035,NO
0.8684,NO
0.4083,NO
0.253,NO
0.5561,NO
1.8405,YES
0.7002,NO
2.3202,YES
0.3987,NO
0.6607,NO
0.2045,NO
0.4104,NO
0.7455,NO
0.5059,NO
0.5847,NO
0.2764,NO
0.2294,NO
2.1534,YES
2.101,YES
2.5642,YES
2.592,YES
0.5447,NO
1.2349,YES
0.6981,NO
0.5217,NO
0.3856,NO
2.9696,YES
0.3347,YES
0.4578,YES
1.609,YES
0.8306,NO
0.2015,NO
3.7683,YES
0.4429,NO
2.4162,YES
0.5783,NO
0.2131,NO
0.6668,NO
0.1474,NO
0.423,NO
0.992,YES
0.2991,NO
0.7491,YES
0.483,NO
0.7166,YES
0.8911,NO
0.4977,NO
0.9076,NO
0.4273,NO
2.4201,YES
0.4751,NO
3.0819,YES
0.2408,NO
0.2425,NO
0.7753,YES
0.2156,NO
0.5882,NO
0.9693,YES
0.4689,NO
0.1139,NO
1.1957,YES
0.2835,NO
1.2690000000000001,YES
0.2357,NO
0.3264,NO
0.8445,NO
0.2648,NO
0.1997,NO
0.4698,NO
0.2683,NO
0.7376,NO
0.1987,NO
0.6232,NO
0.3054,NO
0.1841,NO
0.4982,NO
0.1917,NO
0.7977,YES
0.3359,NO
1.7255,YES
0.7757,NO
0.3863,NO
1.7408,YES
2.7634,YES
2.0409,YES
1.2751,YES
0.7946,NO
0.2736,NO
2.0504,YES
0.3992,NO
1.6075,YES
0.2719,NO
0.4562,NO
1.2879,NO
0.2099,NO
0.4049,NO
2.4922,YES
0.4656,NO
3.5180000000000002,YES
0.4307,NO
3.3508,YES
0.655,NO
0.5312,NO
0.6523,NO
0.5579999999999999,NO
1.5608,YES
0.6083,NO
1.8398,YES
0.3852,NO
0.2043,NO
1.7312,YES
0.3387,NO
0.2233,NO
0.8882,YES
0.3581,NO
0.153,NO
1.9955,YES
0.4784,NO
0.982,YES
0.4581,NO
0.2244,NO
0.5413,NO
0.1277,NO
0.2511,NO
0.7240000000000001,NO
0.175,NO
0.6355,NO
0.0902,NO
0.3402,NO
0.5999,NO
0.43,NO
0.7407,NO
0.2987,NO
1.4326,YES
0.4156,NO
1.8897,YES
0.2847,NO
0.1651,NO
0.5217,YES
2.3205,YES
1.6256,YES
0.4419,YES
0.5041,NO
0.0156,NO
0.48,YES
0.1421,NO
0.391,YES
0.1912,NO
0.2303,NO
0.6259,NO
0.1785,NO
0.1036,NO
2.2982,YES
0.1375,NO
1.7819,YES
0.1911,NO
1.6795,YES
0.3304,NO
0.6195,NO
0.4905,NO
0.2953,NO
0.3005,YES
0.3016,NO
0.4488,YES
1.041,YES
1.4402,YES
0.436,NO
0.285,NO
0.1459,NO
0.1888,NO
1.3305,YES
0.7285,YES
0.265,NO
0.2206,NO
0.2543,NO
0.1493,NO
0.2131,NO
0.7308,NO
0.2058,NO
0.5989,YES
0.2533,NO
0.9411,YES
0.2603,NO
2.1182,YES
0.1638,NO
0.102,NO
0.0927,NO
0.1597,NO
0.1193,NO
0.523,NO
0.15,NO
0.3183,NO
0.4459,NO
0.3968,NO
1.9427,YES
0.6148,YES
0.585,YES
2.1005,YES
0.8568,NO
0.1774,NO
2.9752,YES
0.5117,NO
2.8911,YES
0.5081,NO
0.3042,NO
0.8743,NO
0.213,NO
0.3879,NO
1.6816,YES
0.3208,NO
0.9354,YES
0.3046,NO
0.5939,YES
0.8185,NO
0.5832,NO
0.8194,NO
0.332,NO
2.497,YES
0.354,NO
2.7962,YES
0.3959,NO
0.3997,NO
3.016,YES
0.929,YES
0.9364,YES
1.8214,YES
1.0478,NO
0.1486,NO
3.5121,YES
0.5751,NO
3.0645,YES
0.3525,NO
0.2277,NO
0.7617,NO
0.2138,NO
0.4222,NO
1.7516,YES
0.2568,NO
1.2822,YES
0.3375,NO
1.1313,YES
0.7605,NO
0.3215,NO
0.6885,NO
0.4342,NO
3.1309,YES
0.3254,NO
3.7917,YES
0.322,NO
0.2479,NO
2.4192,YES
0.28800000000000003,YES
0.3083,YES
2.1764,YES
0.7355,NO
0.1622,NO
3.3013,YES
0.5904,NO
2.8529,YES
0.3517,NO
0.1483,NO
0.6956,NO
0.1284,NO
0.3643,NO
1.0395,YES
0.2364,NO
0.629,YES
0.2356,NO
0.5893,YES
0.5528,NO
0.4882,NO
0.7599,NO
0.6393,NO
2.4475,YES
0.3259,NO
2.5872,YES
0.3066,NO
0.2994,NO
2.2801,YES
0.3913,YES
0.3754,YES
1.6643,YES
0.6161,NO
0.11800000000000001,NO
2.7602,YES
0.4151,NO
1.9136,YES
0.5027,NO
0.2859,NO
0.5279,NO
0.1497,NO
0.3305,NO
0.8793,YES
0.1622,NO
0.8367,YES
0.1194,NO
0.5296,YES
0.6594,NO
0.3882,NO
0.8964,NO
0.1508,NO
1.9137,YES
0.3477,NO
2.9766,YES
0.3908,NO
0.1279,NO
0.7522,YES
1.8695,YES
2.2877,YES
0.6008,YES
0.4941,NO
0.0554,NO
0.8669,YES
0.23600000000000002,NO
0.8567,YES
0.2504,NO
0.2488,NO
0.5616,NO
0.2523,NO
0.198,NO
1.9438,YES
0.2565,NO
2.0268,YES
0.1824,NO
1.9497,YES
0.3291,NO
0.3853,NO
0.4224,NO
0.342,NO
0.6121,YES
0.1186,NO
0.8818,YES
0.4476,NO
0.1162,NO
1.0355,YES
2.8978,YES
2.186,YES
0.7992,YES
0.5937,NO
0.0792,NO
1.6876,YES
0.4795,NO
1.4048,YES
0.1342,NO
0.2475,NO
0.6522,NO
0.0702,NO
0.3412,NO
2.9848,YES
0.3056,NO
3.4806,YES
0.2,NO
3.3839,YES
0.3921,NO
0.4179,NO
0.3584,NO
0.4171,NO
1.6409,YES
0.2742,NO
1.4266,YES
0.4057,NO
0.3166,NO
0.6729,NO
0.3225,NO
0.3387,NO
0.5152,NO
0.5257,NO
0.0435,NO
0.6086,NO
0.1551,NO
0.5478,NO
0.1934,NO
0.5499,YES
1.5589,YES
0.4448,YES
0.1354,NO
0.3808,NO
0.1764,NO
0.4291,NO
0.2081,NO
0.1999,NO
0.3223,NO
0.3793,NO
0.4133,NO
0.2458,NO
0.5386,NO
0.2579,NO
0.6072,NO
1.6539,YES
2.0725,YES
0.3503,NO
0.3257,NO
0.171,NO
0.2395,NO
1.3872,YES
1.389,YES
0.3917,NO
0.295,NO
0.4056,NO
0.2248,NO
0.1661,NO
0.5119,NO
0.1562,NO
0.6979,YES
0.4565,NO
1.5881,YES
0.2532,NO
2.2965,YES
0.182,NO
0.2203,NO
0.0999,NO
0.2393,NO
0.1614,NO
0.6021,NO
0.1488,NO
0.3549,NO
0.4921,NO
0.2464,NO
1.0915,YES
2.2645,YES
1.943,YES
1.065,YES
0.6133,NO
0.1314,NO
1.8047,YES
0.2947,NO
1.6033,YES
0.2331,NO
0.1977,NO
0.7377,NO
0.1805,NO
0.2542,NO
2.793,YES
0.3536,NO
1.9166,YES
0.1039,NO
1.7243,YES
0.5165,NO
0.4873,NO
0.5056,NO
0.1895,NO
1.6497,YES
0.2202,NO
1.7817,YES
1.7051,YES
2.0982,YES
0.6008,NO
0.2975,NO
0.2099,NO
0.2207,NO
1.4131,YES
1.4075,YES
0.4153,NO
0.3577,NO
0.4087,NO
0.4015,NO
0.2582,NO
0.7602,NO
0.1951,NO
0.6885,YES
0.3608,NO
1.595,YES
0.3066,NO
2.3297,YES
0.1972,NO
0.2993,NO
0.2341,NO
0.4679,NO
0.2846,NO
0.4824,NO
0.2065,NO
0.4845,NO
0.3377,NO
0.3162,NO
0.4338,NO
0.3801,NO
0.2709,NO
0.4821,NO
0.363,NO
0.0869,NO
0.33,NO
1.8363,YES
0.4129,NO
1.5987,YES
0.2718,NO
0.263,NO
0.2504,NO
0.4246,NO
0.6493,NO
0.2832,NO
0.5463,NO
0.2979,NO
0.1837,NO
1.87,YES
1.3453,YES
1.7085,YES
3.0277,YES
0.5914,NO
1.5002,YES
0.5254,NO
0.8304,YES
1.4753,YES
0.3649,NO
0.3353,NO
0.1492,NO
0.1441,NO
1.2164,YES
0.6309,YES
0.3634,NO
0.2398,NO
0.2944,NO
0.2153,NO
0.1665,NO
0.1879,NO
0.1463,NO
0.5556,YES
0.3245,NO
0.7777,YES
0.2569,NO
1.5584,YES
0.1865,NO
0.2862,NO
0.1213,NO
0.1824,NO
0.2389,NO
0.5068,NO
0.2169,NO
0.2993,NO
0.4565,NO
0.2801,NO
0.2587,NO
0.4921,NO
0.2918,NO
0.1996,NO
0.21,NO
0.2921,NO
0.1753,NO
0.4158,YES
0.1516,NO
0.4932,YES
0.2438,NO
0.2385,NO
0.2176,NO
0.1535,NO
0.4933,NO
0.3418,NO
0.3835,NO
0.282,NO
0.3001,NO
0.6944,YES
0.4931,YES
0.5319,YES
0.7309,YES
0.2697,NO
0.5503,YES
0.1584,NO
