50Traced_NONETRACED_SUM_SINGLE_VSM_84_MEDIAN,Associated
0.6608,NO
0.6552,NO
0.6443,NO
1.0359,NO
0.8817,NO
0.9627,NO
1.1607,NO
0.244,NO
0.7872,NO
2.3087,YES
0.3808,NO
2.3393,YES
0.624,NO
0.84,NO
0.4319,NO
0.9207,NO
0.6879,NO
0.6353,NO
1.1264,NO
0.8378,NO
1.3906,NO
1.7877,YES
2.1296,YES
2.5661,YES
2.434,YES
0.4646,NO
1.6057,YES
0.6054,NO
1.9019,YES
1.6112,YES
1.7365,NO
0.6722,NO
0.7323,NO
1.8323,NO
2.3191,YES
0.8722,YES
2.0319,NO
0.6405,NO
1.6916,NO
0.312,NO
0.7686,NO
0.688,NO
0.573,NO
2.0136,YES
1.0519,NO
1.8712,YES
1.0952,NO
2.4222,YES
1.1296,NO
0.4612,NO
0.7288,NO
1.0906,NO
0.6618,NO
1.5927,NO
0.5784,NO
1.4758,NO
0.19399999999999998,NO
0.4186,NO
0.9289,NO
0.8373,NO
1.1012,NO
1.8808,NO
1.0219,NO
0.0509,NO
1.5144,NO
3.534,YES
0.8273,NO
2.5735,YES
0.7002,NO
0.5828,NO
0.2306,NO
0.5681,NO
0.9696,NO
0.1897,NO
1.6775,NO
0.6197,NO
1.8543,NO
2.8084,YES
3.4351,YES
4.0537,YES
3.3899,YES
0.7135,NO
2.4113,YES
1.0184,NO
2.4657,YES
2.1119,YES
2.1785,NO
1.071,NO
1.0374,NO
2.7065,NO
2.9299,YES
1.2629,YES
2.8431,NO
1.0879,NO
2.3024,NO
0.6917,NO
1.2303,NO
1.2874,NO
1.1653,NO
2.338,YES
1.7683,NO
2.1833,YES
1.7441,NO
2.96,YES
1.3064,NO
0.9853,NO
1.4048,NO
1.3677,NO
0.7869,NO
2.2901,NO
1.3721,NO
2.1714,NO
0.4241,NO
0.5041,NO
1.412,YES
4.2151,YES
4.0828,YES
2.6919,YES
0.4992,NO
0.067,NO
2.7041,YES
0.6509999999999999,NO
2.2095,YES
0.6193,NO
1.0094,NO
0.84,NO
0.7142,NO
0.1922,NO
4.8271,YES
0.14,NO
4.6525,YES
1.056,NO
4.8631,YES
0.4241,NO
0.6562,NO
0.6712,NO
0.8658,NO
1.7554,YES
0.9794,NO
1.7991,YES
0.4718,NO
0.40299999999999997,NO
0.8929,NO
0.491,NO
0.7235,NO
1.5379,NO
1.2508,NO
0.3154,NO
1.3856,NO
3.3292,YES
0.8795,NO
2.7535,YES
0.8333,NO
0.9839,NO
0.6037,NO
0.8207,NO
0.6346,NO
0.4646,NO
1.0837,NO
0.8796,NO
1.3005,NO
2.8215,YES
3.2931,YES
3.9353,YES
3.2079,YES
0.7319,NO
2.2482,YES
1.0404,NO
0.4677,NO
0.3581,NO
0.9522,YES
3.5518,YES
3.3981,YES
1.8893,YES
0.7881,NO
0.1061,NO
2.1332,YES
0.7176,NO
1.3899,YES
0.4521,NO
1.381,NO
1.0209,NO
1.1189,NO
0.3316,NO
3.7276,YES
0.2197,NO
3.7141,YES
1.2973,NO
4.1851,YES
0.3309,NO
