50Traced_NONETRACED_MAX_RAW_LSA_48_MEDIAN,Associated
0.1548,NO
0.1548,NO
0.1144,NO
0.2653,NO
0.1508,NO
0.1331,NO
0.1548,NO
0.1548,NO
0.1689,NO
1.0,YES
0.07,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1548,NO
0.1733,NO
0.1171,NO
0.1259,NO
0.2179,NO
0.1498,NO
1.0,YES
1.0,YES
0.3023,YES
0.245,YES
0.1573,NO
1.0,YES
0.1205,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1344,NO
0.1112,NO
1.0,YES
1.0,YES
0.1364,NO
0.1474,NO
0.0981,NO
0.1156,NO
0.1797,NO
0.1649,NO
0.1551,NO
1.0,YES
0.1088,NO
0.4181,YES
0.1344,NO
1.0,YES
0.1344,NO
0.1212,NO
0.1474,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1474,NO
0.1296,NO
0.1686,NO
0.1534,NO
0.2688,NO
0.2865,NO
0.2143,NO
0.2963,NO
0.1987,NO
0.0647,NO
0.2187,NO
1.0,YES
0.2347,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.2143,NO
0.1544,NO
0.2143,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
0.3819,YES
1.0,YES
0.2137,NO
1.0,YES
0.1694,NO
1.0,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1525,NO
1.0,YES
1.0,YES
0.1731,NO
0.1841,NO
0.1364,NO
0.0887,NO
0.2289,NO
0.2183,NO
0.2183,NO
1.0,YES
0.0927,NO
1.0,YES
0.1268,NO
0.3081,YES
0.1268,NO
0.1251,NO
0.1841,NO
0.11800000000000001,NO
0.1053,NO
0.2201,NO
0.1841,NO
0.1525,NO
0.1328,NO
0.0244,NO
0.3354,YES
1.0,YES
1.0,YES
0.2373,YES
0.1366,NO
0.0303,NO
0.2212,YES
0.1395,NO
0.3354,YES
0.1443,NO
0.2165,NO
0.1934,NO
0.1934,NO
0.0891,NO
1.0,YES
0.0556,NO
1.0,YES
0.1417,NO
1.0,YES
0.1516,NO
0.2519,NO
0.1488,NO
0.1155,NO
0.3354,YES
0.1335,NO
0.2111,YES
0.1926,NO
0.1926,NO
0.2524,NO
0.2653,NO
0.1977,NO
0.2286,NO
0.1926,NO
0.1926,NO
0.1458,NO
1.0,YES
0.2524,NO
1.0,YES
0.1987,NO
0.1813,NO
0.1813,NO
0.1926,NO
0.2524,NO
0.1694,NO
0.2524,NO
0.2019,NO
0.2524,NO
1.0,YES
1.0,YES
0.3023,YES
0.3648,YES
0.2524,NO
1.0,YES
0.2286,NO
0.1468,NO
0.0774,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.0885,NO
0.0604,NO
0.2465,YES
0.2598,NO
1.0,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.142,NO
1.0,YES
0.2049,NO
0.2519,NO
0.2228,NO
0.1032,NO
1.0,YES
0.2293,NO
0.2078,YES
0.1415,NO
0.0745,NO
0.2395,NO
0.2653,NO
0.1547,NO
0.1997,NO
0.1653,NO
0.1536,NO
0.1999,NO
1.0,YES
0.2395,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.0988,NO
0.2395,NO
0.0959,NO
0.2395,NO
0.2256,NO
0.2395,NO
1.0,YES
1.0,YES
0.3023,YES
0.3108,YES
0.2405,NO
1.0,YES
0.1924,NO
0.1197,NO
0.1339,NO
0.22399999999999998,NO
0.2653,NO
0.1508,NO
0.2079,NO
0.1339,NO
0.0967,NO
0.2198,NO
1.0,YES
0.2344,NO
1.0,YES
0.1331,NO
0.1697,NO
0.0647,NO
0.204,NO
0.1879,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
0.4941,YES
1.0,YES
0.2188,NO
1.0,YES
0.2188,NO
0.1439,NO
0.1796,NO
0.1953,NO
0.2653,NO
0.2174,NO
0.1823,NO
0.1796,NO
0.1204,NO
0.1751,NO
0.4373,YES
0.1828,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.0498,NO
0.2174,NO
0.1796,NO
0.2174,NO
0.1912,NO
0.2174,NO
1.0,YES
0.4613,YES
0.3023,YES
0.3444,YES
0.2206,NO
1.0,YES
0.1743,NO
0.1542,NO
0.1542,NO
0.10800000000000001,NO
0.2886,NO
0.2184,NO
0.1986,NO
0.0605,NO
0.0532,NO
0.1525,NO
1.0,YES
0.0617,NO
0.4994,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1542,NO
0.2184,NO
0.1544,NO
0.2184,NO
0.1702,NO
0.2184,NO
0.4994,YES
1.0,YES
0.3527,YES
1.0,YES
0.1375,NO
1.0,YES
0.1219,NO
0.1628,NO
0.1628,NO
1.0,YES
0.27899999999999997,YES
0.1524,YES
1.0,YES
0.2237,NO
0.1628,NO
1.0,YES
0.106,NO
1.0,YES
0.1059,NO
0.2516,NO
0.2246,NO
0.1834,NO
0.1628,NO
0.27899999999999997,YES
0.153,NO
0.27899999999999997,YES
0.2129,NO
0.27899999999999997,YES
0.1271,NO
0.1426,NO
0.3025,NO
0.1202,NO
1.0,YES
0.2714,NO
1.0,YES
0.1799,NO
0.1547,NO
0.3917,YES
0.2156,NO
0.172,NO
1.0,YES
0.1955,NO
0.1097,NO
0.5448,YES
0.2742,NO
0.4381,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.3456,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.3456,NO
0.2742,NO
0.2742,NO
0.3767,NO
0.2742,NO
1.0,YES
0.3359,NO
1.0,YES
0.1533,NO
0.1768,NO
0.3605,YES
0.3605,YES
1.0,YES
0.3189,YES
0.1768,NO
0.1533,NO
0.32899999999999996,YES
0.3374,NO
0.3605,YES
0.1095,NO
0.2414,NO
0.2414,NO
0.2414,NO
0.1533,NO
0.3645,YES
0.1768,NO
0.3605,YES
0.1224,NO
1.0,YES
0.3374,NO
0.3374,NO
0.2935,NO
0.3374,NO
0.3605,YES
0.1959,NO
0.32899999999999996,YES
0.1636,NO
0.1646,NO
1.0,YES
0.24600000000000002,NO
0.1649,NO
0.4197,YES
0.1681,NO
0.153,NO
0.4738,YES
0.2848,NO
1.0,YES
0.1456,NO
0.2516,NO
0.1542,NO
0.1277,NO
0.1775,NO
0.24600000000000002,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.2663,NO
0.2848,NO
0.2848,NO
0.3901,NO
0.2848,NO
0.4534,YES
0.3584,NO
0.4534,YES
0.1468,NO
0.0854,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.0866,NO
0.0293,NO
0.2465,YES
0.1475,NO
1.0,YES
0.0994,NO
0.171,NO
0.2003,NO
0.1785,NO
0.0854,NO
1.0,YES
0.0806,NO
1.0,YES
0.1347,NO
1.0,YES
0.1629,NO
0.2519,NO
0.1488,NO
0.1027,NO
1.0,YES
0.1256,NO
0.2078,YES
1.0,YES
1.0,YES
0.3634,NO
0.1955,NO
0.1459,NO
0.1506,NO
1.0,YES
1.0,YES
0.1404,NO
0.1665,NO
0.1955,NO
0.1398,NO
0.2131,NO
0.16,NO
0.1446,NO
1.0,YES
0.1955,NO
0.4181,YES
0.1955,NO
0.2985,YES
0.1955,NO
0.149,NO
0.1665,NO
0.1259,NO
0.149,NO
0.2177,NO
0.1665,NO
0.1313,NO
0.1468,NO
0.079,NO
1.0,YES
1.0,YES
0.2628,YES
1.0,YES
0.1867,NO
0.0711,NO
1.0,YES
0.2649,NO
1.0,YES
0.0884,NO
0.3042,NO
0.2118,NO
0.2024,NO
0.0941,NO
1.0,YES
0.0908,NO
1.0,YES
0.0821,NO
1.0,YES
0.2649,NO
0.2649,NO
0.3023,NO
0.2649,NO
1.0,YES
0.2621,NO
1.0,YES
0.1494,NO
0.1494,NO
1.0,YES
0.3451,YES
0.2007,YES
1.0,YES
0.2192,NO
0.1494,NO
1.0,YES
0.3049,NO
1.0,YES
0.1088,NO
0.2516,NO
0.2118,NO
0.1744,NO
0.1494,NO
0.3451,YES
0.0908,NO
0.3451,YES
0.1968,NO
0.3451,YES
0.3049,NO
0.3049,NO
0.3004,NO
0.3049,NO
1.0,YES
0.2616,NO
1.0,YES
0.1342,NO
0.1099,NO
1.0,YES
0.2509,YES
0.1996,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
1.0,YES
0.1102,NO
1.0,YES
0.1022,NO
0.2516,NO
0.2246,NO
0.1085,NO
0.2034,NO
0.2509,YES
0.1975,NO
0.3422,YES
0.1773,NO
0.2514,YES
0.1754,NO
0.1329,NO
0.3619,NO
0.1715,NO
1.0,YES
0.3259,NO
1.0,YES
0.1468,NO
0.079,NO
1.0,YES
1.0,YES
0.2628,YES
1.0,YES
0.1955,NO
0.0672,NO
1.0,YES
0.2491,NO
1.0,YES
0.08800000000000001,NO
0.2859,NO
0.2246,NO
0.1497,NO
0.1047,NO
1.0,YES
0.132,NO
1.0,YES
0.1208,NO
1.0,YES
0.2491,NO
0.2491,NO
0.3135,NO
0.2491,NO
1.0,YES
0.2714,NO
1.0,YES
0.1468,NO
0.1259,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.1366,NO
0.1202,NO
0.2465,YES
0.20199999999999999,NO
1.0,YES
0.145,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1698,NO
1.0,YES
0.1648,NO
1.0,YES
0.1508,NO
1.0,YES
0.1629,NO
0.2192,NO
0.1611,NO
0.1018,NO
1.0,YES
0.20199999999999999,NO
0.2078,YES
0.1201,NO
0.10300000000000001,NO
0.3313,YES
0.3606,YES
1.0,YES
0.2593,YES
0.0981,NO
0.0792,NO
0.2917,YES
0.2045,NO
0.3313,YES
0.1342,NO
0.1448,NO
0.1303,NO
0.0702,NO
0.1825,NO
0.4264,YES
0.1772,NO
0.5728,YES
0.0892,NO
1.0,YES
0.2045,NO
0.2045,NO
0.2985,NO
0.2252,NO
0.3313,YES
0.2298,NO
0.2728,YES
0.1233,NO
0.1233,NO
0.1931,NO
0.2108,NO
0.1713,NO
0.1174,NO
0.1233,NO
0.1233,NO
0.2592,NO
0.1291,NO
0.1931,NO
0.10800000000000001,NO
0.4225,YES
0.4103,YES
0.4103,YES
0.1233,NO
0.1713,NO
0.0797,NO
0.1713,NO
0.1551,NO
0.1713,NO
0.10800000000000001,NO
0.0745,NO
0.1014,NO
0.0541,NO
0.1766,NO
0.10800000000000001,NO
0.2105,NO
1.0,YES
1.0,YES
0.2752,NO
0.1653,NO
0.0814,NO
0.1187,NO
1.0,YES
1.0,YES
0.1208,NO
0.1565,NO
0.1256,NO
0.1784,NO
0.1661,NO
0.1649,NO
0.1562,NO
1.0,YES
0.1256,NO
1.0,YES
0.1256,NO
1.0,YES
0.1256,NO
0.1163,NO
0.1565,NO
0.1354,NO
0.0948,NO
0.1407,NO
0.1565,NO
0.1208,NO
0.1025,NO
0.1025,NO
0.3362,YES
0.4092,YES
1.0,YES
0.1934,YES
0.1025,NO
0.1025,NO
0.2018,YES
0.1495,NO
0.3362,YES
0.0996,NO
0.1977,NO
0.1726,NO
0.1805,NO
0.1025,NO
0.4092,YES
0.0999,NO
0.4092,YES
0.1039,NO
1.0,YES
0.1495,NO
0.1495,NO
0.1228,NO
0.1495,NO
0.3362,YES
0.0808,NO
0.2018,YES
0.4242,YES
0.4242,YES
0.3473,NO
0.1636,NO
0.1283,NO
0.107,NO
0.4242,YES
0.4242,YES
0.1401,NO
0.1422,NO
0.1636,NO
0.1058,NO
0.1741,NO
0.1373,NO
0.132,NO
0.4242,YES
0.1636,NO
0.4144,YES
0.1636,NO
0.3407,YES
0.1636,NO
0.0621,NO
0.1422,NO
0.1266,NO
0.0726,NO
0.192,NO
0.1422,NO
0.1401,NO
0.1686,NO
0.1339,NO
0.2688,NO
0.2653,NO
0.1671,NO
0.2963,NO
0.1987,NO
0.0869,NO
0.1921,NO
1.0,YES
0.2347,NO
1.0,YES
0.24100000000000002,NO
0.263,NO
0.2504,NO
0.1414,NO
0.1733,NO
0.1658,NO
0.1671,NO
0.2072,NO
0.1671,NO
1.0,YES
1.0,YES
0.3819,YES
1.0,YES
0.1396,NO
1.0,YES
0.1576,NO
0.434,YES
0.434,YES
0.2823,NO
0.1584,NO
0.1292,NO
0.0678,NO
0.434,YES
0.4499,YES
0.1035,NO
0.1079,NO
0.1295,NO
0.1095,NO
0.1665,NO
0.1472,NO
0.1463,NO
0.434,YES
0.1295,NO
0.4286,YES
0.1295,NO
0.3577,YES
0.1295,NO
0.0956,NO
0.0457,NO
0.1274,NO
0.0681,NO
0.1427,NO
0.0956,NO
0.1035,NO
0.2143,NO
0.2143,NO
0.2688,NO
0.1833,NO
0.1494,NO
0.2963,NO
0.2143,NO
0.2143,NO
0.1753,NO
1.0,YES
0.2347,NO
0.2818,YES
0.2438,NO
0.2385,NO
0.2176,NO
0.2143,NO
0.0972,NO
0.1714,NO
0.1701,NO
0.2286,NO
0.2083,NO
1.0,YES
1.0,YES
0.3819,YES
1.0,YES
0.1937,NO
0.3754,YES
0.1599,NO
