50Traced_NONETRACED_MAX_RAW_VSM_21_MAX,Associated
0.0737,NO
0.0652,NO
0.1144,NO
0.2164,NO
0.1423,NO
0.1423,NO
0.0594,NO
0.1687,NO
0.1689,NO
0.2469,YES
0.1423,NO
0.33799999999999997,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.0706,NO
0.1687,NO
0.0949,NO
0.2179,NO
0.1147,NO
0.4096,YES
0.1464,YES
0.4096,YES
0.4096,YES
0.1573,NO
0.1464,YES
0.1423,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1344,NO
0.1405,NO
1.0,YES
0.3715,YES
0.1778,NO
0.1156,NO
0.0981,NO
0.1058,NO
0.1797,NO
0.1526,NO
0.1551,NO
1.0,YES
0.1344,NO
1.0,YES
0.1033,NO
0.3399,YES
0.0583,NO
0.1212,NO
0.1218,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1119,NO
0.1405,NO
0.1553,NO
0.1534,NO
0.1505,NO
0.2865,NO
0.2143,NO
0.1986,NO
0.1579,NO
0.0544,NO
0.2187,NO
1.0,YES
0.1603,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.2143,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
0.4613,YES
1.0,YES
1.0,YES
0.1659,NO
0.2965,YES
0.1694,NO
1.0,YES
1.0,YES
0.3356,NO
0.204,NO
0.204,NO
0.204,NO
1.0,YES
1.0,YES
0.1731,NO
0.0952,NO
0.204,NO
0.0887,NO
0.2289,NO
0.2094,NO
0.2183,NO
1.0,YES
0.1268,NO
1.0,YES
0.0577,NO
0.3081,YES
0.044000000000000004,NO
0.1841,NO
0.1218,NO
0.1841,NO
0.1841,NO
0.2201,NO
0.1351,NO
0.204,NO
0.0976,NO
0.0635,NO
0.2378,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.071,NO
0.2465,YES
0.1395,NO
1.0,YES
0.1443,NO
0.2199,NO
0.2199,NO
0.2199,NO
0.0818,NO
1.0,YES
0.066,NO
1.0,YES
0.1481,NO
0.3658,YES
0.1335,NO
0.2192,NO
0.2298,NO
0.1335,NO
0.2732,YES
0.0964,NO
1.0,YES
0.1926,NO
0.1926,NO
0.1975,NO
0.2582,NO
0.1977,NO
0.2963,NO
0.1926,NO
0.1621,NO
0.2252,NO
0.4997,YES
0.1577,NO
1.0,YES
0.1987,NO
0.1756,NO
0.1813,NO
0.1926,NO
0.1906,NO
0.1926,NO
0.1843,NO
0.2019,NO
0.1293,NO
1.0,YES
1.0,YES
0.4997,YES
1.0,YES
0.2254,NO
1.0,YES
0.1576,NO
0.1132,NO
0.1132,NO
0.1371,YES
1.0,YES
1.0,YES
0.2886,YES
0.1132,NO
0.0604,NO
0.2068,YES
0.2598,NO
0.2886,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.142,NO
0.3658,YES
0.2548,NO
0.2206,NO
0.2548,NO
0.1353,NO
0.1461,YES
0.1353,NO
0.2886,YES
0.1755,NO
0.1755,NO
0.2381,NO
0.2653,NO
0.1547,NO
0.1997,NO
0.1755,NO
0.1536,NO
0.1999,NO
1.0,YES
0.2045,NO
1.0,YES
0.2519,NO
0.2418,NO
0.2418,NO
0.1755,NO
0.1733,NO
0.1755,NO
0.1254,NO
0.2256,NO
0.2083,NO
1.0,YES
0.4613,YES
1.0,YES
1.0,YES
0.2405,NO
0.267,YES
0.1924,NO
0.1553,NO
0.1339,NO
0.22399999999999998,NO
0.2653,NO
0.1436,NO
0.2188,NO
0.1579,NO
0.0967,NO
0.2198,NO
1.0,YES
0.2344,NO
1.0,YES
0.1331,NO
0.1697,NO
0.0647,NO
0.204,NO
0.1733,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
0.4613,YES
1.0,YES
1.0,YES
0.2188,NO
0.3865,YES
0.2188,NO
0.1579,NO
0.1579,NO
0.1953,NO
0.2664,NO
0.2664,NO
0.2963,NO
0.1684,NO
0.1479,NO
0.2252,NO
0.4754,YES
0.2664,NO
1.0,YES
0.2252,NO
0.2085,NO
0.2085,NO
0.1579,NO
0.1906,NO
0.1579,NO
0.1843,NO
0.1912,NO
0.14,NO
1.0,YES
1.0,YES
0.4754,YES
1.0,YES
0.2254,NO
1.0,YES
0.2664,NO
0.1495,NO
0.1348,NO
0.1277,NO
0.2886,NO
0.1576,NO
0.2963,NO
0.1579,NO
0.1542,NO
0.2252,NO
1.0,YES
0.07,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1348,NO
0.1906,NO
0.1542,NO
0.1843,NO
0.1702,NO
0.1518,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2254,NO
1.0,YES
0.1576,NO
0.1069,NO
0.0694,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2237,NO
0.1494,NO
1.0,YES
0.1214,NO
1.0,YES
0.2938,NO
0.2131,NO
0.1848,NO
0.1834,NO
0.136,NO
0.2337,YES
0.1494,NO
0.2829,YES
0.2129,NO
0.2157,YES
0.2938,NO
0.2938,NO
0.3025,NO
0.2938,NO
1.0,YES
0.2938,NO
1.0,YES
0.1799,NO
0.1547,NO
0.3803,YES
0.3456,NO
0.3456,NO
0.4159,YES
0.1827,NO
0.1097,NO
1.0,YES
0.191,NO
0.4381,YES
0.2742,NO
0.3264,NO
0.3203,NO
0.2875,NO
0.171,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.3456,NO
0.2742,NO
0.2742,NO
0.3767,NO
0.2742,NO
0.3803,YES
0.3359,NO
1.0,YES
0.1533,NO
0.1533,NO
0.3333,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.071,NO
