50Traced_NONETRACED_SUM_RAW_VSM_88_MEDIAN,Associated
0.2027,NO
0.0652,NO
0.1473,NO
0.309,NO
0.1929,NO
0.3177,NO
0.1414,NO
0.1725,NO
0.4061,NO
0.7105,YES
0.1264,NO
0.7946,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.1895,NO
0.2001,NO
0.1319,NO
0.2179,NO
0.2932,NO
0.841,YES
0.8406,YES
0.3692,YES
0.6339,YES
0.3485,NO
0.8918,YES
0.2062,NO
0.9759,YES
0.2444,YES
0.5958,NO
0.4029,NO
0.3947,NO
0.48700000000000004,NO
1.2055,YES
0.5284,YES
0.5045,NO
0.3406,NO
0.3228,NO
0.2151,NO
0.5188,NO
0.4176,NO
0.299,NO
0.5896,YES
0.3163,NO
0.695,YES
0.225,NO
0.8842,YES
0.3778,NO
0.2084,NO
0.1711,NO
0.2859,NO
0.2419,NO
0.4663,NO
0.1426,NO
0.5138,NO
0.6526,NO
0.1534,NO
0.5555,NO
0.8390000000000001,NO
0.7964,NO
0.38,NO
0.5009,NO
0.1378,NO
0.5897,NO
2.2529,YES
0.3967,NO
2.4299,YES
0.22899999999999998,NO
0.4163,NO
0.2136,NO
0.3376,NO
0.8176,NO
0.2823,NO
0.3302,NO
0.2813,NO
0.9276,NO
2.6681,YES
2.2632,YES
1.0747,YES
1.5722,YES
0.5341,NO
2.6839,YES
0.3836,NO
1.5734,YES
0.2814,YES
0.5281,NO
0.3835,NO
0.3701,NO
0.4518,NO
0.7656,YES
1.13,YES
0.5058,NO
0.3199,NO
0.2728,NO
0.0887,NO
0.2289,NO
0.3349,NO
0.2075,NO
1.1842,YES
0.4545,NO
1.2551,YES
0.2328,NO
2.0747,YES
0.3467,NO
0.3619,NO
0.2914,NO
0.2218,NO
0.124,NO
0.6031,NO
0.3575,NO
0.3823,NO
0.2639,NO
0.1723,NO
1.4480000000000002,YES
3.5416,YES
4.495,YES
0.8312,YES
0.3417,NO
0.1829,NO
1.7666,YES
0.8128,NO
1.6203,YES
0.5957,NO
0.6332,NO
0.7883,NO
0.4455,NO
0.1939,NO
2.3039,YES
0.3253,NO
1.4342,YES
0.271,NO
4.2234,YES
0.6031,NO
0.5972,NO
0.5598,NO
0.4326,NO
0.8321,YES
0.7867,NO
1.4236,YES
0.4486,NO
0.0955,NO
0.8072,NO
1.0101,NO
0.8421,NO
0.4065,NO
0.3005,NO
0.16,NO
0.7963,NO
2.1362,YES
0.4578,NO
1.9804,YES
0.1987,NO
0.424,NO
0.1689,NO
0.2486,NO
0.5513,NO
0.228,NO
0.4764,NO
0.2318,NO
0.9276,NO
1.6848,YES
2.1488,YES
1.4604,YES
1.6426,YES
0.6384,NO
1.7912,YES
0.3996,NO
0.2707,NO
0.1605,NO
0.7253,YES
2.9584,YES
4.3321,YES
0.6352,YES
0.4256,NO
0.179,NO
0.9904,YES
0.5307,NO
0.8252,YES
0.2899,NO
0.4903,NO
0.8838,NO
0.3819,NO
0.2392,NO
2.6563,YES
0.3515,NO
1.3728,YES
0.33399999999999996,NO
3.5974,YES
0.2049,NO
0.2842,NO
0.3641,NO
0.2636,NO
0.7452,YES
0.5324,NO
0.6045,YES
0.7111,NO
0.0907,NO
0.7519,NO
0.6890000000000001,NO
0.4743,NO
0.3542,NO
0.5042,NO
0.1814,NO
0.5203,NO
3.2077,YES
0.2596,NO
2.5761,YES
0.2691,NO
0.5679,NO
0.2033,NO
0.287,NO
0.6564,NO
0.3114,NO
0.4186,NO
0.2539,NO
0.7090000000000001,NO
2.7187,YES
2.8421,YES
1.7525,YES
1.7682,YES
0.8847,NO
2.89,YES
0.2841,NO
0.4192,NO
0.1339,NO
0.7002,NO
0.9809,NO
0.8715,NO
0.4055,NO
0.3814,NO
