50Traced_NONETRACED_SUM_MULTI_VSM_32_SUM,Associated
0.11155152887882219,NO
0.04122310305775765,NO
0.17638731596828994,NO
0.2777321630804077,NO
0.160277463193658,NO
0.3656851642129105,NO
0.21585503963759908,NO
0.04522933182332955,NO
0.2459229898074745,NO
0.5173272933182333,YES
0.21715741789354476,NO
0.2726925254813137,YES
0.1478057757644394,NO
0.2307899207248018,NO
0.07611834654586636,NO
0.004317667044167611,NO
0.13657984144960364,NO
0.08431483578708945,NO
0.14789071347678368,NO
0.07222536806342017,NO
0.20494054360135902,NO
0.2961636466591167,YES
0.5135475651189128,YES
0.48172423556058885,YES
0.39916477916194787,YES
0.23189411098527746,NO
0.3967015855039638,YES
0.20659682899207246,NO
0.3257219705549264,YES
0.3005237825594564,YES
0.13680634201585504,NO
0.09985843714609288,NO
0.1347395243488109,NO
0.20928652321630803,NO
0.35387882219705546,YES
0.276925254813137,YES
0.11761041902604755,NO
0.11887032842582107,NO
0.11196206115515289,NO
0.06636466591166476,NO
0.08911381653454134,NO
0.07541053227633071,NO
0.032545300113250276,NO
0.21013590033975083,YES
0.1427519818799547,NO
0.2207955832389581,YES
0.08929784824462061,NO
0.36639297848244623,YES
0.12257927519818798,NO
0.04596545866364666,NO
0.12945922989807473,NO
0.11803510758776897,NO
0.07022933182332955,NO
0.1165203850509626,NO
0.05458663646659117,NO
0.13161098527746318,NO
0.13599943374858436,NO
0.10181200453001132,NO
0.1477916194790487,NO
0.265118912797282,NO
0.14534258210645526,NO
0.29997168742921854,NO
0.19258210645526613,NO
0.06775198187995471,NO
0.21378822197055494,NO
0.5303086070215175,YES
0.13706115515288786,NO
0.31554360135900333,YES
0.0994903737259343,NO
0.22587768969422423,NO
0.04624858437146092,NO
0.045370894677236685,NO
0.13597112117780294,NO
0.10906002265005663,NO
0.13247451868629673,NO
0.09009060022650056,NO
0.26568516421291055,NO
0.4065826727066818,YES
0.5558182332955832,YES
0.5545866364665912,YES
0.4654728199320498,YES
0.1832248018120045,NO
0.4610419026047565,YES
0.15242072480181199,NO
0.25039637599094,YES
0.12894960362400906,YES
0.15789920724801812,NO
0.056313703284258214,NO
0.05327010192525481,NO
0.1304784824462061,NO
0.18413080407701019,YES
0.2060588901472254,YES
0.08825028312570782,NO
0.02512740656851642,NO
0.09800396375990938,NO
0.012797281993204977,NO
0.029077010192525475,NO
0.05385050962627407,NO
0.01581257078142695,NO
0.13404586636466592,YES
0.06874292185730463,NO
0.20393544733861835,YES
0.02569365798414496,NO
0.2887457531143828,YES
0.058861834654586644,NO
0.013335220838052095,NO
0.013052095130237827,NO
0.03328142695356738,NO
0.015897508493771237,NO
0.12473103057757642,NO
0.030577576443941108,NO
0.10185447338618345,NO
0.06551528878822196,NO
0.0462061155152888,NO
0.36060305775764445,YES
0.5140855039637598,YES
0.6523499433748585,YES
0.43230464326160817,YES
0.23901472253680633,NO
0.05165628539071349,NO
0.37097961494903736,YES
0.19672989807474517,NO
0.29471970554926386,YES
0.12100792751981879,NO
0.1229048697621744,NO
0.20930067950169876,NO
0.10620045300113251,NO
0.03333805209513024,NO
0.5627123442808607,YES
0.1156568516421291,NO
0.5216449603624009,YES
0.12747734994337487,NO
0.6774490373725934,YES
0.038434314835787096,NO
0.12950169875424689,NO
0.17229614949037372,NO
0.09072763306908266,NO
0.3617921857304643,YES
0.18257361268403172,NO
0.3609003397508494,YES
0.11526047565118913,NO
0.06610985277463194,NO
0.12533975084937715,NO
0.31302378255945645,NO
0.24040203850509623,NO
0.30260475651189134,NO
0.2122876557191393,NO
0.06874292185730463,NO
0.1605889014722537,NO
0.556568516421291,YES
0.10628539071347679,NO
