50Traced_NONETRACED_SUM_RAW_LSA_84_MAX,Associated
0.2065,NO
0.0727,NO
0.1627,NO
0.3645,NO
0.2503,NO
0.3209,NO
0.3648,NO
0.2256,NO
0.2839,NO
0.8709,YES
0.37,NO
0.5307,YES
0.2853,NO
0.24100000000000002,NO
0.2223,NO
0.1694,NO
0.2762,NO
0.1345,NO
0.2319,NO
0.2179,NO
0.33299999999999996,NO
0.5369,YES
0.6365,YES
0.9832,YES
0.7054,YES
0.3323,NO
0.5962,YES
0.146,NO
1.301,YES
1.3564,YES
0.4006,NO
0.6103,NO
0.4341,NO
0.6387,NO
2.1425,YES
2.198,YES
0.4001,NO
0.1949,NO
0.3645,NO
0.1514,NO
0.1976,NO
0.2226,NO
0.1551,NO
1.6137,YES
0.4777,NO
1.2498,YES
0.1945,NO
1.4798,YES
0.3375,NO
0.2623,NO
0.4425,NO
0.3089,NO
0.1334,NO
0.4742,NO
0.3379,NO
0.3229,NO
0.5204,NO
0.2807,NO
0.4512,NO
0.4197,NO
0.4812,NO
0.7195,NO
0.6956,NO
0.4856,NO
0.6769,NO
1.9848,YES
0.7352,NO
0.7586,YES
0.2749,NO
0.2394,NO
0.2136,NO
0.5035,NO
0.4044,NO
0.331,NO
0.4669,NO
0.3298,NO
0.3186,NO
1.7422,YES
1.7262,YES
2.209,YES
1.1785,YES
0.693,NO
0.9666,YES
0.493,NO
0.4596,YES
0.5739,YES
0.7609,NO
0.5448,NO
0.32799999999999996,NO
0.8403,NO
1.3041,YES
1.386,YES
0.7038,NO
0.2771,NO
0.5870000000000001,NO
0.2562,NO
0.3056,NO
0.268,NO
0.2833,NO
0.7947,YES
0.5775,NO
0.4671,YES
0.1863,NO
0.7007,YES
0.3125,NO
0.2755,NO
0.3552,NO
0.4776,NO
0.3662,NO
0.6528,NO
0.4507,NO
0.7004,NO
0.5235,NO
0.3291,NO
1.4501,YES
2.739,YES
1.5042,YES
1.6545,YES
0.6341,NO
0.4217,NO
1.6237,YES
0.509,NO
0.6621,YES
0.3892,NO
0.3514,NO
0.4718,NO
0.4546,NO
0.4363,NO
2.7541,YES
0.4985,NO
1.0677,YES
0.5608,NO
1.2857,YES
0.5466,NO
0.6788,NO
0.7989,NO
0.5251,NO
1.0666,YES
0.5870000000000001,NO
1.4966,YES
0.4748,NO
0.2638,NO
0.6225,NO
0.6992,NO
0.6427,NO
0.7029,NO
0.5224,NO
0.3346,NO
0.5242,NO
3.1817,YES
0.6923,NO
1.4075,YES
0.1987,NO
0.2374,NO
0.1689,NO
0.426,NO
0.489,NO
0.3336,NO
0.5916,NO
0.3332,NO
0.5466,NO
1.8684,YES
2.5557,YES
2.8283,YES
1.7341,YES
0.4885,NO
1.6834,YES
0.4077,NO
0.4891,NO
0.2466,NO
1.1848,YES
2.5,YES
1.7582,YES
1.4996,YES
0.5966,NO
0.3763,NO
1.3228,YES
