50Traced_NONETRACED_SUM_SINGLE_LSA_33_MEDIAN,Associated
0.9029,NO
0.2753,NO
1.1874,NO
0.5385,NO
0.4852,NO
1.1725,NO
0.9590000000000001,NO
0.4227,NO
0.6356,NO
4.0199,YES
0.7652,NO
3.0989,YES
0.2427,NO
0.4914,NO
0.2535,NO
0.7198,NO
1.6346,NO
0.6959,NO
0.6453,NO
0.418,NO
0.1147,NO
3.4598,YES
3.2489999999999997,YES
3.9091,YES
3.5961,YES
0.9488,NO
3.7471,YES
0.805,NO
1.1211,YES
1.2963,YES
0.7090000000000001,NO
0.391,NO
0.3071,NO
0.6389,NO
2.056,YES
1.7755,YES
0.7611,NO
0.6011,NO
0.6122,NO
0.3413,NO
0.4782,NO
0.6293,NO
0.7064,NO
1.5518,YES
0.7461,NO
1.0344,YES
0.4537,NO
1.9157,YES
0.204,NO
0.6962,NO
0.527,NO
0.6022,NO
0.632,NO
0.8190000000000001,NO
0.4636,NO
0.8982,NO
0.705,NO
0.4095,NO
0.9211,NO
0.9516,NO
0.8301,NO
1.0961,NO
0.7157,NO
0.2219,NO
0.9763,NO
3.407,YES
1.1837,NO
2.3725,YES
0.5177,NO
0.7001,NO
0.6743,NO
0.4809,NO
1.8619,NO
0.4666,NO
0.8847,NO
0.4287,NO
0.3936,NO
2.8776,YES
2.8689999999999998,YES
3.3587,YES
3.2559,YES
0.7956,NO
2.9625,YES
1.0409,NO
2.4416,YES
1.4588,YES
2.1586,NO
1.5081,NO
1.4699,NO
2.2377,NO
3.6541,YES
3.1995,YES
1.4931,NO
1.6021,NO
1.8545,NO
1.5453,NO
0.5268,NO
0.2256,NO
0.6792,NO
2.4497,YES
2.4881,NO
2.3731,YES
1.7331,NO
3.3462,YES
1.2423,NO
1.7699,NO
1.4026,NO
1.9092,NO
1.6165,NO
2.2038,NO
1.8271,NO
1.9509,NO
0.6159,NO
0.5572,NO
2.0572,YES
4.3136,YES
3.4619,YES
2.1668,YES
1.1236,NO
0.4485,NO
1.7514,YES
0.5885,NO
2.353,YES
0.5835,NO
0.7693,NO
0.5998,NO
1.2424,NO
0.5827,NO
4.6791,YES
0.4354,NO
4.2764,YES
0.8772,NO
3.3511,YES
0.8488,NO
0.7327,NO
1.0151,NO
0.8696,NO
1.5469,YES
0.9947,NO
1.723,YES
0.6728,NO
0.2576,NO
1.6473,NO
0.9636,NO
0.9203,NO
1.7166,NO
0.7876,NO
0.2546,NO
0.8539,NO
3.7501,YES
1.1924,NO
2.9689,YES
0.2981,NO
0.4497,NO
0.3669,NO
0.4312,NO
2.0683,NO
0.3763,NO
1.1656,NO
0.4294,NO
0.5562,NO
3.2474,YES
2.9296,YES
3.7553,YES
3.3458,YES
1.4312,NO
3.6072,YES
1.2953,NO
0.4736,NO
0.4076,NO
1.6611,YES
3.9549,YES
3.2903,YES
1.7001,YES
0.6479,NO
0.364,NO
1.4464,YES
1.6562,NO
1.6925,YES
1.3066,NO
0.8115,NO
0.605,NO
1.3617,NO
0.4203,NO
4.3806,YES
0.2539,NO
3.8094,YES
0.8306,NO
2.9071,YES
1.5572,NO
1.6129,NO
1.7773,NO
1.6281,NO
1.3327,YES
2.1403,NO
1.4143,YES
1.1711,NO
0.6481,NO
1.1464,NO
0.4433,NO
0.3578,NO
1.2898,NO
1.4891,NO
0.8202,NO
0.7506,NO
3.0838,YES
1.2455,NO
2.4333,YES
0.5720000000000001,NO
0.8723,NO
0.6014,NO
0.845,NO
1.4859,NO
0.9891,NO
0.4145,NO
1.1095,NO
0.1622,NO
2.4878,YES
2.491,YES
3.2132,YES
3.0887,YES
1.1029,NO
2.6409,YES
1.2965,NO
1.0112,NO
0.431,NO
2.3296,NO
1.1571,NO
0.8676,NO
2.3069,NO
1.3233,NO
0.2908,NO
1.6041,NO
3.6748,YES
2.2171,NO
2.66,YES
0.2981,NO
0.7593,NO
0.5307,NO
0.6007,NO
2.3581,NO
0.5844,NO
1.3164,NO
0.6504,NO
0.6625,NO
3.3767,YES
3.1809,YES
4.0293,YES
3.6217,YES
2.0592,NO
3.3931,YES
1.857,NO
0.9139,NO
0.6281,NO
1.1233,NO
0.8806,NO
0.8687,NO
1.2558,NO
1.1867,NO
0.5446,NO
1.0693,NO
3.6783,YES
1.3132,NO
2.6836,YES
0.4736,NO
0.7353,NO
0.7319,NO
0.7683,NO
1.9414,NO
0.6867,NO
0.8503,NO
0.7183,NO
0.2894,NO
3.0743,YES
3.0381,YES
3.7065,YES
3.5805,YES
1.0722,NO
3.1795,YES
1.2476,NO
0.6207,NO
0.22,NO
0.8282,NO
0.3152,NO
0.2605,NO
0.8239,NO
0.6063,NO
0.1863,NO
0.2954,NO
3.7553,YES
0.3931,NO
2.9283,YES
0.2118,NO
0.4514,NO
0.2045,NO
0.3903,NO
1.2783,NO
0.3947,NO
0.4533,NO
0.1827,NO
0.1518,NO
3.141,YES
2.9446,YES
3.6953,YES
3.3094,YES
0.6288,NO
