50Traced_NONETRACED_MAX_RAW_LSA_69_MEDIAN,Associated
0.0737,NO
0.1687,NO
0.1144,NO
0.2164,NO
0.0671,NO
0.1406,NO
0.1687,NO
0.1687,NO
0.1689,NO
0.2469,YES
0.1153,NO
0.33799999999999997,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1687,NO
0.0949,NO
0.1687,NO
0.0949,NO
0.2179,NO
0.1147,NO
0.187,YES
0.4096,YES
0.4096,YES
0.24,YES
0.1573,NO
0.4096,YES
0.1205,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1148,NO
0.1778,NO
1.0,YES
1.0,YES
0.1778,NO
0.1231,NO
0.1318,NO
0.1231,NO
0.1797,NO
0.1528,NO
0.1551,NO
1.0,YES
0.1138,NO
1.0,YES
0.1088,NO
1.0,YES
0.1088,NO
0.1212,NO
0.1474,NO
0.1474,NO
0.1231,NO
0.1903,NO
0.1474,NO
0.1318,NO
0.1686,NO
0.1731,NO
0.2688,NO
0.2865,NO
0.2137,NO
0.1666,NO
0.1731,NO
0.1731,NO
0.2187,NO
1.0,YES
0.2137,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.2137,NO
0.1731,NO
0.2137,NO
0.1755,NO
0.2202,NO
0.5081,YES
1.0,YES
0.5256,YES
1.0,YES
0.1694,NO
1.0,YES
0.1694,NO
1.0,YES
1.0,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1441,NO
1.0,YES
1.0,YES
0.1731,NO
0.0952,NO
0.1364,NO
0.0887,NO
0.2289,NO
0.2088,NO
0.2094,NO
1.0,YES
0.1138,NO
1.0,YES
0.0576,NO
0.3081,YES
0.1268,NO
0.1251,NO
0.091,NO
0.11800000000000001,NO
0.1053,NO
0.2201,NO
0.1351,NO
0.1328,NO
0.1468,NO
0.1088,NO
1.0,YES
0.4216,YES
1.0,YES
0.2985,YES
0.1661,NO
0.1088,NO
0.2465,YES
0.1531,NO
1.0,YES
0.1531,NO
0.2165,NO
0.1934,NO
0.2199,NO
0.1088,NO
1.0,YES
0.1088,NO
1.0,YES
0.1417,NO
1.0,YES
0.1629,NO
0.2192,NO
0.2298,NO
0.1531,NO
0.2732,YES
0.2113,NO
0.2111,YES
0.1694,NO
0.1694,NO
0.2524,NO
0.2582,NO
0.2524,NO
0.2286,NO
0.1694,NO
0.1694,NO
0.2286,NO
1.0,YES
0.2524,NO
1.0,YES
0.1987,NO
0.1766,NO
0.1689,NO
0.1694,NO
0.2524,NO
0.1694,NO
0.2524,NO
0.2019,NO
0.1293,NO
1.0,YES
1.0,YES
1.0,YES
0.3374,YES
0.2226,NO
1.0,YES
0.1219,NO
0.1468,NO
0.11,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.1661,NO
0.11,NO
0.2465,YES
0.2598,NO
1.0,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.142,NO
1.0,YES
0.2049,NO
0.2206,NO
0.2548,NO
0.1032,NO
0.2732,YES
0.2113,NO
0.2078,YES
0.1809,NO
0.1809,NO
0.2395,NO
0.19,NO
0.2395,NO
0.2199,NO
0.1809,NO
