50Traced_NONETRACED_MAX_RAW_VSM_54_MEDIAN,Associated
0.1686,NO
0.1171,NO
0.1144,NO
0.2653,NO
0.1663,NO
0.2963,NO
0.1987,NO
0.1548,NO
0.2252,NO
1.0,YES
0.1078,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1171,NO
0.0949,NO
0.1548,NO
0.1059,NO
0.2179,NO
0.1663,NO
0.4096,YES
0.4613,YES
1.0,YES
0.24,YES
0.1573,NO
0.4096,YES
0.1576,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1659,NO
0.1318,NO
1.0,YES
1.0,YES
0.1659,NO
0.1056,NO
0.1659,NO
0.1231,NO
0.1835,NO
0.1835,NO
0.1835,NO
1.0,YES
0.1088,NO
1.0,YES
0.0553,NO
1.0,YES
0.1344,NO
0.1474,NO
0.106,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1474,NO
0.1318,NO
0.1731,NO
0.1534,NO
0.1694,NO
0.2865,NO
0.1616,NO
0.2963,NO
0.1987,NO
0.1731,NO
0.2252,NO
0.5256,YES
0.1603,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.1533,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
0.5081,YES
0.4252,YES
1.0,YES
0.5081,YES
0.1694,NO
0.5081,YES
0.1576,NO
0.4428,YES
1.0,YES
0.3356,NO
0.1662,NO
0.204,NO
0.1501,NO
1.0,YES
1.0,YES
0.204,NO
0.1355,NO
0.204,NO
0.0887,NO
0.2289,NO
0.2183,NO
0.2183,NO
1.0,YES
0.0927,NO
1.0,YES
0.0577,NO
0.3081,YES
0.0742,NO
0.1841,NO
0.091,NO
0.11800000000000001,NO
0.1053,NO
0.2201,NO
0.1841,NO
0.1501,NO
0.1248,NO
0.1088,NO
0.2111,YES
1.0,YES
1.0,YES
0.2062,YES
0.1306,NO
0.1088,NO
0.3354,YES
0.183,NO
0.3354,YES
0.1443,NO
0.2199,NO
0.2199,NO
0.1934,NO
0.1088,NO
1.0,YES
0.1088,NO
0.3609,YES
0.1417,NO
1.0,YES
0.1335,NO
0.0757,NO
0.1488,NO
0.1155,NO
0.3354,YES
0.1335,NO
0.2372,YES
0.1926,NO
0.1694,NO
0.1975,NO
0.2582,NO
0.2524,NO
0.2963,NO
0.1987,NO
0.1926,NO
0.2524,NO
0.4997,YES
0.2524,NO
1.0,YES
0.1987,NO
0.1834,NO
0.1689,NO
0.1694,NO
0.151,NO
0.1926,NO
0.1082,NO
0.2019,NO
0.1827,NO
1.0,YES
0.3612,YES
1.0,YES
0.3648,YES
0.2524,NO
1.0,YES
0.2286,NO
0.11,NO
0.0846,NO
0.1429,YES
0.3647,YES
1.0,YES
0.1476,YES
0.1548,NO
0.11,NO
0.2886,YES
0.2598,NO
0.2886,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
0.3316,YES
0.141,NO
0.2937,YES
0.142,NO
1.0,YES
0.2293,NO
0.2206,NO
0.2228,NO
0.1032,NO
0.2886,YES
0.2293,NO
0.1371,YES
0.1755,NO
0.1809,NO
0.2381,NO
0.2653,NO
0.2395,NO
0.2963,NO
0.1987,NO
0.1809,NO
0.2395,NO
1.0,YES
0.2395,NO
1.0,YES
0.2519,NO
0.2269,NO
0.2269,NO
0.1809,NO
0.151,NO
0.1809,NO
0.1113,NO
0.2256,NO
0.1254,NO
1.0,YES
0.4613,YES
1.0,YES
0.3108,YES
0.2405,NO
1.0,YES
0.1635,NO
0.1686,NO
0.1339,NO
0.22399999999999998,NO
0.1967,NO
0.1436,NO
0.2963,NO
0.1987,NO
0.0967,NO
0.2252,NO
0.3905,YES
0.2344,NO
1.0,YES
0.1331,NO
0.1834,NO
0.0647,NO
0.204,NO
0.151,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
0.4206,YES
1.0,YES
1.0,YES
0.2133,NO
1.0,YES
0.2213,NO
0.1495,NO
0.1796,NO
0.1953,NO
0.2653,NO
0.2664,NO
0.1823,NO
0.1796,NO
0.1796,NO
0.2664,NO
1.0,YES
0.2664,NO
0.3235,YES
0.2252,NO
0.2041,NO
0.2034,NO
0.1796,NO
0.151,NO
0.1796,NO
0.1207,NO
0.1912,NO
0.1608,NO
1.0,YES
0.4613,YES
0.3235,YES
0.3444,YES
0.2664,NO
1.0,YES
0.2171,NO
0.1686,NO
0.1118,NO
0.10800000000000001,NO
0.2886,NO
0.1427,NO
0.2963,NO
0.1987,NO
0.1542,NO
0.2252,NO
0.4994,YES
0.1277,NO
1.0,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.1542,NO
0.1035,NO
0.1118,NO
0.0975,NO
0.1702,NO
0.1518,NO
0.3961,YES
0.3303,YES
1.0,YES
0.3961,YES
0.1375,NO
0.3961,YES
0.1576,NO
0.1628,NO
0.0635,NO
0.5095,YES
0.2996,YES
1.0,YES
1.0,YES
0.2237,NO
0.1628,NO
1.0,YES
0.1475,NO
1.0,YES
0.2938,NO
0.2516,NO
0.2203,NO
0.1834,NO
0.0973,NO
0.2337,YES
0.1628,NO
0.2829,YES
0.2129,NO
0.2157,YES
0.1271,NO
0.1329,NO
0.3025,NO
0.12,NO
1.0,YES
0.2516,NO
1.0,YES
0.1799,NO
0.1547,NO
1.0,YES
0.2156,NO
0.2276,NO
1.0,YES
0.1827,NO
0.1097,NO
0.5448,YES
0.191,NO
1.0,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.1991,NO
0.1784,NO
0.3767,NO
0.1917,NO
0.47700000000000004,YES
0.3359,NO
1.0,YES
0.1427,NO
0.0364,NO
0.32899999999999996,YES
1.0,YES
1.0,YES
0.2373,YES
0.1548,NO
0.1427,NO
0.3605,YES
0.33,NO
0.3605,YES
0.3374,NO
0.2585,NO
0.2585,NO
0.2048,NO
0.1427,NO
1.0,YES
0.0464,NO
0.3695,YES
0.1427,NO
1.0,YES
0.3002,NO
0.2111,NO
0.3374,NO
0.3002,NO
0.3605,YES
0.3002,NO
0.2902,YES
0.1636,NO
0.1646,NO
0.3881,YES
0.3036,NO
0.3036,NO
1.0,YES
0.1681,NO
0.153,NO
0.4738,YES
0.159,NO
0.493,YES
0.2848,NO
0.2516,NO
0.1848,NO
0.1277,NO
0.1775,NO
0.3036,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.2663,NO
0.2218,NO
0.1764,NO
0.3901,NO
0.21600000000000003,NO
0.4534,YES
0.3584,NO
1.0,YES
0.1328,NO
0.0836,NO
0.2378,YES
1.0,YES
1.0,YES
0.2985,YES
0.1661,NO
0.0855,NO
1.0,YES
0.183,NO
1.0,YES
0.1023,NO
0.1762,NO
0.1762,NO
0.1785,NO
0.0854,NO
1.0,YES
0.0855,NO
0.3695,YES
0.1481,NO
1.0,YES
0.1175,NO
0.0757,NO
0.2298,NO
0.1027,NO
1.0,YES
0.2113,NO
0.2078,YES
0.3331,YES
0.3626,YES
0.3634,NO
0.1548,NO
0.1955,NO
0.1506,NO
0.3626,YES
0.3693,YES
0.1955,NO
0.1398,NO
0.1955,NO
0.067,NO
0.2374,NO
0.2374,NO
0.2374,NO
0.3626,YES
0.095,NO
0.3626,YES
0.0553,NO
0.2985,YES
0.11,NO
0.1665,NO
0.0927,NO
0.1259,NO
0.1193,NO
0.2177,NO
0.1665,NO
0.1636,NO
0.1467,NO
0.0672,NO
0.4483,YES
0.2624,YES
0.301,YES
1.0,YES
0.1924,NO
0.0695,NO
1.0,YES
0.0938,NO
1.0,YES
0.0765,NO
0.3042,NO
0.2778,NO
0.2024,NO
0.0973,NO
0.2624,YES
0.132,NO
0.3002,YES
0.1499,NO
0.1969,YES
0.1353,NO
0.1285,NO
0.3023,NO
0.1177,NO
1.0,YES
0.2621,NO
1.0,YES
0.1741,NO
0.0802,NO
1.0,YES
0.2996,YES
1.0,YES
1.0,YES
0.2192,NO
0.1494,NO
1.0,YES
0.1886,NO
1.0,YES
0.3049,NO
0.2277,NO
0.2193,NO
0.1744,NO
0.1467,NO
0.2337,YES
0.1494,NO
0.2829,YES
0.1968,NO
0.2157,YES
0.2422,NO
0.1846,NO
0.3049,NO
0.1322,NO
1.0,YES
0.2616,NO
1.0,YES
0.1741,NO
0.1099,NO
1.0,YES
0.1623,YES
0.2509,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
1.0,YES
0.1183,NO
1.0,YES
0.2904,NO
0.2516,NO
0.1848,NO
0.0945,NO
0.2034,NO
0.1935,YES
0.1975,NO
0.3422,YES
0.1773,NO
0.2514,YES
0.1754,NO
0.1329,NO
0.3619,NO
0.1715,NO
1.0,YES
0.3259,NO
1.0,YES
0.1741,NO
0.077,NO
1.0,YES
0.2996,YES
1.0,YES
1.0,YES
0.1661,NO
0.0692,NO
1.0,YES
0.1475,NO
1.0,YES
0.08800000000000001,NO
0.2859,NO
0.1698,NO
0.1497,NO
0.1047,NO
0.2626,YES
0.1016,NO
0.3066,YES
0.1499,NO
0.2157,YES
0.1277,NO
0.1262,NO
0.3135,NO
0.1095,NO
1.0,YES
0.2369,NO
1.0,YES
0.1259,NO
0.1018,NO
0.2378,YES
0.3566,YES
1.0,YES
0.2985,YES
0.1661,NO
0.1259,NO
1.0,YES
0.1971,NO
1.0,YES
0.1418,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1698,NO
0.3086,YES
0.1648,NO
0.2937,YES
0.1508,NO
1.0,YES
0.2335,NO
0.1613,NO
0.2298,NO
0.2335,NO
1.0,YES
0.2335,NO
0.2078,YES
0.1328,NO
0.10300000000000001,NO
0.254,YES
1.0,YES
1.0,YES
0.2728,YES
0.1548,NO
0.0969,NO
0.3313,YES
0.1836,NO
0.3313,YES
0.2045,NO
0.1448,NO
0.1632,NO
0.0702,NO
0.1825,NO
1.0,YES
0.1772,NO
0.5728,YES
0.0892,NO
1.0,YES
0.2252,NO
0.1461,NO
0.2985,NO
0.2252,NO
0.3313,YES
0.2298,NO
0.2635,YES
0.1675,NO
0.0968,NO
0.1766,NO
0.2108,NO
0.14800000000000002,NO
0.2195,NO
0.0963,NO
0.1233,NO
0.2592,NO
0.1291,NO
0.147,NO
0.1052,NO
1.0,YES
1.0,YES
1.0,YES
0.1196,NO
0.185,NO
0.1233,NO
0.0749,NO
0.1551,NO
0.14800000000000002,NO
0.0881,NO
0.1813,NO
0.1548,NO
0.1084,NO
0.1766,NO
0.1187,NO
0.2266,NO
1.0,YES
0.289,YES
0.2752,NO
0.1653,NO
0.1256,NO
0.1015,NO
0.35200000000000004,YES
1.0,YES
0.1256,NO
0.1519,NO
0.1256,NO
0.1784,NO
0.1661,NO
0.1649,NO
0.1562,NO
1.0,YES
0.1033,NO
1.0,YES
0.0553,NO
1.0,YES
0.1222,NO
0.1565,NO
0.106,NO
0.1354,NO
0.0948,NO
0.1407,NO
0.1565,NO
0.1097,NO
0.1,NO
0.0999,NO
0.2378,YES
0.4092,YES
1.0,YES
0.2985,YES
0.1661,NO
0.1,NO
1.0,YES
0.1475,NO
1.0,YES
0.1495,NO
0.1977,NO
0.1726,NO
0.1805,NO
0.1,NO
0.4092,YES
0.0999,NO
0.3536,YES
0.1481,NO
1.0,YES
0.0426,NO
0.0452,NO
0.2298,NO
0.0546,NO
1.0,YES
0.2113,NO
0.2117,YES
1.0,YES
0.4144,YES
0.3473,NO
0.1555,NO
0.1283,NO
0.1401,NO
0.4144,YES
1.0,YES
0.1401,NO
0.1173,NO
0.1401,NO
0.1267,NO
0.1741,NO
0.17300000000000001,NO
0.132,NO
0.4144,YES
0.0766,NO
1.0,YES
0.0377,NO
0.3407,YES
0.1283,NO
0.0621,NO
0.106,NO
0.1267,NO
0.0726,NO
0.192,NO
0.1128,NO
0.1401,NO
0.1686,NO
0.1474,NO
0.1358,NO
0.2653,NO
0.1671,NO
0.2963,NO
0.1987,NO
0.1474,NO
0.2252,NO
1.0,YES
0.1199,NO
1.0,YES
0.24100000000000002,NO
0.263,NO
0.2504,NO
0.1474,NO
0.0983,NO
0.1658,NO
0.1333,NO
0.2072,NO
0.1671,NO
0.3848,YES
0.4613,YES
1.0,YES
0.2147,YES
0.1378,NO
0.3603,YES
0.1576,NO
1.0,YES
1.0,YES
0.2823,NO
0.1584,NO
0.1295,NO
0.1187,NO
1.0,YES
1.0,YES
0.1295,NO
0.1079,NO
0.1295,NO
0.1095,NO
0.1665,NO
0.1528,NO
0.1463,NO
1.0,YES
0.0528,NO
1.0,YES
0.0366,NO
0.3577,YES
0.1292,NO
0.0559,NO
0.106,NO
0.1274,NO
0.0681,NO
0.1427,NO
0.0804,NO
0.1035,NO
0.2143,NO
0.0613,NO
0.1561,NO
0.1778,NO
0.121,NO
0.2963,NO
0.1987,NO
0.2143,NO
0.2252,NO
0.3236,YES
0.1561,NO
1.0,YES
0.2438,NO
0.2385,NO
0.2176,NO
0.0807,NO
0.151,NO
0.2143,NO
0.0815,NO
0.2286,NO
0.121,NO
1.0,YES
0.3053,YES
1.0,YES
0.2731,YES
0.1937,NO
1.0,YES
0.1576,NO
