50Traced_NONETRACED_SUM_RAW_LSA_86_MEDIAN,Associated
0.3172,NO
0.0717,NO
0.1626,NO
0.4333,NO
0.3702,NO
0.5529,NO
0.4033,NO
0.1521,NO
0.5408,NO
1.1124,YES
0.35200000000000004,NO
0.9704,YES
0.4249,NO
0.2646,NO
0.2453,NO
0.1266,NO
0.6853,NO
0.182,NO
0.4146,NO
0.2179,NO
0.3729,NO
0.6101,YES
1.2293,YES
1.2487,YES
0.9373,YES
0.528,NO
0.4172,YES
0.368,NO
1.5929,YES
1.236,YES
0.4682,NO
0.1579,NO
0.1148,NO
0.301,NO
1.5671,YES
1.6687,YES
0.3805,NO
0.2047,NO
0.1246,NO
0.2417,NO
0.4839,NO
0.3143,NO
0.3675,NO
1.5562,YES
0.3796,NO
1.8355,YES
0.3838,NO
2.3023,YES
0.3271,NO
0.1212,NO
0.5419,NO
0.2002,NO
0.1792,NO
0.2827,NO
0.2753,NO
0.3324,NO
0.3791,NO
0.1534,NO
0.2942,NO
0.2865,NO
0.2867,NO
0.7772,NO
0.2574,NO
0.1831,NO
0.9144,NO
2.352,YES
0.6431,NO
2.4589,YES
0.4652,NO
0.3642,NO
0.2136,NO
0.40700000000000003,NO
0.8444,NO
0.308,NO
0.3228,NO
0.1929,NO
0.341,NO
0.8676,YES
2.6113,YES
1.2715,YES
2.4336,YES
0.6632,NO
0.7319,YES
0.6069,NO
0.39299999999999996,YES
0.2592,YES
0.3356,NO
0.305,NO
0.2433,NO
0.6578,NO
0.3865,YES
0.4678,YES
0.5621,NO
0.2832,NO
0.5062,NO
0.27399999999999997,NO
0.2289,NO
0.2088,NO
0.2075,NO
0.3307,YES
0.2303,NO
0.4545,YES
0.2134,NO
0.5911,YES
0.2716,NO
0.1376,NO
0.3316,NO
0.2856,NO
0.2358,NO
0.4964,NO
0.2382,NO
0.4899,NO
0.2766,NO
0.0504,NO
0.3597,YES
1.5117,YES
1.9865,YES
1.5359,YES
0.2921,NO
0.183,NO
0.6721,YES
0.2929,NO
0.7915,YES
0.3851,NO
0.2167,NO
0.4282,NO
0.1934,NO
0.0947,NO
1.3238,YES
0.1589,NO
1.3493,YES
0.3069,NO
1.8155,YES
0.1787,NO
0.3266,NO
0.5583,NO
0.3559,NO
0.716,YES
0.3735,NO
1.3359999999999999,YES
0.4649,NO
0.2947,NO
0.1975,NO
0.3771,NO
0.2744,NO
0.7951,NO
0.32299999999999995,NO
0.3246,NO
0.7753,NO
1.5464,YES
0.6228,NO
2.0481,YES
0.3792,NO
0.345,NO
0.2087,NO
0.4763,NO
0.7311,NO
0.3967,NO
0.5386,NO
0.2998,NO
0.4953,NO
0.8806,YES
2.3669,YES
1.6885,YES
2.0086,YES
0.6671,NO
0.7434,YES
0.4804,NO
0.3109,NO
0.0774,NO
0.4341,YES
2.2346,YES
3.6046,YES
1.7669,YES
0.4276,NO
0.2001,NO
0.7672,YES
0.5653,NO
0.7,YES
0.4762,NO
0.3389,NO
0.6547,NO
0.2375,NO
0.1453,NO
2.9005,YES
0.2703,NO
2.8302,YES
0.2051,NO
2.966,YES
0.2476,NO
0.3973,NO
0.8355,NO
0.4599,NO
0.8948,YES
0.3809,NO
1.3859,YES
0.4972,NO
0.1255,NO
0.3382,NO
0.6587,NO
0.6769,NO
1.2504,NO
0.5996,NO
0.4122,NO
0.9958,NO
1.9449,YES
0.8601,NO
2.4455,YES
0.7528,NO
0.6925,NO
0.3525,NO
0.3144,NO
1.0558,NO
0.387,NO
0.5495,NO
0.4918,NO
0.6329,NO
0.9835,YES
2.7233,YES
1.8136,YES
2.3737,YES
0.9451,NO
0.8899,YES
0.9051,NO
0.31,NO
0.1438,NO
0.22399999999999998,NO
0.314,NO
0.1436,NO
0.4004,NO
0.2553,NO
0.1409,NO
0.5706,NO
1.3259,YES
0.4085,NO
1.3588,YES
0.258,NO
0.1424,NO
0.0647,NO
0.2518,NO
0.5194,NO
0.2533,NO
0.31,NO
0.1565,NO
0.2819,NO
0.7427,YES
1.6539,YES
1.4531,YES
1.3077,YES
0.4724,NO
0.5221,YES
0.5581,NO
0.5499,NO
0.2515,NO
0.1953,NO
0.3448,NO
0.2047,NO
0.4689,NO
0.4112,NO
0.3994,NO
0.6297,NO
1.8739,YES
0.3587,NO
1.8808,YES
0.2366,NO
0.2633,NO
0.2007,NO
0.4404,NO
0.5651,NO
0.433,NO
0.3236,NO
0.4372,NO
0.3119,NO
0.8172,YES
2.1847,YES
1.4880000000000002,YES
1.8263,YES
0.4614,NO
0.5962,YES
0.3778,NO
0.1697,NO
0.0714,NO
0.1413,NO
0.2937,NO
0.4596,NO
0.7437,NO
0.1993,NO
0.0864,NO
0.7938,NO
1.3058,YES
0.595,NO
1.9523,YES
0.3605,NO
0.3893,NO
0.2045,NO
0.1824,NO
0.7771,NO
0.1375,NO
0.4634,NO
0.1702,NO
0.3994,NO
0.6681,YES
2.062,YES
1.1592,YES
1.8838,YES
0.5595,NO
0.6834,YES
0.3879,NO
0.5596,NO
0.3935,NO
1.3854,YES
0.5625,YES
0.5882,YES
2.9674,YES
0.6408,NO
0.5048,NO
3.5692,YES
0.3432,NO
2.8930000000000002,YES
0.4603,NO
1.0879,NO
0.4805,NO
0.4562,NO
0.4013,NO
0.8052,YES
0.3959,NO
0.8983,YES
0.7046,NO
0.4844,YES
0.3524,NO
0.2996,NO
0.5461,NO
0.3938,NO
2.5219,YES
0.7504,NO
2.5364,YES
0.2,NO
0.1697,NO
1.3259,YES
0.2156,NO
0.1535,NO
1.3771,YES
0.1827,NO
0.1097,NO
2.0621,YES
0.4252,NO
1.5146,YES
0.4419,NO
0.4302,NO
0.3203,NO
0.2648,NO
0.2806,NO
0.2486,NO
0.1667,NO
0.3673,NO
0.1451,NO
0.2637,NO
0.2945,NO
0.4926,NO
0.3767,NO
0.4207,NO
1.9535,YES
0.4823,NO
1.7388,YES
0.35700000000000004,NO
0.0964,NO
