50Traced_NONETRACED_SUM_RAW_LSA_67_MAX,Associated
0.2912,NO
0.0652,NO
0.4823,NO
0.5795,NO
0.3257,NO
0.522,NO
0.1256,NO
0.0679,NO
0.5425,NO
1.4069,YES
0.2641,NO
1.3046,YES
0.3474,NO
0.4913,NO
0.2223,NO
0.1442,NO
0.3604,NO
0.163,NO
0.5351,NO
0.2179,NO
0.2342,NO
1.6515,YES
1.5209,YES
1.1169,YES
1.5124,YES
0.5072,NO
1.7887,YES
0.2278,NO
0.4632,YES
0.3902,YES
0.3362,NO
0.2132,NO
0.2334,NO
0.3395,NO
0.6033,YES
0.2783,YES
0.2776,NO
0.2904,NO
0.2097,NO
0.2488,NO
0.1797,NO
0.3826,NO
0.1551,NO
1.2363,YES
0.2631,NO
1.1936,YES
0.1209,NO
0.4742,YES
0.1774,NO
0.3929,NO
0.2289,NO
0.2031,NO
0.3103,NO
0.4357,NO
0.3055,NO
0.1445,NO
0.5514,NO
0.1751,NO
0.9393,NO
0.7791,NO
0.568,NO
1.0947,NO
0.3414,NO
0.166,NO
1.0934,NO
2.1102,YES
0.5011,NO
2.4116,YES
0.59,NO
0.7797,NO
0.2159,NO
0.2253,NO
0.5723,NO
0.32,NO
0.7581,NO
0.3469,NO
0.311,NO
2.7787,YES
2.8853,YES
2.8992,YES
2.3,YES
0.8383,NO
3.6203,YES
0.3523,NO
1.3563,YES
0.446,YES
0.6577,NO
0.3488,NO
0.4434,NO
0.7389,NO
1.5535,YES
0.5723,YES
1.0263,NO
0.4359,NO
0.56,NO
0.3559,NO
0.4435,NO
0.4976,NO
0.2075,NO
2.0674,YES
0.512,NO
1.5567,YES
0.4961,NO
0.7828,YES
0.4358,NO
0.4994,NO
0.3128,NO
0.3736,NO
0.4795,NO
1.1257,NO
0.5626,NO
0.6071,NO
0.4623,NO
0.0854,NO
0.6497,YES
1.7288,YES
2.059,YES
1.4859,YES
0.7571,NO
0.0736,NO
2.0339,YES
0.5293,NO
0.7861,YES
0.3826,NO
0.7246,NO
0.665,NO
0.3283,NO
0.368,NO
2.1147,YES
0.1427,NO
2.3246,YES
0.1693,NO
1.8362,YES
0.3572,NO
0.5551,NO
0.8824,NO
0.3747,NO
1.7366,YES
0.7865,NO
0.8436,YES
0.6568,NO
0.2577,NO
0.8321,NO
0.4821,NO
0.5885,NO
0.9682,NO
0.4372,NO
0.2623,NO
1.1525,NO
1.3809,YES
0.3954,NO
1.2089,YES
0.3404,NO
0.2805,NO
0.1689,NO
0.3283,NO
0.3626,NO
0.3244,NO
0.6208,NO
0.4187,NO
0.3495,NO
2.0041,YES
1.5953,YES
1.9605,YES
1.7124,YES
0.97,NO
2.3414,YES
0.6655,NO
0.493,NO
0.1907,NO
0.4887,YES
2.7767,YES
2.6985,YES
1.3857,YES
0.6305,NO
0.1169,NO
1.6576,YES
0.7315,NO
0.6447,YES
0.2569,NO
0.5242,NO
0.6108,NO
0.3375,NO
0.3756,NO
2.1091,YES
0.2901,NO
2.7381,YES
0.2809,NO
1.9263,YES
0.425,NO
0.4741,NO
0.8988,NO
0.3407,NO
1.6111,YES
0.8799,NO
0.4593,YES
0.6153,NO
0.0972,NO
0.6107,NO
0.7984,NO
0.5686,NO
0.9233,NO
0.3972,NO
0.1536,NO
0.7602,NO
1.6621,YES
0.2537,NO
1.6269999999999998,YES
0.7089,NO
0.8143,NO
0.2521,NO
0.5128,NO
0.4296,NO
0.4862,NO
0.6972,NO
0.2889,NO
0.3385,NO
2.2934,YES
1.8064,YES
1.8309,YES
2.1587,YES
0.7075,NO
2.5604,YES
0.2744,NO
0.4358,NO
0.1631,NO
0.8704,NO
0.5973,NO
0.3035,NO
1.09,NO
0.4035,NO
0.0967,NO
1.1867,NO
2.3884,YES
0.5889,NO
2.2805,YES
0.4058,NO
0.5126,NO
0.1476,NO
0.2838,NO
0.7276,NO
0.3127,NO
0.7811,NO
0.2294,NO
0.2819,NO
2.5513,YES
3.1399,YES
2.6703,YES
1.6288,YES
1.0985,NO
3.4211,YES
0.4875,NO
0.5204,NO
0.2774,NO
0.9681,NO
0.6624,NO
0.2047,NO
1.105,NO
0.3367,NO
0.2871,NO
1.0029,NO
1.7997,YES
0.52,NO
2.2227,YES
0.5578,NO
0.8636,NO
0.22,NO
0.2242,NO
0.3776,NO
0.3196,NO
0.6941,NO
0.3877,NO
0.14,NO
2.0626,YES
2.5588,YES
2.1452,YES
1.716,YES
0.9552,NO
2.9178,YES
0.3816,NO
0.5528,NO
0.2497,NO
0.5448,NO
0.7114,NO
0.7394,NO
0.7899,NO
0.3669,NO
0.1895,NO
0.6823,NO
1.9985,YES
0.289,NO
1.254,YES
0.3594,NO
0.2407,NO
0.2045,NO
0.4139,NO
0.6688,NO
0.4485,NO
0.8373,NO
0.3764,NO
0.3445,NO
2.6201,YES
2.0814,YES
2.5074,YES
1.7443,YES
0.6155,NO
2.8748,YES
0.2166,NO
0.5117,NO
0.3217,NO
2.2469,YES
0.2862,YES
0.48700000000000004,YES
1.6974,YES
0.6113,NO
0.2659,NO
3.1258,YES
0.4061,NO
1.6605,YES
0.1059,NO
0.491,NO
0.5878,NO
0.1957,NO
0.4365,NO
0.2914,YES
0.3687,NO
0.8153,YES
0.4709,NO
0.4831,YES
0.2702,NO
0.4411,NO
0.4302,NO
0.3383,NO
2.6262,YES
0.5936,NO
2.6343,YES
0.3266,NO
0.1547,NO
1.5565,YES
0.4265,NO
0.3261,NO
1.5569,YES
0.5737,NO
0.1097,NO
2.3484,YES
0.4783,NO
2.1343,YES
0.4014,NO
0.3264,NO
0.4824,NO
0.2648,NO
0.2082,NO
0.4373,NO
0.1603,NO
0.7511,NO
0.2293,NO
0.2953,NO
0.4556,NO
0.6405,NO
0.5411,NO
0.3808,NO
2.5994,YES
0.9396,NO
1.2961,YES
0.5785,NO
0.2702,NO
0.366,YES
1.7151,YES
1.1331,YES
0.7709,YES
0.5923,NO
0.2821,NO
0.7968,YES
0.7761,NO
0.5231,YES
0.5259,NO
0.4128,NO
0.4187,NO
0.2312,NO
0.2859,NO
1.8159,YES
0.2912,NO
1.8397,YES
0.3555,NO
0.8215,YES
0.7408,NO
0.8325,NO
1.2506,NO
0.547,NO
0.9026,YES
1.2284,NO
0.2557,YES
0.2241,NO
0.1867,NO
0.9922,YES
0.3463,NO
0.4137,NO
1.2824,YES
0.2493,NO
0.153,NO
1.943,YES
0.331,NO
0.8905,YES
0.3718,NO
0.3204,NO
0.3586,NO
0.1277,NO
0.1775,NO
0.3003,NO
0.1654,NO
0.7605,NO
0.0902,NO
0.3913,NO
0.2794,NO
0.5435,NO
0.6615,NO
0.3495,NO
1.3698,YES
0.8082,NO
1.5913,YES
0.1644,NO
0.1392,NO
0.3488,YES
0.8411,YES
0.8076,YES
1.1925,YES
0.3196,NO
0.1032,NO
1.2142,YES
0.3668,NO
0.3996,YES
0.0994,NO
0.3168,NO
0.41,NO
0.1828,NO
0.2244,NO
0.7831,YES
0.1726,NO
1.4243,YES
0.1451,NO
0.6168,YES
0.2729,NO
0.2087,NO
0.5336,NO
0.2911,NO
1.2696,YES
0.498,NO
0.3254,YES
1.2357,YES
0.4274,YES
0.3879,NO
0.1718,NO
0.2462,NO
0.2319,NO
1.1684,YES
0.7005,YES
0.3441,NO
0.1193,NO
0.4718,NO
0.1581,NO
0.2131,NO
0.16,NO
0.1446,NO
1.2138,YES
0.2355,NO
0.7587,YES
0.1187,NO
0.7099,YES
0.1708,NO
0.2303,NO
0.0993,NO
0.1807,NO
0.2575,NO
0.5117,NO
0.2445,NO
0.1649,NO
0.2844,NO
0.1775,NO
1.7318,YES
0.2709,YES
0.3603,YES
1.9082,YES
0.5687,NO
0.0887,NO
3.0846,YES
0.4443,NO
2.7537,YES
0.0765,NO
0.3042,NO
0.2372,NO
0.2024,NO
0.1651,NO
0.3782,YES
0.1817,NO
0.8537,YES
0.1905,NO
0.3619,YES
0.3995,NO
0.3376,NO
0.3624,NO
0.3104,NO
3.3169,YES
0.8492,NO
1.949,YES
0.4641,NO
0.382,NO
1.6255,YES
0.3284,YES
0.4675,YES
1.841,YES
0.6795,NO
0.3234,NO
3.2255,YES
0.5937,NO
2.1296,YES
0.4797,NO
0.4914,NO
0.6764,NO
0.2897,NO
0.4363,NO
0.3328,YES
0.4173,NO
0.8667,YES
0.4578,NO
0.4497,YES
0.6492,NO
0.8487,NO
1.0856,NO
0.6775,NO
2.6652,YES
1.4184,NO
2.0869999999999997,YES
0.5639,NO
0.2561,NO
2.3659,YES
0.6646,YES
0.6522,YES
2.0007,YES
0.8131,NO
0.2472,NO
3.5631,YES
0.4079,NO
2.9938,YES
0.1552,NO
0.4369,NO
0.4869,NO
0.2574,NO
0.2319,NO
0.7944,YES
0.2436,NO
1.0317,YES
0.4441,NO
0.5999,YES
0.3075,NO
0.3491,NO
0.3619,NO
0.419,NO
3.9216,YES
0.7532,NO
2.4174,YES
0.4706,NO
0.3079,NO
3.2392,YES
0.8353,YES
0.7564,YES
3.4257,YES
0.7948,NO
0.2123,NO
4.5544,YES
0.6986,NO
3.4343,YES
0.3878,NO
0.6889,NO
0.8427,NO
0.3355,NO
0.3913,NO
1.0504,YES
0.3267,NO
2.2267,YES
0.3341,NO
0.7047,YES
0.5811,NO
0.7521,NO
0.9626,NO
0.4998,NO
4.3889,YES
1.2887,NO
3.1318,YES
0.3792,NO
0.0905,NO
0.3694,YES
1.515,YES
1.8563,YES
1.1224,YES
0.6623,NO
0.0577,NO
1.4265,YES
0.3789,NO
0.5594,YES
0.2409,NO
0.5221,NO
0.6376,NO
0.2811,NO
0.4668,NO
1.9093,YES
0.2484,NO
2.0816,YES
0.1667,NO
1.6932,YES
0.2476,NO
0.3138,NO
0.5538,NO
0.3145,NO
1.3123,YES
0.4168,NO
0.3902,YES
0.3167,NO
0.10300000000000001,NO
0.9957,YES
1.8651,YES
1.9032,YES
1.1502,YES
0.4406,NO
