50Traced_NONETRACED_SUM_RAW_VSM_33_MEDIAN,Associated
0.3782,NO
0.2176,NO
0.2971,NO
0.4956,NO
0.3764,NO
0.1864,NO
0.3553,NO
0.23399999999999999,NO
0.3032,NO
3.1864,YES
0.2874,NO
3.1656,YES
0.3145,NO
0.3991,NO
0.2223,NO
0.5473,NO
0.2634,NO
0.3034,NO
0.3929,NO
0.4416,NO
0.382,NO
1.081,YES
1.8183,YES
1.6441,YES
0.7073,YES
0.2068,NO
2.3269,YES
0.1614,NO
1.6472,YES
1.4502,YES
0.7893,NO
0.2458,NO
0.3214,NO
0.6505,NO
1.6885,YES
1.3884,YES
0.6146,NO
0.4272,NO
0.3404,NO
0.3315,NO
0.4417,NO
0.2972,NO
0.3081,NO
2.1997,YES
0.2512,NO
2.4386,YES
0.1579,NO
2.4555,YES
0.2952,NO
0.1714,NO
0.2866,NO
0.2829,NO
0.1707,NO
0.3788,NO
0.4004,NO
0.5921,NO
0.1962,NO
0.2548,NO
0.6676,NO
0.6973,NO
0.6753,NO
0.5506,NO
0.4049,NO
0.1438,NO
0.5074,NO
3.0361,YES
0.8053,NO
3.003,YES
0.5197,NO
0.7126,NO
0.2136,NO
0.4887,NO
0.606,NO
0.3604,NO
0.7588,NO
0.4103,NO
0.7216,NO
1.7207,YES
1.4473,YES
2.3002,YES
1.4375,YES
0.5706,NO
2.6893,YES
0.6667,NO
0.4033,YES
0.4886,YES
0.8794,NO
0.3163,NO
0.321,NO
0.6515,NO
0.6546,YES
0.2923,YES
0.5927,NO
0.2705,NO
0.4433,NO
0.2197,NO
0.3522,NO
0.3513,NO
0.2075,NO
0.5452,YES
0.3063,NO
0.684,YES
0.1132,NO
0.7309,YES
0.3268,NO
0.1543,NO
0.1866,NO
0.2706,NO
0.1246,NO
0.6035,NO
0.2977,NO
0.7568,NO
0.3463,NO
0.4012,NO
1.2435,YES
2.096,YES
2.3617,YES
0.8476,YES
0.7619,NO
0.1298,NO
0.9412,YES
0.5923,NO
0.8723,YES
0.5104,NO
0.4383,NO
0.444,NO
0.1934,NO
0.5099,NO
2.0442,YES
0.4004,NO
1.2274,YES
