50Traced_NONETRACED_MAX_MULTI_LSA_74_MAX,Associated
0.2262,NO
0.1819,NO
0.2809,NO
0.5644,NO
0.31,NO
0.4162,NO
0.3258,NO
0.1334,NO
0.1898,NO
1.0,YES
0.2887,NO
0.7677,YES
0.2522,NO
0.35200000000000004,NO
0.2223,NO
0.3282,NO
0.36,NO
0.1819,NO
0.2804,NO
0.2179,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
1.0,YES
0.2458,NO
0.9589,YES
1.0,YES
0.3362,NO
0.1652,NO
0.1542,NO
0.2287,NO
1.0,YES
0.7333,YES
0.2113,NO
0.1092,NO
0.2287,NO
0.1058,NO
0.3148,NO
0.301,NO
0.3148,NO
1.0,YES
0.2278,NO
1.0,YES
0.1652,NO
0.6914,YES
0.1542,NO
0.1223,NO
0.2456,NO
0.1597,NO
0.1939,NO
0.2287,NO
0.1778,NO
0.2113,NO
0.2947,NO
0.1534,NO
0.2809,NO
0.5644,NO
0.3753,NO
0.4162,NO
0.3258,NO
0.1316,NO
0.2594,NO
1.0,YES
0.2887,NO
1.0,YES
0.2728,NO
0.35200000000000004,NO
0.2136,NO
0.3282,NO
0.36,NO
0.294,NO
0.3765,NO
0.294,NO
0.3078,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
1.0,YES
0.2866,NO
0.9153,YES
1.0,YES
0.3356,NO
0.2304,NO
0.3559,NO
0.2862,NO
0.5161,YES
1.0,YES
0.2862,NO
0.316,NO
0.1598,NO
0.316,NO
0.3667,NO
0.3667,NO
0.2281,NO
1.0,YES
0.2013,NO
0.904,YES
0.3559,NO
1.0,YES
0.2013,NO
0.1815,NO
0.2187,NO
0.2187,NO
0.316,NO
0.2201,NO
0.2187,NO
0.2862,NO
0.2282,NO
0.2493,NO
0.5033,YES
0.7917,YES
1.0,YES
0.6382,YES
0.344,NO
0.2493,NO
0.5227,YES
0.2975,NO
0.4491,YES
0.2147,NO
0.3877,NO
0.3877,NO
