50Traced_NONETRACED_SUM_MULTI_VSM_55_MAX,Associated
0.5448,NO
0.4834,NO
0.7769,NO
1.1684,NO
1.2905,NO
1.4632,NO
0.747,NO
0.2784,NO
0.9883,NO
2.2373,YES
1.2171,NO
2.5129,YES
1.0516,NO
1.0838,NO
0.5275,NO
0.6632,NO
1.3904,NO
0.8404,NO
1.38,NO
0.3675,NO
1.9051,NO
1.9464,YES
3.0619,YES
2.0034,YES
2.0222,YES
1.4765,NO
2.394,YES
1.3411,NO
2.3115,YES
1.8849,YES
0.8388,NO
0.6735,NO
0.2844,NO
1.2445,NO
2.8946,YES
1.5592,YES
0.9559,NO
0.26,NO
0.9729,NO
0.2479,NO
0.7723,NO
0.9438,NO
0.3235,NO
1.3124,YES
0.7561,NO
2.6072,YES
0.3453,NO
2.3048,YES
0.4423,NO
0.4148,NO
0.528,NO
0.5112,NO
0.2473,NO
1.3304,NO
0.5748,NO
1.1618,NO
1.1637,NO
0.4019,NO
0.6858,NO
1.0807,NO
1.3524,NO
1.7956,NO
0.6567,NO
0.4313,NO
1.294,NO
3.4107,YES
1.1962,NO
3.2584,YES
1.252,NO
1.2524,NO
0.4054,NO
0.6105,NO
1.5031,NO
0.6986,NO
1.5864,NO
0.265,NO
1.4980000000000002,NO
3.116,YES
4.0425,YES
2.7862,YES
3.1846,YES
1.5427,NO
3.5759,YES
1.3084,NO
1.8487,YES
2.1148,YES
0.3356,NO
0.8703,NO
0.563,NO
0.426,NO
2.6852,YES
1.0301,YES
0.5633,NO
0.4029,NO
0.3671,NO
0.3485,NO
0.8561,NO
1.2546,NO
0.4789,NO
1.3818,YES
0.946,NO
2.3341,YES
0.5956,NO
2.32,YES
0.6095,NO
0.4851,NO
0.7586,NO
0.4638,NO
0.4277,NO
0.7584,NO
0.5295,NO
0.6334,NO
1.1582,NO
0.7742,NO
1.5022,YES
3.5156,YES
2.7403,YES
2.4358,YES
1.5629,NO
0.5254,NO
1.9363,YES
0.5901,NO
1.9061,YES
0.8797,NO
1.0622,NO
1.1391,NO
0.4786,NO
0.5801,NO
2.7777,YES
0.7381,NO
2.8243,YES
0.6951,NO
3.9764,YES
0.4514,NO
1.3811,NO
1.4073,NO
0.6975,NO
1.9709999999999999,YES
1.2526,NO
1.8986,YES
1.2218,NO
0.3604,NO
1.3249,NO
1.5415,NO
1.5344,NO
2.4008,NO
0.7045,NO
0.2823,NO
2.0765,NO
3.2978,YES
1.611,NO
3.1846,YES
1.3347,NO
1.023,NO
0.2635,NO
0.6442,NO
1.9357,NO
0.4609,NO
1.6975,NO
0.2019,NO
1.9283,NO
3.105,YES
4.0733,YES
2.92,YES
3.2602,YES
2.0768,NO
3.4733,YES
1.7576,NO
0.6184,NO
0.3964,NO
0.7474,YES
2.4406,YES
2.0214,YES
1.2007,YES
0.8749,NO
0.2092,NO
1.1123,YES
0.4004,NO
0.8816,YES
0.7382,NO
0.5984,NO
0.8674,NO
0.3487,NO
0.3864,NO
1.9752,YES
0.3993,NO
1.831,YES
0.3739,NO
2.8864,YES
0.273,NO
0.9802,NO
0.9081,NO
0.6468,NO
0.9456,YES
0.5414,NO
1.0817,YES
1.6523,NO
0.9388,NO
1.4413,NO
1.3237,NO
1.3769999999999998,NO
2.8059,NO
1.3275,NO
0.5354,NO
2.3507,NO
3.0346,YES
1.7643,NO
2.6789,YES
1.7846,NO
1.4427,NO
0.7492,NO
