50Traced_NONETRACED_MAX_SINGLE_VSM_39_MAX,Associated
0.2201,NO
0.2626,NO
0.6593,NO
0.6139,NO
0.3315,NO
0.6773,NO
0.2626,NO
0.2626,NO
0.444,NO
1.0,YES
0.3591,NO
1.0,YES
0.3391,NO
0.3391,NO
0.3391,NO
0.2626,NO
0.5985,NO
0.2886,NO
0.1949,NO
0.2508,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.3939,NO
0.405,YES
1.0,YES
0.3362,NO
0.3639,NO
0.27899999999999997,NO
0.3639,NO
1.0,YES
1.0,YES
0.2584,NO
0.1056,NO
0.2853,NO
0.1058,NO
0.397,NO
0.397,NO
0.397,NO
1.0,YES
0.2735,NO
1.0,YES
0.3639,NO
0.8571,YES
0.3639,NO
0.1688,NO
0.1354,NO
0.1987,NO
0.1249,NO
0.2853,NO
0.147,NO
0.2584,NO
0.0986,NO
0.21600000000000003,NO
0.3233,NO
0.6139,NO
0.3186,NO
0.3322,NO
0.21600000000000003,NO
0.21600000000000003,NO
0.2357,NO
1.0,YES
0.3451,NO
0.7349,YES
0.205,NO
0.2168,NO
0.2136,NO
0.21600000000000003,NO
0.5752,NO
0.2774,NO
0.3063,NO
0.1851,NO
0.3063,NO
1.0,YES
1.0,YES
0.8737,YES
0.9611,YES
0.2232,NO
0.9611,YES
0.2473,NO
1.0,YES
1.0,YES
0.3731,NO
0.6805,NO
0.5217,NO
0.6805,NO
1.0,YES
1.0,YES
0.3417,NO
0.4136,NO
0.4275,NO
0.601,NO
0.2289,NO
0.2088,NO
0.2075,NO
1.0,YES
0.5115,NO
1.0,YES
0.6805,NO
1.0,YES
0.6805,NO
0.601,NO
0.601,NO
0.601,NO
0.601,NO
0.48100000000000004,NO
0.601,NO
0.3987,NO
0.0788,NO
0.2059,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.257,NO
0.0527,NO
0.5022,YES
0.1733,NO
0.6283,YES
0.166,NO
0.379,NO
0.379,NO
0.379,NO
0.0927,NO
1.0,YES
0.0718,NO
1.0,YES
0.4988,NO
1.0,YES
0.3405,NO
0.457,NO
0.5265,NO
0.1856,NO
0.7068,YES
0.4518,NO
0.5859,YES
0.2719,NO
0.2719,NO
0.6593,NO
0.6139,NO
0.3172,NO
0.6773,NO
0.2719,NO
0.2719,NO
0.444,NO
1.0,YES
0.3573,NO
0.9651,YES
0.2525,NO
0.2525,NO
0.2525,NO
0.2169,NO
0.4176,NO
0.2719,NO
0.4137,NO
0.2719,NO
0.4137,NO
1.0,YES
1.0,YES
1.0,YES
0.9651,YES
0.3573,NO
1.0,YES
0.3939,NO
0.0985,NO
0.2059,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.257,NO
0.0604,NO
0.5022,YES
0.6903,NO
0.6283,YES
0.5875,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.4988,NO
1.0,YES
0.6903,NO
0.6903,NO
0.5875,NO
0.5875,NO
0.7068,YES
0.5875,NO
0.5859,YES
0.2332,NO
0.2148,NO
0.6593,NO
0.6139,NO
0.3315,NO
0.6773,NO
0.2332,NO
0.2332,NO
0.444,NO
1.0,YES
0.4239,NO
1.0,YES
0.3899,NO
0.3765,NO
0.3899,NO
0.2332,NO
0.5985,NO
0.2886,NO
0.1949,NO
0.2508,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4239,NO
1.0,YES
0.3939,NO
0.1341,NO
0.1825,NO
0.6593,NO
0.6139,NO
0.3315,NO
0.6773,NO
0.1963,NO
0.1825,NO
0.444,NO
1.0,YES
0.4095,NO
1.0,YES
0.2134,NO
0.2085,NO
0.1733,NO
0.204,NO
0.5985,NO
0.2886,NO
0.31,NO
0.2508,NO
0.2819,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4095,NO
1.0,YES
0.3939,NO
0.2093,NO
0.1109,NO
0.6593,NO
0.6139,NO
0.3384,NO
0.6773,NO
0.2093,NO
0.2093,NO
0.444,NO
1.0,YES
0.2773,NO
0.8982,YES
0.2729,NO
0.2636,NO
0.2729,NO
0.2093,NO
0.4176,NO
0.2093,NO
0.4413,NO
0.2253,NO
0.4413,NO
1.0,YES
1.0,YES
1.0,YES
0.8982,YES
0.3119,NO
1.0,YES
0.3939,NO
0.1352,NO
0.1352,NO
0.2898,NO
0.6139,NO
0.3335,NO
0.2977,NO
0.1461,NO
0.1352,NO
0.1951,NO
1.0,YES
0.2711,NO
0.7443,YES
0.2846,NO
0.2749,NO
0.2846,NO
0.0966,NO
0.4518,NO
0.2179,NO
0.3335,NO
0.1867,NO
0.2752,NO
1.0,YES
1.0,YES
0.7522,YES
0.755,YES
0.1753,NO
0.755,YES
0.1943,NO
0.1816,NO
0.2698,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.3986,NO
0.1816,NO
1.0,YES
0.7244,NO
1.0,YES
0.196,NO
0.5579,NO
0.441,NO
0.441,NO
0.2557,NO
0.7517,YES
0.1816,NO
1.0,YES
0.4988,NO
1.0,YES
0.7244,NO
0.4261,NO
0.7244,NO
0.3976,NO
1.0,YES
0.7244,NO
1.0,YES
0.1799,NO
0.3233,NO
1.0,YES
0.2646,NO
0.3646,NO
1.0,YES
0.3772,NO
0.134,NO
1.0,YES
0.2219,NO
0.8915,YES
0.1528,NO
0.4424,NO
0.36700000000000005,NO
0.3385,NO
0.1957,NO
0.5205,NO
0.1398,NO
0.6811,NO
0.1451,NO
0.4971,NO
0.2695,NO
0.2628,NO
0.5719,NO
0.3693,NO
1.0,YES
0.4513,NO
1.0,YES
0.0798,NO
0.2716,NO
0.8399,YES
1.0,YES
1.0,YES
0.982,YES
0.3168,NO
0.1125,NO
0.8399,YES
0.5997,NO
0.7488,YES
0.382,NO
0.445,NO
0.4298,NO
0.445,NO
0.1089,NO
0.9773,YES
0.205,NO
1.0,YES
0.4898,NO
1.0,YES
0.7101,NO
0.7101,NO
0.6455,NO
0.7101,NO
0.8399,YES
0.7101,NO
0.8399,YES
0.1636,NO
0.3162,NO
0.7986,YES
0.5126,NO
0.39299999999999996,NO
0.7986,YES
0.3184,NO
0.153,NO
1.0,YES
0.6038,NO
1.0,YES
0.2362,NO
0.5579,NO
0.1751,NO
0.3473,NO
0.2042,NO
0.3853,NO
0.1654,NO
0.6151,NO
0.2557,NO
0.5126,NO
0.6038,NO
0.439,NO
0.6038,NO
0.439,NO
0.7986,YES
0.6038,NO
1.0,YES
0.2091,NO
0.174,NO
0.3613,YES
1.0,YES
0.8689,YES
0.6136,YES
0.2859,NO
0.2091,NO
0.3483,YES
0.1552,NO
0.3855,YES
0.166,NO
0.7871,NO
0.7602,NO
0.7871,NO
0.2091,NO
0.9773,YES
0.2091,NO
1.0,YES
0.3061,NO
0.8689,YES
0.2878,NO
0.3862,NO
0.32299999999999995,NO
0.2207,NO
0.4337,YES
0.3962,NO
0.5177,YES
1.0,YES
1.0,YES
0.3988,NO
0.4952,NO
0.3796,NO
0.4952,NO
1.0,YES
1.0,YES
0.4057,NO
0.0996,NO
0.4057,NO
0.0796,NO
0.5915,NO
0.5915,NO
0.5915,NO
1.0,YES
0.3722,NO
1.0,YES
0.4952,NO
1.0,YES
0.4952,NO
0.1688,NO
0.1843,NO
0.2607,NO
0.1861,NO
0.3988,NO
0.2309,NO
0.4057,NO
0.2216,NO
0.3233,NO
1.0,YES
0.5710000000000001,YES
0.4378,YES
1.0,YES
0.3986,NO
0.134,NO
1.0,YES
0.2266,NO
1.0,YES
0.1444,NO
0.5579,NO
0.5147,NO
0.5147,NO
0.2557,NO
0.5293,YES
0.0775,NO
0.6151,YES
0.2848,NO
0.5710000000000001,YES
0.2695,NO
0.2684,NO
0.6965,NO
0.3693,NO
1.0,YES
0.5796,NO
1.0,YES
0.2339,NO
0.3233,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.3772,NO
0.2339,NO
1.0,YES
0.7974,NO
1.0,YES
0.2157,NO
0.5579,NO
0.36700000000000005,NO
0.3659,NO
0.2339,NO
0.7517,YES
0.2339,NO
1.0,YES
0.4988,NO
1.0,YES
0.7974,NO
0.469,NO
0.7974,NO
0.4377,NO
1.0,YES
0.7974,NO
1.0,YES
0.2216,NO
0.3233,NO
1.0,YES
0.5515,YES
0.4228,YES
1.0,YES
0.3986,NO
0.1622,NO
1.0,YES
0.4412,NO
1.0,YES
0.2811,NO
0.4503,NO
0.36700000000000005,NO
0.2894,NO
0.2557,NO
0.5293,YES
0.1975,NO
0.6709999999999999,YES
0.2751,NO
0.5515,YES
0.5224,NO
0.5224,NO
0.6965,NO
0.5224,NO
1.0,YES
0.5796,NO
1.0,YES
0.1943,NO
0.3162,NO
1.0,YES
0.5693,YES
0.4365,YES
1.0,YES
0.3986,NO
0.1005,NO
1.0,YES
0.2242,NO
1.0,YES
0.1429,NO
0.5579,NO
0.2754,NO
0.3473,NO
0.2557,NO
0.4641,YES
0.1016,NO
0.6151,YES
0.284,NO
0.5693,YES
0.2655,NO
0.2655,NO
0.6965,NO
0.2771,NO
1.0,YES
0.5796,NO
1.0,YES
0.1151,NO
0.1923,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.257,NO
0.1483,NO
0.5022,YES
0.3272,NO
0.6283,YES
0.4755,NO
0.4875,NO
0.4875,NO
0.4875,NO
0.1698,NO
0.9773,YES
0.1648,NO
1.0,YES
0.4988,NO
1.0,YES
0.4755,NO
0.4755,NO
0.5265,NO
0.4755,NO
0.7068,YES
0.4755,NO
0.5859,YES
0.1201,NO
0.2059,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.2033,NO
0.1131,NO
0.505,YES
0.1836,NO
0.6283,YES
0.1607,NO
0.1448,NO
0.1873,NO
0.1461,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.4988,NO
1.0,YES
0.3405,NO
0.457,NO
0.5265,NO
0.1865,NO
0.7068,YES
0.4518,NO
0.5859,YES
0.08900000000000001,NO
0.243,NO
0.3139,NO
0.3451,NO
0.2645,NO
0.4172,NO
0.3632,NO
0.243,NO
0.4344,NO
0.2115,NO
0.4344,NO
0.3073,NO
1.0,YES
1.0,YES
1.0,YES
0.243,NO
0.4823,NO
0.243,NO
0.3451,NO
0.3802,NO
0.3451,NO
0.3073,NO
0.3073,NO
0.3073,NO
0.3146,NO
0.2858,NO
0.3073,NO
0.6577,NO
1.0,YES
1.0,YES
0.2752,NO
0.2269,NO
0.1739,NO
0.2269,NO
1.0,YES
1.0,YES
0.1219,NO
0.1519,NO
0.2116,NO
0.1784,NO
0.1661,NO
0.1504,NO
0.1562,NO
1.0,YES
0.1847,NO
1.0,YES
0.2269,NO
1.0,YES
0.2269,NO
0.1688,NO
0.0844,NO
0.1474,NO
0.0948,NO
0.2116,NO
0.0878,NO
0.1329,NO
0.0788,NO
0.2059,NO
0.5483,YES
1.0,YES
1.0,YES
1.0,YES
0.2382,NO
0.0554,NO
0.5022,YES
0.1439,NO
0.6283,YES
0.1607,NO
0.369,NO
0.3563,NO
0.369,NO
0.0927,NO
1.0,YES
0.0665,NO
1.0,YES
0.4988,NO
1.0,YES
0.3405,NO
0.457,NO
0.5265,NO
0.1856,NO
0.7068,YES
0.3739,NO
0.5859,YES
1.0,YES
1.0,YES
0.3473,NO
0.3075,NO
0.2357,NO
0.3139,NO
1.0,YES
1.0,YES
0.2094,NO
0.2094,NO
0.33399999999999996,NO
0.1058,NO
0.3489,NO
0.337,NO
0.3489,NO
1.0,YES
0.2311,NO
1.0,YES
0.3075,NO
1.0,YES
0.3075,NO
0.2094,NO
0.1844,NO
0.2094,NO
0.1149,NO
0.33399999999999996,NO
0.2094,NO
0.2295,NO
0.2831,NO
0.2831,NO
0.6593,NO
0.3471,NO
0.2874,NO
0.6773,NO
0.2831,NO
0.2831,NO
0.444,NO
1.0,YES
0.2166,NO
1.0,YES
0.24100000000000002,NO
0.263,NO
0.2504,NO
0.1414,NO
0.3611,NO
0.2831,NO
0.3471,NO
0.2831,NO
0.2089,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1787,NO
1.0,YES
0.3939,NO
1.0,YES
1.0,YES
