50Traced_NONETRACED_RFSMOTE_SINGLE_VSM_90_SUM,Associated
0.04260852170434087,NO
0.03694072147762885,NO
0.0697472827898913,NO
0.13776088551043542,NO
0.038207641528305664,NO
0.05387744215509768,NO
0.03273988130959525,NO
0.03874108154964326,NO
0.10608788424351535,NO
0.8248983129959325,YES
0.03454024138160965,NO
0.2188437687537507,YES
0.15529772621190902,NO
0.1422284456891378,NO
0.14169500566780022,NO
0.0696139227845569,NO
0.04054144162165766,NO
0.0674134826965393,NO
0.04327532173101287,NO
0.13876108555044342,NO
0.0699473227978929,NO
0.7122091084883643,YES
0.7138761085550442,YES
0.7714876308595052,YES
0.8202973928118956,YES
0.09835300393412014,NO
0.04120824164832966,YES
0.0738147629525905,NO
0.7317463492698538,YES
0.8232313129292524,YES
0.2176435287057411,NO
0.09875308395012335,NO
0.0700140028005601,NO
0.0676135227045409,NO
0.9234513569380542,YES
0.7240781489631258,YES
0.08441688337667531,NO
0.06387944255517769,NO
0.05887844235513769,NO
0.06401280256051209,NO
0.11328932453157296,NO
0.09521904380876174,NO
0.09688604387544174,NO
0.8477028739081148,YES
0.04454224178168967,NO
0.7353470694138827,YES
0.016203240648129624,NO
0.8869107154764286,YES
0.020937520837500834,NO
0.07428152297126091,NO
0.044742281789691266,NO
0.0758151630326065,NO
0.046942721877708864,NO
0.12035740481429616,NO
0.0680802827232113,NO
0.06067880242715209,NO
0.052543842101753675,NO
0.09575248383009935,NO
0.08221644328865771,NO
0.18450356738014265,NO
0.09428552377142094,NO
0.10455424418216976,NO
0.09115156364606253,NO
0.027405481096219243,NO
0.139294525571781,NO
0.2984596919383876,YES
0.10035340401413614,NO
0.1278255651130226,YES
0.13015936520637458,NO
0.13802760552110419,NO
0.1358938454357538,NO
0.12142428485697138,NO
0.09568580382743214,NO
0.07801560312062411,NO
0.12329132493165298,NO
0.11048876441955055,NO
0.14029472561178902,NO
0.29119157164766285,YES
0.27698873107954924,YES
0.23704740948189637,YES
0.7783556711342268,YES
0.10408748416349935,NO
0.78875775155031,YES
0.07688204307528171,NO
0.7471494298859772,YES
0.7812229112489164,YES
0.21724344868973794,NO
0.10428752417150094,NO
0.09395212375808494,NO
0.08955124358204973,NO
0.8893111955724479,YES
0.7431486297259452,YES
0.10888844435553777,NO
0.056944722277788885,NO
0.08441688337667531,NO
0.05261052210442088,NO
0.1460958858438354,NO
0.1326932053077282,NO
0.13182636527305458,NO
0.7884910315396412,YES
0.05527772221110889,NO
0.7150096686003867,YES
0.014202840568113623,NO
0.8657064746282589,YES
0.02053744082149763,NO
0.07688204307528171,NO
0.05414416216576648,NO
0.0721477628859105,NO
0.06367940254717609,NO
0.1402280456091218,NO
0.08355004334200172,NO
0.08201640328065611,NO
0.04174168166966727,NO
0.009735280389411217,NO
0.08708408348336333,YES
0.21671000866840032,YES
0.18930452757218108,YES
0.7556177902247115,YES
0.048543041941721675,NO
0.002133760085350405,NO
0.1336934053477362,YES
0.08648396345935853,NO
0.7486163899446555,YES
0.08968460358738414,NO
0.1378275655131026,NO
0.12242448489697938,NO
0.12242448489697938,NO
0.03160632126425285,NO
0.14802960592118422,YES
0.030539441221577646,NO
0.23411348936453955,YES
0.08795092351803692,NO
0.16349936653997466,YES
0.028272321130892848,NO
0.03860772154430886,NO
0.08941788357671533,NO
0.02640528105621124,NO
0.7746215909848635,YES
0.05774488230979529,NO
0.7498166299926652,YES
0.09641928385677134,NO
0.04227512169100486,NO
0.1251583650063346,NO
0.16563312662532503,NO
0.12529172501166896,NO
0.10688804427552176,NO
0.10575448423017934,NO
0.0751483630059345,NO
0.09068480362739213,NO
0.9288524371540974,YES
0.09861972394478895,NO
0.18710408748416346,YES
0.12595852503834098,NO
0.11055544442221776,NO
0.10608788424351535,NO
0.02947256117890245,NO
0.09141828365673134,NO
0.029939321197572845,NO
0.0656131226245249,NO
0.1280922851236914,NO
0.07968260318730411,NO
0.25331733013269314,YES
0.23431352937254116,YES
0.8463692738547709,YES
0.18643728745749147,YES
0.1418950456758018,NO
0.11035540441421617,YES
0.058745082349803295,NO
0.05914516236580649,NO
0.04507568180302727,NO
0.06474628258985128,YES
0.23664732946589317,YES
0.16223244648929783,YES
0.08221644328865771,YES
0.052477162099086476,NO
0.033740081349603254,NO
0.1313596052543842,YES
0.16670000666800022,NO
0.06414616256584649,YES
0.09075148363005933,NO
0.143628725745149,NO
0.16489964659598583,NO
0.15183036607321462,NO
0.09035140361405614,NO
0.1431619657264786,YES
0.08748416349936651,NO
0.16836700673468022,YES
0.08815096352603852,NO
0.16383276655331064,YES
0.1300926852037074,NO
0.1405614456224578,NO
0.1420284056811362,NO
0.0622791224911649,NO
0.09088484363539373,YES
0.0678802427152097,NO
0.7486830699473227,YES
0.08781756351270252,NO
0.04314196172567846,NO
0.15223044608921782,NO
0.12015736480629458,NO
0.09661932386477294,NO
0.12662532506501298,NO
0.10368740414749615,NO
0.09588584383543373,NO
0.12675868507034738,NO
0.7928919117156764,YES
0.12982596519303857,NO
0.823431352937254,YES
0.16143228645729144,NO
0.1292258451690338,NO
0.12902580516103218,NO
0.029005801160232048,NO
0.06347936253917448,NO
0.030806161232246443,NO
0.06768020270720809,NO
0.1438954457558178,NO
0.05941188237647529,NO
0.7855571114222843,YES
0.7566179902647195,YES
0.7870240714809628,YES
0.8675068347002732,YES
0.15383076615323063,NO
0.10395412415816493,YES
0.08221644328865771,NO
0.05674468226978729,NO
0.08274988330999532,NO
0.1428285657131426,NO
0.124624924984997,NO
0.08921784356871373,NO
0.1320930852837234,NO
0.08274988330999532,NO
0.05794492231779689,NO
0.1400280056011202,NO
0.22204440888177632,YES
0.14976328599053143,NO
0.10922184436887376,YES
0.08221644328865771,NO
0.04247516169900646,NO
0.03660732146429285,NO
0.1294925651797026,NO
0.08194972327798893,NO
0.10382076415283055,NO
0.2001733680069347,NO
0.08074948322997931,NO
0.18143628725745145,NO
0.2629859305194372,YES
0.21324264852970592,YES
0.32293125291725006,YES
0.7791558311662331,YES
0.12215776488631058,NO
0.8385010335400414,YES
0.10855504434220176,NO
0.08941788357671533,NO
0.044742281789691266,NO
0.12369140494765618,NO
0.149629925985197,NO
0.12995932519837297,NO
0.11502300460092016,NO
0.10575448423017934,NO
0.0737480829499233,NO
0.11022204440888177,NO
0.23211308928452354,YES
0.11535640461425616,NO
0.1323598052943922,YES
0.143628725745149,NO
0.1295592451823698,NO
0.12729212509168497,NO
0.026672001066880037,NO
0.08781756351270252,NO
0.02780556111222244,NO
0.07394812295792491,NO
0.120957524838301,NO
0.08681736347269453,NO
0.2627192105087684,YES
0.22644528905781153,YES
0.18010268720410746,YES
0.17183436687337467,YES
0.1405614456224578,NO
0.7938254317530171,YES
0.0713476028539041,NO
0.04194172167766887,NO
