50Traced_NONETRACED_MAX_MULTI_VSM_67_MEDIAN,Associated
0.0737,NO
0.1493,NO
0.2809,NO
0.2804,NO
0.2804,NO
0.2524,NO
0.3056,NO
0.1133,NO
0.1689,NO
1.0,YES
0.2887,NO
0.5949,YES
0.2427,NO
0.3673,NO
0.2223,NO
0.1944,NO
0.2804,NO
0.1109,NO
0.1542,NO
0.2179,NO
0.2804,NO
1.0,YES
0.9096,YES
1.0,YES
1.0,YES
0.314,NO
1.0,YES
0.2458,NO
0.9589,YES
1.0,YES
0.3362,NO
0.1781,NO
0.1542,NO
0.2287,NO
1.0,YES
1.0,YES
0.2287,NO
0.1683,NO
0.2287,NO
0.1443,NO
0.2318,NO
0.3144,NO
0.1872,NO
0.5717,YES
0.1542,NO
0.8716,YES
0.1263,NO
1.0,YES
0.1542,NO
0.1223,NO
0.1585,NO
0.1388,NO
0.126,NO
0.2069,NO
0.2425,NO
0.2113,NO
0.1011,NO
0.294,NO
0.3753,NO
0.3765,NO
0.3765,NO
0.6333,NO
0.4164,NO
0.0958,NO
0.4753,NO
1.0,YES
0.4964,NO
0.4529,YES
0.21,NO
0.3824,NO
0.2136,NO
0.2431,NO
0.3765,NO
0.1542,NO
0.3844,NO
0.294,NO
0.3765,NO
1.0,YES
1.0,YES
0.965,YES
1.0,YES
0.303,NO
1.0,YES
0.3753,NO
0.9153,YES
1.0,YES
0.3356,NO
0.1662,NO
0.2013,NO
0.2528,NO
0.5161,YES
1.0,YES
0.2528,NO
0.2187,NO
0.2528,NO
0.1189,NO
0.2824,NO
0.3082,NO
0.2281,NO
0.4268,YES
0.2013,NO
1.0,YES
0.2013,NO
0.5838,YES
0.2013,NO
0.1815,NO
0.2187,NO
0.1414,NO
0.2187,NO
0.2862,NO
0.2187,NO
0.2862,NO
0.2556,NO
0.2493,NO
1.0,YES
1.0,YES
0.7917,YES
0.6382,YES
0.344,NO
0.2493,NO
1.0,YES
0.3027,NO
0.4491,YES
0.1577,NO
0.3553,NO
0.3553,NO
0.3553,NO
0.1567,NO
0.7917,YES
0.2493,NO
1.0,YES
0.304,NO
0.7917,YES
0.254,NO
0.462,NO
0.4856,NO
0.1412,NO
0.5820000000000001,YES
0.4444,NO
1.0,YES
0.3049,NO
0.3331,NO
0.4528,NO
0.4528,NO
0.3613,NO
0.6333,NO
0.4164,NO
0.3331,NO
0.4753,NO
1.0,YES
0.4964,NO
0.5465,YES
0.1987,NO
0.3824,NO
0.1689,NO
0.2249,NO
0.3613,NO
0.3331,NO
0.4528,NO
0.2866,NO
0.3613,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4052,NO
1.0,YES
0.4528,NO
0.1741,NO
0.1676,NO
0.5253,YES
1.0,YES
1.0,YES
0.3353,YES
0.1807,NO
0.0727,NO
0.5253,YES
0.2598,NO
0.2359,YES
0.2022,NO
0.2568,NO
0.3376,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1676,NO
1.0,YES
0.2183,NO
0.5347,NO
0.2551,NO
0.1032,NO
0.3057,YES
0.2509,NO
0.5253,YES
0.2969,NO
0.3096,NO
0.3877,NO
0.2489,NO
0.31,NO
0.3327,NO
0.3258,NO
0.3096,NO
0.3877,NO
1.0,YES
0.2887,NO
0.4525,YES
0.3323,NO
0.35200000000000004,NO
0.2685,NO
0.1596,NO
0.2489,NO
0.2699,NO
0.2489,NO
