50Traced_NONETRACED_SUM_SINGLE_VSM_26_MAX,Associated
0.4715,NO
0.4119,NO
0.4419,NO
0.7797,NO
0.2126,NO
0.3665,NO
0.2563,NO
0.3415,NO
0.4386,NO
1.4145,YES
0.2939,NO
1.9434,YES
0.5187,NO
0.6356,NO
0.4579,NO
0.4725,NO
0.561,NO
0.3859,NO
0.4052,NO
0.3438,NO
0.4387,NO
1.3605,YES
1.7724,YES
1.8219999999999998,YES
1.8027,YES
0.4541,NO
0.9936,YES
0.4553,NO
0.9909,YES
1.5607,YES
1.3838,NO
0.4114,NO
0.4429,NO
0.9491,NO
1.6092,YES
1.8051,YES
0.9474,NO
0.318,NO
0.7879999999999999,NO
0.5064,NO
0.1797,NO
0.2332,NO
0.1592,NO
1.6114,YES
0.6195,NO
1.8286,YES
0.6579999999999999,NO
1.6349,YES
0.4339,NO
0.7175,NO
0.6719,NO
0.5879,NO
0.7127,NO
1.0085,NO
0.7391,NO
0.764,NO
0.2584,NO
0.5209,NO
1.0639,NO
1.1741,NO
0.5858,NO
0.7914,NO
0.3875,NO
0.1255,NO
1.3372,NO
2.7357,YES
0.9239,NO
3.8047,YES
0.5535,NO
0.3449,NO
0.3052,NO
0.4884,NO
1.8604,NO
0.1395,NO
0.9284,NO
0.1755,NO
1.4343,NO
2.9943,YES
3.3169999999999997,YES
3.699,YES
3.2584,YES
1.4214,NO
2.7883,YES
0.6096,NO
2.3083,YES
2.3207,YES
2.1071,NO
1.6124,NO
0.8952,NO
1.896,NO
2.3947,YES
2.7803,YES
2.2591,NO
1.1388,NO
1.5533,NO
1.8923,NO
1.82,NO
1.9178,NO
1.845,NO
2.2043,YES
1.5749,NO
2.7156,YES
1.3482,NO
2.8651,YES
1.0084,NO
1.5111,NO
1.8547,NO
1.8875,NO
1.9372,NO
1.7448,NO
1.3576,NO
2.2939,NO
0.5345,NO
0.5077,NO
1.5747,YES
4.2694,YES
4.1007,YES
2.4307,YES
0.7657,NO
0.1513,NO
2.3886,YES
0.4663,NO
2.2386,YES
0.9012,NO
1.1686,NO
1.2625,NO
1.3423,NO
0.3077,NO
4.5183,YES
0.2194,NO
4.6389,YES
0.7390000000000001,NO
3.3986,YES
0.3913,NO
0.8645,NO
0.4649,NO
0.4984,NO
2.6665,YES
0.5176,NO
1.9861,YES
0.7623,NO
0.9338,NO
0.8594,NO
1.6769999999999998,NO
0.9056,NO
0.7959,NO
0.9269,NO
0.7716,NO
1.1362,NO
2.841,YES
0.9125,NO
3.8101,YES
0.6347,NO
0.5901,NO
0.4103,NO
1.0148,NO
2.0132,NO
0.8217,NO
0.9006,NO
1.0375,NO
1.3242,NO
3.0107,YES
3.5347,YES
3.6908,YES
3.1348,YES
1.2661,NO
2.5879,YES
0.7337,NO
0.39899999999999997,NO
0.6003,NO
0.8029999999999999,YES
3.6539,YES
3.4221,YES
1.2334,YES
0.5447,NO
0.265,NO
1.1766,YES
0.8045,NO
1.0454,YES
1.295,NO
0.3357,NO
0.5531,NO
0.5282,NO
0.3772,NO
3.6746,YES
0.3645,NO
3.8163,YES
0.6791,NO
2.7715,YES
0.5720000000000001,NO
1.3365,NO
0.8051,NO
1.0152,NO
1.6321,YES
0.3747,NO
0.8361,YES
0.8542,NO
0.8727,NO
1.3113,NO
1.2729,NO
0.8526,NO
1.2002,NO
1.0598,NO
0.7913,NO
1.7752,NO
2.4915,YES
1.3812,NO
3.7184,YES
0.8841,NO
0.7688,NO
0.613,NO
0.9899,NO
1.8781,NO
0.7340000000000001,NO
0.8782,NO
1.1651,NO
1.2964,NO
2.6807,YES
3.1992,YES
3.6718,YES
2.9745,YES
1.7208,NO
2.4523,YES
1.1966,NO
0.2871,NO
0.6534,NO
1.446,NO
1.7138,NO
1.0862,NO
1.7218,NO
0.5129,NO
0.1248,NO
1.9997,NO
2.623,YES
1.8036,NO
3.522,YES
0.5774,NO
0.4032,NO
0.2211,NO
0.4512,NO
2.5703,NO
0.209,NO
1.4792,NO
0.3572,NO
1.9993,NO
2.7304,YES
3.1672,YES
3.5535,YES
2.9283,YES
2.1288,NO
2.5358,YES
1.2743,NO
0.6694,NO
0.6198,NO
1.1671,NO
1.3609,NO
0.519,NO
1.0792,NO
0.5307,NO
0.4864,NO
1.2632,NO
2.5879,YES
0.9222,NO
3.3867,YES
0.579,NO
0.6833,NO
0.4971,NO
0.6748,NO
1.5132,NO
0.4743,NO
0.8649,NO
0.4348,NO
0.9975,NO
2.6126,YES
3.0257,YES
3.3298,YES
3.1461,YES
1.3731,NO
2.3575,YES
0.8925,NO
0.4424,NO
0.3634,NO
0.8793,NO
1.227,NO
0.4751,NO
0.48,NO
0.3754,NO
0.2455,NO
1.0505,NO
2.605,YES
0.5211,NO
3.6129,YES
0.7383,NO
0.7309,NO
0.5843,NO
0.4987,NO
1.7007,NO
0.1885,NO
0.7772,NO
0.28600000000000003,NO
1.1821,NO
2.8129,YES
3.037,YES
3.5266,YES
3.197,YES
0.982,NO
2.747,YES
0.5501,NO
1.2171,NO
1.1201,NO
5.037,YES
1.5212,YES
1.7507,YES
5.9418,YES
1.6977,NO
0.794,NO
5.5748,YES
0.5112,NO
5.5586,YES
1.3351,NO
1.6283,NO
1.673,NO
1.4742,NO
0.8186,NO
2.1557,YES
0.8781,NO
2.1896,YES
1.1995,NO
1.9675,YES
1.01,NO
1.239,NO
1.587,NO
1.2052,NO
5.6688,YES
2.1885,NO
5.2482,YES
0.6194,NO
0.5746,NO
2.9217,YES
1.3746,NO
1.2951,NO
3.5935,YES
0.9791,NO
0.2802,NO
3.5413,YES
0.3659,NO
3.2771,YES
1.0204,NO
1.3606,NO
1.6831,NO
1.237,NO
0.3855,NO
2.2181,NO
0.3961,NO
1.7301,NO
0.6251,NO
1.8563,NO
0.6183,NO
1.0639,NO
1.0985,NO
0.9563,NO
3.181,YES
1.2512,NO
3.5734,YES
1.0115,NO
0.8925,NO
2.7806,YES
4.3847,YES
3.8899,YES
3.2289999999999996,YES
1.1943,NO
0.4747,NO
3.234,YES
2.2185,NO
3.0210000000000004,YES
3.1167,NO
1.3196,NO
2.0069,NO
1.4628,NO
0.8499,NO
5.7112,YES
0.6774,NO
4.5563,YES
1.0054,NO
4.1976,YES
2.4087,NO
2.7534,NO
2.8081,NO
2.5848,NO
3.4722,YES
2.9422,NO
2.8966,YES
