50Traced_NONETRACED_MAX_RAW_VSM_56_MEDIAN,Associated
0.1686,NO
0.1687,NO
0.2688,NO
0.2164,NO
0.1494,NO
0.1986,NO
0.1488,NO
0.1687,NO
0.2252,NO
1.0,YES
0.2347,NO
0.33799999999999997,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1687,NO
0.1906,NO
0.1687,NO
0.1843,NO
0.2179,NO
0.2083,NO
1.0,YES
1.0,YES
0.3819,YES
1.0,YES
0.1573,NO
1.0,YES
0.1576,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1344,NO
0.1778,NO
1.0,YES
1.0,YES
0.1364,NO
0.1056,NO
0.0981,NO
0.1058,NO
0.1797,NO
0.1835,NO
0.1835,NO
1.0,YES
0.1088,NO
1.0,YES
0.1344,NO
0.3399,YES
0.0583,NO
0.1212,NO
0.1156,NO
0.1235,NO
0.1156,NO
0.1903,NO
0.1119,NO
0.1008,NO
0.1495,NO
0.1534,NO
0.1694,NO
0.2865,NO
0.2143,NO
0.1666,NO
0.1465,NO
0.092,NO
0.2187,NO
0.5081,YES
0.1694,NO
0.2015,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.2143,NO
0.1268,NO
0.1947,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
0.3653,YES
1.0,YES
0.1659,NO
0.5081,YES
0.1694,NO
0.188,YES
0.284,YES
0.3356,NO
0.1662,NO
0.1507,NO
0.1441,NO
0.3435,YES
0.284,YES
0.1731,NO
0.0952,NO
0.1501,NO
0.0887,NO
0.2289,NO
0.2183,NO
0.2183,NO
0.284,YES
0.1216,NO
0.284,YES
0.0351,NO
0.3081,YES
0.0406,NO
0.1251,NO
0.091,NO
0.11800000000000001,NO
0.1053,NO
0.2201,NO
0.1351,NO
0.1501,NO
0.1508,NO
0.1508,NO
0.3354,YES
0.3672,YES
1.0,YES
0.2372,YES
0.1508,NO
0.1508,NO
0.3354,YES
0.183,NO
0.3354,YES
0.1443,NO
0.2199,NO
0.2037,NO
0.2199,NO
0.1508,NO
1.0,YES
0.063,NO
0.4216,YES
0.1417,NO
0.3659,YES
0.0522,NO
0.1531,NO
0.1488,NO
0.0494,NO
0.3354,YES
0.1242,NO
0.1343,YES
0.1686,NO
0.1621,NO
0.2688,NO
0.2582,NO
0.1977,NO
0.2286,NO
0.1684,NO
0.1621,NO
0.2252,NO
1.0,YES
0.2347,NO
0.2904,YES
0.1987,NO
0.1834,NO
0.1844,NO
0.1621,NO
0.1906,NO
0.1621,NO
0.1843,NO
0.2019,NO
0.2083,NO
1.0,YES
1.0,YES
0.3819,YES
1.0,YES
0.2286,NO
1.0,YES
0.1576,NO
0.1468,NO
0.11,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.1661,NO
0.11,NO
1.0,YES
0.2598,NO
1.0,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1481,NO
1.0,YES
0.2049,NO
0.2564,NO
0.2228,NO
0.1116,NO
1.0,YES
0.2564,NO
0.2078,YES
0.1809,NO
0.1755,NO
0.2688,NO
0.1926,NO
0.1547,NO
0.1997,NO
0.1809,NO
0.1809,NO
0.2252,NO
1.0,YES
0.2347,NO
0.27899999999999997,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.1755,NO
0.1906,NO
0.1809,NO
0.1843,NO
0.2256,NO
0.2083,NO
0.3196,YES
1.0,YES
0.3819,YES
0.3108,YES
0.2405,NO
1.0,YES
0.2199,NO
0.1686,NO
0.1339,NO
0.2688,NO
0.2338,NO
0.1494,NO
0.2079,NO
0.1488,NO
0.1197,NO
0.2252,NO
1.0,YES
0.2347,NO
0.27899999999999997,YES
0.151,NO
0.1834,NO
0.0797,NO
0.204,NO
0.1906,NO
0.1655,NO
0.31,NO
0.1309,NO
0.2819,NO
1.0,YES
1.0,YES
0.4941,YES
1.0,YES
0.193,NO
1.0,YES
0.2133,NO
0.1796,NO
0.1479,NO
0.1953,NO
0.2342,NO
0.2174,NO
0.1986,NO
0.1796,NO
0.1796,NO
0.1751,NO
1.0,YES
0.1828,NO
0.27899999999999997,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.1479,NO
0.2174,NO
0.1796,NO
0.1608,NO
0.1912,NO
0.2083,NO
1.0,YES
1.0,YES
0.3527,YES
1.0,YES
0.2206,NO
1.0,YES
0.1168,NO
0.1686,NO
0.0714,NO
0.2688,NO
0.2886,NO
0.2184,NO
0.1986,NO
0.1488,NO
0.0647,NO
0.2252,NO
1.0,YES
0.2347,NO
0.27899999999999997,YES
0.2118,NO
0.2048,NO
0.2045,NO
0.0849,NO
0.2184,NO
0.0824,NO
0.2085,NO
0.1702,NO
0.2085,NO
1.0,YES
1.0,YES
0.3819,YES
1.0,YES
0.2085,NO
1.0,YES
0.1576,NO
0.153,NO
0.1494,NO
1.0,YES
0.27899999999999997,YES
0.1347,YES
0.3533,YES
0.2237,NO
0.153,NO
0.4286,YES
0.0974,NO
0.344,YES
0.1059,NO
0.2131,NO
0.1834,NO
0.1834,NO
0.1494,NO
0.27899999999999997,YES
0.153,NO
0.27899999999999997,YES
0.2129,NO
0.27899999999999997,YES
0.1271,NO
0.2938,NO
0.3025,NO
0.12,NO
1.0,YES
0.2516,NO
0.344,YES
0.1799,NO
0.1547,NO
1.0,YES
0.3456,NO
0.1535,NO
0.4159,YES
0.1827,NO
0.1097,NO
0.5448,YES
0.191,NO
1.0,YES
0.1528,NO
0.3264,NO
0.3203,NO
0.2648,NO
0.171,NO
0.21899999999999997,NO
0.1398,NO
0.3673,NO
0.1451,NO
0.3456,NO
0.1991,NO
0.2742,NO
0.3767,NO
0.1917,NO
0.3794,YES
0.3359,NO
1.0,YES
0.1768,NO
0.0475,NO
0.3605,YES
1.0,YES
0.3292,YES
0.3141,YES
0.1768,NO
0.1768,NO
0.3605,YES
0.3002,NO
0.3605,YES
0.1095,NO
0.2585,NO
0.2414,NO
0.2585,NO
0.0456,NO
0.3605,YES
0.1768,NO
0.3695,YES
0.1224,NO
1.0,YES
0.2397,NO
0.3374,NO
0.2935,NO
0.1155,NO
0.3605,YES
0.3002,NO
0.3333,YES
0.1636,NO
0.1646,NO
1.0,YES
0.3036,NO
0.1649,NO
1.0,YES
0.1681,NO
0.153,NO
1.0,YES
0.2147,NO
1.0,YES
0.1456,NO
0.2516,NO
0.1542,NO
0.1277,NO
0.1775,NO
0.2106,NO
0.1654,NO
0.3557,NO
0.0902,NO
0.3036,NO
0.2218,NO
0.2848,NO
0.3901,NO
0.21600000000000003,NO
0.402,YES
0.3584,NO
1.0,YES
0.1328,NO
0.0603,NO
0.1997,YES
1.0,YES
1.0,YES
0.2373,YES
0.1306,NO
0.0303,NO
0.2212,YES
0.183,NO
0.1972,YES
0.0994,NO
0.171,NO
0.1733,NO
0.1785,NO
0.0632,NO
1.0,YES
0.0864,NO
0.3695,YES
0.1347,NO
1.0,YES
0.1005,NO
0.1027,NO
0.1488,NO
0.0948,NO
0.1484,YES
0.1242,NO
0.1059,YES
1.0,YES
1.0,YES
0.3634,NO
0.1548,NO
0.1459,NO
0.1636,NO
1.0,YES
1.0,YES
0.1404,NO
0.0767,NO
0.1517,NO
0.067,NO
0.2274,NO
0.2374,NO
0.2374,NO
1.0,YES
0.1138,NO
1.0,YES
0.11,NO
0.2985,YES
0.0922,NO
0.1398,NO
0.149,NO
0.1259,NO
0.1398,NO
0.2177,NO
0.15,NO
0.0996,NO
0.1468,NO
0.079,NO
1.0,YES
1.0,YES
0.2628,YES
1.0,YES
0.1924,NO
0.071,NO
1.0,YES
0.1763,NO
1.0,YES
0.0765,NO
0.3042,NO
0.23600000000000002,NO
0.23600000000000002,NO
0.0973,NO
1.0,YES
0.0908,NO
1.0,YES
0.1499,NO
1.0,YES
0.1353,NO
0.1763,NO
0.3023,NO
0.1177,NO
1.0,YES
0.2714,NO
0.4778,YES
0.1931,NO
0.1467,NO
1.0,YES
0.3451,YES
0.2007,YES
1.0,YES
0.2192,NO
0.1931,NO
1.0,YES
0.2145,NO
1.0,YES
0.1088,NO
0.2516,NO
0.1763,NO
0.1744,NO
0.1467,NO
0.3451,YES
0.1931,NO
0.3451,YES
0.1968,NO
0.3451,YES
0.2672,NO
0.3049,NO
0.3004,NO
0.2672,NO
1.0,YES
0.2714,NO
1.0,YES
0.1523,NO
0.1099,NO
1.0,YES
0.2879,YES
0.1996,YES
1.0,YES
0.22699999999999998,NO
0.1622,NO
1.0,YES
0.2419,NO
1.0,YES
0.1022,NO
0.2516,NO
0.0862,NO
0.1325,NO
0.2034,NO
0.2509,YES
0.1975,NO
0.3422,YES
0.1773,NO
0.2879,YES
0.1754,NO
0.2419,NO
0.3619,NO
0.1715,NO
0.3452,YES
0.3259,NO
1.0,YES
0.17,NO
0.079,NO
1.0,YES
0.3077,YES
0.1147,YES
1.0,YES
0.147,NO
0.0672,NO
1.0,YES
0.1183,NO
1.0,YES
0.0884,NO
0.2859,NO
0.2118,NO
0.2466,NO
0.1047,NO
0.3077,YES
0.1016,NO
0.3077,YES
0.1499,NO
0.3077,YES
0.1277,NO
0.1285,NO
0.3135,NO
0.1095,NO
1.0,YES
0.2616,NO
1.0,YES
0.1328,NO
0.0905,NO
0.2475,YES
1.0,YES
1.0,YES
0.2373,YES
0.1548,NO
0.0554,NO
0.2475,YES
0.2335,NO
0.2475,YES
0.1418,NO
0.2488,NO
0.2731,NO
0.2523,NO
0.1698,NO
0.3086,YES
0.1648,NO
1.0,YES
0.1508,NO
1.0,YES
0.1206,NO
0.2335,NO
0.1611,NO
0.1018,NO
0.2475,YES
0.2335,NO
0.1423,YES
0.1468,NO
0.10300000000000001,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.1661,NO
0.0969,NO
1.0,YES
0.1836,NO
1.0,YES
0.1342,NO
0.1477,NO
0.2003,NO
0.0885,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.1481,NO
1.0,YES
0.1677,NO
0.1461,NO
0.2985,NO
0.1348,NO
1.0,YES
0.2298,NO
0.2345,YES
0.1675,NO
0.1233,NO
0.1931,NO
0.2108,NO
0.1713,NO
0.1608,NO
0.1233,NO
0.1233,NO
0.2818,NO
0.1291,NO
0.1931,NO
0.1052,NO
0.4225,YES
1.0,YES
1.0,YES
0.1233,NO
0.1713,NO
0.1196,NO
0.0749,NO
0.1551,NO
0.077,NO
0.10800000000000001,NO
0.10800000000000001,NO
0.1014,NO
0.10800000000000001,NO
0.1685,NO
0.1187,NO
0.2266,NO
1.0,YES
1.0,YES
0.2752,NO
0.1653,NO
0.1137,NO
0.0963,NO
1.0,YES
1.0,YES
0.1256,NO
0.1519,NO
0.1256,NO
0.1784,NO
0.1661,NO
0.1557,NO
0.1562,NO
1.0,YES
0.1256,NO
1.0,YES
0.1256,NO
0.3735,YES
0.1256,NO
0.1163,NO
0.1218,NO
0.1354,NO
0.0996,NO
0.1407,NO
0.0913,NO
0.0894,NO
0.1468,NO
0.1025,NO
1.0,YES
1.0,YES
1.0,YES
0.2985,YES
0.1661,NO
0.1025,NO
1.0,YES
0.1296,NO
1.0,YES
0.0996,NO
0.2227,NO
0.2043,NO
0.2227,NO
0.1025,NO
1.0,YES
0.1,NO
1.0,YES
0.1481,NO
1.0,YES
0.1005,NO
0.1012,NO
0.1228,NO
0.1116,NO
1.0,YES
0.1012,NO
0.2078,YES
1.0,YES
1.0,YES
0.3473,NO
0.1555,NO
0.1017,NO
0.107,NO
1.0,YES
1.0,YES
0.1267,NO
0.1017,NO
0.1267,NO
0.1058,NO
0.1741,NO
0.1792,NO
0.1792,NO
1.0,YES
0.1017,NO
1.0,YES
0.0553,NO
0.3407,YES
0.0545,NO
0.0909,NO
0.1143,NO
0.1266,NO
0.0726,NO
0.192,NO
0.1128,NO
0.1267,NO
0.1686,NO
0.1552,NO
0.2688,NO
0.2168,NO
0.1379,NO
0.1331,NO
0.1552,NO
0.1552,NO
0.2252,NO
0.4371,YES
0.2347,NO
0.1963,YES
0.24100000000000002,NO
0.263,NO
0.2504,NO
0.1552,NO
0.1906,NO
0.1658,NO
0.1843,NO
0.2072,NO
0.166,NO
1.0,YES
1.0,YES
0.3819,YES
1.0,YES
0.1396,NO
0.3603,YES
0.1576,NO
0.434,YES
1.0,YES
0.2823,NO
0.1584,NO
0.0902,NO
0.1163,NO
0.434,YES
1.0,YES
0.0947,NO
