50Traced_NONETRACED_SUM_MULTI_LSA_65_MEDIAN,Associated
0.6499,NO
0.7045,NO
1.4404,NO
0.2779,NO
1.026,NO
1.6054,NO
1.1102,NO
0.5433,NO
1.1912,NO
2.3715,YES
1.004,NO
2.4936,YES
0.4756,NO
0.7251,NO
0.2223,NO
0.9449,NO
0.4105,NO
0.6906,NO
0.4873,NO
0.6602,NO
1.0895,NO
2.4026,YES
2.6779,YES
1.736,YES
2.2125,YES
1.2521,NO
2.9712,YES
0.9365,NO
2.2062,YES
2.0226,YES
1.0255,NO
0.5883,NO
0.7446,NO
0.7852,NO
1.3511,YES
1.6549,YES
0.8205,NO
0.5947,NO
0.7181,NO
0.4746,NO
0.6969,NO
0.9279,NO
0.444,NO
1.9645,YES
0.3556,NO
1.4978,YES
0.5324,NO
1.6789,YES
0.6512,NO
0.4836,NO
0.4688,NO
0.4868,NO
0.485,NO
0.8116,NO
1.0757,NO
0.6719,NO
0.6089,NO
0.8009,NO
1.5439,NO
0.8066,NO
1.7742,NO
1.6312,NO
1.0114,NO
0.5670000000000001,NO
1.3617,NO
3.3602,YES
0.9890000000000001,NO
3.3139999999999996,YES
0.6041,NO
0.7913,NO
0.3713,NO
1.137,NO
0.9656,NO
0.8318,NO
1.1261,NO
0.6672,NO
2.0546,NO
3.1583,YES
3.5207,YES
2.3831,YES
3.2231,YES
1.2859,NO
4.137,YES
1.0863,NO
2.4249,YES
2.3621,YES
1.1071,NO
0.4949,NO
0.5165,NO
0.7803,NO
2.1892,YES
1.9335,YES
0.7465,NO
0.6037,NO
0.6153,NO
0.5481,NO
0.3426,NO
0.5465,NO
0.2075,NO
2.2716,YES
0.3095,NO
1.6499,YES
0.414,NO
1.3818,YES
0.4973,NO
0.4449,NO
0.3851,NO
0.3001,NO
0.4629,NO
0.8296,NO
0.7787,NO
0.7022,NO
0.7505,NO
0.7154,NO
2.0701,YES
2.8684,YES
4.207,YES
2.2665,YES
0.6087,NO
0.5787,NO
2.5247,YES
0.8013,NO
1.4179,YES
0.8594,NO
0.9701,NO
1.0862,NO
0.7739,NO
0.6668,NO
3.2434,YES
0.518,NO
3.0345,YES
0.7346,NO
3.2310000000000003,YES
0.9892,NO
0.9667,NO
1.2916,NO
0.7965,NO
1.5526,YES
1.3539,NO
1.5536,YES
0.17,NO
0.3952,NO
1.7454,NO
1.1914,NO
2.0605,NO
1.5176,NO
0.5920000000000001,NO
0.1705,NO
1.3428,NO
3.6421,YES
0.5466,NO
3.247,YES
0.9863,NO
1.2012,NO
0.4074,NO
0.7445,NO
1.4438,NO
0.78,NO
1.3131,NO
0.6128,NO
2.1769,NO
3.3042,YES
3.5455,YES
3.0625,YES
3.5357,YES
1.3159999999999998,NO
4.1463,YES
0.9036,NO
0.6946,NO
0.6864,NO
1.8929,YES
2.8862,YES
4.1418,YES
1.9498,YES
