50Traced_NONETRACED_SUM_RAW_LSA_4_MAX,Associated
0.5338,NO
0.2436,NO
0.4034,NO
0.6397,NO
0.3925,NO
0.7199,NO
0.6128,NO
0.1393,NO
0.4023,NO
1.5021,YES
0.6971,NO
2.5636,YES
0.494,NO
0.8697,NO
0.5334,NO
0.2231,NO
0.6599,NO
0.4425,NO
0.2316,NO
0.3477,NO
0.6284,NO
2.1596,YES
2.9239,YES
1.5814,YES
2.3081,YES
0.282,NO
1.9906,YES
0.4372,NO
0.7120000000000001,YES
0.275,YES
0.8026,NO
0.4095,NO
0.2988,NO
0.6763,NO
1.6197,YES
1.5568,YES
0.5408,NO
0.314,NO
0.6131,NO
0.2975,NO
0.2652,NO
0.303,NO
0.1551,NO
0.4848,YES
0.3974,NO
1.0454,YES
0.2087,NO
0.8925,YES
0.4705,NO
0.2594,NO
0.3858,NO
0.3971,NO
0.1954,NO
0.5247,NO
0.3531,NO
0.7367,NO
0.5814,NO
0.2227,NO
0.8095,NO
0.8503,NO
0.3953,NO
0.9912,NO
0.6179,NO
0.1848,NO
0.6541,NO
1.7069,YES
1.0015,NO
2.191,YES
0.5121,NO
0.8413,NO
0.4699,NO
0.1919,NO
0.79,NO
0.4169,NO
0.2898,NO
0.3692,NO
0.7090000000000001,NO
2.4475,YES
2.844,YES
1.9095,YES
1.5142,YES
0.4166,NO
2.0187,YES
0.7195,NO
0.4967,YES
0.4307,YES
0.4194,NO
0.1999,NO
0.1507,NO
0.6062,NO
1.4429,YES
1.3703,YES
0.42100000000000004,NO
0.4142,NO
0.4059,NO
0.3831,NO
0.2289,NO
0.2088,NO
0.2075,NO
0.6214,YES
0.19,NO
1.3271,YES
0.3214,NO
1.3202,YES
0.2057,NO
0.5141,NO
0.672,NO
0.4507,NO
0.2315,NO
0.4504,NO
0.4453,NO
0.5957,NO
0.4083,NO
0.0345,NO
1.9455,YES
3.6174,YES
1.9284,YES
1.0041,YES
0.735,NO
0.1929,NO
1.0521,YES
0.5124,NO
1.6869999999999998,YES
0.3272,NO
0.7704,NO
0.6814,NO
0.3946,NO
0.2217,NO
3.4561,YES
0.4264,NO
2.0836,YES
0.3868,NO
3.5023,YES
0.1477,NO
0.6285,NO
0.8290000000000001,NO
0.3594,NO
0.8682,YES
0.2972,NO
1.0672,YES
0.5479999999999999,NO
0.3082,NO
0.5102,NO
0.5683,NO
0.2321,NO
0.474,NO
0.82,NO
0.5405,NO
0.3154,NO
1.4673,YES
0.5611,NO
2.5836,YES
0.3204,NO
0.7213,NO
0.3128,NO
0.3582,NO
0.6215,NO
0.737,NO
0.2434,NO
0.5479,NO
0.4691,NO
1.6098,YES
2.3392,YES
1.3949,YES
2.2224,YES
0.3606,NO
1.8684,YES
0.6399,NO
0.3513,NO
0.0774,NO
1.5373,YES
2.2844,YES
1.7232,YES
0.8756,YES
0.4711,NO
0.0604,NO
0.6469,YES
0.6,NO
1.4865,YES
0.3944,NO
0.6333,NO
0.6936,NO
0.551,NO
0.1453,NO
2.1365,YES
0.2412,NO
1.7755,YES
0.3459,NO
2.2041,YES
0.4511,NO
0.8158,NO
0.8049,NO
0.2084,NO
0.6828,YES
0.5071,NO
0.6874,YES
0.5291,NO
0.3202,NO
0.2993,NO
0.5414,NO
0.1547,NO
0.3711,NO
0.7905,NO
0.5342,NO
0.2512,NO
1.0465,YES
0.3302,NO
1.6633,YES
0.2989,NO
0.593,NO
0.312,NO
0.3624,NO
0.441,NO
0.6088,NO
0.2323,NO
0.5303,NO
0.2416,NO
1.1711,YES
1.8394,YES
0.9433,YES
1.3367,YES
0.2924,NO
0.9115,YES
0.439,NO
0.3794,NO
0.195,NO
0.8109999999999999,NO
0.8172,NO
0.1862,NO
0.9364,NO
0.5531,NO
0.2233,NO
0.7869,NO
1.0565,YES
0.792,NO
1.8521,YES
0.2737,NO
0.5656,NO
0.2458,NO
0.2886,NO
0.7617,NO
0.4945,NO
0.3505,NO
0.3981,NO
0.6154,NO
1.3196,YES
1.9611,YES
1.1811,YES
1.7256,YES
0.6448,NO
1.2613,YES
1.0663,NO
0.5814,NO
0.313,NO
0.4693,NO
0.6258,NO
