50Traced_NONETRACED_MAX_SINGLE_LSA_79_MEDIAN,Associated
0.1047,NO
0.3133,NO
0.1281,NO
0.6139,NO
0.3369,NO
0.1818,NO
0.2687,NO
0.1058,NO
0.2216,NO
1.0,YES
0.3591,NO
1.0,YES
0.3701,NO
0.3574,NO
0.3691,NO
0.1142,NO
0.4176,NO
0.1308,NO
0.1949,NO
0.2179,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1818,NO
1.0,YES
0.2054,NO
1.0,YES
1.0,YES
0.3362,NO
0.3639,NO
0.27899999999999997,NO
0.3765,NO
1.0,YES
1.0,YES
0.2584,NO
0.1056,NO
0.3639,NO
0.1058,NO
0.1797,NO
0.1558,NO
0.1551,NO
1.0,YES
0.3639,NO
1.0,YES
0.2676,NO
1.0,YES
0.1806,NO
0.1688,NO
0.2314,NO
0.2314,NO
0.127,NO
0.4007,NO
0.2314,NO
0.3639,NO
0.0886,NO
0.3011,NO
0.3233,NO
0.6139,NO
0.3369,NO
0.3322,NO
0.2687,NO
0.21600000000000003,NO
0.2187,NO
1.0,YES
0.3471,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.21600000000000003,NO
0.4176,NO
0.21600000000000003,NO
0.2316,NO
0.21600000000000003,NO
0.4531,NO
1.0,YES
1.0,YES
0.9611,YES
1.0,YES
0.2544,NO
1.0,YES
0.2054,NO
1.0,YES
1.0,YES
0.3731,NO
0.6805,NO
0.5217,NO
0.6805,NO
1.0,YES
1.0,YES
0.4653,NO
0.1061,NO
0.6805,NO
0.1094,NO
0.2596,NO
0.2088,NO
0.2075,NO
1.0,YES
0.6805,NO
1.0,YES
0.5005,NO
1.0,YES
0.3377,NO
0.2535,NO
0.1606,NO
0.3583,NO
0.1053,NO
0.6805,NO
0.3143,NO
0.6805,NO
0.1663,NO
0.2059,NO
0.4028,YES
1.0,YES
1.0,YES
0.7346,YES
0.257,NO
0.153,NO
0.3689,YES
0.3019,NO
0.7346,YES
0.1443,NO
0.2165,NO
0.1934,NO
0.2026,NO
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.2026,NO
1.0,YES
0.3405,NO
0.457,NO
0.3867,NO
0.2464,NO
0.7346,YES
0.4518,NO
0.7346,YES
0.2719,NO
0.2131,NO
0.6593,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.4224,NO
0.2502,NO
0.2078,NO
1.0,YES
0.7077,NO
1.0,YES
0.2327,NO
0.2525,NO
0.2525,NO
0.2719,NO
0.5133,NO
0.2719,NO
0.4343,NO
0.2719,NO
0.3207,NO
1.0,YES
1.0,YES
1.0,YES
0.9651,YES
0.5187,NO
1.0,YES
0.4137,NO
0.1194,NO
0.2059,NO
0.4532,YES
1.0,YES
1.0,YES
0.8266,YES
0.2196,NO
0.1105,NO
0.4151,YES
0.4043,NO
0.8266,YES
0.5875,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
0.8544,YES
0.2026,NO
1.0,YES
0.3405,NO
0.457,NO
0.4352,NO
0.5875,NO
0.8266,YES
0.5875,NO
0.8266,YES
0.1415,NO
0.1856,NO
0.6593,NO
0.4328,NO
0.3318,NO
0.6773,NO
0.4224,NO
0.1856,NO
0.366,NO
0.6882,YES
0.7077,NO
1.0,YES
0.406,NO
0.4406,NO
0.4406,NO
0.1856,NO
0.5133,NO
0.1856,NO
0.4343,NO
0.2256,NO
0.2148,NO
0.5857,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.4328,NO
0.0949,NO
0.3133,NO
0.6593,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.4224,NO
0.1825,NO
0.2746,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.1774,NO
0.0647,NO
0.204,NO
0.5133,NO
0.1825,NO
0.4343,NO
0.1825,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.2746,NO
0.1439,NO
0.2036,NO
0.3916,NO
0.6139,NO
0.3384,NO
0.4413,NO
0.2687,NO
0.1246,NO
0.2216,NO
1.0,YES
0.4413,NO
1.0,YES
0.2252,NO
0.2041,NO
0.2007,NO
0.1246,NO
0.4413,NO
0.1246,NO
0.3246,NO
0.1912,NO
0.3064,NO
1.0,YES
1.0,YES
0.7522,YES
0.8982,YES
0.4413,NO
0.8982,YES
0.4413,NO
0.1352,NO
0.3133,NO
0.2898,NO
0.6139,NO
0.3369,NO
0.31,NO
0.2687,NO
0.1812,NO
0.1704,NO
1.0,YES
0.3591,NO
1.0,YES
0.2846,NO
0.2749,NO
0.2839,NO
0.1812,NO
0.4176,NO
0.1812,NO
0.228,NO
0.1812,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.31,NO
1.0,YES
0.31,NO
0.2216,NO
0.3162,NO
1.0,YES
0.6673,YES
0.5116,YES
1.0,YES
0.4103,NO
0.1816,NO
1.0,YES
0.2963,NO
1.0,YES
0.196,NO
0.5579,NO
0.2959,NO
0.1841,NO
0.1816,NO
0.6673,YES
0.1816,NO
0.6649,YES
0.3901,NO
0.35600000000000004,YES
0.4243,NO
0.7244,NO
0.7244,NO
0.3976,NO
1.0,YES
0.7244,NO
1.0,YES
0.1799,NO
0.256,NO
0.7653,YES
0.6811,NO
0.3646,NO
1.0,YES
0.3051,NO
0.1097,NO
1.0,YES
0.191,NO
1.0,YES
0.1629,NO
0.3385,NO
0.36700000000000005,NO
0.3377,NO
0.171,NO
0.6811,NO
0.1398,NO
0.6811,NO
0.2986,NO
0.6811,NO
0.2695,NO
0.1784,NO
0.5329999999999999,NO
0.1917,NO
0.8926,YES
0.6436,NO
0.8095,YES
0.17600000000000002,NO
0.2444,NO
0.7876,YES
1.0,YES
0.8408,YES
0.982,YES
0.3708,NO
0.1537,NO
