50Traced_NONETRACED_MAX_SINGLE_VSM_10_MAX,Associated
0.2201,NO
0.2201,NO
0.1818,NO
0.2164,NO
0.3369,NO
0.1766,NO
0.2687,NO
0.2201,NO
0.1818,NO
1.0,YES
0.1766,NO
1.0,YES
0.3701,NO
0.3701,NO
0.3691,NO
0.2201,NO
0.4176,NO
0.2201,NO
0.191,NO
0.2201,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1818,NO
1.0,YES
0.2183,NO
1.0,YES
1.0,YES
0.3639,NO
0.3639,NO
0.3639,NO
0.2491,NO
1.0,YES
1.0,YES
0.3639,NO
0.2314,NO
0.2584,NO
0.3066,NO
0.397,NO
0.397,NO
0.397,NO
1.0,YES
0.2735,NO
1.0,YES
0.2676,NO
1.0,YES
0.3639,NO
0.2314,NO
0.2314,NO
0.3066,NO
0.3066,NO
0.3639,NO
0.3066,NO
0.3639,NO
0.1009,NO
0.3011,NO
0.3233,NO
0.3076,NO
0.3369,NO
0.3322,NO
0.2687,NO
0.1058,NO
0.2357,NO
1.0,YES
0.1603,NO
1.0,YES
0.205,NO
0.2168,NO
0.2136,NO
0.3123,NO
0.4176,NO
0.2774,NO
0.2316,NO
0.21600000000000003,NO
0.2752,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2232,NO
1.0,YES
0.2473,NO
1.0,YES
1.0,YES
0.6805,NO
0.6805,NO
0.6805,NO
0.5415,NO
1.0,YES
1.0,YES
0.6805,NO
0.4197,NO
0.5415,NO
0.1656,NO
0.7021,NO
0.7021,NO
0.7021,NO
1.0,YES
0.5115,NO
1.0,YES
0.5005,NO
1.0,YES
0.6805,NO
0.4197,NO
0.4197,NO
0.4197,NO
0.4197,NO
0.6805,NO
0.4197,NO
0.6805,NO
0.1709,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.1884,NO
0.1663,NO
1.0,YES
0.3019,NO
0.6283,YES
0.22399999999999998,NO
0.379,NO
0.379,NO
0.379,NO
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.2187,NO
1.0,YES
0.1733,NO
0.3721,NO
0.2743,NO
0.3307,NO
1.0,YES
0.2353,NO
1.0,YES
0.2057,NO
0.3133,NO
0.6593,NO
0.4137,NO
0.4137,NO
0.6773,NO
0.2687,NO
0.1225,NO
0.4137,NO
1.0,YES
0.2599,NO
1.0,YES
0.2525,NO
0.2525,NO
0.2525,NO
0.3249,NO
0.4176,NO
0.2886,NO
0.4343,NO
0.2019,NO
0.4137,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4137,NO
1.0,YES
0.4137,NO
0.146,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.1434,NO
0.1337,NO
1.0,YES
0.4043,NO
0.6283,YES
0.5875,NO
0.3948,NO
0.3948,NO
0.3938,NO
0.1453,NO
1.0,YES
0.141,NO
