50Traced_NONETRACED_MAX_RAW_LSA_89_MAX,Associated
0.1171,NO
0.0652,NO
0.1144,NO
0.2164,NO
0.1453,NO
0.1406,NO
0.1387,NO
0.0679,NO
0.1689,NO
1.0,YES
0.1406,NO
1.0,YES
0.2427,NO
0.2231,NO
0.2223,NO
0.1142,NO
0.151,NO
0.1171,NO
0.1453,NO
0.2179,NO
0.1453,NO
0.2144,YES
1.0,YES
0.1777,YES
1.0,YES
0.1573,NO
0.1916,YES
0.1205,NO
1.0,YES
1.0,YES
0.3362,NO
0.1579,NO
0.1344,NO
0.1112,NO
0.3947,YES
1.0,YES
0.1405,NO
0.1056,NO
0.1318,NO
0.1058,NO
0.1797,NO
0.1649,NO
0.1766,NO
1.0,YES
0.1344,NO
1.0,YES
0.1344,NO
1.0,YES
0.1344,NO
0.1212,NO
0.1218,NO
0.1235,NO
0.0802,NO
0.1903,NO
0.1119,NO
0.1008,NO
0.1553,NO
0.1534,NO
0.1377,NO
0.2865,NO
0.1512,NO
0.1986,NO
0.1465,NO
0.1731,NO
0.2187,NO
0.4574,YES
0.1603,NO
0.4064,YES
0.205,NO
0.2168,NO
0.2136,NO
0.1919,NO
0.2143,NO
0.1544,NO
0.2143,NO
0.1755,NO
0.2202,NO
1.0,YES
1.0,YES
0.3653,YES
1.0,YES
0.1659,NO
1.0,YES
0.1452,NO
1.0,YES
1.0,YES
0.3356,NO
0.204,NO
0.1507,NO
0.204,NO
0.35200000000000004,YES
1.0,YES
0.204,NO
0.1841,NO
0.1692,NO
0.1841,NO
0.2289,NO
0.2183,NO
0.2094,NO
1.0,YES
0.204,NO
1.0,YES
0.1268,NO
1.0,YES
0.1268,NO
0.1387,NO
0.1841,NO
0.11800000000000001,NO
0.1841,NO
0.2201,NO
0.1387,NO
0.1525,NO
0.1566,NO
0.0475,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1661,NO
0.071,NO
1.0,YES
0.1531,NO
0.2134,YES
0.1531,NO
0.2165,NO
0.2003,NO
0.2199,NO
0.0785,NO
1.0,YES
0.0806,NO
1.0,YES
0.1481,NO
1.0,YES
0.1531,NO
0.2044,NO
0.1439,NO
0.1531,NO
1.0,YES
0.2113,NO
0.2078,YES
0.1553,NO
0.0785,NO
0.2524,NO
0.2582,NO
0.1977,NO
0.2524,NO
0.1684,NO
0.1225,NO
0.2524,NO
1.0,YES
0.2286,NO
1.0,YES
0.1987,NO
0.1813,NO
0.1689,NO
0.0831,NO
0.2524,NO
0.1544,NO
0.2067,NO
0.2019,NO
0.2083,NO
1.0,YES
1.0,YES
0.3527,YES
1.0,YES
0.2524,NO
1.0,YES
0.1428,NO
0.0985,NO
0.0774,NO
1.0,YES
1.0,YES
0.3236,YES
1.0,YES
0.1661,NO
0.11,NO
1.0,YES
0.2598,NO
0.2134,YES
0.1459,NO
0.2252,NO
0.2571,NO
0.2375,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.1481,NO
1.0,YES
0.2049,NO
0.2519,NO
0.2228,NO
0.1353,NO
1.0,YES
0.2113,NO
0.2078,YES
0.1686,NO
0.0745,NO
0.2688,NO
0.19,NO
0.1547,NO
0.1997,NO
0.1653,NO
0.1669,NO
0.2252,NO
1.0,YES
0.2199,NO
1.0,YES
0.2519,NO
0.2036,NO
0.2033,NO
0.1669,NO
0.1506,NO
0.0637,NO
0.1506,NO
0.2256,NO
0.166,NO
1.0,YES
0.4061,YES
0.3819,YES
1.0,YES
0.2405,NO
1.0,YES
0.1934,NO
0.1553,NO
0.1339,NO
0.22399999999999998,NO
0.2061,NO
0.1436,NO
