50Traced_NONETRACED_MAX_RAW_VSM_49_SUM,Associated
0.11395881006864987,NO
0.1246158875449493,NO
0.06381170317097089,NO
0.286629617522066,NO
0.11415495259888848,NO
0.11794704151683556,NO
0.04903563255966001,NO
0.12638117031709706,NO
0.11990846681922195,NO
0.7869238313174239,YES
0.031055900621118012,NO
0.8464857796665576,YES
0.18110493625367768,NO
0.24419745014710686,NO
0.25027786858450474,NO
0.14756456358287023,NO
0.07989539065053937,NO
0.15449493298463546,NO
0.115527950310559,NO
0.22445243543641713,NO
0.1446224256292906,NO
0.6764302059496566,YES
0.325858123569794,YES
0.27839163125204314,YES
0.7824125531219351,YES
0.09610983981693362,NO
0.6723112128146452,YES
0.12128146453089243,NO
0.3312847335730631,YES
0.7852893102321018,YES
0.28401438378555083,NO
0.16279830009807125,NO
0.13461915658711995,NO
0.1305655442955214,NO
0.4598888525661981,YES
0.6880679960771492,YES
0.10611310885910426,NO
0.11631252043151356,NO
0.061719516181758735,NO
0.053743053285387365,NO
0.11088591042824451,NO
0.17136319058515853,NO
0.07956848643347496,NO
0.8092840797646288,YES
0.0961752206603465,NO
0.699117358613926,YES
0.08185681595292577,NO
0.8477280156914023,YES
0.08649885583524024,NO
0.12651193200392286,NO
0.05681595292579272,NO
0.104609349460608,NO
0.099705786204642,NO
0.18796992481203004,NO
0.10454396861719513,NO
0.12945406995750244,NO
0.06786531546256946,NO
0.13213468453743052,NO
0.19843085975809086,NO
0.3324615887544949,NO
0.17620137299771163,NO
0.22033344230140564,NO
0.09068322981366457,NO
0.023994769532526963,NO
0.21438378555083357,NO
0.9245505067015363,YES
0.21621444916639423,NO
0.7572409284079763,YES
0.16829029094475315,NO
0.21967963386727685,NO
0.20836874795684862,NO
0.15730630925138933,NO
0.2120300751879699,NO
0.15554102647924156,NO
0.20464203988231447,NO
0.1361229159856162,NO
0.25576985943118663,NO
0.9174239947695323,YES
0.903497875122589,YES
0.44112455050670146,YES
0.7412880026152336,YES
0.1799280810722458,NO
0.751487414187643,YES
0.12428898332788492,NO
0.33357306309251383,YES
0.7440993788819874,YES
0.2884602811376267,NO
0.1632559660019614,NO
0.153121935272965,NO
0.17652827721477607,NO
0.2857796665576986,YES
0.2598234717227852,YES
0.14874141876430205,NO
0.12252370055573715,NO
0.17149395227198427,NO
0.04472049689440992,NO
0.1793396534815299,NO
0.1306309251389343,NO
0.11677018633540369,NO
0.7512258908139913,YES
0.11180124223602482,NO
0.2987250735534488,YES
0.07492644655116049,NO
0.3588100686498855,YES
0.08113762667538409,NO
0.14207257273618829,NO
0.1004903563255966,NO
0.07564563582870218,NO
0.12912716574043806,NO
0.21294540699575024,NO
0.11814318404707418,NO
0.12239293886891138,NO
0.10585158548545275,NO
0.018698921216083682,NO
0.2827721477607061,YES
0.4662307943772474,YES
0.8175220660346517,YES
0.28447204968944095,YES
0.11500490356325595,NO
0.0,NO
0.2538084341288002,YES
0.16299444262830992,NO
0.2776070611310886,YES
0.16613272311212812,NO
0.1740438051650866,NO
0.21052631578947364,NO
0.2313174239947695,NO
0.0673422687152664,NO
0.777051323962079,YES
0.06453089244851258,NO
0.4832951945080091,YES
0.09682902909447529,NO
0.41405688133376917,YES
0.10591696632886562,NO
0.09146779993461913,NO
0.20470742072572734,NO
0.104086302713305,NO
0.22183720169990195,YES
0.1220006538084341,NO
0.1887544949329846,YES
0.12592350441320693,NO
0.14547237659365803,NO
0.138411245505067,NO
0.22719843085975805,NO
0.1502451781627983,NO
0.23236351748937562,NO
0.10676691729323308,NO
0.0915985616214449,NO
0.107355344883949,NO
0.561752206603465,YES
0.22425629290617843,NO
0.47865315462569463,YES
0.14671461261850277,NO
0.207061131088591,NO
0.20065380843412875,NO
0.13291925465838508,NO
0.20287675711016673,NO
0.11820856489048708,NO
0.0814645308924485,NO
0.21444916639424644,NO
0.1913697286694998,NO
0.5531873161163777,YES
0.44635501797973187,YES
0.3747629944426283,YES
0.4876103301732591,YES
0.22438705459300418,NO
0.4033998038574697,YES
0.07106897678980056,NO
0.13206930369401765,NO
0.09630598234717226,NO
0.6953906505393919,YES
0.8639424648577966,YES
0.7909774436090223,YES
0.7125204315135664,YES
0.1381497221314155,NO
0.0830990519777705,NO
0.2680614579928081,YES
0.3091860084995096,NO
0.694802222948676,YES
0.23471722785223925,NO
0.21549525988885254,NO
0.2707420725727362,NO
0.1862046420398823,NO
0.14069957502451783,NO
0.7722785223929387,YES
0.1357960117685518,NO
0.7969924812030074,YES
0.16135992154298792,NO
0.7925465838509316,YES
0.2732919254658385,NO
0.28355671788166065,NO
0.2562929061784897,NO
0.10114416475972539,NO
0.2458319712324289,YES
0.21229159856162141,NO
0.19424648577966658,YES
0.1023864007845701,NO
0.03203661327231121,NO
0.1663288656423668,NO
0.13860738803530562,NO
0.1463223275580255,NO
0.2571428571428571,NO
0.11252043151356651,NO
0.08865642366786529,NO
0.22883295194508008,NO
0.7555410264792415,YES
0.2602811376266754,NO
0.7854854527623405,YES
0.1989539065053939,NO
0.26289637136319055,NO
0.15063746322327556,NO
0.032755802549852886,NO
0.1388035305655443,NO
0.10925138934292251,NO
0.07525335076822488,NO
0.1423994769532527,NO
0.1348152991173586,NO
0.7483491337038246,YES
0.7199738476626347,YES
0.32657731284733565,YES
0.34736842105263155,YES
0.25537757437070935,NO
0.7338345864661653,YES
0.18515854854527622,NO
0.07636482510624384,NO
0.13749591369728667,NO
0.17084014383785548,NO
0.16802876757110166,NO
0.104086302713305,NO
0.231578947368421,NO
0.08676037920889178,NO
0.11317423994769531,NO
0.2584504740111147,NO
0.513305001634521,YES
0.2486433474991827,NO
0.40268061457992804,YES
0.09689440993788818,NO
0.0661000326904217,NO
0.038836220987250716,NO
0.15580254985289307,NO
0.08041843739784242,NO
0.15815626021575677,NO
0.20921869892121608,NO
0.1355344883949003,NO
0.19797319385420067,NO
0.5534488394900292,YES
0.5046747303040208,YES
0.5474338018960444,YES
0.34357633213468447,YES
0.2425629290617849,NO
0.46394246485779655,YES
0.22922523700555736,NO
0.10944753187316116,NO
0.12520431513566524,NO
0.21333769205622755,NO
0.20725727361882965,NO
0.1524027459954233,NO
0.2048381824125531,NO
0.1030402092186989,NO
0.0830990519777705,NO
0.18535469107551486,NO
0.516508662961752,YES
0.2051650866296175,NO
0.3937888198757764,YES
0.15083360575351423,NO
0.14390323635174895,NO
0.12003922850604769,NO
0.10748610657077474,NO
