50Traced_NONETRACED_MAX_SINGLE_VSM_28_MEDIAN,Associated
0.2057,NO
0.3133,NO
0.1818,NO
0.3031,NO
0.2874,NO
0.3464,NO
0.2626,NO
0.2626,NO
0.1818,NO
0.8445,YES
0.3591,NO
1.0,YES
0.2427,NO
0.2391,NO
0.2223,NO
0.3249,NO
0.5985,NO
0.1109,NO
0.4343,NO
0.2508,NO
0.4715,NO
0.8156,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.1766,NO
1.0,YES
1.0,YES
0.4007,NO
0.1872,NO
0.1872,NO
0.4007,NO
1.0,YES
1.0,YES
0.2515,NO
0.2082,NO
0.4007,NO
0.1086,NO
0.1797,NO
0.1558,NO
0.1551,NO
1.0,YES
0.1872,NO
0.9606,YES
0.1897,NO
0.9717,YES
0.1126,NO
0.2082,NO
0.2314,NO
0.2314,NO
0.2314,NO
0.4007,NO
0.2314,NO
0.4007,NO
0.1606,NO
0.3011,NO
0.1446,NO
0.2865,NO
0.3369,NO
0.3329,NO
0.2687,NO
0.0976,NO
0.2187,NO
1.0,YES
0.3451,NO
0.9611,YES
0.205,NO
0.2168,NO
0.2136,NO
0.3123,NO
0.5752,NO
0.1268,NO
0.213,NO
0.1843,NO
0.4531,NO
1.0,YES
1.0,YES
0.8737,YES
0.7349,YES
0.2232,NO
0.9611,YES
0.1446,NO
1.0,YES
1.0,YES
0.6805,NO
0.5062,NO
0.6805,NO
0.5415,NO
1.0,YES
1.0,YES
0.6805,NO
0.4136,NO
0.5415,NO
0.601,NO
0.7376,NO
0.7376,NO
0.7376,NO
1.0,YES
0.6805,NO
0.9606,YES
0.6805,NO
0.9717,YES
0.3377,NO
0.4069,NO
0.601,NO
0.3583,NO
0.601,NO
0.6805,NO
0.601,NO
0.5415,NO
0.1709,NO
0.2021,NO
0.7346,YES
1.0,YES
0.9815,YES
0.503,YES
0.257,NO
0.0982,NO
0.7346,YES
0.1395,NO
0.5679,YES
0.166,NO
0.3493,NO
0.379,NO
0.379,NO
0.0572,NO
1.0,YES
0.1052,NO
1.0,YES
0.3664,NO
1.0,YES
0.2736,NO
0.159,NO
0.4726,NO
0.2464,NO
0.7346,YES
0.3393,NO
0.4323,YES
0.2057,NO
0.3133,NO
0.4137,NO
0.3077,NO
0.4137,NO
0.3573,NO
0.2687,NO
0.1996,NO
0.4137,NO
1.0,YES
0.3591,NO
1.0,YES
0.2134,NO
0.2391,NO
0.1689,NO
0.3249,NO
0.5985,NO
0.0898,NO
0.4343,NO
0.2421,NO
0.4715,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4137,NO
1.0,YES
0.3573,NO
0.146,NO
0.2059,NO
0.8266,YES
1.0,YES
1.0,YES
0.5660000000000001,YES
0.2196,NO
0.1105,NO
0.8266,YES
0.6903,NO
0.5193,YES
0.3599,NO
0.4058,NO
0.4403,NO
0.4403,NO
0.1453,NO
1.0,YES
0.141,NO
1.0,YES
0.4123,NO
1.0,YES
0.6903,NO
0.6903,NO
0.5192,NO
0.3218,NO
0.8266,YES
0.3818,NO
0.4843,YES
0.1671,NO
0.3133,NO
0.4328,NO
0.3219,NO
0.4328,NO
0.366,NO
0.2344,NO
0.1856,NO
0.4328,NO
0.8445,YES
0.3591,NO
1.0,YES
0.406,NO
0.4406,NO
0.4406,NO
0.3249,NO
0.5985,NO
0.055999999999999994,NO
0.4328,NO
0.2508,NO
0.4715,NO
0.8156,YES
1.0,YES
0.9091,YES
1.0,YES
0.4328,NO
1.0,YES
0.366,NO
0.1671,NO
0.3133,NO
0.4095,NO
0.23600000000000002,NO
0.2653,NO
0.4095,NO
0.2344,NO
0.1825,NO
0.4039,NO
0.8445,YES
0.4095,NO
1.0,YES
0.1661,NO
0.2085,NO
0.1733,NO
0.3249,NO
0.5985,NO
0.1655,NO
0.3382,NO
0.2508,NO
0.4715,NO
0.8156,YES
1.0,YES
0.9091,YES
1.0,YES
0.4095,NO
1.0,YES
0.3531,NO
0.1503,NO
0.2036,NO
0.4413,NO
0.3283,NO
0.4413,NO
0.3095,NO
0.2687,NO
0.1513,NO
0.4413,NO
1.0,YES
0.3095,NO
0.8982,YES
0.2729,NO
0.2866,NO
0.2866,NO
0.2111,NO
0.4413,NO
0.1513,NO
0.4413,NO
0.2253,NO
0.3064,NO
1.0,YES
1.0,YES
0.7522,YES
0.8982,YES
0.4413,NO
0.8982,YES
0.3095,NO
0.1671,NO
0.3133,NO
0.1184,NO
0.2886,NO
0.3369,NO
0.3464,NO
0.2687,NO
0.1352,NO
0.1421,NO
1.0,YES
0.3591,NO
1.0,YES
0.2846,NO
0.2846,NO
0.2846,NO
0.3249,NO
0.5985,NO
0.1352,NO
0.1949,NO
0.2508,NO
0.4715,NO
1.0,YES
1.0,YES
0.9091,YES
1.0,YES
0.2322,NO
1.0,YES
0.1184,NO
0.2069,NO
0.3233,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.3772,NO
0.2194,NO
1.0,YES
0.2963,NO
1.0,YES
0.196,NO
0.4151,NO
0.36700000000000005,NO
0.2894,NO
0.2557,NO
1.0,YES
0.2282,NO
1.0,YES
0.4988,NO
0.4963,YES
0.4243,NO
0.7244,NO
0.7244,NO
0.7244,NO
1.0,YES
0.7244,NO
1.0,YES
0.2216,NO
0.3233,NO
1.0,YES
0.2599,NO
0.1876,NO
1.0,YES
0.4103,NO
0.134,NO
1.0,YES
0.191,NO
1.0,YES
0.1528,NO
0.4151,NO
0.36700000000000005,NO
0.3385,NO
0.171,NO
0.5293,NO
0.1398,NO
0.537,NO
0.3122,NO
0.3889,NO
0.2695,NO
0.2469,NO
0.4753,NO
0.3693,NO
1.0,YES
0.3359,NO
1.0,YES
0.1709,NO
0.2444,NO
0.982,YES
1.0,YES
1.0,YES
0.7876,YES
0.257,NO
0.1537,NO
0.982,YES
0.8445,NO
0.7876,YES
0.7101,NO
0.445,NO
0.445,NO
0.445,NO
0.2307,NO
1.0,YES
0.1798,NO
1.0,YES
0.4898,NO
1.0,YES
0.8445,NO
0.8445,NO
0.6455,NO
0.3936,NO
0.982,YES
0.7101,NO
0.6755,YES
0.1636,NO
0.3162,NO
0.9109,YES
0.3813,NO
0.5126,NO
0.9109,YES
0.2943,NO
0.153,NO
1.0,YES
0.159,NO
1.0,YES
0.1456,NO
0.3239,NO
0.3363,NO
0.3363,NO
0.2042,NO
0.6479,NO
0.1823,NO
0.6479,NO
0.3116,NO
0.6479,NO
0.2571,NO
0.1845,NO
0.5872,NO
0.2881,NO
1.0,YES
0.5185,NO
0.9109,YES
0.2084,NO
0.174,NO
0.6136,YES
1.0,YES
0.8452,YES
0.4202,YES
0.2859,NO
0.221,NO
0.6136,YES
0.1152,NO
0.498,YES
0.166,NO
0.7871,NO
0.7871,NO
0.7871,NO
0.221,NO
1.0,YES
0.221,NO
0.877,YES
0.3061,NO
1.0,YES
0.2285,NO
0.1627,NO
0.4145,NO
0.2161,NO
0.6136,YES
0.2834,NO
0.3595,YES
1.0,YES
0.345,YES
0.4952,NO
0.3683,NO
0.4952,NO
0.4057,NO
1.0,YES
1.0,YES
0.4952,NO
0.2805,NO
0.3988,NO
0.4076,NO
0.6218,NO
0.6218,NO
0.6218,NO
1.0,YES
0.4952,NO
1.0,YES
0.4952,NO
1.0,YES
0.2458,NO
0.2112,NO
0.4076,NO
0.3547,NO
0.4076,NO
0.4952,NO
0.4076,NO
0.4057,NO
0.2003,NO
0.3233,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.3772,NO
0.1381,NO
1.0,YES
0.2266,NO
1.0,YES
0.2684,NO
0.4743,NO
0.5147,NO
0.5147,NO
0.2557,NO
1.0,YES
0.2282,NO
1.0,YES
0.506,NO
0.4963,YES
0.3725,NO
0.4834,NO
0.5832,NO
0.4834,NO
1.0,YES
0.5692,NO
1.0,YES
0.2339,NO
0.3162,NO
1.0,YES
0.7438,YES
1.0,YES
1.0,YES
0.4103,NO
0.2339,NO
1.0,YES
0.3313,NO
1.0,YES
0.4814,NO
0.3372,NO
0.3659,NO
0.3659,NO
0.2557,NO
1.0,YES
0.2282,NO
1.0,YES
0.4988,NO
0.4963,YES
0.467,NO
0.7974,NO
0.7974,NO
0.7974,NO
1.0,YES
0.7974,NO
1.0,YES
0.2216,NO
0.3162,NO
1.0,YES
0.4102,YES
0.5515,YES
1.0,YES
0.4103,NO
0.1622,NO
1.0,YES
0.4412,NO
1.0,YES
0.5224,NO
0.3206,NO
0.2834,NO
0.2972,NO
0.2557,NO
0.5515,YES
0.2282,NO
0.6649,YES
0.506,NO
0.3164,YES
0.4261,NO
0.679,NO
0.679,NO
0.679,NO
1.0,YES
0.679,NO
1.0,YES
0.2216,NO
0.3233,NO
1.0,YES
0.4235,YES
0.5693,YES
1.0,YES
0.4103,NO
0.1381,NO
1.0,YES
0.1814,NO
1.0,YES
0.1199,NO
0.4151,NO
0.36700000000000005,NO
0.3389,NO
0.1529,NO
0.5693,YES
0.1365,NO
0.6151,YES
0.506,NO
0.3889,YES
0.2695,NO
0.4433,NO
0.5872,NO
0.4433,NO
1.0,YES
0.5692,NO
1.0,YES
0.1709,NO
0.2059,NO
0.6711,YES
1.0,YES
1.0,YES
0.4775,YES
0.257,NO
0.1483,NO
0.6711,YES
0.5159,NO
0.5679,YES
0.6109,NO
0.4862,NO
0.4875,NO
0.4875,NO
0.1985,NO
1.0,YES
0.1648,NO
1.0,YES
0.3348,NO
1.0,YES
0.4983,NO
0.6109,NO
0.5554,NO
0.2961,NO
0.6711,YES
0.6109,NO
0.3932,YES
0.1709,NO
0.1694,NO
0.7440000000000001,YES
1.0,YES
0.8229,YES
0.5615,YES
0.257,NO
0.0994,NO
0.7440000000000001,YES
0.3871,NO
0.5679,YES
0.4584,NO
0.1503,NO
0.3152,NO
0.2347,NO
0.1825,NO
1.0,YES
0.1772,NO
1.0,YES
0.3711,NO
1.0,YES
0.3739,NO
0.4584,NO
0.4726,NO
0.2464,NO
0.7440000000000001,YES
0.4584,NO
0.4359,YES
0.2769,NO
0.4212,NO
0.3914,NO
0.3776,NO
0.3776,NO
0.4172,NO
0.3632,NO
0.2526,NO
0.3914,NO
0.1291,NO
0.3941,NO
0.2358,NO
1.0,YES
1.0,YES
1.0,YES
0.2526,NO
0.4823,NO
0.2526,NO
0.3776,NO
0.2526,NO
0.2417,NO
0.1285,NO
0.2739,NO
0.1817,NO
0.1445,NO
0.3494,NO
0.2918,NO
0.6436,NO
1.0,YES
1.0,YES
0.2752,NO
0.1687,NO
0.2269,NO
0.2116,NO
1.0,YES
1.0,YES
0.2269,NO
0.1519,NO
0.2116,NO
0.1784,NO
0.3226,NO
0.3226,NO
0.3226,NO
1.0,YES
0.2269,NO
1.0,YES
0.2269,NO
1.0,YES
0.1126,NO
0.1688,NO
0.1196,NO
0.1354,NO
0.1024,NO
0.2269,NO
0.1048,NO
0.1329,NO
0.1584,NO
0.2059,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.2382,NO
0.1337,NO
1.0,YES
0.1109,NO
0.6283,YES
0.1607,NO
0.3922,NO
0.4256,NO
0.4256,NO
0.0856,NO
1.0,YES
0.1052,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.2002,NO
0.5265,NO
0.3307,NO
1.0,YES
0.4619,NO
0.5859,YES
1.0,YES
1.0,YES
0.3473,NO
0.2287,NO
0.3075,NO
0.33399999999999996,NO
1.0,YES
1.0,YES
0.3075,NO
0.1844,NO
0.33399999999999996,NO
0.2506,NO
0.3489,NO
0.3489,NO
0.3489,NO
1.0,YES
0.3075,NO
1.0,YES
0.3075,NO
1.0,YES
0.1526,NO
0.1844,NO
0.2506,NO
0.2094,NO
0.2506,NO
0.33399999999999996,NO
0.2506,NO
0.33399999999999996,NO
0.267,NO
0.3133,NO
0.1991,NO
0.3199,NO
0.3369,NO
0.3464,NO
0.2687,NO
0.2831,NO
0.1991,NO
1.0,YES
0.3591,NO
1.0,YES
0.24100000000000002,NO
0.263,NO
0.2504,NO
0.3249,NO
0.5985,NO
0.2831,NO
0.2668,NO
0.2831,NO
0.4715,NO
1.0,YES
1.0,YES
0.9091,YES
1.0,YES
0.2322,NO
1.0,YES
0.1787,NO
0.9863,YES
0.3287,YES
0.2823,NO
0.1748,NO
0.2289,NO
0.1955,NO
0.9863,YES
1.0,YES
0.2289,NO
0.1431,NO
0.1955,NO
0.1095,NO
0.1665,NO
0.1472,NO
0.1463,NO
1.0,YES
0.2289,NO
1.0,YES
0.2289,NO
1.0,YES
0.1141,NO
0.1431,NO
0.1431,NO
0.1274,NO
0.1102,NO
0.2289,NO
0.1102,NO
0.1955,NO
0.3943,NO
0.3133,NO
0.2077,NO
0.3031,NO
0.2874,NO
0.3464,NO
0.2344,NO
0.418,NO
0.2077,NO
0.8445,YES
0.3591,NO
1.0,YES
0.2438,NO
0.2391,NO
0.2176,NO
0.418,NO
0.5985,NO
0.418,NO
0.4343,NO
0.418,NO
0.4715,NO
0.8156,YES
1.0,YES
1.0,YES
1.0,YES
0.2322,NO
1.0,YES
0.2077,NO
