0,1,2,3,4,5,6,7,8,9,Associated
0.6429,0.5775,0.5335,0.4906,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6,0.5589,0.5497,0.5302,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.5516,0.4505,0.349,0.2368,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6343,0.5272,0.4785,0.4758,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6934,0.6606,0.5868,0.5059,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.8054,0.685,0.6235,0.6019,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.7458,0.7383,0.639,0.629,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.2831,0.2792,0.2187,0.2054,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.3398,0.2482,0.1854,0.1677,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.4091,0.3492,0.3487,0.3475,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.637,0.6058,0.5479,0.5102,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.3063,0.2696,0.2485,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.4331,0.3366,0.2853,0.2764,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.7172,0.6009,0.5481,0.5121,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.4757,0.3309,0.2389,0.179,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6639,0.4317,0.3514,0.3325,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.8432,0.8192,0.7995,0.7876,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.5835,0.3566,0.2143,0.2039,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.4373,0.4133,0.3632,0.273,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0986,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6501,0.6249,0.5163,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6011,0.5585,0.5261,0.4795,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.7995,0.7453,0.7221,0.7031,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.5353,0.3956,0.3551,0.3026,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.5876,0.576,0.4924,0.4085,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.7256,0.5364,0.5268,0.4019,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.7977,0.6901,0.6848,0.6601,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.3341,0.2885,0.2308,0.1727,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.837,0.6909,0.6593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.7323,0.6787,0.5977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.3072,0.2711,0.2633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.5307,0.3067,0.3015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6672,0.648,0.5818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.5203,0.5185,0.5066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6725,0.5816,0.5333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.7745,0.7255,0.6948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.2129,0.1508,0.0831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.448,0.4358,0.2954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.621,0.6199,0.4357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.4193,0.4175,0.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.3936,0.208,0.1379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6291,0.4217,0.3347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.4168,0.3799,0.2949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.4786,0.414,0.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.7273,0.5894,0.574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6198,0.5055,0.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.2192,0.1976,0.1813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.3769,0.2774,0.2728,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.4366,0.4178,0.3831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.7409,0.7317,0.2968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6427,0.6299,0.4859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.2765,0.2556,0.0886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.7765,0.7344,0.5184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.4653,0.4332,0.4139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.5887,0.5756,0.4828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.2525,0.0995,0.0945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6429,0.5775,0.5335,0.4906,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6,0.5589,0.5497,0.5302,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.5516,0.4505,0.349,0.2368,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6343,0.5272,0.4785,0.4758,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6934,0.6606,0.5868,0.5059,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.8054,0.685,0.6235,0.6019,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.7458,0.7383,0.639,0.629,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.2831,0.2792,0.2187,0.2054,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.3398,0.2482,0.1854,0.1677,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.4091,0.3492,0.3487,0.3475,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.637,0.6058,0.5479,0.5102,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.3063,0.2696,0.2485,0.2286,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.4331,0.3366,0.2853,0.2764,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.7172,0.6009,0.5481,0.5121,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.4757,0.3309,0.2389,0.179,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6639,0.4317,0.3514,0.3325,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.8432,0.8192,0.7995,0.7876,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.5835,0.3566,0.2143,0.2039,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.4373,0.4133,0.3632,0.273,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.0986,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6501,0.6249,0.5163,0.4286,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6011,0.5585,0.5261,0.4795,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.7995,0.7453,0.7221,0.7031,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.5353,0.3956,0.3551,0.3026,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.5876,0.576,0.4924,0.4085,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.7256,0.5364,0.5268,0.4019,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.7977,0.6901,0.6848,0.6601,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.3341,0.2885,0.2308,0.1727,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.837,0.6909,0.6593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.7323,0.6787,0.5977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.3072,0.2711,0.2633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.5307,0.3067,0.3015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6672,0.648,0.5818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.5203,0.5185,0.5066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.6725,0.5816,0.5333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.7745,0.7255,0.6948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YES
0.2129,0.1508,0.0831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
0.448,0.4358,0.2954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NO
