id,text
29.txt,time wait allow oper get estim time requir serv book oper interest estim time serv reserv request oper activ execut servic calcul estim time view mask see result calcul estim time medium serv request reserv start function view result calcul oper decid print inform start print inform display gener report send printer oper cancel oper end use case failur time servic deliv day time date request reserv appoint assign
15.txt,chang reserv allow oper meet request chang reserv servic outpati chang patient mean shift date date oper ha interest chang rent servic previous request patient oper ha recogn system see uc val op patient recogn system see uc val paz reserv requir amend data modifi success reserv success slip date oper activ execut servic chang reserv view list reserv patient select reserv chang confirm select view mask chang reserv includ select date confirm chang verif sequenc reserv see br val seq rememb updat notifi oper oper wa conclud success sequenc reserv system show messag system rejuven run step oper cancel oper review end use case failur sequenc reserv patient take edit reserv
14.txt,book visit allow oper meet request book servic made patient oper ha interest record rent servic request patient oper ha recogn system see uc val op patient recogn system see uc val paz ha issu modul r properli complet data modifi success servic requir properli book oper activ execut servic book servic outpati visit oper ha receiv request visit part patient insert patient view mask book servic outpati select type visit patient want make insert motiv request confirm data insert verifi sequenc reserv see br val seq includ select date confirm reserv store data notifi oper oper wa conclud success sequenc reserv show messag reinsert execut step oper cancel oper reserv end use case failur visit ha shown point save even data addit patient alway case visit system view print card hospit patient
28.txt,report examin allow oper report test carri refer visit made oper interest report test carri oper ha recogn system see uc val op oper activ execut report servic examin view mask view report exam select storm confirm select access databas found train requir view inform obtain oper decid print inform start print inform display gener report send printer oper cancel oper end use case failur system display list exam indic date prescrib prescript complet date prescrib diagnosi laboratori examin wa carri
16.txt,cancel reserv allow oper meet request annul rent servic patient oper interest cancel reserv servic previous request patient oper ha recogn system see uc val op patient recogn system see uc val paz reserv requir cancel data modifi success reserv definit annul oper activ execut servic cancel reserv view list reserv patient select reserv chang confirm cancel verifi sequenc reserv see br val seq cancel reserv notifi oper oper wa conclud success sequenc reserv show messag reinsert run step oper cancel oper review end use case failur sequenc reserv patient take cancel reserv
17.txt,chang patient allow oper chang anagrafica patient deal modif data anagrafica patient oper ha recogn system see uc val op patient recogn system see uc val paz age patient data patient modifi remain wa execut success anagrafica patient properli chang oper activ execut chang servic patient view mask edit anagrafica patient cgang anagrafica patient confirm chang verifi data insert oper rememb updat notifi oper finish success data set display messag show data deem reinsert run underpin field form data instert user oper cancel function chang end execut use case failur anagrafica patient character follow data name surnam sex code tax date birth place birth provinc birth place address home provinc resid address zip code telephon note nb ital highlight data option whose inclus doe affect complet oper
13.txt,delet examin allow oper delet visit previous record oper interest delet review previous record oper ha recogn system see uc val op examin show regist data modifi success folder clinic patient undergon examin elimin updat oper activ execut servic elimin examin view list examin conduct order select examin chang confirm select view mask view confirm delt delet examin notifi oper oper wa conclud success oper cancel oper review end use case failur mask contain inform relat select allow monitor detail proceed delet
12.txt,chang examin allow oper chang examin previous record oper ha interest chang examin previous record oper ha recogn system see uc val op examin regist oper ha receiv result chang clinic folder patient ha undergon chang success inform examin updat patient clinic folder oper activ execut servic modifi examin view list test carri order select examin chang confirm select view mask modif examin chang data confirm chang verifi data insert oper rememb updat commun oper oper wa conclud success data set show messag take back run underpin field form data insert oper oper cancel oper review end use case failur data requir registr consider type examin inform relat laboratori made valu result evalu made doctor
10.txt,delet visit allow oper delet visit previous record oper interest delet visit previous record oper ha recogn system see uc val op visit regist data modifi success folder clinic patient wa submit visit elimin updat oper activ execut servic elimin visit view list visit order select visit delet confirm select view mask view visit confirm delet delet visit examin notifi oper oper wa conclud success oper cancel oper review end use case failur mask contain data visit select allow oper verifi detail proceed delet
11.txt,input examin allow oper record result examin support patient requir visit held oper interest enter detail review support patient oper ha recogn system see uc val op visit refer examin alreadi record data modifi success folder clinic patient argu examin updat oper activ execut input servic data examin view mask record examin input data registr examin confirm input verifi data insert oper store data confirm elimin notifi oper oper wa conclud success data set show messag take back run step underpin field form data insert user oper cancel oper registr end use case failur data requir registr consider type examin inform relat laboratori made valu result evalu made doctor
9.txt,chang visit allow oper chang visit previous record oper ha interest chang visit previous record oper ha recogn system see uc val op visit regist oper receiv data visit chang clinic folder patient wa subject visit chang success inform visit updat folder clinic patient oper activ execut servic edit visit view list visit order select visit chang confirm select view mask modif visit chang data visit confirm chang verifi data insert oper rememb updat notifi oper oper wa conclud success input data examin insert examin oper interest input data examin visit object return step chang data examin chang examin data oper interest modifi data examin visit edit review return step chang data examin delet data examin oper interest delet data examin visit delet examin return step data set show messag take back run step underpin field form data insert oper oper cancel oper chang end use case failur data requir registr visit date name doctor carri survey reason visit ill accus histori made diagnosi test prescrib therapi prescrib indic medicin time recruit furthermor inclus valu observ made visit heart beat pressur number blood found dioptr test enter inform laboratori ha made valu result examin evalu diagnosi made
8.txt,record visit allow oper record visit held oper ha interest visit held outpati oper ha recogn system see uc val op oper ha receiv data visit clinic folder patient wa subject visit chang success inform store folder patient clinic oper activ execut registr servic visit view mask record visit input data registr visit confirm input verifi data insert oper store data notifi oper oper wa conclud success input data examin insert examin oper interest input data examin visit insert examin back point data set show messag take back run underpin field form data insert user oper cancel oper registr end use case failur data requir registr visit date name doctor carri survey reason visit ill accus histori made diagnosi test prescrib therapi prescrib indic medicin time recruit furthermor inclus valu observ made visit heart beat pressur number blood found dioptr test enter inform laboratori ha made valu result examin evalu diagnosi made
5.txt,chang doctor anagrafica allow oper chang anagrafica doctor work outpati deal modif data doctor oper ha recogn system see uc val op age doctor data doctor modifi remain wa success doctor correctli chang oper activ execut chanch servic doctor anagrafica view list doctor select doctor chang anagrafica confirm select view mask chang doctor anagrafica chang anagrafica doctor confirm chang verifi data insert oper rememb updat notifi oper finish success data enter display messag show data take back run underpin field form data insert user oper cancel oper end execut use case failur anagrafica doctor character follow data name surnam sex code tax date birth place birth provinc birth place address home provinc resid address zip code telephon special year certif note nb ital highlight data option whose inclus doe affect complet oper
4.txt,insert doctor allow oper input anagrafica doctor work outpati oper input doctor anagrafica oper ha recogn system see uc val op ha data character doctor data modifi success doctor anagrafica correctli insert oper activ execut input servic doctor anagrafica view mask input need inform insert data doctor anagrafica confirm input verifi data insert oper store data notifi oper finish success data enter display messag show data deem take back run point underpin field form data insert oper oper cancel oper end execut use case failur age physician character follow data name surnam sex code tax date birth place birth provinc birth place address home provinc resid address zip code telephon special year certif note nb ital highlight data option whose inclus doe affect complet oper
6.txt,delet doctor allow oper delet anagrafica doctor work outpati work delet data anagrafica doctor oper ha recogn system see uc val op anagrafica doctor detail doctor modifi remain state wa execut success doctor anagrafica success delet oper activ execut delet regist servic laboratori view list laboratori select doctor chang anagrafica confirm select view mask delet doctor anagrafica confirm delet doctor delet data anagrafica doctor notifi oper finish success oper cancel oper end execut use case failur mask contain data select allow oper examin detail proceed delet
7.txt,valid oper work perform function authent oper interest make valid order use featur system oper recogn system success oper recogn system enabl oper tri log system view mask valid oper insert login password confirm data verifi login identifi password oper allow access view mask oper cancel oper valid system end execut use case failur valid fail system show messag system take execut point underpin field form data insert user
3.txt,delet laboratori allow oper remov anagrafica laboratori analysi work elimin data anagrafica laboratori analysi oper ha recogn system see uc val op age laboratori data laboratori chang remain state first execut success age laboratori success elimin oper activ execut elimin anagrafica laboratori view list laboratori select laboratori chang anagrafica confirm select view mask elimin anagrafica laboratori confirm delet laboratori delet data anagrafica laboratori notifi oper finish success oper cancel oper end execut use case failur mask contain data laboratori select enabl oper monitor detail befor act delet
