Similarity,Associated
1.6643,NO
0.4683,NO
0.3018,NO
1.2467,NO
0.6997,NO
1.5304,NO
0.7287,NO
0.4726,NO
0.6869,NO
2.1313,YES
0.9228,NO
2.3536,YES
0.5371,NO
0.6844,NO
0.1025,NO
0.5238,NO
0.8421,NO
0.9718,NO
0.9254,NO
0.7471,NO
0.9463,NO
2.6664,YES
2.2414,YES
2.2291,YES
2.0256,YES
0.9442,NO
1.8648,YES
0.9621,NO
3.3486,YES
1.4852,YES
0.7693,NO
1.1067,NO
0.4898,NO
1.1696,NO
1.7314,YES
1.5428,YES
0.6704,NO
0.5161,NO
0.6576,NO
0.5376,NO
0.5302,NO
1.0523,NO
0.0874,NO
1.6558,YES
0.8271,NO
2.9818,YES
0.6697,NO
2.2231,YES
0.6193,NO
0.6133,NO
1.038,NO
0.9105,NO
0.4767,NO
0.7327,NO
0.6368,NO
0.8285,NO
1.5412,NO
0.5336,NO
1.1423,NO
2.3083,NO
1.1318,NO
2.0432,NO
0.9853,NO
0.3131,NO
1.2985,NO
2.9335,YES
1.0434,NO
3.1398,YES
0.9118,NO
1.1777,NO
0.3458,NO
0.3312,NO
1.552,NO
0.6153,NO
1.7468,NO
0.4011,NO
1.3576,NO
3.2016,YES
3.5427,YES
3.2166,YES
3.1547,YES
1.446,NO
2.5349,YES
1.5193,NO
3.0344,YES
1.4552,YES
1.514,NO
1.5022,NO
0.5111,NO
1.6717,NO
1.5216,YES
1.5471,YES
1.3129,NO
0.7074,NO
0.8866,NO
0.4272,NO
1.2125,NO
1.5328,NO
0.7493,NO
1.3165,YES
0.6892,NO
2.5099,YES
0.8077,NO
1.8945,YES
0.8453,NO
0.6233,NO
1.2123,NO
1.0442,NO
0.6412,NO
1.5376,NO
0.7089,NO
1.2485,NO
1.1853,NO
0.3007,NO
1.9785,YES
4.5886,YES
3.6766,YES
3.5591,YES
0.9058,NO
0.162,NO
2.8237,YES
0.7689,NO
1.7253,YES
0.975,NO
0.9732,NO
1.4786,NO
0.8432,NO
0.3741,NO
5.2528,YES
0.3672,NO
4.5819,YES
0.4301,NO
4.722,YES
0.9083,NO
2.4261,NO
2.1804,NO
0.8042,NO
2.415,YES
1.1687,NO
1.6089,YES
2.2287,NO
0.7163,NO
0.9612,NO
1.7415,NO
0.8468,NO
2.2634,NO
1.219,NO
0.6136,NO
1.1728,NO
3.091,YES
1.4516,NO
3.3334,YES
1.1436,NO
1.2607,NO
0.4974,NO
0.6741,NO
0.9267,NO
1.3215,NO
1.2167,NO
0.9138,NO
1.1236,NO
3.5837,YES
3.403,YES
3.2259,YES
2.9793,YES
1.6439,NO
2.9719,YES
1.4892,NO
0.7453,NO
0.1182,NO
1.0982,YES
3.1336,YES
2.5101,YES
2.3325,YES
0.7339,NO
0.2295,NO
1.7753,YES
0.3268,NO
0.9527,YES
0.6264,NO
0.3598,NO
0.7618,NO
0.2357,NO
0.3131,NO
3.5809,YES
0.3228,NO
3.4311,YES
0.341,NO
3.2071,YES
0.5426,NO
1.4924,NO
1.5859,NO
0.3568,NO
1.3587,YES
0.6768,NO
1.0458,YES
1.968,NO
0.4092,NO
1.1313,NO
2.1832,NO
1.3326,NO
2.7617,NO
1.2923,NO
0.3868,NO
1.6482,NO
2.7205,YES
1.7252,NO
3.0382,YES
1.3413,NO
1.392,NO
0.623,NO
0.6035,NO
1.5199,NO
1.0014,NO
1.704,NO
0.8016,NO
1.7411,NO
3.3159,YES
3.3641,YES
3.0961,YES
2.5266,YES
1.9946,NO
3.0114,YES
1.7493,NO
1.9966,NO
0.5755,NO
1.252,NO
2.1808,NO
0.8405,NO
2.8038,NO
1.0007,NO
0.2832,NO
1.9354,NO
3.0976,YES
1.8124,NO
3.6588,YES
0.9214,NO
1.248,NO
0.2175,NO
0.5351,NO
1.5534,NO
0.9616,NO
1.9386,NO
0.5097,NO
1.6189,NO
3.6429,YES
3.6921,YES
3.9709,YES
3.1834,YES
1.8584,NO
3.1255,YES
2.0306,NO
2.2862,NO
0.7182,NO
1.4994,NO
2.7809,NO
1.5124,NO
2.9225,NO
1.3147,NO
0.6158,NO
2.0538,NO
2.9778,YES
1.629,NO
3.1838,YES
0.982,NO
1.3865,NO
0.3047,NO
0.7052,NO
2.1518,NO
1.2328,NO
2.196,NO
0.874,NO
1.9742,NO
3.4882,YES
3.7249,YES
3.4105,YES
3.0552,YES
2.0223,NO
2.9207,YES
1.8753,NO
1.4825,NO
0.5455,NO
0.8281,NO
2.746,NO
1.6319,NO
1.932,NO
1.0261,NO
0.3416,NO
