Similarity,Associated
0.3071,NO
0.2574,NO
0.2287,NO
0.5644,NO
0.31,NO
0.6333,NO
0.3258,NO
0.2574,NO
0.1898,NO
1.0,YES
0.4964,NO
1.0,YES
0.3555,NO
0.3673,NO
0.2206,NO
0.1944,NO
0.1394,NO
0.2327,NO
0.2102,NO
0.1819,NO
0.2383,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2502,NO
1.0,YES
0.3251,NO
0.2803,YES
0.6914,YES
0.2796,NO
0.2165,NO
0.2796,NO
0.2796,NO
0.6914,YES
0.3062,YES
0.2113,NO
0.1092,NO
0.2113,NO
0.0762,NO
0.301,NO
0.301,NO
0.301,NO
0.6914,YES
0.2796,NO
0.2768,YES
0.2796,NO
0.6914,YES
0.2796,NO
0.0942,NO
0.1582,NO
0.1388,NO
0.065,NO
0.1627,NO
0.1481,NO
0.1431,NO
0.3071,NO
0.294,NO
0.3753,NO
0.5644,NO
0.3765,NO
0.6333,NO
0.3258,NO
0.1066,NO
0.2487,NO
1.0,YES
0.4964,NO
0.965,YES
0.3104,NO
0.352,NO
0.0793,NO
0.294,NO
0.4175,NO
0.3069,NO
0.3753,NO
0.294,NO
0.4224,NO
0.83,YES
1.0,YES
0.8236,YES
1.0,YES
0.2502,NO
1.0,YES
0.3251,NO
1.0,YES
0.5161,YES
0.3559,NO
0.228,NO
0.3559,NO
0.3559,NO
1.0,YES
1.0,YES
0.2479,NO
0.2069,NO
0.2479,NO
0.1216,NO
0.3667,NO
0.3667,NO
0.3667,NO
1.0,YES
0.3559,NO
1.0,YES
0.3559,NO
1.0,YES
0.3559,NO
0.1815,NO
0.2456,NO
0.1728,NO
0.2187,NO
0.2673,NO
0.2187,NO
0.1679,NO
0.3229,NO
0.2011,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2011,NO
0.0567,NO
0.5227,YES
0.2975,NO
0.4491,YES
0.2147,NO
0.3877,NO
0.3877,NO
0.3877,NO
0.2011,NO
1.0,YES
0.1393,NO
1.0,YES
0.304,NO
1.0,YES
0.3369,NO
0.2147,NO
0.4856,NO
0.2229,NO
0.582,YES
0.4444,NO
0.4367,YES
0.2912,NO
0.272,NO
0.2809,NO
0.5352,NO
0.3613,NO
0.6333,NO
0.3089,NO
0.1133,NO
0.2756,NO
1.0,YES
0.4964,NO
1.0,YES
0.3166,NO
0.3673,NO
0.3166,NO
0.272,NO
0.4327,NO
0.318,NO
0.3529,NO
0.272,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2372,NO
1.0,YES
0.3251,NO
0.1918,NO
0.1676,NO
0.5253,YES
0.6115,YES
0.6115,YES
0.5253,YES
0.1676,NO
0.0509,NO
0.2746,YES
0.433,NO
0.2359,YES
0.4608,NO
0.3335,NO
0.3335,NO
0.3335,NO
0.1676,NO
0.5396,YES
0.1465,NO
1.0,YES
0.1676,NO
1.0,YES
0.3798,NO
0.4608,NO
0.3496,NO
0.4608,NO
0.3057,YES
0.4576,NO
0.2294,YES
0.3071,NO
0.2988,NO
0.427,NO
0.5644,NO
0.427,NO
0.6333,NO
0.3258,NO
0.2988,NO
0.4218,NO
1.0,YES
0.4964,NO
0.7607,YES
0.3104,NO
0.352,NO
0.0793,NO
0.2816,NO
0.427,NO
0.2701,NO
0.427,NO
0.2816,NO
0.427,NO
0.83,YES
1.0,YES
0.8236,YES
1.0,YES
0.3347,NO
1.0,YES
0.3251,NO
0.224,NO
0.058,NO
0.3237,NO
0.4329,NO
0.3237,NO
0.4569,NO
0.2376,NO
0.1133,NO
0.3271,NO
0.8204,YES
0.3581,NO
1.0,YES
0.2244,NO
0.3673,NO
0.0595,NO
0.1944,NO
0.4327,NO
0.318,NO
0.3529,NO
0.1656,NO
0.4378,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3855,NO
1.0,YES
0.2345,NO
0.307,NO
0.0642,NO
0.4809,NO
0.5077,NO
0.4809,NO
0.6333,NO
0.307,NO
0.307,NO
0.2513,NO
1.0,YES
0.4964,NO
0.8232,YES
0.3649,NO
0.3649,NO
0.3649,NO
0.307,NO
0.4809,NO
0.307,NO
0.4809,NO
0.307,NO
0.4809,NO
0.8232,YES
1.0,YES
0.8236,YES
1.0,YES
0.2799,NO
1.0,YES
0.3251,NO
0.3071,NO
0.2562,NO
0.2809,NO
0.5644,NO
0.31,NO
0.4162,NO
0.3258,NO
0.1712,NO
0.2031,NO
0.9462,YES
0.2354,NO
1.0,YES
0.2522,NO
0.352,NO
0.0793,NO
0.2562,NO
0.4327,NO
0.318,NO
0.3529,NO
0.2562,NO
0.4378,NO
0.83,YES
1.0,YES
0.7587,YES
1.0,YES
0.2502,NO
1.0,YES
0.1542,NO
0.2538,NO
0.2465,NO
1.0,YES
0.6407,YES
1.0,YES
1.0,YES
