Similarity,Associated
0.2839,NO
0.2994,NO
0.5093,NO
0.3528,NO
0.5974,NO
0.4248,NO
0.4591,NO
0.3779,NO
0.4695,NO
1.219,YES
0.4633,NO
0.5705,YES
0.2804,NO
0.3128,NO
0.1064,NO
0.5157,NO
0.647,NO
0.4199,NO
0.5515,NO
0.3494,NO
0.4269,NO
0.6753,YES
1.0437,YES
1.1352,YES
1.6979,YES
0.3505,NO
0.9781,YES
0.5656,NO
1.1438,YES
1.1342,YES
0.303,NO
0.3642,NO
0.2838,NO
0.4541,NO
0.7737,YES
1.2425,YES
0.2339,NO
0.37,NO
0.449,NO
0.18,NO
0.2665,NO
0.2643,NO
0.099,NO
1.5872,YES
0.3172,NO
1.48,YES
0.3052,NO
1.2724,YES
0.4731,NO
0.1384,NO
0.4402,NO
0.3934,NO
0.3648,NO
0.6529,NO
0.4527,NO
0.5051,NO
0.2867,NO
0.2623,NO
0.52,NO
0.4561,NO
0.1762,NO
0.5311,NO
0.4515,NO
0.3485,NO
0.403,NO
3.2417,YES
0.594,NO
1.5017,YES
0.2416,NO
0.3456,NO
0.1218,NO
0.5013,NO
0.4367,NO
0.2987,NO
0.3151,NO
0.2208,NO
0.6845,NO
1.6539,YES
2.0665,YES
2.6302,YES
2.7127,YES
0.623,NO
2.3413,YES
0.4901,NO
0.3425,YES
0.2903,YES
0.3843,NO
0.3101,NO
0.2509,NO
0.5001,NO
0.5497,YES
0.3896,YES
0.1622,NO
0.4145,NO
0.5473,NO
0.2615,NO
0.0849,NO
0.0657,NO
0.0433,NO
0.6601,YES
0.255,NO
0.5747,YES
0.318,NO
0.4167,YES
0.351,NO
0.25,NO
0.3479,NO
0.4338,NO
0.4519,NO
0.488,NO
0.3411,NO
0.5289,NO
0.1724,NO
0.2116,NO
0.8699,YES
1.883,YES
2.8462,YES
0.7259,YES
0.4052,NO
0.091,NO
0.7219,YES
0.6235,NO
1.2827,YES
0.3152,NO
0.4929,NO
0.2884,NO
0.3964,NO
0.141,NO
2.9165,YES
0.1171,NO
2.1359,YES
0.1363,NO
1.3964,YES
0.3757,NO
0.3256,NO
0.7081,NO
0.5693,NO
1.2231,YES
0.4637,NO
0.7931,YES
0.4254,NO
0.3474,NO
0.6176,NO
0.7311,NO
0.5232,NO
0.5716,NO
0.3843,NO
0.5178,NO
0.4865,NO
2.7103,YES
0.8188,NO
1.3564,YES
0.1943,NO
0.246,NO
0.0806,NO
0.5434,NO
0.8324,NO
0.2695,NO
0.6327,NO
0.3811,NO
0.7565,NO
1.5572,YES
1.5372,YES
2.159,YES
2.1053,YES
0.9937,NO
1.8126,YES
0.6955,NO
0.2113,NO
0.1653,NO
0.4426,YES
1.0146,YES
1.9759,YES
0.9025,YES
0.3055,NO
0.0773,NO
0.4425,YES
0.4089,NO
0.9663,YES
0.2017,NO
0.2097,NO
0.2818,NO
0.154,NO
0.1774,NO
1.9892,YES
0.2795,NO
1.82,YES
0.0521,NO
1.0492,YES
0.249,NO
0.3582,NO
0.6563,NO
0.3628,NO
0.8687,YES
0.5482,NO
0.9878,YES
0.387,NO
0.2749,NO
1.0621,NO
0.6106,NO
0.3776,NO
1.0463,NO
0.6257,NO
0.4331,NO
1.0604,NO
3.4956,YES
1.2764,NO
1.6008,YES
0.54,NO
0.3209,NO
0.3344,NO
0.5944,NO
0.6012,NO
0.2848,NO
0.673,NO
0.3108,NO
0.7256,NO
1.8559,YES
2.3126,YES
3.0197,YES
3.2413,YES
1.3349,NO
2.4725,YES
1.1159,NO
0.1355,NO
0.1926,NO
0.8936,NO
0.4652,NO
0.4367,NO
0.7261,NO
0.4022,NO
0.2726,NO
