Similarity,Associated
0.3465,NO
0.1352,NO
0.5679,NO
1.0343,NO
0.6974,NO
0.7585,NO
0.4853,NO
0.2615,NO
0.4639,NO
1.6799,YES
0.6115,NO
1.5624,YES
0.3597,NO
0.5926,NO
0.367,NO
0.2066,NO
0.4735,NO
0.2164,NO
0.5785,NO
0.1334,NO
0.4913,NO
1.6886,YES
0.8685,YES
1.8084,YES
2.2876,YES
0.8231,NO
1.3857,YES
0.7801,NO
0.7609,YES
0.131,YES
0.5594,NO
0.6867,NO
0.5796,NO
0.8557,NO
0.8224,YES
0.6704,YES
0.5136,NO
0.2614,NO
0.5165,NO
0.2541,NO
0.3832,NO
0.4886,NO
0.291,NO
0.4973,YES
0.4937,NO
0.7734,YES
0.3832,NO
0.2864,YES
0.3863,NO
0.2757,NO
0.2437,NO
0.4295,NO
0.3843,NO
0.5384,NO
0.3569,NO
0.7283,NO
0.4863,NO
0.1454,NO
0.4699,NO
1.0493,NO
0.6823,NO
0.8431,NO
0.516,NO
0.3565,NO
0.4379,NO
2.107,YES
0.5449,NO
1.928,YES
0.1635,NO
0.4522,NO
0.1809,NO
0.2507,NO
0.5673,NO
0.3575,NO
0.514,NO
0.1882,NO
0.454,NO
2.3184,YES
1.1196,YES
2.2278,YES
2.6196,YES
0.6366,NO
1.5098,YES
0.8363,NO
0.9694,YES
0.1256,YES
0.4853,NO
0.5199,NO
0.3888,NO
0.4808,NO
1.5898,YES
1.378,YES
0.2483,NO
0.3514,NO
0.3422,NO
0.34,NO
0.1417,NO
0.5116,NO
0.138,NO
1.3263,YES
0.2336,NO
1.4984,YES
0.2671,NO
0.4383,YES
0.3203,NO
0.2561,NO
0.3208,NO
0.3064,NO
0.2507,NO
0.4634,NO
0.3714,NO
0.3946,NO
0.6998,NO
0.1767,NO
0.9503,YES
4.6258,YES
4.504,YES
1.4381,YES
0.6867,NO
0.403,NO
0.9733,YES
0.4477,NO
0.9201,YES
0.251,NO
0.7112,NO
0.7492,NO
0.5496,NO
0.2845,NO
2.361,YES
0.4886,NO
3.4626,YES
0.4428,NO
3.0005,YES
0.4131,NO
0.3764,NO
0.7531,NO
0.3921,NO
1.1637,YES
0.2933,NO
1.8487,YES
0.3373,NO
0.0775,NO
0.5299,NO
0.73,NO
0.5165,NO
0.9328,NO
0.3612,NO
0.1132,NO
0.5955,NO
1.9925,YES
0.6201,NO
1.7069,YES
0.1565,NO
0.3664,NO
0.1711,NO
0.3424,NO
0.4432,NO
0.2628,NO
0.4819,NO
0.1911,NO
0.3309,NO
2.6343,YES
1.1861,YES
2.0511,YES
2.0517,YES
0.5293,NO
0.9411,YES
0.6206,NO
0.4741,NO
0.157,NO
0.4086,YES
3.7552,YES
3.6248,YES
0.6737,YES
0.5693,NO
0.325,NO
0.2395,YES
0.5391,NO
0.4263,YES
0.1827,NO
0.2801,NO
0.5122,NO
0.2661,NO
0.2612,NO
1.3931,YES
0.3188,NO
2.7123,YES
0.2518,NO
2.6783,YES
0.632,NO
0.4273,NO
0.7668,NO
0.649,NO
0.5282,YES
0.1908,NO
0.7266,YES
0.2986,NO
