Similarity,Associated
0.2076,NO
0.2626,NO
0.6593,NO
0.3384,NO
0.191,NO
0.6773,NO
0.4224,NO
0.2025,NO
0.1766,NO
1.0,YES
0.7077,NO
1.0,YES
0.3701,NO
0.3701,NO
0.3691,NO
0.2626,NO
0.2942,NO
0.2626,NO
0.2553,NO
0.2626,NO
0.3295,NO
0.5857,YES
0.5954,YES
1.0,YES
1.0,YES
0.1818,NO
1.0,YES
0.2183,NO
1.0,YES
1.0,YES
0.2853,NO
0.1872,NO
0.1872,NO
0.3765,NO
1.0,YES
1.0,YES
0.4007,NO
0.3066,NO
0.4007,NO
0.3066,NO
0.3658,NO
0.397,NO
0.397,NO
1.0,YES
0.1872,NO
1.0,YES
0.1897,NO
1.0,YES
0.1872,NO
0.2082,NO
0.2082,NO
0.2314,NO
0.3066,NO
0.4007,NO
0.2314,NO
0.2584,NO
0.2057,NO
0.1062,NO
0.6593,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.4224,NO
0.0278,NO
0.2021,NO
1.0,YES
0.7077,NO
1.0,YES
0.2134,NO
0.1756,NO
0.1273,NO
0.3249,NO
0.5985,NO
0.0898,NO
0.391,NO
0.1843,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3063,NO
1.0,YES
0.2054,NO
1.0,YES
1.0,YES
0.6805,NO
0.6805,NO
0.5217,NO
0.466,NO
1.0,YES
1.0,YES
0.4748,NO
0.1391,NO
0.4748,NO
0.1656,NO
0.7376,NO
0.7376,NO
0.7358,NO
1.0,YES
0.6805,NO
1.0,YES
0.5005,NO
1.0,YES
0.3514,NO
0.2535,NO
0.1923,NO
0.1503,NO
0.225,NO
0.6805,NO
0.3143,NO
0.4748,NO
0.1709,NO
0.1663,NO
0.7346,YES
1.0,YES
1.0,YES
0.503,YES
0.22,NO
0.153,NO
0.433,YES
0.3019,NO
0.5679,YES
0.166,NO
0.1879,NO
0.3152,NO
0.2347,NO
0.1663,NO
1.0,YES
0.1663,NO
1.0,YES
0.3664,NO
1.0,YES
0.3405,NO
0.3338,NO
0.2013,NO
0.2464,NO
0.7346,YES
0.4518,NO
0.4304,YES
0.1341,NO
0.1996,NO
0.4056,NO
0.6139,NO
0.3369,NO
0.4167,NO
0.2599,NO
0.0247,NO
0.3573,NO
1.0,YES
0.4354,NO
1.0,YES
0.2451,NO
0.2451,NO
0.2445,NO
0.221,NO
0.4071,NO
0.1996,NO
0.3054,NO
0.2508,NO
0.3054,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.3573,NO
0.6802,YES
0.2054,NO
0.1709,NO
0.2248,NO
1.0,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.1098,NO
0.5022,YES
0.6968,NO
0.6283,YES
0.6968,NO
0.125,NO
0.3152,NO
0.2347,NO
0.2264,NO
1.0,YES
0.1194,NO
1.0,YES
0.4988,NO
1.0,YES
0.5683,NO
0.6232,NO
0.6334,NO
0.6968,NO
1.0,YES
0.6968,NO
0.5859,YES
0.2332,NO
0.2148,NO
0.6593,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.4224,NO
0.2332,NO
0.2272,NO
1.0,YES
0.7077,NO
1.0,YES
0.3899,NO
0.3899,NO
0.3889,NO
0.2148,NO
0.2942,NO
0.2332,NO
0.1697,NO
0.2508,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2758,NO
1.0,YES
0.2411,NO
0.1601,NO
0.1277,NO
0.5133,NO
0.4834,NO
0.3315,NO
0.5273,NO
0.3289,NO
0.013,NO
0.3327,NO
1.0,YES
0.551,NO
1.0,YES
0.1661,NO
0.2085,NO
0.1733,NO
0.3249,NO
0.5985,NO
0.0707,NO
0.391,NO
0.2508,NO
0.2566,NO
0.8156,YES
0.8945,YES
0.9091,YES
1.0,YES
0.4039,NO
1.0,YES
0.3531,NO
0.2093,NO
0.1513,NO
0.4413,NO
0.6139,NO
0.3384,NO
0.4023,NO
0.2509,NO
0.2093,NO
0.2216,NO
1.0,YES
0.4203,NO
1.0,YES
0.1267,NO
0.2085,NO
0.1733,NO
0.2111,NO
0.4413,NO
0.2093,NO
0.3246,NO
0.2508,NO
0.3103,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.4413,NO
0.6498,YES
0.2586,NO
0.2057,NO
0.1062,NO
0.6593,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.4224,NO
0.0806,NO
0.1184,NO
1.0,YES
0.7077,NO
1.0,YES
0.2389,NO
0.2593,NO
0.2593,NO
0.3249,NO
0.5985,NO
0.0898,NO
0.391,NO
0.1867,NO
0.3335,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1184,NO
1.0,YES
0.2054,NO
0.2216,NO
0.3162,NO
1.0,YES
1.0,YES
0.7667,YES
0.9179,YES
0.4103,NO
0.1279,NO
1.0,YES
0.2044,NO
1.0,YES
0.1607,NO
0.5121,NO
0.441,NO
0.441,NO
0.1677,NO
1.0,YES
0.2282,NO
0.7355,YES
0.4988,NO
0.4963,YES
0.3725,NO
0.1907,NO
0.6965,NO
0.3738,NO
1.0,YES
0.5388,NO
1.0,YES
0.1524,NO
0.3233,NO
1.0,YES
0.3948,NO
0.6811,NO
1.0,YES
0.3051,NO
0.134,NO
0.9727,YES
0.2078,NO
1.0,YES
0.1374,NO
0.3141,NO
0.1678,NO
0.2007,NO
0.1297,NO
0.5127,NO
0.1747,NO
0.6811,NO
0.2986,NO
0.4971,NO
0.2975,NO
0.2987,NO
0.5719,NO
0.3026,NO
1.0,YES
0.5079,NO
0.7136,YES
0.1537,NO
0.2716,NO
0.982,YES
1.0,YES
1.0,YES
0.8593,YES
0.314,NO
0.1537,NO
0.8593,YES
0.7101,NO
0.8593,YES
0.7101,NO
0.4811,NO
0.5221,NO
0.5221,NO
0.2307,NO
1.0,YES
0.1798,NO
1.0,YES
0.4898,NO
1.0,YES
0.5792,NO
0.6351,NO
0.6455,NO
0.7101,NO
0.982,YES
0.7101,NO
0.8593,YES
0.1585,NO
0.3162,NO
1.0,YES
0.5126,NO
0.6479,NO
1.0,YES
0.2984,NO
0.1381,NO
1.0,YES
0.1048,NO
1.0,YES
0.0824,NO
0.5579,NO
0.3363,NO
0.3473,NO
0.1012,NO
0.5126,NO
0.0682,NO
0.6479,NO
0.2557,NO
0.4729,NO
0.25,NO
0.1845,NO
0.5872,NO
0.3738,NO
1.0,YES
0.5692,NO
1.0,YES
0.1709,NO
0.2203,NO
0.6136,YES
0.9216,YES
1.0,YES
0.4202,YES
0.2203,NO
0.0398,NO
0.433,YES
0.4207,NO
0.5679,YES
0.4207,NO
0.7871,NO
0.7871,NO
0.7852,NO
0.2203,NO
0.9773,YES
0.2203,NO
1.0,YES
0.3061,NO
1.0,YES
0.2878,NO
0.3338,NO
0.2985,NO
0.4207,NO
0.6136,YES
0.4518,NO
0.3595,YES
1.0,YES
0.9109,YES
0.18,NO
0.2183,NO
0.2369,NO
0.2991,NO
1.0,YES
1.0,YES
0.3517,NO
0.0996,NO
0.3517,NO
0.1395,NO
0.5451,NO
0.5915,NO
0.5915,NO
0.9109,YES
0.2315,NO
1.0,YES
0.182,NO
0.9717,YES
0.2369,NO
0.0952,NO
0.162,NO
0.0272,NO
0.0299,NO
0.3517,NO
0.1895,NO
0.3807,NO
0.2216,NO
0.3233,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.4103,NO
0.1381,NO
1.0,YES
