Similarity,Associated
0.1687,NO
0.1687,NO
0.0354,NO
0.0503,NO
0.1663,NO
0.1423,NO
0.1687,NO
0.1548,NO
0.1423,NO
0.4096,YES
0.1423,NO
0.4096,YES
0.0693,NO
0.1937,NO
0.1937,NO
0.1548,NO
0.206,NO
0.1687,NO
0.1663,NO
0.1687,NO
0.2083,NO
1.0,YES
1.0,YES
0.4096,YES
1.0,YES
0.1526,NO
0.267,YES
0.1406,NO
1.0,YES
1.0,YES
0.1531,NO
0.1272,NO
0.1344,NO
0.1778,NO
1.0,YES
0.1792,YES
0.1778,NO
0.0824,NO
0.1405,NO
0.0609,NO
0.0995,NO
0.1766,NO
0.1766,NO
0.3834,YES
0.0369,NO
1.0,YES
0.0553,NO
1.0,YES
0.1344,NO
0.1231,NO
0.1231,NO
0.047,NO
0.0191,NO
0.1778,NO
0.0444,NO
0.1778,NO
0.0789,NO
0.092,NO
0.0508,NO
0.0787,NO
0.2143,NO
0.2137,NO
0.083,NO
0.092,NO
0.2137,NO
0.4064,YES
0.2137,NO
0.4064,YES
0.0581,NO
0.1625,NO
0.1625,NO
0.092,NO
0.2143,NO
0.092,NO
0.2143,NO
0.0361,NO
0.1616,NO
0.5256,YES
0.5081,YES
0.5256,YES
0.5256,YES
0.1387,NO
0.5256,YES
0.1452,NO
0.284,YES
0.284,YES
0.1223,NO
0.0611,NO
0.0995,NO
0.204,NO
0.284,YES
0.1602,YES
0.204,NO
0.0592,NO
0.204,NO
0.023,NO
0.0831,NO
0.2183,NO
0.2183,NO
0.1602,YES
0.0477,NO
0.284,YES
0.204,NO
0.284,YES
0.044,NO
0.1355,NO
0.0625,NO
0.1355,NO
0.1355,NO
0.1223,NO
0.1355,NO
0.0977,NO
0.1088,NO
0.1088,NO
0.1977,YES
0.2362,YES
1.0,YES
0.3354,YES
0.0557,NO
0.0371,NO
0.3354,YES
0.0546,NO
0.3354,YES
0.0513,NO
0.093,NO
0.2199,NO
0.2199,NO
0.072,NO
0.4156,YES
0.1088,NO
1.0,YES
0.0356,NO
0.4216,YES
0.1531,NO
0.1531,NO
0.0968,NO
0.0968,NO
0.2372,YES
0.0968,NO
0.2372,YES
0.1621,NO
0.1926,NO
0.096,NO
0.0759,NO
0.2067,NO
0.2524,NO
0.1621,NO
0.1926,NO
0.2524,NO
0.485,YES
0.2524,NO
0.485,YES
0.069,NO
0.1813,NO
0.1813,NO
0.1926,NO
0.2067,NO
0.1926,NO
0.2524,NO
0.1621,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1526,NO
1.0,YES
0.1312,NO
0.1328,NO
0.02,NO
0.0925,YES
0.2362,YES
1.0,YES
0.2886,YES
0.0479,NO
0.0303,NO
0.2886,YES
0.2293,NO
0.2886,YES
0.2293,NO
0.1049,NO
0.1928,NO
0.1928,NO
0.072,NO
1.0,YES
0.066,NO
1.0,YES
0.0244,NO
1.0,YES
0.2293,NO
0.137,NO
0.2293,NO
0.2293,NO
0.1864,YES
0.2085,NO
0.1548,YES
0.1809,NO
0.1809,NO
0.1453,NO
0.1833,NO
0.1506,NO
0.2963,NO
0.1579,NO
0.0617,NO
0.1924,NO
1.0,YES
0.1453,NO
1.0,YES
0.0865,NO
0.2418,NO
0.2418,NO
0.0222,NO
0.206,NO
0.1809,NO
0.1843,NO
0.0687,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1924,NO
1.0,YES
0.1934,NO
0.1553,NO
0.0797,NO
0.2213,NO
0.0708,NO
0.2338,NO
0.1892,NO
0.1579,NO
0.0544,NO
0.1892,NO
1.0,YES
0.2213,NO
1.0,YES
0.0318,NO
0.1697,NO
0.0797,NO
0.0098,NO
0.2338,NO
0.0959,NO
0.1879,NO
0.0687,NO
0.2338,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.2213,NO
1.0,YES
0.2188,NO
0.1686,NO
0.1579,NO
0.1176,NO
0.1833,NO
0.1379,NO
0.2963,NO
0.1579,NO
0.1579,NO
0.1743,NO
1.0,YES
0.166,NO
1.0,YES
0.0169,NO
0.1697,NO
0.0598,NO
0.1579,NO
0.206,NO
0.1579,NO
0.1843,NO
0.0687,NO
0.2083,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.1743,NO
1.0,YES
0.1517,NO
0.1686,NO
0.1542,NO
0.0852,NO
0.1833,NO
0.1379,NO
0.2963,NO
0.1542,NO
0.1348,NO
0.2085,NO
0.3916,YES
0.2085,NO
0.3916,YES
0.0753,NO
0.1978,NO
0.1978,NO
0.1348,NO
0.206,NO
0.1542,NO
0.2085,NO
0.1542,NO
0.2083,NO
1.0,YES
1.0,YES
0.4994,YES
1.0,YES
0.1526,NO
0.4994,YES
0.1006,NO
0.1494,NO
0.1494,NO
1.0,YES
0.1398,YES
0.2328,YES
0.3916,YES
0.1924,NO
0.0724,NO
1.0,YES
0.1253,NO
1.0,YES
0.1253,NO
0.1437,NO
0.2203,NO
0.2203,NO
0.0941,NO
0.2328,YES
0.1494,NO
0.279,YES
0.1494,NO
0.2328,YES
0.1253,NO
0.1329,NO
0.2493,NO
0.1253,NO
1.0,YES
0.2439,NO
1.0,YES
0.0733,NO
0.0733,NO
0.1132,YES
0.0711,NO
0.3456,NO
0.3192,YES
0.0891,NO
0.0727,NO
0.477,YES
0.0896,NO
0.3483,YES
0.0896,NO
0.1029,NO
0.2875,NO
0.2875,NO
0.0727,NO
0.3456,NO
0.0733,NO
0.1364,NO
0.0649,NO
0.3456,NO
0.1732,NO
0.1732,NO
0.1166,NO
0.1732,NO
0.477,YES
0.0972,NO
0.3985,YES
0.1768,NO
0.1768,NO
0.3174,YES
0.2362,YES
1.0,YES
0.3605,YES
0.0611,NO
0.1533,NO
0.3605,YES
0.2818,NO
0.3605,YES
0.2818,NO
0.1049,NO
0.1719,NO
0.0319,NO
0.1533,NO
1.0,YES
0.1768,NO
1.0,YES
0.0472,NO
1.0,YES
0.2818,NO
0.137,NO
0.2818,NO
0.2818,NO
0.3174,YES
0.2085,NO
0.3141,YES
0.048,NO
0.0358,NO
0.1201,YES
0.0625,NO
0.3036,NO
0.1409,YES
0.0672,NO
0.0302,NO
0.4155,YES
0.0817,NO
0.4155,YES
0.0373,NO
0.0338,NO
0.0887,NO
0.0887,NO
0.0339,NO
0.3036,NO
0.0302,NO
0.1122,NO
0.0135,NO
0.3036,NO
0.2848,NO
0.2848,NO
0.113,NO
0.2147,NO
0.3599,YES
0.1106,NO
0.4534,YES
0.1468,NO
0.0854,NO
0.2378,YES
0.2996,YES
1.0,YES
1.0,YES
0.1661,NO
0.0118,NO
1.0,YES
0.0273,NO
1.0,YES
0.0513,NO
0.093,NO
0.1625,NO
0.1625,NO
0.072,NO
0.2541,YES
0.0854,NO
1.0,YES
0.0854,NO
0.3658,YES
0.1629,NO
0.2192,NO
0.2298,NO
0.1116,NO
0.2732,YES
0.2113,NO
0.2078,YES
0.4232,YES
1.0,YES
0.1398,NO
0.115,NO
0.063,NO
0.1955,NO
0.1458,YES
1.0,YES
0.1955,NO
0.0767,NO
0.1955,NO
0.0168,NO
0.0814,NO
0.2274,NO
0.2274,NO
1.0,YES
0.0978,NO
1.0,YES
0.1955,NO
0.274,YES
0.0422,NO
0.149,NO
0.149,NO
0.0569,NO
0.0484,NO
0.1636,NO
0.0537,NO
0.1636,NO
0.1468,NO
0.0695,NO
1.0,YES
0.2996,YES
0.2628,YES
1.0,YES
0.1924,NO
0.0724,NO
1.0,YES
0.1183,NO
1.0,YES
0.0928,NO
0.1437,NO
0.179,NO
0.0923,NO
0.0941,NO
0.2337,YES
0.073,NO
1.0,YES
0.1208,NO
0.2157,YES
0.1763,NO
0.2192,NO
0.2444,NO
0.1763,NO
1.0,YES
0.241,NO
1.0,YES
0.1931,NO
0.1931,NO
1.0,YES
0.2996,YES
0.2628,YES
1.0,YES
0.1924,NO
0.1494,NO
1.0,YES
0.1183,NO
1.0,YES
0.0823,NO
0.1437,NO
0.2193,NO
0.2193,NO
0.1494,NO
0.2337,YES
0.1931,NO
1.0,YES
0.1208,NO
0.2157,YES
0.2672,NO
0.2192,NO
0.2672,NO
0.2672,NO
1.0,YES
0.2672,NO
1.0,YES
0.1467,NO
0.077,NO
1.0,YES
0.1349,YES
0.1251,YES
0.3916,YES
0.1924,NO
0.0456,NO
1.0,YES
0.1183,NO
1.0,YES
0.0823,NO
0.1437,NO
0.179,NO
0.1325,NO
0.0941,NO
0.1662,YES
0.0748,NO
0.2598,YES
0.1208,NO
0.1837,YES
0.1006,NO
0.1709,NO
0.2444,NO
0.1193,NO
1.0,YES
0.2326,NO
0.3512,YES
0.0476,NO
0.079,NO
0.321,YES
0.1398,YES
0.2626,YES
1.0,YES
0.1867,NO
0.0724,NO
1.0,YES
0.1183,NO
1.0,YES
0.0823,NO
0.1183,NO
0.2466,NO
0.2466,NO
0.0941,NO
0.2626,YES
0.0908,NO
0.3077,YES
0.1499,NO
0.2626,YES
0.2491,NO
0.2491,NO
0.2493,NO
0.1202,NO
1.0,YES
0.2439,NO
1.0,YES
0.1259,NO
0.1259,NO
0.0982,YES
0.3672,YES
1.0,YES
0.2475,YES
0.1306,NO
0.1202,NO
0.2475,YES
0.202,NO
0.2475,YES
0.202,NO
0.093,NO
0.2045,NO
0.2045,NO
0.1202,NO
1.0,YES
0.1259,NO
1.0,YES
0.1259,NO
0.3658,YES
0.202,NO
0.0757,NO
0.202,NO
0.202,NO
0.1423,YES
0.145,NO
0.1104,YES
0.1566,NO
0.0969,NO
0.1179,YES
0.3465,YES
1.0,YES
0.3313,YES
0.0704,NO
0.073,NO
0.3313,YES
0.1296,NO
0.3313,YES
0.104,NO
0.1049,NO
0.1719,NO
0.077,NO
0.0785,NO
1.0,YES
0.0969,NO
1.0,YES
0.0704,NO
1.0,YES
0.2045,NO
0.2045,NO
0.111,NO
0.111,NO
0.2425,YES
0.2085,NO
0.2728,YES
0.1932,NO
0.1243,NO
0.1723,NO
0.189,NO
0.1713,NO
0.1608,NO
0.2073,NO
0.1233,NO
0.1766,NO
0.1443,NO
0.1588,NO
0.1443,NO
0.3807,YES
1.0,YES
1.0,YES
0.1233,NO
0.185,NO
0.1243,NO
0.1713,NO
0.1196,NO
0.148,NO
0.1443,NO
0.1813,NO
0.1443,NO
0.1443,NO
0.1766,NO
0.1187,NO
0.2266,NO
0.4232,YES
1.0,YES
0.1398,NO
0.115,NO
0.0962,NO
0.1256,NO
0.3686,YES
1.0,YES
0.1256,NO
0.0767,NO
0.1256,NO
0.0224,NO
0.0367,NO
0.0608,NO
0.0425,NO
1.0,YES
0.0978,NO
1.0,YES
0.1256,NO
0.3686,YES
0.0308,NO
0.0996,NO
0.106,NO
0.0996,NO
0.0996,NO
0.1208,NO
0.0996,NO
0.1097,NO
0.1566,NO
0.1025,NO
0.2378,YES
0.3672,YES
1.0,YES
1.0,YES
0.1661,NO
0.1025,NO
1.0,YES
0.1296,NO
1.0,YES
0.0609,NO
0.1049,NO
0.2227,NO
