Similarity,Associated
0.2284,NO
0.1692,NO
0.9852,NO
1.2983,NO
0.4144,NO
1.275,NO
0.1104,NO
0.3259,NO
1.1638,NO
2.3784,YES
1.1572,NO
2.5227,YES
0.5017,NO
0.5786,NO
0.5153,NO
0.341,NO
1.0622,NO
0.5391,NO
1.1958,NO
0.8076,NO
1.1769,NO
2.3295,YES
1.8537,YES
2.7969,YES
2.7624,YES
0.4172,NO
2.466,YES
0.4108,NO
0.8229,YES
1.0775,YES
0.4204,NO
0.5068,NO
0.4516,NO
0.2812,NO
1.1747,YES
0.8135,YES
0.2769,NO
0.5011,NO
0.3339,NO
0.4202,NO
0.0593,NO
0.0998,NO
0.0835,NO
1.2405,YES
0.5979,NO
1.8117,YES
0.5201,NO
1.6735,YES
0.5622,NO
0.4295,NO
0.4863,NO
0.4604,NO
0.5224,NO
0.2406,NO
0.4213,NO
0.1552,NO
0.0761,NO
0.4523,NO
1.3333,NO
1.6294,NO
0.4572,NO
1.6572,NO
0.3774,NO
0.1503,NO
1.3977,NO
3.5678,YES
1.6994,NO
3.6131,YES
0.2749,NO
0.3695,NO
0.3404,NO
0.5761,NO
1.4071,NO
0.8392,NO
1.7297,NO
0.6543,NO
1.8188,NO
3.7815,YES
3.4253,YES
4.2806,YES
4.0838,YES
0.6023,NO
3.5223,YES
0.6244,NO
1.8865,YES
1.3147,YES
1.9567,NO
1.0822,NO
0.7532,NO
2.1006,NO
1.8156,YES
1.7587,YES
1.9958,NO
1.3558,NO
1.9089,NO
1.3615,NO
0.3022,NO
0.288,NO
0.3145,NO
1.7977,YES
1.1691,NO
2.8124,YES
1.3578,NO
3.1509,YES
1.2126,NO
1.4226,NO
1.4113,NO
2.53,NO
1.8362,NO
1.9574,NO
1.4967,NO
1.6109,NO
0.2176,NO
0.6968,NO
1.5003,YES
4.67,YES
4.1665,YES
1.807,YES
0.4012,NO
0.2,NO
1.9336,YES
0.495,NO
2.1345,YES
0.5736,NO
0.7791,NO
1.0595,NO
1.7158,NO
0.5514,NO
5.2337,YES
0.5126,NO
4.6659,YES
1.3717,NO
3.8077,YES
1.1377,NO
0.739,NO
0.9515,NO
0.4114,NO
2.2204,YES
0.6034,NO
1.7036,YES
0.2492,NO
0.2681,NO
1.1273,NO
1.1972,NO
0.3902,NO
1.351,NO
0.1921,NO
0.3343,NO
1.0794,NO
2.8782,YES
1.3167,NO
2.8877,YES
0.1458,NO
0.2152,NO
0.1648,NO
0.3252,NO
1.264,NO
0.6768,NO
1.3056,NO
0.5571,NO
1.4421,NO
3.1915,YES
2.8521,YES
3.4125,YES
3.3042,YES
0.623,NO
2.8847,YES
0.6651,NO
0.1792,NO
0.4863,NO
0.9588,YES
4.9894,YES
4.1818,YES
1.5284,YES
0.1139,NO
0.1926,NO
1.6814,YES
1.0039,NO
1.7159,YES
1.1954,NO
0.6075,NO
0.8411,NO
1.3417,NO
0.4765,NO
5.1222,YES
0.4367,NO
4.7879,YES
1.0807,NO
4.0067,YES
1.6724,NO
0.9434,NO
1.5764,NO
0.9585,NO
1.671,YES
1.0957,NO
1.1008,YES
0.2606,NO
0.4087,NO
1.331,NO
1.2385,NO
0.5062,NO
1.5851,NO
