Similarity,Associated
0.1687,NO
0.1548,NO
0.1153,NO
0.2653,NO
0.0362,NO
0.1331,NO
0.1687,NO
0.1548,NO
0.1153,NO
0.4371,YES
0.0939,NO
1.0,YES
0.1248,NO
0.1766,NO
0.1937,NO
0.1687,NO
0.0423,NO
0.1687,NO
0.1663,NO
0.1687,NO
0.1201,NO
0.3848,YES
1.0,YES
1.0,YES
0.245,YES
0.0369,NO
1.0,YES
0.1153,NO
0.3715,YES
0.1792,YES
0.1778,NO
0.1088,NO
0.0352,NO
0.1778,NO
0.3715,YES
0.1792,YES
0.1778,NO
0.0505,NO
0.1194,NO
0.1156,NO
0.0699,NO
0.1835,NO
0.1835,NO
0.3715,YES
0.0384,NO
0.3715,YES
0.1088,NO
0.3715,YES
0.0269,NO
0.0445,NO
0.0533,NO
0.0483,NO
0.0483,NO
0.1318,NO
0.04,NO
0.1296,NO
0.1731,NO
0.092,NO
0.1694,NO
0.2653,NO
0.0693,NO
0.1694,NO
0.1987,NO
0.092,NO
0.1694,NO
1.0,YES
0.1387,NO
1.0,YES
0.151,NO
0.1766,NO
0.1484,NO
0.1731,NO
0.1906,NO
0.1731,NO
0.2143,NO
0.1731,NO
0.166,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.0775,NO
1.0,YES
0.1694,NO
1.0,YES
1.0,YES
0.1531,NO
0.204,NO
0.204,NO
0.204,NO
1.0,YES
1.0,YES
0.204,NO
0.1387,NO
0.1223,NO
0.0179,NO
0.0831,NO
0.2183,NO
0.2183,NO
1.0,YES
0.1138,NO
1.0,YES
0.204,NO
1.0,YES
0.204,NO
0.1387,NO
0.042,NO
0.1387,NO
0.1387,NO
0.204,NO
0.1077,NO
0.204,NO
0.1566,NO
0.1508,NO
0.2372,YES
1.0,YES
0.3354,YES
0.3354,YES
0.1548,NO
0.1508,NO
0.3354,YES
0.183,NO
0.1977,YES
0.1023,NO
0.1252,NO
0.2037,NO
0.2199,NO
0.1267,NO
1.0,YES
0.1267,NO
1.0,YES
0.1267,NO
0.3658,YES
0.1531,NO
0.2519,NO
0.2125,NO
0.1531,NO
0.3354,YES
0.2085,NO
0.3354,YES
0.1686,NO
0.1926,NO
0.2286,NO
0.2524,NO
0.2524,NO
0.2524,NO
0.1987,NO
0.1926,NO
0.2524,NO
1.0,YES
0.133,NO
0.4997,YES
0.151,NO
0.0857,NO
0.1844,NO
0.1621,NO
0.1906,NO
0.1621,NO
0.2524,NO
0.1621,NO
0.2524,NO
1.0,YES
0.485,YES
1.0,YES
1.0,YES
0.2524,NO
0.485,YES
0.2524,NO
0.1566,NO
0.1132,NO
0.2378,YES
1.0,YES
1.0,YES
1.0,YES
0.1548,NO
0.1132,NO
1.0,YES
0.183,NO
0.2134,YES
0.1023,NO
0.1252,NO
0.1815,NO
0.1928,NO
0.11,NO
0.2786,YES
0.11,NO
1.0,YES
0.1481,NO
1.0,YES
0.0819,NO
0.2519,NO
0.2564,NO
0.2564,NO
1.0,YES
0.1256,NO
1.0,YES
0.1809,NO
0.1809,NO
0.2369,NO
0.2653,NO
0.2395,NO
0.2395,NO
0.1669,NO
0.1809,NO
0.2395,NO
0.4371,YES
0.0582,NO
1.0,YES
0.1248,NO
0.1766,NO
0.0598,NO
0.1809,NO
0.056,NO
0.1669,NO
0.2395,NO
0.1669,NO
0.2395,NO
0.3848,YES
1.0,YES
1.0,YES
1.0,YES
0.2395,NO
1.0,YES
0.2395,NO
0.1686,NO
0.0776,NO
0.2133,NO
0.2653,NO
0.0462,NO
0.2133,NO
0.1987,NO
0.0776,NO
0.2133,NO
1.0,YES
0.1609,NO
1.0,YES
0.151,NO
0.1766,NO
0.0598,NO
0.0988,NO
0.1906,NO
0.0959,NO
0.1429,NO
0.0858,NO
0.166,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.0741,NO
1.0,YES
0.2133,NO
0.1796,NO
0.1796,NO
0.1743,NO
0.2664,NO
0.2664,NO
0.2664,NO
0.0643,NO
0.1796,NO
0.2664,NO
0.4371,YES
0.0568,NO
1.0,YES
0.1248,NO
0.2034,NO
0.2034,NO
0.1796,NO
0.1013,NO
0.0725,NO
0.2664,NO
0.0687,NO
0.2664,NO
0.3848,YES
0.4613,YES
0.4373,YES
0.3444,YES
0.2664,NO
0.4373,YES
0.2664,NO
0.1686,NO
0.0301,NO
0.0331,NO
0.1576,NO
0.0431,NO
0.1986,NO
0.1987,NO
0.061,NO
0.1012,NO
1.0,YES
0.1012,NO
0.4994,YES
0.151,NO
0.1693,NO
0.1871,NO
0.1542,NO
0.1906,NO
0.1542,NO
0.1701,NO
0.1542,NO
0.2083,NO
1.0,YES
0.4206,YES
1.0,YES
1.0,YES
0.1526,NO
0.3916,YES
0.0417,NO
0.153,NO
0.1628,NO
0.3653,YES
0.279,YES
0.279,YES
0.3533,YES
0.1628,NO
0.1628,NO
0.3533,YES
0.0405,NO
0.3653,YES
0.035,NO
0.0866,NO
0.1834,NO
0.1834,NO
0.153,NO
0.2328,YES
0.1494,NO
0.279,YES
0.1494,NO
0.279,YES
0.0411,NO
0.1253,NO
0.1253,NO
0.0401,NO
0.344,YES
0.1253,NO
0.3653,YES
0.0649,NO
0.077,NO
0.477,YES
0.2276,NO
0.2276,NO
0.477,YES
0.0891,NO
0.0727,NO
1.0,YES
0.106,NO
1.0,YES
0.0823,NO
0.2149,NO
0.2246,NO
0.2875,NO
0.0649,NO
0.1935,NO
0.0649,NO
0.2276,NO
0.0649,NO
0.2276,NO
0.0468,NO
0.1709,NO
0.1166,NO
0.1123,NO
