Similarity,Associated
0.4531,NO
0.2028,NO
0.6411,NO
1.0619,NO
0.5887,NO
0.7665,NO
0.7028,NO
0.4312,NO
0.6873,NO
1.8335,YES
0.926,NO
1.809,YES
0.501,NO
0.5553,NO
0.4466,NO
0.4702,NO
0.9578,NO
0.457,NO
0.7593,NO
0.4859,NO
0.7987,NO
1.5115,YES
2.0515,YES
1.3688,YES
1.7641,YES
0.7308,NO
0.7898,YES
0.6479,NO
3.255,YES
1.0926,YES
1.0068,NO
0.1539,NO
0.1627,NO
0.9434,NO
1.8906,YES
2.0782,YES
1.0516,NO
0.3405,NO
0.8913,NO
0.3037,NO
0.6363,NO
0.5384,NO
0.7261,NO
1.6226,YES
0.3949,NO
3.0044,YES
0.1096,NO
3.2407,YES
0.2875,NO
0.429,NO
0.722,NO
0.536,NO
0.4394,NO
0.7633,NO
0.1778,NO
0.8811,NO
0.4105,NO
0.4261,NO
1.1907,NO
1.6211,NO
1.1305,NO
0.8585,NO
1.2653,NO
0.356,NO
1.2489,NO
3.3232,YES
1.4194,NO
3.1593,YES
0.569,NO
0.8282,NO
0.5941,NO
0.7325,NO
1.5888,NO
0.4077,NO
1.3685,NO
0.3914,NO
1.1555,NO
3.1869,YES
3.5821,YES
2.6475,YES
2.9635,YES
0.829,NO
1.8451,YES
0.9779,NO
3.2821,YES
1.2987,YES
1.3074,NO
0.9207,NO
0.8312,NO
1.1904,NO
2.095,YES
2.156,YES
1.4201,NO
0.7974,NO
1.6929,NO
0.8587,NO
0.613,NO
0.3078,NO
0.469,NO
1.632,YES
1.1923,NO
2.9911,YES
1.0715,NO
3.2327,YES
0.8403,NO
1.187,NO
1.2639,NO
1.0929,NO
0.8435,NO
1.2018,NO
1.0595,NO
1.3669,NO
0.1971,NO
0.465,NO
1.5236,YES
4.1441,YES
4.1718,YES
1.9106,YES
1.036,NO
0.1421,NO
1.613,YES
0.6776,NO
1.7696,YES
0.6935,NO
0.8681,NO
0.7384,NO
0.9993,NO
0.4412,NO
5.0302,YES
0.2926,NO
4.2724,YES
0.1989,NO
4.8253,YES
0.9044,NO
0.9245,NO
1.042,NO
1.0511,NO
1.7306,YES
0.3611,NO
2.1912,YES
0.7367,NO
0.6773,NO
1.2326,NO
1.3441,NO
1.0032,NO
0.8777,NO
1.4482,NO
0.4922,NO
1.2283,NO
3.3423,YES
1.7153,NO
3.2016,YES
0.223,NO
0.4235,NO
0.1033,NO
0.8924,NO
1.2648,NO
0.7057,NO
1.2421,NO
0.5992,NO
1.0821,NO
3.3018,YES
3.7434,YES
3.0552,YES
2.9687,YES
1.0568,NO
1.9478,YES
1.1115,NO
0.3916,NO
0.5502,NO
1.4704,YES
4.1838,YES
4.215,YES
1.6182,YES
1.3508,NO
0.2031,NO
1.3367,YES
1.3803,NO
1.504,YES
1.2274,NO
0.7123,NO
0.878,NO
1.0089,NO
0.5731,NO
4.8586,YES
0.3612,NO
4.0316,YES
0.4914,NO
4.5097,YES
1.7049,NO
1.75,NO
1.4941,NO
1.3612,NO
1.2563,YES
0.5765,NO
1.8431,YES
1.0664,NO
0.3904,NO
1.0877,NO
1.084,NO
0.5362,NO
1.0129,NO
1.4515,NO
0.7412,NO
1.2151,NO
2.5715,YES
1.2291,NO
2.4677,YES
1.1458,NO
1.1801,NO
0.9393,NO
0.7639,NO
1.1395,NO
0.7849,NO
0.6791,NO
0.8848,NO
0.6293,NO
2.4448,YES
3.0396,YES
1.9001,YES
2.3035,YES
0.7404,NO
1.45,YES
1.2718,NO
0.2785,NO
0.3886,NO
0.9704,NO
1.0709,NO
0.824,NO
0.4318,NO
1.0715,NO
0.2533,NO
0.8321,NO
3.1745,YES
1.3187,NO
3.2429,YES
0.0917,NO
0.3153,NO
0.0414,NO
0.61,NO
0.958,NO
0.2886,NO
1.1344,NO
0.1439,NO
0.7271,NO
3.2089,YES
3.5852,YES
2.8207,YES
2.9052,YES
0.5671,NO
1.8711,YES
0.6071,NO
0.7192,NO
0.6002,NO
1.6571,NO
1.4261,NO
1.1748,NO
1.4205,NO
1.6048,NO
0.4714,NO
1.8397,NO
3.333,YES
2.1084,NO
3.2245,YES
0.5628,NO
0.7896,NO
0.4761,NO
0.8885,NO
1.5088,NO
0.6088,NO
1.3355,NO
0.6152,NO
1.2576,NO
3.376,YES
3.8363,YES
3.2506,YES
3.0473,YES
1.51,NO
1.94,YES
1.4799,NO
0.5204,NO
0.4122,NO
1.3305,NO
1.6566,NO
1.296,NO
0.7545,NO
1.3764,NO
0.4462,NO
1.2186,NO
3.5209,YES
1.7618,NO
3.6697,YES
0.4116,NO
0.7385,NO
0.4131,NO
0.7534,NO
1.4398,NO
0.4741,NO
1.5413,NO
0.3778,NO
1.2054,NO
3.679,YES
4.1911,YES
3.3445,YES
3.1846,YES
0.8767,NO
2.2169,YES
0.795,NO
0.8841,NO
1.0065,NO
5.0993,YES
0.8303,YES
1.2472,YES
6.0666,YES
2.3018,NO
0.4408,NO
5.7354,YES
0.5997,NO
6.0435,YES
0.5639,NO
2.2279,NO
1.3027,NO
0.8926,NO
0.8955,NO
2.1083,YES
0.5472,NO
2.0023,YES
0.822,NO
2.502,YES
1.1093,NO
1.2501,NO
2.3002,NO
1.5317,NO
6.0842,YES
2.3528,NO
5.9569,YES
0.4127,NO
0.7488,NO
2.7401,YES
0.6675,NO
0.7634,NO
3.7693,YES
1.7084,NO
0.2256,NO
3.3289,YES
0.4437,NO
3.3487,YES
0.4851,NO
1.5416,NO
1.2717,NO
0.7886,NO
0.4813,NO
1.8213,NO
0.2983,NO
1.7247,NO
0.1506,NO
2.0288,NO
0.4752,NO
0.9057,NO
1.0582,NO
0.8153,NO
3.4303,YES
1.6289,NO
3.972,YES
0.3931,NO
0.9455,NO
3.7399,YES
4.4386,YES
4.3643,YES
4.9524,YES
1.9337,NO
0.3497,NO
4.5791,YES
1.3679,NO
4.9895,YES
1.3586,NO
1.4475,NO
0.9241,NO
0.8486,NO
0.6682,NO
5.6241,YES
0.3061,NO
4.941,YES
0.7477,NO
5.4831,YES
1.5957,NO
1.8187,NO
2.4864,NO
2.1355,NO
5.0845,YES
1.7363,NO
4.6991,YES
0.1366,NO
0.7791,NO
2.4142,YES
0.7599,NO
0.9813,NO
2.9433,YES
0.8404,NO
0.3299,NO
2.9266,YES
0.8034,NO
3.2854,YES
0.8113,NO
1.1534,NO
0.8406,NO
0.2053,NO
0.2531,NO
1.1541,NO
0.2065,NO
1.4186,NO
0.2242,NO
1.3978,NO
1.2072,NO
0.8603,NO
1.7243,NO
1.4147,NO
3.3306,YES
1.9258,NO
2.9888,YES
0.1483,NO
0.6374,NO
1.6428,YES
4.3444,YES
3.9187,YES
2.2621,YES
1.2476,NO
0.1764,NO
1.7241,YES
1.5162,NO
2.106,YES
1.5198,NO
1.2043,NO
