Similarity,Associated
0.2057,NO
0.3133,NO
0.6593,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.2687,NO
0.2626,NO
0.2186,NO
1.0,YES
0.7077,NO
1.0,YES
0.3126,NO
0.3391,NO
0.3391,NO
0.2626,NO
0.4176,NO
0.2886,NO
0.1337,NO
0.2626,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.2574,NO
0.382,YES
1.0,YES
0.4007,NO
0.2664,NO
0.2152,NO
0.4007,NO
1.0,YES
1.0,YES
0.4007,NO
0.3066,NO
0.4007,NO
0.3066,NO
0.3658,NO
0.397,NO
0.397,NO
1.0,YES
0.2604,NO
0.405,YES
0.2047,NO
1.0,YES
0.1603,NO
0.1589,NO
0.1826,NO
0.2314,NO
0.3066,NO
0.4007,NO
0.2314,NO
0.4007,NO
0.2057,NO
0.3133,NO
0.6593,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.2687,NO
0.1016,NO
0.2077,NO
1.0,YES
0.7077,NO
1.0,YES
0.1773,NO
0.1924,NO
0.1924,NO
0.1057,NO
0.4176,NO
0.2886,NO
0.2316,NO
0.1827,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.2574,NO
1.0,YES
1.0,YES
0.5415,NO
0.3722,NO
0.3006,NO
0.5415,NO
1.0,YES
1.0,YES
0.5415,NO
0.601,NO
0.5415,NO
0.601,NO
0.7376,NO
0.7124,NO
0.7376,NO
1.0,YES
0.3638,NO
0.9606,YES
0.286,NO
1.0,YES
0.2632,NO
0.4069,NO
0.4069,NO
0.3061,NO
0.601,NO
0.5415,NO
0.1301,NO
0.5415,NO
0.1709,NO
0.1651,NO
0.4323,YES
1.0,YES
1.0,YES
0.503,YES
0.22,NO
0.0471,NO
0.433,YES
0.3019,NO
0.4615,YES
0.224,NO
0.3493,NO
0.379,NO
0.379,NO
0.0681,NO
1.0,YES
0.1052,NO
1.0,YES
0.3664,NO
1.0,YES
0.2736,NO
0.3338,NO
0.4726,NO
0.1856,NO
0.7346,YES
0.2265,NO
0.4323,YES
0.2565,NO
0.3133,NO
0.6593,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.2687,NO
0.2719,NO
0.1264,NO
1.0,YES
0.7077,NO
1.0,YES
0.1236,NO
0.2012,NO
0.1275,NO
0.1388,NO
0.4176,NO
0.2886,NO
0.2299,NO
0.2719,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.2574,NO
0.146,NO
0.2183,NO
0.4532,YES
1.0,YES
1.0,YES
0.566,YES
0.2476,NO
0.1065,NO
0.4151,YES
0.6903,NO
0.5193,YES
0.3749,NO
0.4058,NO
0.4403,NO
0.4403,NO
0.1065,NO
1.0,YES
0.2011,NO
1.0,YES
0.4123,NO
1.0,YES
0.6968,NO
0.6968,NO
0.6334,NO
0.6903,NO
0.8266,YES
0.6968,NO
0.4843,YES
0.2332,NO
0.3133,NO
0.4239,NO
0.3384,NO
0.3315,NO
0.4239,NO
0.2344,NO
0.2332,NO
0.4239,NO
1.0,YES
0.4239,NO
1.0,YES
0.3899,NO
0.3765,NO
0.3899,NO
0.1438,NO
0.2942,NO
0.2886,NO
0.0979,NO
0.2332,NO
0.1699,NO
1.0,YES
1.0,YES
0.9091,YES
1.0,YES
0.4239,NO
1.0,YES
0.4239,NO
0.2057,NO
0.3133,NO
0.6593,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.2687,NO
0.1825,NO
0.4095,NO
1.0,YES
0.7077,NO
1.0,YES
0.1567,NO
0.1774,NO
0.1275,NO
0.1825,NO
0.4176,NO
0.2886,NO
0.4374,NO
0.1827,NO
0.4374,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.4095,NO
0.1427,NO
0.2036,NO
0.3916,NO
0.6139,NO
0.3384,NO
0.4023,NO
0.2687,NO
0.1513,NO
0.2216,NO
1.0,YES
0.4203,NO
1.0,YES
0.1236,NO
0.2085,NO
0.1275,NO
0.1438,NO
0.4176,NO
0.1876,NO
0.3246,NO
0.2201,NO
0.219,NO
1.0,YES
1.0,YES
0.7522,YES
1.0,YES
0.4413,NO
0.6498,YES
0.2586,NO
0.2057,NO
0.3133,NO
0.6593,NO
0.6139,NO
0.3369,NO
0.6773,NO
0.2687,NO
0.1812,NO
0.0927,NO
1.0,YES
0.7077,NO
1.0,YES
0.1236,NO
0.2085,NO
0.1275,NO
0.1812,NO
0.4176,NO
0.2886,NO
0.2511,NO
0.1827,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.2574,NO
0.1816,NO
0.3044,NO
1.0,YES
0.6673,YES
0.5116,YES
1.0,YES
0.4103,NO
0.1816,NO
1.0,YES
0.2963,NO
1.0,YES
0.7244,NO
0.331,NO
0.4246,NO
0.2972,NO
0.1677,NO
0.5293,YES
0.2282,NO
0.6649,YES
0.506,NO
0.3312,YES
0.4243,NO
0.4261,NO
0.7244,NO
0.3976,NO
1.0,YES
0.7244,NO
1.0,YES
0.2097,NO
0.3044,NO
1.0,YES
0.2599,NO
0.2599,NO
1.0,YES
0.4103,NO
0.001,NO
1.0,YES
0.2078,NO
0.8915,YES
0.5079,NO
0.0038,NO
0.4246,NO
0.2972,NO
0.0246,NO
0.5293,NO
0.0739,NO
0.537,NO
0.1588,NO
0.3889,NO
0.2975,NO
0.2987,NO
0.5079,NO
0.3693,NO
1.0,YES
0.6436,NO
0.9755,YES
0.1805,NO
0.2418,NO
0.7944,YES
1.0,YES
1.0,YES
0.7944,YES
0.326,NO
0.0721,NO
0.7944,YES
0.5997,NO
0.7876,YES
0.8778,NO
0.4811,NO
0.5221,NO
0.5221,NO
0.091,NO
1.0,YES
0.205,NO
1.0,YES
0.4898,NO
1.0,YES
0.7101,NO
0.7101,NO
0.8778,NO
0.4819,NO
0.982,YES
0.8778,NO
0.7876,YES
0.1636,NO
0.3162,NO
0.6768,YES
0.1575,NO
0.1992,NO
0.7803,YES
0.2943,NO
0.0219,NO
1.0,YES
0.0969,NO
1.0,YES
0.1271,NO
0.388,NO
0.3363,NO
0.3363,NO
0.0397,NO
0.4061,NO
0.0697,NO
0.5394,NO
0.3011,NO
0.3035,NO
0.2571,NO
0.1845,NO
0.0432,NO
0.3552,NO
1.0,YES
0.5796,NO
1.0,YES
0.2091,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.2091,NO
0.5022,YES
0.4207,NO
0.6283,YES
0.4207,NO
0.6466,NO
0.7016,NO
0.7016,NO
0.0927,NO
1.0,YES
0.2009,NO
0.877,YES
0.4988,NO
0.877,YES
0.3725,NO
0.3721,NO
0.5265,NO
0.4207,NO
1.0,YES
0.3283,NO
0.5859,YES
1.0,YES
1.0,YES
0.3517,NO
0.2094,NO
0.2094,NO
0.3517,NO
1.0,YES
1.0,YES
0.3813,NO
0.3269,NO
0.2841,NO
0.1704,NO
0.5451,NO
0.5915,NO
0.5915,NO
0.345,YES
0.2853,NO
0.9606,YES
0.186,NO
1.0,YES
0.1259,NO
0.3269,NO
0.3269,NO
0.2459,NO
0.3269,NO
0.3517,NO
0.2051,NO
0.3431,NO
0.1947,NO
0.3141,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.4103,NO
0.0522,NO
1.0,YES
0.2266,NO
1.0,YES
0.4834,NO
0.3854,NO
0.4246,NO
0.2972,NO
0.0927,NO
0.7517,YES
0.2282,NO
0.7355,YES
0.4988,NO
0.4963,YES
0.3725,NO
0.3721,NO
0.6965,NO
0.3552,NO
1.0,YES
0.5975,NO
1.0,YES
0.2097,NO
0.3044,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.4103,NO
0.0522,NO
1.0,YES
0.6074,NO
1.0,YES
0.4814,NO
0.3372,NO
0.4246,NO
0.3659,NO
0.0927,NO
0.7517,YES
0.2282,NO
0.7355,YES
0.506,NO
0.4963,YES
0.6074,NO
0.6074,NO
0.6965,NO
0.6074,NO
1.0,YES
0.6436,NO
1.0,YES
0.162,NO
0.3162,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.4103,NO
0.0672,NO
1.0,YES
0.4412,NO
1.0,YES
0.679,NO
0.388,NO
0.4246,NO
0.2972,NO
0.0927,NO
0.7517,YES
0.2282,NO
0.7355,YES
0.4988,NO
0.4963,YES
0.5224,NO
0.5224,NO
0.6965,NO
0.3727,NO
1.0,YES
0.679,NO
1.0,YES
0.2097,NO
0.3162,NO
1.0,YES
1.0,YES
0.7667,YES
1.0,YES
0.4103,NO
0.0522,NO
1.0,YES
0.2242,NO
1.0,YES
0.1629,NO
0.4036,NO
0.438,NO
0.438,NO
0.0927,NO
0.7517,YES
0.2282,NO
0.7355,YES
0.506,NO
0.4963,YES
0.3725,NO
0.3721,NO
0.6965,NO
0.3693,NO
1.0,YES
0.6436,NO
1.0,YES
0.1709,NO
0.2248,NO
0.5483,YES
1.0,YES
0.9338,YES
0.6847,YES
0.2995,NO
0.1238,NO
0.5022,YES
0.5159,NO
0.6283,YES
0.4755,NO
0.2021,NO
0.3152,NO
0.2758,NO
0.0927,NO
0.9773,YES
0.1763,NO
1.0,YES
0.4988,NO
1.0,YES
0.6109,NO
0.6109,NO
0.5554,NO
0.4755,NO
1.0,YES
0.6109,NO
0.5859,YES
0.1425,NO
0.2248,NO
0.5615,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.1131,NO
0.5865,YES
0.3871,NO
0.6283,YES
0.4027,NO
0.2276,NO
0.2493,NO
0.2758,NO
0.0927,NO
1.0,YES
0.1323,NO
1.0,YES
0.4988,NO
1.0,YES
0.4584,NO
0.4584,NO
0.5265,NO
0.2222,NO
1.0,YES
0.4584,NO
0.5865,YES
0.2769,NO
0.243,NO
0.2372,NO
0.3247,NO
0.0717,NO
0.4172,NO
0.3632,NO
0.243,NO
0.6446,NO
0.2128,NO
0.3941,NO
0.166,NO
1.0,YES
1.0,YES
1.0,YES
0.243,NO
0.4823,NO
0.096,NO
0.1002,NO
0.3802,NO
0.0466,NO
0.2128,NO
0.2739,NO
0.16,NO
0.2128,NO
0.3219,NO
0.2918,NO
0.2372,NO
0.9432,YES
1.0,YES
0.2452,NO
0.2269,NO
0.1739,NO
0.1763,NO
1.0,YES
1.0,YES
0.1763,NO
0.0464,NO
0.1763,NO
0.1024,NO
0.0458,NO
0.0596,NO
0.1158,NO
1.0,YES
0.1847,NO
1.0,YES
0.1668,NO
1.0,YES
0.1137,NO
0.0845,NO
0.0844,NO
0.1194,NO
0.0773,NO
0.2269,NO
0.1024,NO
0.1763,NO
0.1584,NO
0.2248,NO
0.5483,YES
1.0,YES
1.0,YES
0.6847,YES
0.2995,NO
0.0471,NO
0.5022,YES
0.3019,NO
0.6283,YES
0.224,NO
0.369,NO
0.3563,NO
0.369,NO
0.0927,NO
1.0,YES
0.1052,NO
1.0,YES
0.4988,NO
1.0,YES
0.3725,NO
0.3721,NO
0.5265,NO
0.1856,NO
1.0,YES
0.2583,NO
0.5859,YES
1.0,YES
1.0,YES
0.334,NO
0.3075,NO
0.2357,NO
0.334,NO
1.0,YES
1.0,YES
0.334,NO
0.2506,NO
0.334,NO
0.2506,NO
0.0621,NO
0.0632,NO
0.0848,NO
0.316,YES
0.2311,NO
1.0,YES
0.2261,NO
1.0,YES
0.1526,NO
0.1298,NO
0.1492,NO
0.2094,NO
0.2506,NO
0.334,NO
0.2094,NO
0.334,NO
0.1671,NO
0.3133,NO
0.1901,NO
0.3384,NO
0.3315,NO
0.1364,NO
0.2344,NO
0.1058,NO
0.1,NO
1.0,YES
0.3591,NO
1.0,YES
0.0808,NO
0.2085,NO
0.0549,NO
0.1438,NO
0.2942,NO
0.2886,NO
0.1465,NO
0.0993,NO
0.0988,NO
1.0,YES
1.0,YES
0.9091,YES
1.0,YES
0.2322,NO
1.0,YES
0.2574,NO
0.9863,YES
1.0,YES
0.2452,NO
0.0835,NO
0.0553,NO
0.1955,NO
1.0,YES
1.0,YES
0.1955,NO
0.2223,NO
0.1955,NO
0.2223,NO
0.2369,NO
0.257,NO
0.257,NO
1.0,YES
0.124,NO
1.0,YES
0.1084,NO
1.0,YES
0.053,NO
0.1152,NO
0.1324,NO
0.1136,NO
0.2223,NO
0.1955,NO
0.0878,NO
0.1955,NO
0.3943,NO
0.418,NO
0.6593,NO
0.3384,NO
0.3315,NO
0.6773,NO
0.2677,NO
0.418,NO
0.2325,NO
1.0,YES
0.7077,NO
1.0,YES
0.3884,NO
0.3751,NO
0.3884,NO
0.2677,NO
0.2942,NO
0.418,NO
0.191,NO
0.418,NO
0.3295,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.5187,NO
1.0,YES
0.2574,NO
