Similarity,Associated
0.32,NO
0.2852,NO
0.2809,NO
0.4329,NO
0.3069,NO
0.2524,NO
0.3056,NO
0.1819,NO
0.2323,NO
0.8204,YES
0.1043,NO
1.0,YES
0.3555,NO
0.3673,NO
0.2206,NO
0.3282,NO
0.1192,NO
0.318,NO
0.3529,NO
0.1437,NO
0.2418,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
1.0,YES
0.2323,NO
1.0,YES
1.0,YES
0.2893,NO
0.1781,NO
0.0854,NO
0.2387,NO
0.5234,YES
1.0,YES
0.2287,NO
0.1692,NO
0.2287,NO
0.0762,NO
0.3148,NO
0.3148,NO
0.301,NO
1.0,YES
0.1542,NO
1.0,YES
0.1542,NO
0.568,YES
0.1542,NO
0.1789,NO
0.2456,NO
0.1789,NO
0.1789,NO
0.2673,NO
0.1789,NO
0.1506,NO
0.3496,NO
0.1441,NO
0.5722,NO
0.4177,NO
0.2961,NO
0.6333,NO
0.4164,NO
0.0995,NO
0.2594,NO
0.9462,YES
0.1737,NO
1.0,YES
0.2522,NO
0.352,NO
0.2728,NO
0.3167,NO
0.3984,NO
0.3069,NO
0.3405,NO
0.0565,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.303,NO
1.0,YES
0.3251,NO
1.0,YES
1.0,YES
0.2893,NO
0.2576,NO
0.1236,NO
0.2862,NO
1.0,YES
1.0,YES
0.2862,NO
0.0584,NO
0.1923,NO
0.1189,NO
0.196,NO
0.3413,NO
0.0221,NO
1.0,YES
0.2044,NO
1.0,YES
0.1102,NO
0.5838,YES
0.1256,NO
0.1769,NO
0.2456,NO
0.1522,NO
0.1107,NO
0.2673,NO
0.1417,NO
0.2862,NO
0.3229,NO
0.2011,NO
0.3116,YES
1.0,YES
1.0,YES
0.4224,YES
0.2784,NO
0.1652,NO
0.6191,YES
0.2975,NO
0.4131,YES
0.254,NO
0.2986,NO
0.42,NO
0.3877,NO
0.1663,NO
1.0,YES
0.2011,NO
1.0,YES
0.1882,NO
1.0,YES
0.254,NO
0.4169,NO
0.254,NO
0.254,NO
0.3891,YES
0.4382,NO
0.6191,YES
0.3496,NO
0.2866,NO
0.5722,NO
0.4329,NO
0.3613,NO
0.6333,NO
0.4164,NO
0.2866,NO
0.4052,NO
0.8971,YES
0.211,NO
1.0,YES
0.3104,NO
0.3511,NO
0.3166,NO
0.3282,NO
0.3984,NO
0.318,NO
0.3613,NO
0.1628,NO
0.3438,NO
1.0,YES
1.0,YES
1.0,YES
1.0,YES
0.314,NO
1.0,YES
0.4052,NO
0.3229,NO
0.1676,NO
0.5033,YES
1.0,YES
0.6115,YES
0.6382,YES
0.1621,NO
0.1168,NO
1.0,YES
0.3781,NO
0.4491,YES
0.4608,NO
0.3108,NO
0.42,NO
0.3335,NO
0.1567,NO
1.0,YES
0.1676,NO
1.0,YES
0.304,NO
1.0,YES
0.4608,NO
0.4608,NO
0.3496,NO
0.2183,NO
0.582,YES
0.4608,NO
1.0,YES
0.32,NO
0.1493,NO
0.2809,NO
